epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2_lam,loss_l2_vol,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm_lam,gnorm_sig,lr,fwd_bias_diag_bp,lam_1Y_norm,lam_5Y_norm,lam_10Y_norm,sig_base_0,sig_base_1,sig_base_2,sig_base_3,sig_exp_1Y_0,sig_exp_1Y_1,sig_exp_1Y_2,sig_exp_1Y_3,sig_exp_5Y_0,sig_exp_5Y_1,sig_exp_5Y_2,sig_exp_5Y_3,sig_exp_10Y_0,sig_exp_10Y_1,sig_exp_10Y_2,sig_exp_10Y_3,sig_ten_1Y_0,sig_ten_1Y_1,sig_ten_1Y_2,sig_ten_1Y_3,sig_ten_5Y_0,sig_ten_5Y_1,sig_ten_5Y_2,sig_ten_5Y_3,sig_ten_10Y_0,sig_ten_10Y_1,sig_ten_10Y_2,sig_ten_10Y_3,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
12,377.9,30.135,0.9433175604790449,1.9090073108673096,0.00043337947863619775,4.023794701879524e-07,1.0,0.999755859375,,0,2.000000119209286,3.464100238627173,8.678000000000003e-05,71.4125,0.38047853112220764,0.37992212176322937,0.3800525963306427,-3.7052128314971924,-3.080749988555908,-4.053086280822754,-3.525909900665283,-0.005870121531188488,0.0013635276118293405,-0.0026672317180782557,-0.0005681355833075941,-0.005490576382726431,-0.005109063349664211,-0.0048453351482748985,-0.006265273317694664,0.005563938524574041,-0.006734130904078484,-0.005891167558729649,-0.007286091335117817,-0.005336725618690252,-0.000969140965025872,-0.0044441563077270985,-0.004470765590667725,-0.0018950247904285789,0.000979799428023398,-0.0005274081486277282,-0.0019230401376262307,-0.005101881455630064,-0.005197467282414436,-0.0038089887239038944,-0.00484983017668128,,,,,,,,,
13,408.0,30.077,0.8303791512735188,1.4246376380324364,0.00043365085002733395,5.650230718856619e-07,1.0,0.99945068359375,,0,1.9999993443488,0.0624266180619461,9.344000000000004e-05,80.775,0.3806591331958771,0.37996622920036316,0.3801552653312683,-3.7080953121185303,-3.080953359603882,-4.055485248565674,-3.52754282951355,-0.007256628479808569,0.0013331155059859157,-0.003819897770881653,-0.0009128463570959866,-0.006308090873062611,-0.005811365321278572,-0.0055681332014501095,-0.007013801485300064,0.0065217106603085995,-0.00793474167585373,-0.007001909427344799,-0.008594954386353493,-0.006714816205203533,-0.0009516191785223782,-0.005743475165218115,-0.004906018730252981,-0.0023749079555273056,0.000969030661508441,-0.00078227260382846,-0.002298407256603241,-0.00570385018363595,-0.00570076797157526,-0.004473018925637007,-0.005692750681191683,,,,,,,,,
14,441.1,33.115,0.8232849608175457,1.0784113481640816,0.0004338563812780194,7.575298894835214e-07,1.0,0.99957275390625,,0,2.000000119209286,0.050059271223017496,0.00010010000000000003,49.05,0.3807629644870758,0.3799949884414673,0.3802589774131775,-3.7100303173065186,-3.0813310146331787,-4.057826995849609,-3.529446601867676,-0.00818309560418129,0.0012123225023970008,-0.004950509872287512,-0.0014210997615009546,-0.006940051447600126,-0.006436083000153303,-0.006189281120896339,-0.007697366178035736,0.007583437953144312,-0.00907116662710905,-0.008030783385038376,-0.00987870991230011,-0.007997333072125912,-0.0010489632841199636,-0.007033319212496281,-0.0052941665053367615,-0.002188778016716242,0.0009415239910595119,-0.0009659551433287561,-0.0029554779175668955,-0.0061958832666277885,-0.006104682572185993,-0.0051039657555520535,-0.00651623634621501,,,,,,,,,
15,470.9,29.832,0.799947515130043,1.5247049927711487,0.00043405345786595717,9.755002423617043e-07,1.0,0.99908447265625,,0,2.000000238418565,3.4172454940695864,0.00010676000000000003,79.3625,0.38089311122894287,0.38003143668174744,0.38038161396980286,-3.712581157684326,-3.0822815895080566,-4.0608625411987305,-3.532031536102295,-0.00943221990019083,0.0008157474221661687,-0.006437783129513264,-0.002243268769234419,-0.007454918697476387,-0.007056001108139753,-0.006621951702982187,-0.008410214446485043,0.008597212843596935,-0.010418079793453217,-0.009229045361280441,-0.011390116065740585,-0.009299661964178085,-0.001290470128878951,-0.008493253029882908,-0.0060185533948242664,-0.00260440306738019,0.0004576524952426553,-0.00150463602039963,-0.003781131701543927,-0.006640707608312368,-0.006409842520952225,-0.005698926746845245,-0.007447106298059225,,,,,,,,,
16,501.9,30.964,0.26285061798989773,1.5220923125743866,0.00043429024663055316,1.2665619806284667e-06,1.0,0.99969482421875,,0,2.0000003576278367,0.6206171858527062,0.00011342000000000004,106.8,0.38103458285331726,0.3800899386405945,0.3805326521396637,-3.7146456241607666,-3.0834031105041504,-4.064196586608887,-3.5349931716918945,-0.010424359701573849,0.00037957142922095954,-0.008070955984294415,-0.0030440911650657654,-0.008000615052878857,-0.007922796532511711,-0.007160474546253681,-0.009477641433477402,0.008645087480545044,-0.012393424287438393,-0.010593010112643242,-0.013442770577967167,-0.010640081018209457,-0.001677870168350637,-0.01019784715026617,-0.0073321787640452385,-0.002565124537795782,0.00010023990762419999,-0.0018713375320658088,-0.0041575441136956215,-0.007028074003756046,-0.006745584774762392,-0.006284194067120552,-0.00858527421951294,,,,,,,,,
17,537.1,35.153,1.1940929889678955,1.6441558003425598,0.0004345974084571935,1.6422602584498236e-06,1.0,0.99896240234375,,0,1.999999880790707,3.464100273039944,0.00012008000000000003,107.7,0.38126295804977417,0.3801737427711487,0.3806940019130707,-3.717385768890381,-3.0853307247161865,-4.068185329437256,-3.5384626388549805,-0.011756405234336853,-0.0004568893928080797,-0.01002361997961998,-0.004090124741196632,-0.008602318353950977,-0.009090675041079521,-0.007982978597283363,-0.010866932570934296,0.0090158237144351,-0.014314964413642883,-0.012019038200378418,-0.015542736276984215,-0.011937337927520275,-0.002260257489979267,-0.011849253438413143,-0.008546754717826843,-0.0029112219344824553,-0.0002817434724420309,-0.0025990831200033426,-0.004772272892296314,-0.007736267521977425,-0.007739052176475525,-0.007380106020718813,-0.010202595964074135,,,,,,,,,
18,564.5,27.488,0.6371457325294614,1.4508094936609268,0.0004349548617028631,2.15249957591368e-06,1.0,0.99945068359375,,0,1.999999880790707,0.1359037357360019,0.00012674000000000005,74.19999999999999,0.3814592957496643,0.38028690218925476,0.3808521032333374,-3.72066330909729,-3.0875813961029053,-4.072171211242676,-3.5413408279418945,-0.013361808843910694,-0.0014654049882665277,-0.011976166628301144,-0.004762495867908001,-0.009191667661070824,-0.010306015610694885,-0.008779818192124367,-0.01241820678114891,0.00986563228070736,-0.016219792887568474,-0.013548989780247211,-0.017653051763772964,-0.013236011378467083,-0.003205003682523966,-0.013514517806470394,-0.009157544933259487,-0.003627956844866276,-4.5855442294850945e-05,-0.0031619530636817217,-0.005458804778754711,-0.008563881739974022,-0.009035940282046795,-0.008644258603453636,-0.011936810798943043,,,,,,,,,
19,596.0,31.425,0.3616379629820585,1.0229395106434822,0.0004353113326942548,2.727157209392317e-06,1.0,0.9998779296875,,0,1.9999999403953543,0.054683864528015026,0.00013340000000000007,90.5125,0.3816438317298889,0.38038086891174316,0.38104915618896484,-3.7234652042388916,-3.089057445526123,-4.075336933135986,-3.544577121734619,-0.014746537432074547,-0.00207569170743227,-0.013520077802240849,-0.005553159397095442,-0.009602643549442291,-0.011089357547461987,-0.009207497350871563,-0.013591762632131577,0.011146089993417263,-0.018513811752200127,-0.01561954990029335,-0.020135095342993736,-0.014423800632357597,-0.00391799584031105,-0.01477019302546978,-0.009898394346237183,-0.004121941979974508,0.00036505202297121286,-0.003635115223005414,-0.00627186568453908,-0.009164812974631786,-0.010004505515098572,-0.009637083858251572,-0.013505356386303902,,,,,,,,,
20,623.0,27.051,0.5361278243362904,1.1143752336502075,0.00043568476394284517,3.3525302569614723e-06,1.0,0.9996337890625,,0,1.9999998211860577,0.15055025595771812,0.0001400600000000001,72.75,0.38181835412979126,0.38050344586372375,0.38125190138816833,-3.7267751693725586,-3.0902609825134277,-4.078462600708008,-3.5481884479522705,-0.016392355784773827,-0.002554559614509344,-0.015043874271214008,-0.00660167308524251,-0.009960368275642395,-0.011903784237802029,-0.00965991523116827,-0.014872108586132526,0.012295975349843502,-0.0206220094114542,-0.017566686496138573,-0.022489475086331367,-0.015923332422971725,-0.00455147959291935,-0.016109883785247803,-0.010926413349807262,-0.004742417950183153,0.0007210832554847002,-0.004054543562233448,-0.00724185211583972,-0.009599906392395496,-0.010708092711865902,-0.01037177350372076,-0.014733596704900265,,,,,,,,,
21,655.0,31.935,0.1501817312091589,1.353021815419197,0.0004360687671578489,4.031196965570416e-06,1.0,0.99859619140625,,0,2.0,0.8065856379131752,0.00014672000000000009,80.0625,0.38200703263282776,0.3806001842021942,0.381484717130661,-3.7298524379730225,-3.091442346572876,-4.0810770988464355,-3.551799774169922,-0.01792188361287117,-0.0030145796481519938,-0.01631048135459423,-0.007599250413477421,-0.010281896218657494,-0.01252303272485733,-0.01006525568664074,-0.015754355117678642,0.013098075054585934,-0.02294859290122986,-0.019540030509233475,-0.025110501796007156,-0.01711864210665226,-0.005064298864454031,-0.01717454381287098,-0.012022573500871658,-0.005314518231898546,0.0010139059741050005,-0.004549146164208651,-0.008170388638973236,-0.010363087989389896,-0.011594608426094055,-0.010937895625829697,-0.016041956841945648,,,,,,,,,
22,684.3,29.329,0.701652031391859,1.1045576930046082,0.0004365058339317329,4.7356429604406e-06,1.0,0.999267578125,,0,1.9999997615814067,3.4641013054229215,0.00015338000000000008,66.725,0.38234737515449524,0.38068005442619324,0.3817347586154938,-3.732898712158203,-3.092618703842163,-4.083469867706299,-3.555379867553711,-0.019414763897657394,-0.003475738922134042,-0.017485862597823143,-0.008688834495842457,-0.010745508596301079,-0.013123726472258568,-0.0100204823538661,-0.01628650352358818,0.012957067228853703,-0.025172404944896698,-0.02133808843791485,-0.027571041136980057,-0.018158553168177605,-0.00549571355804801,-0.017918450757861137,-0.012903003953397274,-0.005940523464232683,0.001157557824626565,-0.005192444659769535,-0.009330522269010544,-0.01130038034170866,-0.012488139793276787,-0.01176535990089178,-0.017469892278313637,,,,,,,,,
23,714.9,30.564,0.633205184713006,1.4754582345485687,0.000437044320278801,5.454744382404897e-06,1.0,0.999755859375,,0,1.9999999403953543,3.4641012021846374,0.00016004000000000007,73.075,0.38273561000823975,0.38078808784484863,0.3819895386695862,-3.736287832260132,-3.0939154624938965,-4.08558464050293,-3.5588042736053467,-0.021036146208643913,-0.003987661097198725,-0.01850348897278309,-0.009687933139503002,-0.011541885323822498,-0.013729939237236977,-0.009851137176156044,-0.01690962165594101,0.01131907757371664,-0.02753584086894989,-0.02406860515475273,-0.02997065708041191,-0.019570037722587585,-0.0059860339388251305,-0.01864197663962841,-0.013775922358036041,-0.006451725959777832,0.0011888776207342744,-0.00566641753539443,-0.010389837436378002,-0.012266679666936398,-0.01327438186854124,-0.01254998054355383,-0.01895882561802864,,,,,,,,,
24,744.6,29.704,0.13543001376092434,0.9069788753986359,0.00043765566078945994,6.263823365770804e-06,1.0,0.99957275390625,,0,2.000000119209286,0.9632140461790408,0.00016670000000000007,58.8375,0.38319751620292664,0.38092750310897827,0.3822665214538574,-3.7397055625915527,-3.095151901245117,-4.088101863861084,-3.5625903606414795,-0.022689681500196457,-0.00447848392650485,-0.019729560241103172,-0.010866952128708363,-0.01215282455086708,-0.014149152673780918,-0.00980659481137991,-0.01773929037153721,0.009871764108538628,-0.02980836294591427,-0.02617233619093895,-0.0323670469224453,-0.02113700658082962,-0.006469312589615583,-0.019746720790863037,-0.015113838016986847,-0.0070469859056174755,0.0011128553887829185,-0.006147556006908417,-0.011393414810299873,-0.013044868595898151,-0.013881785795092583,-0.01319245994091034,-0.020351221784949303,,,,,,,,,
25,771.7,27.103,0.5326799810864031,1.0488929152488708,0.00043829649075632915,7.1150628855320974e-06,1.0,0.99951171875,,0,1.9999999403953543,0.10698559663624435,0.00017336000000000006,2.549999999999999,0.3836539387702942,0.38100409507751465,0.38254401087760925,-3.743291139602661,-3.0963852405548096,-4.090680122375488,-3.5661959648132324,-0.024419555440545082,-0.0049737063236534595,-0.02097918838262558,-0.012043656781315804,-0.012676586396992207,-0.014540793374180794,-0.009996195323765278,-0.01832382194697857,0.007314584217965603,-0.03195604309439659,-0.028104184195399284,-0.0345868356525898,-0.022809704765677452,-0.006933390162885189,-0.02074822410941124,-0.016434963792562485,-0.007700684480369091,0.0009385719895362854,-0.006775825750082731,-0.012323712930083275,-0.013773583807051182,-0.014408949762582779,-0.013951437547802925,-0.021645864471793175,,,,,,,,,
26,802.4,30.722,0.12051607319153845,1.0896004140377045,0.0004389795067254454,8.008846180018736e-06,1.0,0.99981689453125,,0,2.0,0.09593254927743801,0.00018002000000000008,100.275,0.3841555118560791,0.38119393587112427,0.3828568458557129,-3.7466020584106445,-3.0976781845092773,-4.092982292175293,-3.5699257850646973,-0.02602791227400303,-0.005490132141858339,-0.02208254300057888,-0.013167728669941425,-0.013147488236427307,-0.015386976301670074,-0.01041456963866949,-0.019658366218209267,0.005673560313880444,-0.03395509347319603,-0.029821520671248436,-0.036819420754909515,-0.024227173998951912,-0.007359717972576618,-0.021538084372878075,-0.017756665125489235,-0.008434053510427475,0.000612199364695698,-0.007417264860123396,-0.013295520097017288,-0.01447645016014576,-0.01492634043097496,-0.01474348921328783,-0.023045605048537254,,,,,,,,,
27,834.5,32.167,0.08342627622187138,0.6371989920735359,0.0004397353623062372,8.971923534772941e-06,1.0,0.99993896484375,,0,1.999999701976754,0.05360898561327214,0.0001866800000000001,41.0625,0.3845103681087494,0.38141822814941406,0.38317394256591797,-3.749479055404663,-3.0987160205841064,-4.0952653884887695,-3.5733091831207275,-0.02726423181593418,-0.005919589661061764,-0.022917304188013077,-0.014054223895072937,-0.01357923075556755,-0.016296440735459328,-0.010731585323810577,-0.021235618740320206,0.0031764949671924114,-0.03509088605642319,-0.032613664865493774,-0.03902420029044151,-0.025293121114373207,-0.007719489745795727,-0.022098015993833542,-0.018985528498888016,-0.00905627105385065,0.0002726402599364519,-0.008016773499548435,-0.014202597551047802,-0.015356873162090778,-0.01519011240452528,-0.016003407537937164,-0.024210281670093536,,,,,,,,,
28,865.8,31.258,0.3574528908357024,1.0677237659692764,0.0004404030041769147,1.0017436125053791e-05,1.0,1.0,,0,1.999999880790707,0.25443286204274956,0.0001933400000000001,103.475,0.384891539812088,0.38162949681282043,0.3834141194820404,-3.753629684448242,-3.0997958183288574,-4.098409652709961,-3.577000141143799,-0.028618738055229187,-0.006206275429576635,-0.02389419823884964,-0.015188499353826046,-0.014516266994178295,-0.018209276720881462,-0.01166616752743721,-0.023115377873182297,-0.000982313184067607,-0.03735042363405228,-0.03623951971530914,-0.04092347249388695,-0.026768764480948448,-0.008017445914447308,-0.02301238477230072,-0.020653121173381805,-0.01026292983442545,-0.00040093937423080206,-0.008761918172240257,-0.015061735175549984,-0.01628183387219906,-0.01525279600173235,-0.01747104339301586,-0.02504546009004116,,,,,,,,,
29,897.2,31.442,0.3447146085090935,0.8474071323871613,0.0004410235196701251,1.1315718893456506e-05,1.0,0.9996337890625,,0,1.9999997615814067,0.4739613799287181,0.0002,19.8375,0.3852361738681793,0.3818252980709076,0.38370180130004883,-3.757566452026367,-3.1008248329162598,-4.101418495178223,-3.5806996822357178,-0.029921313747763634,-0.006441199220716953,-0.024969985708594322,-0.01634729467332363,-0.015597942285239697,-0.019949471578001976,-0.01228371448814869,-0.02495727129280567,-0.004425543360412121,-0.0399683341383934,-0.03889863193035126,-0.04278651997447014,-0.028301779180765152,-0.008296104148030281,-0.024057060480117798,-0.022455474361777306,-0.01134970597922802,-0.0010196459479629993,-0.009355905465781689,-0.015757473185658455,-0.016996847465634346,-0.015348657965660095,-0.01863574981689453,-0.025850510224699974,,,,,,,,,
