finite_pct,max_abs_p0_err,mean_abs_p0_err,min_p,max_p,pct_nonpos,pct_above_one,pct_upticks,max_uptick,g0_min,g0_max,g0_mean,g0_pct_neg,G_global_min,G_global_abs_min,G_any_neg,G_any_abs_tiny,sigma_min,sigma_max,pct_sigma_nonpos,rho_abs_max,pct_rho_out,min_cov_eig,max_cond,mean_cond,diag_err_max,chol_any_neg,chol_inside_d2_min,chol_inside_d2_pct_neg,K_max_real_eig,K_all_neg,K_eig_real_0,K_eig_real_1,ODE_max_A0,ODE_max_B0,ODE_boundary_ok,gamma_min,gamma_max,gamma_nonneg,cov_max_sym_err,cov_sym_ok,r_mean,r_std,r_min,r_max,r_p5,r_p95,r_pct_neg,r_pct_very_neg,r_pct_high,max_abs_sr,mean_abs_sr
100.0,0.0,0.0,0.17451409504639237,1.1873741607736519,0.0,2.2010094360324772,2.158730158730159,0.01691470046621002,0.024579393686693547,0.04119477590454914,0.03580419247237302,0.0,0.051736482315959204,0.051736482315959204,0,0,0.3484093761275176,1.0975191933224404,0.0,0.9398994977761624,0.0,0.007899567497743273,32.44570564058102,3.6693101830993378,4.440892098500626e-16,0,0.11658893408011761,0.0,5.571445735244428,0,5.571445735244428,0.11969110176118752,0.0,0.0,1,0.00021811738668408757,0.03757604529843937,1,0.0,1,0.029019918650722436,0.018672378375177226,-0.003531551049576806,0.09016537649167354,0.00211540993022893,0.06262414221957849,1.4965986394557822,0.0,0.0,2.7755575615628914e-17,2.643469490312044e-18
