tau,G_mean,G_std,G_min,G_max,pct_neg,pct_abs_lt001,pct_abs_lt005
1.0,0.05552522881712864,0.0013743216434999766,0.051736482315959204,0.059897783993834774,0.0,0.0,0.0
2.0,0.09720798333655221,0.007835293429586452,0.08703264260005175,0.12093963841654617,0.0,0.0,0.0
3.0,0.1585910097441804,0.01257844238434438,0.14082184583246277,0.19788965102863887,0.0,0.0,0.0
4.0,0.22431420126128326,0.01393092009352375,0.20395522658916782,0.26830775937243057,0.0,0.0,0.0
5.0,0.2820696259451476,0.013421932082282838,0.2620788775572375,0.3247123032945105,0.0,0.0,0.0
6.0,0.3265465860315338,0.012252902888551763,0.30811193672736936,0.3656913048580175,0.0,0.0,0.0
7.0,0.35763483068514185,0.01096905448065605,0.3410574760453795,0.3928580801736795,0.0,0.0,0.0
8.0,0.3776103055376596,0.009783807321887375,0.36280622011468866,0.4091623156139368,0.0,0.0,0.0
9.0,0.3892547896207383,0.008769587041816887,0.37599123579607885,0.4176290883968796,0.0,0.0,0.0
10.0,0.395019966105899,0.007936736344695784,0.3830337833864433,0.4207591325700635,0.0,0.0,0.0
11.0,0.39679857344986535,0.007268671598577104,0.38584293960591415,0.4204066116782862,0.0,0.0,0.0
12.0,0.3959541649539174,0.0067392270085968355,0.38581828230902526,0.41786213613137163,0.0,0.0,0.0
13.0,0.3934295006352069,0.006321179254435272,0.38394188940144797,0.413988461788231,0.0,0.0,0.0
14.0,0.3898590936321517,0.005990025940177698,0.38088556517649125,0.4093459482837847,0.0,0.0,0.0
15.0,0.38566178268898427,0.005725267669596255,0.3770998049348141,0.40429012540590437,0.0,0.0,0.0
16.0,0.3811097473207455,0.005510473304502616,0.3728819748416283,0.3990416346949793,0.0,0.0,0.0
17.0,0.37637735420260604,0.005332826763467026,0.36842613550860126,0.393734134129378,0.0,0.0,0.0
18.0,0.3715746775083311,0.005182513167822048,0.3638574655470612,0.38844618834719136,0.0,0.0,0.0
19.0,0.36677004759920473,0.005052112542012711,0.3592557259807955,0.3832220848659399,0.0,0.0,0.0
20.0,0.3620050081363612,0.004936069274627913,0.35467102657763194,0.37808521602916384,0.0,0.0,0.0
21.0,0.35730412970277,0.004830255951834467,0.3501343076593242,0.3730465650417087,0.0,0.0,0.0
22.0,0.3526813867205133,0.004731627650137119,0.3456642477612889,0.3681100114096552,0.0,0.0,0.0
23.0,0.3481442608883004,0.004637954123764016,0.34127177869752856,0.3632755925187476,0.0,0.0,0.0
24.0,0.3436963526321858,0.004547615372351191,0.33696301143955554,0.3585414650048335,0.0,0.0,0.0
25.0,0.3393390205964295,0.0044594470711232185,0.33274111345655266,0.3539050479147491,0.0,0.0,0.0
26.0,0.3350723928142197,0.004372624403448653,0.32860749870806827,0.3493636577001817,0.0,0.0,0.0
27.0,0.33089597534575654,0.0042865750642405685,0.32456257024065954,0.3449148330325539,0.0,0.0,0.0
28.0,0.3268090059333041,0.004200914224065812,0.32060617401079405,0.3405564748522404,0.0,0.0,0.0
29.0,0.32281064852709807,0.004115395932631306,0.31673786827195266,0.3362868803002861,0.0,0.0,0.0
30.0,0.3189000905131069,0.004029876787894077,0.31295707677324763,0.33210471920012496,0.0,0.0,0.0
