variant,seed,epoch,train_mse,train_rmse,val_avg_rmse_bps,val_n_good,val_n_bad,epoch_time_sec,cumulative_time_sec,mean_grad_norm,nan_batches,failed_batches,ode_failures,lr,best_val_so_far_bps
baseline,4,0,0.0005049920890004784,0.022472029036125742,91.57791921827528,216,0,0.6781013750005513,0.678101958008483,0.0002687366043877167,0,0,0,0.001,91.57791921827528
baseline,4,1,0.00043842698900528653,0.02093864821341833,78.88624827067058,216,0,0.7478421659907326,1.4399579160381109,0.0006354713016965737,0,0,0,0.001,78.88624827067058
baseline,4,2,0.0001476757023111035,0.012152189198292772,39.93839539421929,216,0,1.406664665963035,2.864207041042391,0.005278262188464093,0,0,0,0.001,39.93839539421929
baseline,4,3,5.303904309808823e-05,0.007282790886609901,40.09138043721517,216,0,0.9892723329830915,3.882927291037049,0.0028991690662223844,0,0,0,0.001,39.93839539421929
baseline,4,4,3.297654905882856e-05,0.005742521141347984,35.14482053120931,216,0,0.6896429999615066,4.586789958004374,0.0010620075699989684,0,0,0,0.001,35.14482053120931
baseline,4,5,2.774347510231106e-05,0.005267207524135636,32.87323125203451,216,0,0.6599464999744669,5.26069137500599,0.0007041028972404698,0,0,0,0.001,32.87323125203451
baseline,4,6,2.463867974075058e-05,0.004963736469712165,32.32013087802463,216,0,0.6727444579591975,5.947713833011221,0.000285133804572979,0,0,0,0.001,32.32013087802463
baseline,4,7,2.2617394348371426e-05,0.004755774842060064,31.469833585951065,216,0,0.6812078340444714,6.641457625024486,0.00016757006790915814,0,0,0,0.001,31.469833585951065
baseline,4,8,2.1237950579652898e-05,0.004608465100188228,30.778084648980034,216,0,0.6501118749729358,7.305650875030551,0.0002044076805759687,0,0,0,0.001,30.778084648980034
baseline,4,9,2.0171050583517034e-05,0.004491219275822216,30.176449033949112,216,0,0.6495914579718374,7.967745916044805,0.00014587672643150048,0,0,0,0.001,30.176449033949112
baseline,4,10,1.9330230624259595e-05,0.004396615814948992,29.758278952704536,216,0,0.6727448750170879,8.65300816600211,0.00017129844660909537,0,0,0,0.001,29.758278952704536
baseline,4,11,1.8719797733610098e-05,0.004326638156075696,29.21757698059082,216,0,0.6689495000173338,9.335073041031137,0.0001680176753628378,0,0,0,0.001,29.21757698059082
baseline,4,12,1.827664229606391e-05,0.004275118980340069,28.8888128068712,216,0,0.6617681669886224,10.010706916044,0.00014970084018083677,0,0,0,0.001,28.8888128068712
baseline,4,13,1.7965943840211365e-05,0.004238625229978627,28.59765126970079,216,0,0.6818297089776024,10.705534625041764,0.00011369560616003582,0,0,0,0.001,28.59765126970079
baseline,4,14,1.7713760823273426e-05,0.004208771890144847,28.396892653571236,216,0,0.6559215830056928,11.374937125016004,0.00011948005661300461,0,0,0,0.001,28.396892653571236
baseline,4,15,1.7528803079365556e-05,0.004186741343738058,28.31740517086453,216,0,0.6655027079978026,12.053981166041922,0.000128497779587633,0,0,0,0.001,28.31740517086453
baseline,4,16,1.7376286634034427e-05,0.004168487331638952,28.067325380113388,216,0,0.671695000026375,12.739011000026949,0.00012603191838328104,0,0,0,0.001,28.067325380113388
baseline,4,17,1.7275205373671472e-05,0.00415634519423874,27.77239598168267,216,0,0.6612547499826178,13.414312125009019,0.00012677940158027922,0,0,0,0.001,27.77239598168267
baseline,4,18,1.7166665730457148e-05,0.004143267518572406,27.65528106689453,216,0,0.6591975420014933,14.087198250053916,0.0001262976757667881,0,0,0,0.001,27.65528106689453
baseline,4,19,1.7069096861800785e-05,0.004131476353774857,27.554800033569336,216,0,0.6844987089862116,14.785625583026558,0.0001221575752424542,0,0,0,0.001,27.554800033569336
baseline,4,20,1.6993403349869805e-05,0.004122305586667467,27.669515291849773,216,0,0.6614408339955844,15.459557833033614,0.00013837607948516962,0,0,0,0.001,27.554800033569336
baseline,4,21,1.6889678809784797e-05,0.004109705440756648,27.673667589823406,216,0,0.663226917036809,16.134624833008274,0.00011156048518993582,0,0,0,0.001,27.554800033569336
baseline,4,22,1.6817981659830818e-05,0.004100973257634194,27.426616668701172,216,0,0.7287108330056071,16.877375541022047,0.00011058514082833426,0,0,0,0.001,27.426616668701172
baseline,4,23,1.6745333675903744e-05,0.0040921062640043625,27.286526891920303,216,0,0.6917604579939507,17.58204000000842,9.971327199309599e-05,0,0,0,0.001,27.286526891920303
baseline,4,24,1.6688322900413852e-05,0.004085134379725329,27.450602955288357,216,0,0.6618047499796376,18.25724991603056,0.00012117534812811452,0,0,0,0.001,27.286526891920303
baseline,4,25,1.6659278115083058e-05,0.004081577895260981,27.426047643025715,216,0,0.6849792079883628,18.95488120801747,0.00010146895589665897,0,0,0,0.001,27.286526891920303
baseline,4,26,1.6560854360783252e-05,0.004069502962375534,27.31779882642958,216,0,0.6798417499521747,19.64675683301175,0.0001113885017124024,0,0,0,0.001,27.286526891920303
baseline,4,27,1.6498146268461746e-05,0.004061791017329885,27.1871919631958,216,0,0.661642583028879,20.321499458048493,9.85365460413353e-05,0,0,0,0.001,27.1871919631958
baseline,4,28,1.6449616096967044e-05,0.004055812630899885,27.2894074122111,216,0,0.6661702500423416,21.001829083019402,0.00010092865868500666,0,0,0,0.001,27.1871919631958
baseline,4,29,1.6404477675155755e-05,0.0040502441500674695,27.13114113277859,216,0,0.6854412500397302,21.699764166027308,0.00011803210963989841,0,0,0,0.001,27.13114113277859
baseline,4,30,1.6339178781052524e-05,0.004042175006237672,27.268639776441788,216,0,0.6553919999860227,22.368045291048475,0.00010275518676886956,0,0,0,0.001,27.13114113277859
baseline,4,31,1.630255780497481e-05,0.0040376426049088115,27.105058881971573,216,0,0.6697587089729495,23.04981991602108,0.0001149175276926447,0,0,0,0.001,27.105058881971573
baseline,4,32,1.625246940398677e-05,0.004031435154381969,27.082782745361328,216,0,0.6893169159884565,23.751709666044917,0.0001214964371683891,0,0,0,0.001,27.082782745361328
baseline,4,33,1.6200843382636116e-05,0.004025027128186358,27.062069574991863,216,0,0.65672737499699,24.42056587501429,0.000107676355461687,0,0,0,0.001,27.062069574991863
baseline,4,34,1.6155824844135425e-05,0.00401943091048166,27.1944244172838,216,0,0.6710818749852479,25.10543229104951,9.905482450752363e-05,0,0,0,0.001,27.062069574991863
baseline,4,35,1.6100747405639025e-05,0.004012573663577907,27.196843253241646,216,0,0.6852596250246279,25.804048541001976,9.931506762465385e-05,0,0,0,0.001,27.062069574991863
baseline,4,36,1.6080677713787625e-05,0.004010072033491122,27.443466928270126,216,0,0.6711118750390597,26.48801120801363,0.0001223686299150965,0,0,0,0.001,27.062069574991863
baseline,4,37,1.6024784717850566e-05,0.004003096890889673,27.376796828375923,216,0,0.6669166669598781,27.168069041043054,0.00010994486046911334,0,0,0,0.001,27.062069574991863
baseline,4,38,1.59945414480374e-05,0.003999317622799844,27.21520381503635,216,0,0.6814768339972943,27.86260241601849,0.00010272092498174364,0,0,0,0.001,27.062069574991863
baseline,4,39,1.5940505508707152e-05,0.003992556262434777,27.062346352471245,216,0,0.670773833990097,28.54553087503882,0.00011083284171036212,0,0,0,0.001,27.062069574991863
baseline,4,40,1.587534920839099e-05,0.00398438818495274,27.15389855702718,216,0,0.6681145839975215,29.226521125005092,9.867177802031316e-05,0,0,0,0.001,27.062069574991863
baseline,4,41,1.583213924380278e-05,0.003978962081222034,27.242897245619034,216,0,0.6787020830088295,29.918043458019383,0.00010897655380783059,0,0,0,0.001,27.062069574991863
baseline,4,42,1.5790890714504245e-05,0.00397377537292991,27.176291041904026,216,0,0.6761557079735212,30.60710216604639,0.0001094597230500464,0,0,0,0.001,27.062069574991863
baseline,4,43,1.5740162459503415e-05,0.00396738735939704,27.064957512749565,216,0,0.6642125410144217,31.28446012502536,8.700368519688103e-05,0,0,0,0.001,27.062069574991863
baseline,4,44,1.569813712569e-05,0.003962087470726763,27.22684457567003,216,0,0.7050017499714158,32.003337208007,0.00010605011196579047,0,0,0,0.001,27.062069574991863
baseline,4,45,1.5698250049973556e-05,0.003962101721305696,27.189158121744793,216,0,0.6796553750173189,32.695715875015594,0.00011633279130667991,0,0,0,0.001,27.062069574991863
baseline,4,46,1.5617027544958488e-05,0.003951838501882192,27.44622728559706,216,0,0.6594020840129815,33.36703116603894,0.00011160384095395177,0,0,0,0.001,27.062069574991863
baseline,4,47,1.5555334199981683e-05,0.003944025126692487,27.51416884528266,216,0,0.6573601249838248,34.03830233303597,7.570264815512929e-05,0,0,0,0.001,27.062069574991863
baseline,4,48,1.550951758996434e-05,0.003938212486644714,27.219506157769096,216,0,0.6761436670203693,34.727415875007864,9.608395551670886e-05,0,0,0,0.001,27.062069574991863
baseline,4,49,1.5456820078211474e-05,0.003931516256892685,27.178073247273762,216,0,0.6554141669766977,35.395777333003934,0.00010392941348982276,0,0,0,0.001,27.062069574991863
baseline,4,50,1.538823280085066e-05,0.003922783807559456,27.285841517978245,216,0,0.6597231670166366,36.067396124999505,9.822687995135008e-05,0,0,0,0.001,27.062069574991863
baseline,4,51,1.5338444423629094e-05,0.003916432614462949,27.39419322543674,216,0,0.6844357919762842,36.76337412500288,0.00010809673276526154,0,0,0,0.001,27.062069574991863
baseline,4,52,1.5278652758123228e-05,0.003908791726112204,27.462665769788956,216,0,0.6551258330000564,37.430965541047044,0.00010243675442325184,0,0,0,0.001,27.062069574991863
baseline,4,53,1.5241558034226646e-05,0.003904043805367282,27.297980944315594,216,0,0.6542097920319065,38.097309666045476,0.00010365377899385445,0,0,0,0.001,27.062069574991863
baseline,4,54,1.5163656984654539e-05,0.0038940540551788104,27.49712954627143,216,0,0.6727087079780176,38.78229291603202,0.00011351242992532206,0,0,0,0.001,27.062069574991863
baseline,4,55,1.5093896021188011e-05,0.0038850863595534155,27.643381118774414,216,0,0.6639086659997702,39.458704916003626,0.00011157749953175275,0,0,0,0.001,27.062069574991863
baseline,4,56,1.5007257504035756e-05,0.0038739201726462765,27.950084686279297,216,0,0.6503218340221792,40.12143845803803,9.990593086210235e-05,0,0,0,0.001,27.062069574991863
baseline,4,57,1.4928643507617422e-05,0.0038637602808167877,27.59800910949707,216,0,0.6766369159449823,40.81138700002339,0.00011112634068316159,0,0,0,0.001,27.062069574991863
baseline,4,58,1.4875013367151826e-05,0.003856813888062506,27.71147558424208,216,0,0.6546669169911183,41.477664083009586,0.00011257918461827406,0,0,0,0.001,27.062069574991863
baseline,4,59,1.4804782950755877e-05,0.00384769839654252,28.238688680860733,216,0,0.65699962497456,42.14559258305235,0.00012464591048531778,0,0,0,0.001,27.062069574991863
baseline,4,60,1.476369756290982e-05,0.003842355730916884,28.587453842163086,216,0,0.6765714589855634,42.8348385830177,0.00014115747774970562,0,0,0,0.001,27.062069574991863
baseline,4,61,1.469238224898807e-05,0.0038330643418794928,28.278954188028973,216,0,0.6600099170464091,43.50538404105464,0.0001440602838556515,0,0,0,0.001,27.062069574991863
baseline,4,62,1.4553890178344431e-05,0.0038149561174860755,28.76914660135905,216,0,0.6556106659700163,44.173947583010886,0.00012739587073156143,0,0,0,0.001,27.062069574991863
baseline,4,63,1.447960467945928e-05,0.003805207573767728,28.597525702582466,216,0,0.6696654169936664,44.856642041006126,0.0001301880043077593,0,0,0,0.001,27.062069574991863
baseline,4,64,1.4354864100518356e-05,0.0037887813476787436,28.594258308410645,216,0,0.7432673329603858,45.61220804101322,0.00010190389139097533,0,0,0,0.001,27.062069574991863
baseline,4,65,1.428815968847726e-05,0.0037799682126278865,28.959081225925022,216,0,0.6582471249857917,46.29176729102619,0.00011724895703082438,0,0,0,0.001,27.062069574991863
baseline,4,66,1.4211431781426916e-05,0.00376980527102222,28.872724321153427,216,0,0.6667244579875842,46.97175412502838,0.00012253858003532513,0,0,0,0.001,27.062069574991863
baseline,4,67,1.4117556756833511e-05,0.0037573337297654983,28.537126753065323,216,0,0.679655791958794,47.664228291017935,0.00012701296418526908,0,0,0,0.001,27.062069574991863
baseline,4,68,1.4051836758039802e-05,0.0037485779647807517,29.05814329783122,216,0,0.648634375014808,48.3257455410203,0.00013026805257444115,0,0,0,0.001,27.062069574991863
baseline,4,69,1.4011062897579587e-05,0.003743135436713396,28.882931391398113,216,0,0.6700527920038439,49.00851529103238,0.00013855943822515352,0,0,0,0.001,27.062069574991863
baseline,4,70,1.390808818449502e-05,0.0037293549287370086,28.94801616668701,216,0,0.6835601659840904,49.70378737500869,0.0001112649692913692,0,0,0,0.001,27.062069574991863
