date,expiry,tenor,split,sigma_mkt,sig_pay_s1,sig_rec_s1,sig_str_s1,fwd_bias_s1,path_frac
2017-07-31,5,10,train,35.0,335.5,213.1,274.3,109.2,1.0
2017-07-31,10,1,train,33.4,312.4,115.0,213.7,249.0,1.0
2017-07-31,10,5,train,31.1,244.5,352.5,298.5,-136.3,1.0
2017-07-31,10,10,train,30.9,199.3,207.8,203.5,-10.7,1.0
2017-08-31,1,5,train,115.6,693.2,1220.1,956.6,-210.2,1.0
2017-08-31,1,10,train,53.5,660.4,769.0,714.7,-43.3,1.0
2017-08-31,5,1,train,85.9,506.1,180.0,343.0,290.9,1.0
2017-08-31,5,5,train,46.2,398.2,364.3,381.2,30.3,1.0
2017-08-31,5,10,train,38.6,337.4,262.9,300.2,66.4,1.0
2017-08-31,10,1,train,36.6,311.2,135.4,223.3,221.8,1.0
2017-08-31,10,5,train,33.6,253.1,269.5,261.3,-20.7,1.0
2017-08-31,10,10,train,33.2,202.5,166.7,184.6,45.2,1.0
2017-09-29,1,5,train,87.5,690.8,1608.3,1149.5,-366.0,1.0
2017-09-29,1,10,train,46.8,630.7,711.8,671.2,-32.4,1.0
2017-09-29,5,1,train,69.5,502.5,172.6,337.6,294.2,1.0
2017-09-29,5,5,train,41.9,379.5,520.5,450.0,-125.7,1.0
2017-09-29,5,10,train,35.6,329.7,248.8,289.2,72.2,1.0
2017-09-29,10,1,train,34.2,316.7,113.7,215.2,256.0,1.0
2017-09-29,10,5,train,31.6,263.1,216.9,240.0,58.2,1.0
2017-09-29,10,10,train,31.5,207.3,117.0,162.1,113.9,1.0
2017-10-31,1,5,train,92.3,679.8,1712.9,1196.3,-412.1,1.0
2017-10-31,1,10,train,45.6,620.2,746.5,683.4,-50.4,1.0
2017-10-31,5,1,train,73.4,501.5,215.3,358.4,255.3,1.0
2017-10-31,5,5,train,42.8,398.2,440.4,419.3,-37.7,1.0
2017-10-31,5,10,train,35.9,326.1,263.9,295.0,55.5,1.0
2017-10-31,10,1,train,35.1,319.7,172.0,245.9,186.2,1.0
2017-10-31,10,5,train,31.9,248.4,157.0,202.7,115.4,1.0
2017-10-31,10,10,train,31.5,210.8,123.7,167.3,109.8,1.0
2017-11-30,1,5,train,85.6,683.4,1585.2,1134.3,-359.7,1.0
2017-11-30,1,10,train,44.5,630.3,679.0,654.6,-19.5,1.0
2017-11-30,5,1,train,73.5,499.8,199.4,349.6,268.0,1.0
2017-11-30,5,5,train,44.5,394.9,375.8,385.4,17.1,1.0
2017-11-30,5,10,train,37.3,334.9,235.4,285.1,88.7,1.0
2017-11-30,10,1,train,37.2,327.9,111.8,219.9,272.7,1.0
2017-11-30,10,5,train,33.7,248.1,287.6,267.8,-49.7,1.0
2017-11-30,10,10,train,33.2,211.7,140.3,176.0,90.0,1.0
2017-12-29,1,5,train,72.6,662.5,1627.0,1144.8,-384.8,1.0
2017-12-29,1,10,train,42.2,641.1,854.3,747.7,-85.1,1.0
2017-12-29,5,1,train,66.5,496.4,159.9,328.1,300.2,1.0
2017-12-29,5,5,train,43.2,399.7,413.7,406.7,-12.5,1.0
2017-12-29,5,10,train,36.2,338.7,178.6,258.6,142.8,1.0
2017-12-29,10,1,train,37.3,315.9,137.5,226.7,225.0,1.0
2017-12-29,10,5,train,33.3,252.8,201.5,227.1,64.8,1.0
2017-12-29,10,10,train,32.9,205.7,160.9,183.3,56.5,1.0
2018-01-31,1,5,train,53.8,662.2,1435.9,1049.0,-308.7,1.0
2018-01-31,1,10,train,36.7,619.7,667.3,643.5,-19.0,1.0
2018-01-31,5,1,train,49.4,484.8,196.3,340.5,257.3,1.0
2018-01-31,5,5,train,37.8,396.1,417.8,406.9,-19.3,1.0
2018-01-31,5,10,train,33.3,324.2,256.0,290.1,60.8,1.0
2018-01-31,10,1,train,34.1,313.0,108.6,210.8,257.9,1.0
2018-01-31,10,5,train,31.6,243.8,264.8,254.3,-26.6,1.0
2018-01-31,10,10,train,31.6,203.0,131.5,167.2,90.2,1.0
2018-02-28,1,5,train,57.2,654.7,1577.7,1116.2,-368.2,1.0
2018-02-28,1,10,train,37.3,619.4,791.9,705.7,-68.8,1.0
2018-02-28,5,1,train,50.7,503.6,181.4,342.5,287.4,1.0
2018-02-28,5,5,train,37.6,400.1,401.5,400.8,-1.2,1.0
2018-02-28,5,10,train,33.3,328.2,296.3,312.2,28.4,1.0
2018-02-28,10,1,train,33.5,307.9,160.9,234.4,185.4,1.0
2018-02-28,10,5,train,30.9,254.5,236.4,245.4,22.8,1.0
2018-02-28,10,10,train,30.7,207.2,151.7,179.4,70.0,1.0
2018-03-30,1,5,train,63.5,663.1,1545.0,1104.1,-351.8,1.0
2018-03-30,1,10,train,39.2,633.8,879.4,756.6,-98.0,1.0
2018-03-30,5,1,train,57.2,497.6,183.0,340.3,280.7,1.0
2018-03-30,5,5,train,40.4,396.0,326.3,361.2,62.2,1.0
2018-03-30,5,10,train,34.9,333.3,170.0,251.6,145.7,1.0
2018-03-30,10,1,train,35.3,298.0,150.6,224.3,186.1,1.0
2018-03-30,10,5,train,32.1,255.6,360.1,307.9,-131.8,1.0
2018-03-30,10,10,train,32.1,199.8,120.9,160.4,99.6,1.0
2018-04-30,1,5,train,57.3,681.9,1558.7,1120.3,-349.8,1.0
2018-04-30,1,10,train,36.1,627.3,796.6,712.0,-67.5,1.0
2018-04-30,5,1,train,53.0,489.5,151.9,320.7,301.1,1.0
2018-04-30,5,5,train,38.1,385.6,409.5,397.5,-21.3,1.0
2018-04-30,5,10,train,33.1,343.4,218.5,281.0,111.5,1.0
2018-04-30,10,1,train,33.7,318.5,159.7,239.1,200.3,1.0
2018-04-30,10,5,train,30.7,246.2,291.5,268.9,-57.1,1.0
2018-04-30,10,10,train,30.8,208.9,124.2,166.6,106.9,1.0
2018-05-31,1,5,train,77.4,692.0,1821.4,1256.7,-450.6,1.0
2018-05-31,1,10,train,42.1,628.9,829.1,729.0,-79.9,1.0
2018-05-31,5,1,train,61.8,495.5,147.5,321.5,310.4,1.0
2018-05-31,5,5,train,41.2,388.6,474.1,431.3,-76.2,1.0
2018-05-31,5,10,train,34.5,332.3,216.6,274.5,103.2,1.0
2018-05-31,10,1,train,35.3,307.6,135.4,221.5,217.2,1.0
2018-05-31,10,5,train,32.0,250.4,327.6,289.0,-97.4,1.0
2018-05-31,10,10,train,31.7,209.4,129.1,169.3,101.3,1.0
2018-06-29,1,5,train,81.7,689.3,1296.0,992.7,-242.1,1.0
2018-06-29,1,10,train,41.9,622.2,811.0,716.6,-75.3,1.0
2018-06-29,5,1,train,65.4,498.7,159.8,329.3,302.3,1.0
2018-06-29,5,5,train,42.8,396.4,528.3,462.3,-117.7,1.0
2018-06-29,5,10,train,35.6,341.1,206.2,273.7,120.3,1.0
2018-06-29,10,1,train,36.4,317.7,153.5,235.6,207.1,1.0
2018-06-29,10,5,train,32.8,250.2,258.4,254.3,-10.3,1.0
2018-06-29,10,10,train,32.4,210.3,124.8,167.5,107.9,1.0
2018-07-31,1,5,train,65.3,675.8,1736.6,1206.2,-423.2,1.0
2018-07-31,1,10,train,36.6,621.4,734.2,677.8,-45.0,1.0
2018-07-31,5,1,train,60.1,500.2,174.8,337.5,290.3,1.0
2018-07-31,5,5,train,40.3,411.9,333.5,372.7,69.9,1.0
2018-07-31,5,10,train,33.5,347.3,192.0,269.6,138.5,1.0
2018-07-31,10,1,train,35.8,311.8,132.8,222.3,225.8,1.0
2018-07-31,10,5,train,32.0,242.6,240.2,241.4,3.0,1.0
2018-07-31,10,10,train,31.1,203.9,165.9,184.9,48.0,1.0
2018-08-31,1,5,train,78.6,662.3,1788.1,1225.2,-449.1,1.0
2018-08-31,1,10,train,40.3,665.5,641.9,653.7,9.4,1.0
2018-08-31,5,1,train,67.3,506.2,184.6,345.4,286.9,1.0
2018-08-31,5,5,train,42.7,386.9,472.0,429.4,-75.9,1.0
2018-08-31,5,10,train,35.1,344.8,203.9,274.3,125.7,1.0
2018-08-31,10,1,train,36.6,309.5,91.1,200.3,275.5,1.0
2018-08-31,10,5,train,32.6,251.4,114.0,182.7,173.3,1.0
2018-08-31,10,10,train,31.9,211.8,137.3,174.6,93.9,1.0
2018-09-28,1,5,train,61.1,679.2,1262.8,971.0,-232.8,1.0
2018-09-28,1,10,train,35.3,643.5,691.0,667.2,-19.0,1.0
2018-09-28,5,1,train,55.3,490.4,179.3,334.9,277.5,1.0
2018-09-28,5,5,train,38.9,383.5,367.1,375.3,14.6,1.0
2018-09-28,5,10,train,32.7,327.8,265.5,296.6,55.6,1.0
2018-09-28,10,1,train,35.0,304.8,122.6,213.7,229.9,1.0
2018-09-28,10,5,train,31.4,244.4,308.6,276.5,-81.0,1.0
2018-09-28,10,10,train,30.7,207.0,172.4,189.7,43.7,1.0
2018-10-31,1,5,train,68.1,643.9,1261.3,952.6,-246.3,1.0
2018-10-31,1,10,train,38.6,620.1,728.2,674.2,-43.1,1.0
2018-10-31,5,1,train,60.0,503.6,222.7,363.1,250.6,1.0
2018-10-31,5,5,train,40.7,406.0,424.6,415.3,-16.6,1.0
2018-10-31,5,10,train,33.8,335.1,248.5,291.8,77.2,1.0
2018-10-31,10,1,train,35.4,310.8,147.7,229.3,205.8,1.0
2018-10-31,10,5,train,31.8,246.9,354.8,300.8,-136.1,1.0
2018-10-31,10,10,train,31.2,195.1,198.6,196.9,-4.4,1.0
2018-11-30,1,5,train,77.9,681.7,1223.0,952.4,-216.0,1.0
2018-11-30,1,10,train,39.8,640.2,647.0,643.6,-2.7,1.0
2018-11-30,5,1,train,64.7,473.0,201.9,337.4,241.8,1.0
2018-11-30,5,5,train,42.7,395.4,376.9,386.2,16.5,1.0
2018-11-30,5,10,train,35.1,344.6,209.2,276.9,120.7,1.0
2018-11-30,10,1,train,36.9,301.5,135.5,218.5,209.4,1.0
2018-11-30,10,5,train,33.2,242.4,375.0,308.7,-167.3,1.0
2018-11-30,10,10,train,32.7,205.5,157.4,181.4,60.7,1.0
2018-12-31,1,5,train,92.4,684.2,1832.1,1258.2,-458.0,1.0
2018-12-31,1,10,train,42.4,639.3,786.2,712.8,-58.6,1.0
2018-12-31,5,1,train,69.3,479.6,191.5,335.6,257.0,1.0
2018-12-31,5,5,train,44.3,405.5,405.5,405.5,0.0,1.0
2018-12-31,5,10,train,36.4,333.9,215.7,274.8,105.4,1.0
2018-12-31,10,1,train,37.6,319.9,96.5,208.2,281.8,1.0
2018-12-31,10,5,train,34.2,251.1,297.4,274.2,-58.5,1.0
2018-12-31,10,10,train,33.9,203.3,193.7,198.5,12.1,1.0
2019-01-31,1,5,train,114.5,674.8,1519.3,1097.0,-336.9,1.0
2019-01-31,1,10,train,46.5,671.8,700.1,686.0,-11.3,1.0
2019-01-31,5,1,train,88.5,500.8,180.6,340.7,285.7,1.0
2019-01-31,5,5,train,49.2,391.9,416.2,404.1,-21.7,1.0
2019-01-31,5,10,train,38.6,350.2,176.9,263.5,154.6,1.0
2019-01-31,10,1,train,40.8,306.9,102.3,204.6,258.0,1.0
2019-01-31,10,5,train,36.0,245.9,259.2,252.5,-16.8,1.0
2019-01-31,10,10,train,35.4,210.0,106.8,158.4,130.1,1.0
2019-02-28,1,5,train,93.8,692.0,1766.0,1229.0,-428.4,1.0
2019-02-28,1,10,train,43.7,641.4,738.3,689.9,-38.7,1.0
2019-02-28,5,1,train,78.7,491.9,154.4,323.1,301.1,1.0
2019-02-28,5,5,train,44.6,392.6,498.9,445.7,-94.9,1.0
2019-02-28,5,10,train,35.6,333.0,178.1,255.6,138.2,1.0
2019-02-28,10,1,train,37.8,315.8,113.9,214.8,254.7,1.0
2019-02-28,10,5,train,33.3,255.0,161.4,208.2,118.1,1.0
2019-02-28,10,10,train,32.7,201.5,180.2,190.8,26.8,1.0
2019-03-29,1,5,train,239.2,733.8,1347.2,1040.5,-244.7,1.0
2019-03-29,1,10,train,61.9,642.8,683.1,662.9,-16.1,1.0
2019-03-29,5,1,train,140.5,484.1,187.5,335.8,264.6,1.0
2019-03-29,5,5,train,54.2,410.3,348.8,379.5,54.9,1.0
2019-03-29,5,10,train,40.3,349.3,150.7,250.0,177.1,1.0
2019-03-29,10,1,train,42.0,311.5,151.3,231.4,202.1,1.0
2019-03-29,10,5,train,36.5,257.7,261.6,259.6,-5.0,1.0
2019-03-29,10,10,train,36.0,215.3,127.0,171.2,111.4,1.0
2019-04-30,1,5,train,177.0,706.6,1718.1,1212.4,-403.5,1.0
2019-04-30,1,10,train,56.7,653.2,714.0,683.6,-24.3,1.0
2019-04-30,5,1,train,116.6,493.2,178.7,335.9,280.6,1.0
2019-04-30,5,5,train,51.4,393.8,498.0,445.9,-92.9,1.0
2019-04-30,5,10,train,38.5,354.6,175.8,265.2,159.5,1.0
2019-04-30,10,1,train,42.1,312.7,129.2,221.0,231.5,1.0
2019-04-30,10,5,train,35.9,254.8,289.0,271.9,-43.2,1.0
2019-04-30,10,10,train,34.4,212.0,130.2,171.1,103.1,1.0
2019-05-31,1,5,train,659.5,739.7,1712.4,1226.0,-388.0,1.0
2019-05-31,1,10,train,82.1,674.5,671.0,672.7,1.4,1.0
2019-05-31,5,1,train,305.6,483.8,199.2,341.5,253.8,1.0
2019-05-31,5,5,train,68.6,403.5,463.7,433.6,-53.7,1.0
2019-05-31,5,10,train,47.3,347.5,230.9,289.2,104.0,1.0
2019-05-31,10,1,train,52.3,318.7,99.0,208.8,277.1,1.0
2019-05-31,10,5,train,42.2,257.4,170.3,213.8,109.8,1.0
2019-05-31,10,10,train,40.2,215.5,115.3,165.4,126.4,1.0
2019-06-28,1,10,train,134.7,696.8,653.3,675.1,17.3,1.0
2019-06-28,5,5,train,104.0,401.5,406.6,404.1,-4.5,1.0
2019-06-28,5,10,train,61.5,357.0,188.2,272.6,150.6,1.0
2019-06-28,10,1,train,68.2,323.7,131.3,227.5,242.7,1.0
2019-06-28,10,5,train,52.3,255.9,231.1,243.5,31.3,1.0
2019-06-28,10,10,train,49.6,219.3,117.8,168.5,128.0,1.0
2019-07-31,1,10,test,584.8,689.7,628.0,658.8,24.6,1.0
2019-07-31,5,5,test,235.7,421.9,453.0,437.5,-27.7,1.0
2019-07-31,5,10,test,90.0,366.9,166.1,266.5,179.1,1.0
2019-07-31,10,1,test,115.2,331.5,120.3,225.9,266.4,1.0
2019-07-31,10,5,test,69.0,253.8,283.3,268.6,-37.3,1.0
2019-07-31,10,10,test,64.5,222.8,116.1,169.4,134.6,1.0
2019-08-30,5,10,test,293.7,358.4,191.6,275.0,148.9,1.0
2019-08-30,10,1,test,153.8,333.6,146.6,240.1,235.9,1.0
2019-08-30,10,5,test,226.5,269.2,270.2,269.7,-1.3,1.0
2019-08-30,10,10,test,0.9,223.6,151.2,187.4,91.4,1.0
2019-09-30,5,10,test,195.6,363.8,178.3,271.1,165.5,1.0
2019-09-30,10,1,test,229.6,321.4,129.5,225.4,242.1,1.0
2019-09-30,10,5,test,176.3,279.4,194.8,237.1,106.7,1.0
2019-09-30,10,10,test,190.3,222.6,114.2,168.4,136.7,1.0
2019-10-31,1,10,test,502.4,703.1,579.2,641.1,49.4,1.0
2019-10-31,5,10,test,126.8,354.1,203.4,278.7,134.4,1.0
2019-10-31,10,1,test,171.9,324.5,127.0,225.8,249.1,1.0
2019-10-31,10,5,test,101.0,264.4,258.5,261.4,7.5,1.0
2019-10-31,10,10,test,96.7,218.3,121.0,169.7,122.8,1.0
2019-11-29,1,10,test,552.9,699.1,611.1,655.1,35.1,1.0
2019-11-29,5,5,test,211.7,413.9,307.7,360.8,94.7,1.0
2019-11-29,5,10,test,116.2,352.8,225.3,289.1,113.7,1.0
2019-11-29,10,1,test,173.7,332.4,126.1,229.2,260.2,1.0
2019-11-29,10,5,test,95.7,268.5,262.6,265.6,7.4,1.0
2019-11-29,10,10,test,93.6,220.4,130.3,175.3,113.7,1.0
2019-12-31,1,10,test,149.3,684.1,850.2,767.2,-66.3,1.0
2019-12-31,5,5,test,115.0,410.8,298.8,354.8,99.9,1.0
2019-12-31,5,10,test,76.2,350.1,203.2,276.7,131.0,1.0
2019-12-31,10,1,test,81.8,315.0,106.9,211.0,262.6,1.0
2019-12-31,10,5,test,63.9,254.0,283.9,269.0,-37.7,1.0
2019-12-31,10,10,test,63.6,221.7,125.8,173.7,121.0,1.0
2020-01-31,1,10,test,767.0,724.6,611.4,668.0,45.2,1.0
2020-01-31,5,5,test,364.8,417.7,435.9,426.8,-16.3,1.0
2020-01-31,5,10,test,246.7,375.2,184.5,279.9,170.1,1.0
2020-01-31,10,1,test,181.3,323.3,101.5,212.4,279.8,1.0
2020-01-31,10,5,test,175.5,267.2,148.9,208.1,149.2,1.0
2020-01-31,10,10,test,193.2,221.7,73.4,147.5,187.0,1.0
2020-02-28,5,10,test,208.9,369.3,177.9,273.6,170.7,1.0
2020-02-28,10,5,test,188.7,271.1,229.2,250.1,52.8,1.0
2020-02-28,10,10,test,208.8,226.5,108.6,167.6,148.7,1.0
2020-03-31,1,10,test,547.6,713.0,678.2,695.6,13.9,1.0
2021-02-26,1,10,test,564.6,679.2,623.3,651.2,22.3,1.0
2021-02-26,5,10,test,136.0,357.8,149.6,253.7,185.7,1.0
2021-02-26,10,1,test,181.1,335.4,121.7,228.6,269.6,1.0
2021-02-26,10,5,test,110.7,262.9,251.7,257.3,14.1,1.0
2021-02-26,10,10,test,132.5,217.5,120.7,169.1,122.1,1.0
2021-03-31,1,10,test,573.5,675.2,686.8,681.0,-4.6,1.0
2021-03-31,5,5,test,300.6,408.2,353.6,380.9,48.7,1.0
2021-03-31,5,10,test,103.0,356.1,185.4,270.8,152.3,1.0
2021-03-31,10,1,test,105.5,336.1,119.2,227.6,273.6,1.0
2021-03-31,10,5,test,78.8,265.2,262.2,263.7,3.7,1.0
2021-03-31,10,10,test,83.0,216.3,134.9,175.6,102.6,1.0
2021-04-30,1,10,test,234.2,674.6,743.5,709.1,-27.5,1.0
2021-04-30,5,5,test,169.5,421.4,434.5,427.9,-11.7,1.0
2021-04-30,5,10,test,91.8,349.8,156.0,252.9,172.9,1.0
2021-04-30,10,1,test,89.8,340.8,107.2,224.0,294.8,1.0
2021-04-30,10,5,test,73.2,268.1,166.7,217.4,128.0,1.0
2021-04-30,10,10,test,76.4,212.7,152.4,182.5,76.1,1.0
2021-05-31,1,10,test,237.2,701.4,613.8,657.6,35.0,1.0
2021-05-31,5,5,test,282.8,423.0,329.3,376.2,83.6,1.0
2021-05-31,5,10,test,98.5,360.5,210.1,285.3,134.2,1.0
2021-05-31,10,1,test,103.8,330.9,126.4,228.6,258.0,1.0
2021-05-31,10,5,test,78.3,264.8,252.4,258.6,15.6,1.0
2021-05-31,10,10,test,80.8,217.9,148.9,183.4,87.0,1.0
2021-06-30,1,10,test,250.5,708.6,658.1,683.3,20.1,1.0
2021-06-30,5,5,test,288.4,417.3,323.4,370.4,83.8,1.0
2021-06-30,5,10,test,100.3,353.5,257.3,305.4,85.8,1.0
2021-06-30,10,1,test,107.6,332.9,124.0,228.5,263.5,1.0
2021-06-30,10,5,test,81.8,269.0,251.3,260.2,22.4,1.0
2021-06-30,10,10,test,86.7,227.9,112.8,170.3,145.1,1.0
2021-07-30,1,10,test,704.0,696.7,642.4,669.5,21.7,1.0
2021-07-30,5,5,test,208.3,429.5,308.3,368.9,108.2,1.0
2021-07-30,5,10,test,276.2,357.0,213.4,285.2,128.0,1.0
2021-07-30,10,1,test,194.9,339.6,108.2,223.9,291.9,1.0
2021-07-30,10,5,test,205.8,264.0,214.4,239.2,62.5,1.0
2021-07-30,10,10,test,193.9,220.8,198.6,209.7,28.0,1.0
2021-08-31,5,10,test,243.2,362.6,191.7,277.2,152.4,1.0
2021-08-31,10,5,test,173.4,261.4,240.7,251.0,26.1,1.0
2021-09-30,1,10,test,188.4,687.9,692.4,690.1,-1.8,1.0
2021-09-30,5,5,test,170.9,421.5,338.0,379.7,74.5,1.0
2021-09-30,5,10,test,94.0,348.4,183.9,266.1,146.8,1.0
2021-09-30,10,1,test,106.8,318.6,99.1,208.8,276.8,1.0
2021-09-30,10,5,test,83.0,267.6,237.5,252.6,37.9,1.0
2021-09-30,10,10,test,86.2,218.8,132.2,175.5,109.2,1.0
2021-10-29,1,10,test,194.7,686.8,690.9,688.8,-1.6,1.0
2021-10-29,5,5,test,218.6,399.9,433.5,416.7,-30.1,1.0
2021-10-29,5,10,test,318.9,356.1,169.5,262.8,166.4,1.0
2021-10-29,10,1,test,178.5,318.6,128.1,223.3,240.3,1.0
2021-10-29,10,5,test,208.0,264.8,218.3,241.6,58.7,1.0
2021-10-29,10,10,test,180.9,216.2,100.1,158.2,146.4,1.0
2021-11-30,1,10,test,608.4,715.1,629.4,672.3,34.2,1.0
2021-11-30,5,10,test,269.9,352.3,167.7,260.0,164.7,1.0
2021-11-30,10,1,test,177.0,317.9,123.8,220.8,244.8,1.0
2021-11-30,10,5,test,194.9,266.3,174.2,220.2,116.1,1.0
2021-12-31,1,10,test,161.8,686.8,668.8,677.8,7.2,1.0
2021-12-31,5,5,test,188.6,424.0,406.7,415.3,15.4,1.0
2021-12-31,5,10,test,102.1,355.5,210.9,283.2,129.0,1.0
2021-12-31,10,1,test,110.6,331.7,127.1,229.4,258.1,1.0
2021-12-31,10,5,test,99.1,257.1,221.4,239.2,45.1,1.0
2021-12-31,10,10,test,114.3,219.8,108.7,164.3,140.2,1.0
2022-01-31,1,5,test,186.9,670.2,2004.5,1337.4,-532.3,1.0
2022-01-31,1,10,test,115.3,664.1,663.3,663.7,0.4,1.0
2022-01-31,5,5,test,133.5,410.0,282.8,346.4,113.5,1.0
2022-01-31,5,10,test,94.7,339.0,248.8,293.9,80.5,1.0
2022-01-31,10,1,test,111.6,315.2,152.0,233.6,205.9,1.0
2022-01-31,10,5,test,101.2,258.9,247.9,253.4,13.9,1.0
2022-01-31,10,10,test,141.7,219.0,133.7,176.4,107.6,1.0
2022-02-28,1,1,test,243.8,825.3,592.0,708.7,93.0,1.0
2022-02-28,1,5,test,107.7,628.3,1965.9,1297.1,-533.6,1.0
2022-02-28,1,10,test,75.2,661.2,773.9,717.5,-44.9,1.0
2022-02-28,5,1,test,122.4,495.5,142.9,319.2,314.6,1.0
2022-02-28,5,5,test,72.6,392.8,313.3,353.1,70.9,1.0
2022-02-28,5,10,test,61.9,332.7,215.9,274.3,104.2,1.0
2022-02-28,10,1,test,62.7,322.0,109.5,215.8,268.1,1.0
2022-02-28,10,5,test,62.4,253.4,243.4,248.4,12.6,1.0
2022-02-28,10,10,test,71.0,208.9,123.1,166.0,108.2,1.0
2022-03-31,1,1,test,105.9,791.9,649.8,720.8,56.7,1.0
2022-03-31,1,5,test,82.4,592.2,1729.8,1161.0,-453.9,1.0
2022-03-31,1,10,test,62.5,611.9,834.2,723.1,-88.7,1.0
2022-03-31,5,1,test,105.0,499.4,205.3,352.4,262.4,1.0
2022-03-31,5,5,test,69.4,354.6,394.7,374.6,-35.7,1.0
2022-03-31,5,10,test,55.7,323.9,250.9,287.4,65.1,1.0
2022-03-31,10,1,test,55.9,316.0,146.5,231.2,213.9,1.0
2022-03-31,10,5,test,55.1,220.8,221.5,221.1,-0.8,1.0
2022-03-31,10,10,test,61.2,202.7,126.6,164.6,96.0,1.0
2022-04-29,1,1,test,72.2,681.4,573.4,627.4,43.1,1.0
2022-04-29,1,5,test,62.7,554.1,2535.9,1545.0,-790.6,1.0
2022-04-29,1,10,test,52.7,584.2,951.8,768.0,-146.6,1.0
2022-04-29,5,1,test,59.0,463.8,201.9,332.9,233.7,1.0
2022-04-29,5,5,test,46.6,338.5,575.4,457.0,-211.3,1.0
2022-04-29,5,10,test,41.4,304.6,254.5,279.6,44.6,1.0
2022-04-29,10,1,test,36.1,280.2,150.1,215.2,164.1,1.0
2022-04-29,10,5,test,37.1,217.5,311.3,264.4,-118.3,1.0
2022-04-29,10,10,test,41.6,191.7,123.8,157.7,85.6,1.0
2022-05-31,1,1,test,64.5,677.7,726.7,702.2,-19.5,1.0
2022-05-31,1,5,test,54.9,541.0,1601.5,1071.3,-423.1,1.0
2022-05-31,1,10,test,45.0,574.0,809.4,691.7,-93.9,1.0
2022-05-31,5,1,test,49.6,445.0,177.0,311.0,239.0,1.0
2022-05-31,5,5,test,40.1,341.3,458.8,400.1,-104.8,1.0
2022-05-31,5,10,test,36.0,311.2,266.1,288.6,40.3,1.0
2022-05-31,10,1,test,31.8,274.1,137.2,205.6,172.7,1.0
2022-05-31,10,5,test,32.0,210.7,396.4,303.6,-234.2,1.0
2022-05-31,10,10,test,34.1,183.6,181.9,182.8,2.2,1.0
2022-06-30,1,1,test,68.2,646.2,851.8,749.0,-82.0,1.0
2022-06-30,1,5,test,57.2,542.1,1833.2,1187.6,-515.1,1.0
2022-06-30,1,10,test,46.0,538.5,969.6,754.1,-171.9,1.0
2022-06-30,5,1,test,44.0,414.7,208.2,311.4,184.2,1.0
2022-06-30,5,5,test,36.6,323.4,518.3,420.8,-173.8,1.0
2022-06-30,5,10,test,32.5,303.3,263.7,283.5,35.4,1.0
2022-06-30,10,1,test,29.6,259.3,162.1,210.7,122.6,1.0
2022-06-30,10,5,test,29.0,207.0,335.0,271.0,-161.4,1.0
2022-06-30,10,10,test,30.9,182.5,164.8,173.7,22.3,1.0
2022-07-29,1,1,test,107.6,720.7,680.3,700.5,16.1,1.0
2022-07-29,1,5,test,83.7,573.8,1965.8,1269.8,-555.3,1.0
2022-07-29,1,10,test,61.4,635.9,754.7,695.3,-47.4,1.0
2022-07-29,5,1,test,57.3,447.3,198.9,323.1,221.6,1.0
2022-07-29,5,5,test,47.4,338.9,477.2,408.0,-123.5,1.0
2022-07-29,5,10,test,42.8,307.8,279.4,293.6,25.4,1.0
2022-07-29,10,1,test,35.8,270.6,152.8,211.7,148.6,1.0
2022-07-29,10,5,test,38.0,227.7,244.4,236.1,-21.1,1.0
2022-07-29,10,10,test,42.9,188.8,211.1,200.0,-28.2,1.0
2022-08-31,1,1,test,62.8,572.2,829.6,700.9,-102.7,1.0
2022-08-31,1,5,test,60.7,495.8,1587.3,1041.5,-435.4,1.0
2022-08-31,1,10,test,50.7,548.5,883.8,716.1,-133.8,1.0
2022-08-31,5,1,test,50.6,377.6,267.3,322.5,98.4,1.0
2022-08-31,5,5,test,41.1,296.2,564.0,430.1,-238.9,1.0
2022-08-31,5,10,test,36.2,289.3,268.7,279.0,18.3,1.0
2022-08-31,10,1,test,34.1,228.4,145.0,186.7,105.2,1.0
2022-08-31,10,5,test,34.1,194.2,272.7,233.5,-99.0,1.0
2022-08-31,10,10,test,35.8,174.5,153.8,164.1,26.2,1.0
2022-09-30,1,1,test,51.1,526.3,873.2,699.8,-138.4,1.0
2022-09-30,1,5,test,53.1,429.6,1722.8,1076.2,-515.9,1.0
2022-09-30,1,10,test,49.3,502.8,877.2,690.0,-149.3,1.0
2022-09-30,5,1,test,43.7,344.9,281.0,312.9,57.0,1.0
2022-09-30,5,5,test,39.2,267.0,551.0,409.0,-253.3,1.0
2022-09-30,5,10,test,36.5,269.4,349.3,309.3,-71.2,1.0
2022-09-30,10,1,test,33.6,211.5,167.3,189.4,55.7,1.0
2022-09-30,10,5,test,34.3,181.3,310.9,246.1,-163.5,1.0
2022-09-30,10,10,test,37.9,170.1,184.9,177.5,-18.7,1.0
2022-10-31,1,1,test,42.7,494.0,884.9,689.4,-156.0,1.0
2022-10-31,1,5,test,46.9,396.0,1731.7,1063.9,-532.9,1.0
2022-10-31,1,10,test,46.5,512.2,910.3,711.3,-158.8,1.0
2022-10-31,5,1,test,42.3,332.4,271.8,302.1,54.0,1.0
2022-10-31,5,5,test,37.7,277.6,407.5,342.5,-115.9,1.0
2022-10-31,5,10,test,35.3,262.8,329.9,296.3,-59.9,1.0
