date,expiry,tenor,split,sigma_mkt,sig_pay_s1,sig_rec_s1,sig_str_s1,fwd_bias_s1,path_frac
2014-01-31,10,5,train,22.6,228.7,326.1,277.4,-122.9,1.0
2014-01-31,10,10,train,23.2,184.0,132.5,158.2,65.0,1.0
2014-02-28,1,1,train,89.1,732.5,615.8,674.2,46.5,1.0
2014-02-28,1,5,train,46.5,639.2,1523.4,1081.3,-352.8,1.0
2014-02-28,1,10,train,31.1,559.2,937.0,748.1,-150.7,1.0
2014-02-28,5,1,train,40.0,463.4,240.4,351.9,199.0,1.0
2014-02-28,5,5,train,29.4,363.3,378.8,371.1,-13.8,1.0
2014-02-28,5,10,train,25.6,306.9,290.4,298.7,14.7,1.0
2014-02-28,10,1,train,23.5,291.6,132.7,212.1,200.5,1.0
2014-02-28,10,5,train,22.4,225.3,263.2,244.2,-47.9,1.0
2014-02-28,10,10,train,22.9,187.7,186.3,187.0,1.7,1.0
2014-03-31,1,1,train,86.4,729.6,640.1,684.9,35.7,1.0
2014-03-31,1,5,train,47.8,613.7,1796.7,1205.2,-471.9,1.0
2014-03-31,1,10,train,31.5,546.5,737.3,641.9,-76.1,1.0
2014-03-31,5,1,train,42.3,462.8,208.1,335.5,227.3,1.0
2014-03-31,5,5,train,30.3,368.1,508.1,438.1,-124.9,1.0
2014-03-31,5,10,train,26.3,308.7,228.2,268.4,71.8,1.0
2014-03-31,10,1,train,24.3,280.7,121.3,201.0,201.0,1.0
2014-03-31,10,5,train,22.6,230.6,319.6,275.1,-112.4,1.0
2014-03-31,10,10,train,22.9,193.3,109.8,151.6,105.3,1.0
2014-04-30,1,1,train,93.5,726.5,684.0,705.3,17.0,1.0
2014-04-30,1,5,train,47.5,626.6,1816.0,1221.3,-474.5,1.0
2014-04-30,1,10,train,31.7,593.6,850.1,721.8,-102.3,1.0
2014-04-30,5,1,train,42.6,451.0,183.9,317.4,238.2,1.0
2014-04-30,5,5,train,30.5,371.4,462.9,417.1,-81.6,1.0
2014-04-30,5,10,train,26.6,303.9,315.4,309.7,-10.3,1.0
2014-04-30,10,1,train,25.3,293.5,110.8,202.1,230.6,1.0
2014-04-30,10,5,train,23.3,230.6,297.5,264.1,-84.4,1.0
2014-04-30,10,10,train,23.5,191.3,113.8,152.6,97.8,1.0
2014-05-30,1,1,train,105.5,692.7,789.2,741.0,-38.5,1.0
2014-05-30,1,5,train,48.0,642.5,1545.3,1093.9,-360.2,1.0
2014-05-30,1,10,train,30.7,575.7,919.2,747.4,-137.0,1.0
2014-05-30,5,1,train,43.3,461.6,166.9,314.2,262.9,1.0
2014-05-30,5,5,train,30.3,381.1,367.4,374.2,12.2,1.0
2014-05-30,5,10,train,26.6,315.0,220.3,267.6,84.5,1.0
2014-05-30,10,1,train,25.3,301.4,105.1,203.3,247.6,1.0
2014-05-30,10,5,train,23.2,233.7,308.4,271.0,-94.3,1.0
2014-05-30,10,10,train,23.2,191.2,203.3,197.3,-15.2,1.0
2014-06-30,1,1,train,85.8,771.2,584.9,678.1,74.3,1.0
2014-06-30,1,5,train,50.2,643.1,1634.7,1138.9,-395.6,1.0
2014-06-30,1,10,train,31.8,634.9,695.2,665.0,-24.1,1.0
2014-06-30,5,1,train,46.7,470.5,185.8,328.2,253.9,1.0
2014-06-30,5,5,train,32.5,383.2,335.1,359.2,42.9,1.0
2014-06-30,5,10,train,27.7,322.2,226.1,274.1,85.7,1.0
2014-06-30,10,1,train,26.6,289.3,115.9,202.6,218.8,1.0
2014-06-30,10,5,train,24.5,243.1,255.3,249.2,-15.4,1.0
2014-06-30,10,10,train,24.1,191.0,198.1,194.6,-9.0,1.0
2014-07-31,1,1,train,79.6,730.4,652.3,691.4,31.2,1.0
2014-07-31,1,5,train,50.2,663.0,1498.9,1081.0,-333.5,1.0
2014-07-31,1,10,train,35.1,586.3,771.7,679.0,-74.0,1.0
2014-07-31,5,1,train,51.3,451.6,214.0,332.8,211.9,1.0
2014-07-31,5,5,train,34.9,388.5,446.8,417.6,-52.0,1.0
2014-07-31,5,10,train,29.8,324.8,195.6,260.2,115.3,1.0
2014-07-31,10,1,train,29.1,296.4,109.7,203.0,235.5,1.0
2014-07-31,10,5,train,26.7,239.4,183.4,211.4,70.6,1.0
2014-07-31,10,10,train,26.4,202.5,132.0,167.2,88.9,1.0
2014-08-29,1,1,train,120.7,728.9,607.8,668.3,48.3,1.0
2014-08-29,1,5,train,59.1,675.6,1438.5,1057.0,-304.3,1.0
2014-08-29,1,10,train,43.5,628.3,759.5,693.9,-52.3,1.0
2014-08-29,5,1,train,68.7,474.2,171.6,322.9,269.9,1.0
2014-08-29,5,5,train,43.1,390.2,407.1,398.7,-15.1,1.0
2014-08-29,5,10,train,36.5,314.3,218.3,266.3,85.6,1.0
2014-08-29,10,1,train,36.3,299.9,118.3,209.1,229.2,1.0
2014-08-29,10,5,train,32.4,250.6,220.6,235.6,37.9,1.0
2014-08-29,10,10,train,32.1,203.0,140.3,171.6,79.1,1.0
2014-09-30,1,1,train,195.2,730.5,609.6,670.1,48.2,1.0
2014-09-30,1,5,train,56.5,647.4,1385.4,1016.4,-294.4,1.0
2014-09-30,1,10,train,38.3,577.2,852.5,714.8,-109.8,1.0
2014-09-30,5,1,train,57.0,481.8,200.3,341.0,251.2,1.0
2014-09-30,5,5,train,37.2,396.5,427.7,412.1,-27.9,1.0
2014-09-30,5,10,train,31.2,325.2,263.8,294.5,54.7,1.0
2014-09-30,10,1,train,31.4,283.7,118.7,201.2,208.2,1.0
2014-09-30,10,5,train,28.2,239.1,286.1,262.6,-59.3,1.0
2014-09-30,10,10,train,27.3,202.4,176.0,189.2,33.4,1.0
2014-10-31,1,1,train,162.3,752.5,608.7,680.6,57.4,1.0
2014-10-31,1,5,train,54.9,676.4,1408.4,1042.4,-292.0,1.0
2014-10-31,1,10,train,40.5,614.8,670.8,642.8,-22.3,1.0
2014-10-31,5,1,train,61.8,475.9,131.6,303.7,307.1,1.0
2014-10-31,5,5,train,38.9,371.5,414.4,392.9,-38.3,1.0
2014-10-31,5,10,train,32.6,314.4,195.8,255.1,105.8,1.0
2014-10-31,10,1,train,32.3,304.5,115.4,210.0,238.6,1.0
2014-10-31,10,5,train,29.4,238.9,252.6,245.8,-17.3,1.0
2014-10-31,10,10,train,28.4,202.7,101.6,152.1,127.5,1.0
2014-11-28,1,1,train,187.8,763.0,600.5,681.7,64.8,1.0
2014-11-28,1,5,train,66.8,656.2,1556.0,1106.1,-359.0,1.0
2014-11-28,1,10,train,47.1,632.4,798.8,715.6,-66.4,1.0
2014-11-28,5,1,train,79.1,463.7,186.8,325.3,247.1,1.0
2014-11-28,5,5,train,43.5,377.3,489.7,433.5,-100.2,1.0
2014-11-28,5,10,train,35.8,336.3,217.0,276.6,106.5,1.0
2014-11-28,10,1,train,35.7,300.6,113.8,207.2,235.6,1.0
2014-11-28,10,5,train,32.2,250.1,257.1,253.6,-8.8,1.0
2014-11-28,10,10,train,31.4,205.5,150.5,178.0,69.3,1.0
2014-12-31,1,1,train,343.0,695.5,757.8,726.7,-24.9,1.0
2014-12-31,1,5,train,75.1,689.5,1340.2,1014.9,-259.6,1.0
2014-12-31,1,10,train,57.8,649.1,743.9,696.5,-37.8,1.0
2014-12-31,5,1,train,89.0,466.7,195.1,330.9,242.3,1.0
2014-12-31,5,5,train,49.8,391.1,415.9,403.5,-22.1,1.0
2014-12-31,5,10,train,43.0,332.3,193.6,263.0,123.8,1.0
2014-12-31,10,1,train,42.3,296.6,112.3,204.4,232.5,1.0
2014-12-31,10,5,train,38.3,249.9,319.6,284.8,-88.0,1.0
2014-12-31,10,10,train,37.4,212.6,116.0,164.3,121.9,1.0
2015-01-30,1,1,train,0.0,759.9,650.8,705.3,43.5,1.0
2015-01-30,1,5,train,83.6,672.1,1431.2,1051.6,-302.8,1.0
2015-01-30,1,10,train,67.1,653.4,743.0,698.2,-35.8,1.0
2015-01-30,5,1,train,101.2,492.3,215.9,354.1,246.6,1.0
2015-01-30,5,5,train,60.9,389.6,457.2,423.4,-60.3,1.0
2015-01-30,5,10,train,53.2,343.8,183.6,263.7,142.9,1.0
2015-01-30,10,1,train,55.9,293.5,109.2,201.4,232.6,1.0
2015-01-30,10,5,train,49.8,250.1,290.9,270.5,-51.4,1.0
2015-01-30,10,10,train,48.1,206.5,116.3,161.4,113.7,1.0
2015-02-27,1,1,train,0.0,707.0,602.4,654.7,41.7,1.0
2015-02-27,1,5,train,91.8,694.8,1369.5,1032.2,-269.1,1.0
2015-02-27,1,10,train,70.7,675.5,711.6,693.6,-14.4,1.0
2015-02-27,5,1,train,101.0,444.2,180.8,312.5,234.9,1.0
2015-02-27,5,5,train,58.8,397.4,400.7,399.1,-2.9,1.0
2015-02-27,5,10,train,51.5,344.5,207.5,276.0,122.3,1.0
2015-02-27,10,1,train,54.0,299.7,134.5,217.1,208.3,1.0
2015-02-27,10,5,train,50.1,252.7,297.9,275.3,-57.0,1.0
2015-02-27,10,10,train,46.9,207.5,151.5,179.5,70.6,1.0
2015-03-31,1,1,train,0.0,709.6,672.9,691.3,14.7,1.0
2015-03-31,1,5,train,104.8,665.4,1537.6,1101.5,-348.0,1.0
2015-03-31,1,10,train,89.0,661.2,800.2,730.7,-55.5,1.0
2015-03-31,5,1,train,143.8,464.1,208.7,336.4,227.8,1.0
2015-03-31,5,5,train,82.6,388.3,417.2,402.8,-25.8,1.0
2015-03-31,5,10,train,82.3,356.1,211.5,283.8,129.0,1.0
2015-03-31,10,1,train,103.7,300.8,162.7,231.8,174.1,1.0
2015-03-31,10,5,train,90.9,256.3,261.2,258.8,-6.2,1.0
2015-03-31,10,10,train,95.4,211.8,89.6,150.7,154.2,1.0
2015-04-30,1,1,train,0.0,746.8,578.7,662.8,67.1,1.0
2015-04-30,1,5,train,93.8,697.4,1725.5,1211.4,-410.2,1.0
2015-04-30,1,10,train,73.0,667.3,671.4,669.4,-1.7,1.0
2015-04-30,5,1,train,103.5,467.0,146.0,306.5,286.4,1.0
2015-04-30,5,5,train,66.7,411.2,355.7,383.4,49.5,1.0
2015-04-30,5,10,train,62.9,347.1,174.6,260.9,153.8,1.0
2015-04-30,10,1,train,66.3,296.5,172.0,234.2,157.1,1.0
2015-04-30,10,5,train,61.0,259.5,197.7,228.6,78.0,1.0
2015-04-30,10,10,train,60.8,214.1,101.5,157.8,142.1,1.0
2015-05-29,1,1,train,0.0,752.3,640.1,696.2,44.7,1.0
2015-05-29,1,5,train,83.5,638.0,1667.2,1152.6,-410.6,1.0
2015-05-29,1,10,train,64.8,670.5,672.9,671.7,-1.0,1.0
2015-05-29,5,1,train,81.2,466.3,170.0,318.1,264.4,1.0
2015-05-29,5,5,train,52.9,395.3,479.8,437.5,-75.3,1.0
2015-05-29,5,10,train,50.5,343.0,241.6,292.3,90.5,1.0
2015-05-29,10,1,train,48.4,297.2,144.0,220.6,193.2,1.0
2015-05-29,10,5,train,44.8,247.2,213.2,230.2,42.8,1.0
2015-05-29,10,10,train,47.0,205.4,135.6,170.5,87.9,1.0
2015-06-30,1,1,train,0.0,740.6,587.4,664.0,61.1,1.0
2015-06-30,1,5,train,66.7,639.5,1431.4,1035.5,-315.9,1.0
2015-06-30,1,10,train,54.2,605.8,836.4,721.1,-92.0,1.0
2015-06-30,5,1,train,55.6,494.0,170.7,332.3,288.4,1.0
2015-06-30,5,5,train,40.4,378.6,483.2,430.9,-93.4,1.0
2015-06-30,5,10,train,37.6,327.1,334.8,330.9,-6.9,1.0
2015-06-30,10,1,train,35.0,298.1,126.6,212.4,216.4,1.0
2015-06-30,10,5,train,33.1,235.7,364.4,300.1,-162.3,1.0
2015-06-30,10,10,train,33.4,202.7,94.9,148.8,136.0,1.0
2015-07-31,1,1,train,0.0,798.0,662.1,730.1,54.2,1.0
2015-07-31,1,5,train,76.4,682.9,1214.4,948.7,-212.0,1.0
2015-07-31,1,10,train,57.7,631.3,647.1,639.2,-6.3,1.0
2015-07-31,5,1,train,68.9,465.8,205.5,335.6,232.2,1.0
2015-07-31,5,5,train,46.0,387.6,452.1,419.8,-57.6,1.0
2015-07-31,5,10,train,41.7,336.2,193.7,265.0,127.2,1.0
2015-07-31,10,1,train,39.6,296.0,110.5,203.2,234.0,1.0
2015-07-31,10,5,train,37.3,242.1,247.8,245.0,-7.2,1.0
2015-07-31,10,10,train,38.2,209.6,138.4,174.0,89.8,1.0
2015-08-31,1,1,train,0.0,740.1,677.7,708.9,24.9,1.0
2015-08-31,1,5,train,70.2,666.6,1499.0,1082.8,-332.1,1.0
2015-08-31,1,10,train,57.2,613.1,794.6,703.9,-72.4,1.0
2015-08-31,5,1,train,64.0,464.5,236.0,350.3,203.8,1.0
2015-08-31,5,5,train,43.4,388.5,422.2,405.3,-30.0,1.0
2015-08-31,5,10,train,39.7,318.3,285.1,301.7,29.7,1.0
2015-08-31,10,1,train,37.1,302.7,115.4,209.1,236.3,1.0
2015-08-31,10,5,train,35.5,244.3,289.0,266.7,-56.3,1.0
2015-08-31,10,10,train,36.5,201.5,190.8,196.1,13.5,1.0
2015-09-30,1,1,train,0.0,746.0,610.9,678.5,53.9,1.0
2015-09-30,1,5,train,85.0,698.4,1656.4,1177.4,-382.2,1.0
2015-09-30,1,10,train,60.2,618.4,921.9,770.2,-121.1,1.0
2015-09-30,5,1,train,74.0,478.3,198.5,338.4,249.5,1.0
2015-09-30,5,5,train,46.6,392.5,317.4,355.0,67.0,1.0
2015-09-30,5,10,train,41.3,336.4,209.6,273.0,113.1,1.0
2015-09-30,10,1,train,38.4,293.8,126.8,210.3,210.7,1.0
2015-09-30,10,5,train,36.1,237.9,375.6,306.7,-173.7,1.0
2015-09-30,10,10,train,36.7,210.7,121.3,166.0,112.8,1.0
2015-10-30,1,1,train,0.0,776.8,611.3,694.1,66.1,1.0
2015-10-30,1,5,train,91.0,701.7,1698.4,1200.1,-397.6,1.0
2015-10-30,1,10,train,58.1,620.9,717.8,669.4,-38.6,1.0
2015-10-30,5,1,train,75.7,470.1,145.1,307.6,289.9,1.0
2015-10-30,5,5,train,46.4,395.0,383.3,389.1,10.4,1.0
2015-10-30,5,10,train,41.2,343.6,184.6,264.1,141.9,1.0
2015-10-30,10,1,train,39.5,306.7,118.7,212.7,237.2,1.0
2015-10-30,10,5,train,36.7,242.4,205.8,224.1,46.1,1.0
2015-10-30,10,10,train,36.5,210.7,119.2,165.0,115.4,1.0
2015-11-30,1,1,train,0.0,766.8,594.4,680.6,68.8,1.0
2015-11-30,1,5,train,128.5,692.6,1448.0,1070.3,-301.4,1.0
2015-11-30,1,10,train,61.8,621.0,778.6,699.8,-62.9,1.0
2015-11-30,5,1,train,83.9,492.7,173.5,333.1,284.7,1.0
2015-11-30,5,5,train,48.0,403.7,416.2,410.0,-11.1,1.0
2015-11-30,5,10,train,42.4,348.7,176.6,262.6,153.4,1.0
2015-11-30,10,1,train,37.5,311.4,132.9,222.1,225.2,1.0
2015-11-30,10,5,train,35.5,245.7,307.1,276.4,-77.5,1.0
2015-11-30,10,10,train,36.1,204.2,124.0,164.1,101.1,1.0
2015-12-31,1,1,train,0.0,740.3,678.5,709.4,24.6,1.0
2015-12-31,1,5,train,79.5,675.4,1652.6,1164.0,-389.9,1.0
2015-12-31,1,10,train,52.2,636.0,737.6,686.8,-40.5,1.0
2015-12-31,5,1,train,65.0,494.1,210.3,352.2,253.1,1.0
2015-12-31,5,5,train,42.6,394.2,388.2,391.2,5.3,1.0
2015-12-31,5,10,train,38.4,333.9,155.7,244.8,159.0,1.0
2015-12-31,10,1,train,34.4,311.7,130.5,221.1,228.7,1.0
2015-12-31,10,5,train,32.9,248.6,194.0,221.3,68.9,1.0
2015-12-31,10,10,train,33.9,204.3,114.0,159.1,113.9,1.0
2016-01-29,1,1,train,0.0,800.6,732.4,766.5,27.2,1.0
2016-01-29,1,5,train,211.6,673.5,2034.4,1353.9,-542.9,1.0
2016-01-29,1,10,train,77.7,665.4,699.8,682.6,-13.7,1.0
2016-01-29,5,1,train,126.7,488.1,155.8,322.0,296.4,1.0
2016-01-29,5,5,train,58.5,391.2,343.6,367.4,42.5,1.0
2016-01-29,5,10,train,50.4,341.1,198.2,269.7,127.5,1.0
2016-01-29,10,1,train,44.6,321.4,77.9,199.7,307.2,1.0
2016-01-29,10,5,train,42.1,246.8,228.0,237.4,23.7,1.0
2016-01-29,10,10,train,43.2,219.2,103.1,161.2,146.4,1.0
2016-02-29,1,1,train,0.0,725.0,683.2,704.1,16.7,1.0
2016-02-29,1,5,train,0.0,689.0,1568.2,1128.6,-350.8,1.0
2016-02-29,1,10,train,108.7,687.0,627.7,657.3,23.6,1.0
2016-02-29,5,1,train,0.0,499.2,144.5,321.9,316.5,1.0
2016-02-29,5,5,train,78.1,407.4,530.8,469.1,-110.0,1.0
2016-02-29,5,10,train,64.3,349.7,167.1,258.4,162.9,1.0
2016-02-29,10,1,train,58.1,303.9,132.8,218.4,215.8,1.0
2016-02-29,10,5,train,55.3,255.3,257.6,256.5,-2.9,1.0
2016-02-29,10,10,train,58.1,211.4,160.0,185.7,64.9,1.0
2016-03-31,1,1,train,0.0,735.8,654.0,694.9,32.7,1.0
2016-03-31,1,5,train,391.6,698.4,1405.5,1051.9,-282.1,1.0
2016-03-31,1,10,train,91.2,665.9,526.3,596.1,55.7,1.0
2016-03-31,5,1,train,0.0,494.0,189.2,341.6,271.9,1.0
2016-03-31,5,5,train,70.2,413.5,303.4,358.5,98.2,1.0
2016-03-31,5,10,train,58.5,351.0,221.0,286.0,116.0,1.0
2016-03-31,10,1,train,53.0,306.0,130.8,218.4,221.1,1.0
2016-03-31,10,5,train,50.3,259.9,215.0,237.4,56.7,1.0
2016-03-31,10,10,train,53.3,211.0,132.5,171.7,98.9,1.0
2016-04-29,1,1,train,0.0,796.6,565.2,680.9,92.3,1.0
2016-04-29,1,5,train,205.5,713.8,1365.2,1039.5,-259.8,1.0
2016-04-29,1,10,train,75.7,669.8,746.3,708.1,-30.5,1.0
2016-04-29,5,1,train,149.4,500.6,160.3,330.4,303.5,1.0
2016-04-29,5,5,train,57.8,396.7,386.5,391.6,9.2,1.0
2016-04-29,5,10,train,49.6,330.1,264.6,297.3,58.5,1.0
2016-04-29,10,1,train,44.2,304.3,112.0,208.2,242.6,1.0
2016-04-29,10,5,train,41.6,258.2,253.9,256.0,5.5,1.0
2016-04-29,10,10,train,43.0,211.1,190.6,200.8,25.9,1.0
2016-05-31,1,1,train,0.0,785.8,597.9,691.8,75.0,1.0
2016-05-31,1,5,train,0.0,696.7,1616.5,1156.6,-366.9,1.0
2016-05-31,1,10,train,86.4,688.7,669.2,678.9,7.7,1.0
2016-05-31,5,1,train,0.0,502.1,183.8,342.9,284.0,1.0
2016-05-31,5,5,train,66.7,419.6,385.2,402.4,30.7,1.0
2016-05-31,5,10,train,54.1,345.7,155.6,250.6,169.6,1.0
2016-05-31,10,1,train,48.6,310.7,119.8,215.2,240.9,1.0
2016-05-31,10,5,train,45.3,254.6,234.8,244.7,25.0,1.0
2016-05-31,10,10,train,46.3,218.9,131.7,175.3,110.1,1.0
2016-06-30,1,1,train,0.0,764.0,583.3,673.6,72.1,1.0
2016-06-30,1,5,train,0.0,727.3,1391.8,1059.6,-265.1,1.0
2016-06-30,1,10,train,124.5,677.6,551.6,614.6,50.3,1.0
2016-06-30,5,1,train,0.0,494.8,177.5,336.2,283.1,1.0
2016-06-30,5,5,train,95.3,405.9,519.2,462.6,-101.0,1.0
2016-06-30,5,10,train,73.4,356.5,147.0,251.7,186.9,1.0
2016-06-30,10,1,train,66.0,321.4,79.5,200.4,305.2,1.0
2016-06-30,10,5,train,61.1,255.3,277.4,266.4,-27.9,1.0
2016-06-30,10,10,train,66.4,223.3,92.1,157.7,165.5,1.0
2016-07-29,1,1,train,0.0,777.9,673.1,725.5,41.8,1.0
2016-07-29,1,5,train,0.0,722.3,1436.2,1079.3,-284.8,1.0
2016-07-29,1,10,train,152.2,702.9,675.8,689.4,10.8,1.0
2016-07-29,5,1,train,0.0,491.9,203.3,347.6,257.4,1.0
2016-07-29,5,5,train,119.2,414.5,431.2,422.9,-14.9,1.0
2016-07-29,5,10,train,82.7,356.8,185.1,271.0,153.2,1.0
2016-07-29,10,1,train,75.7,315.1,116.8,215.9,250.3,1.0
2016-07-29,10,5,train,68.1,260.6,235.8,248.2,31.3,1.0
2016-07-29,10,10,train,74.7,211.5,125.3,168.4,108.7,1.0
2016-08-31,1,1,train,0.0,763.2,596.2,679.7,66.6,1.0
2016-08-31,1,5,train,0.0,711.8,1438.9,1075.4,-290.1,1.0
2016-08-31,1,10,train,141.8,667.6,630.9,649.2,14.7,1.0
2016-08-31,5,1,train,0.0,513.5,170.5,342.0,305.9,1.0
2016-08-31,5,5,train,115.4,413.2,386.2,399.7,24.1,1.0
2016-08-31,5,10,train,81.1,364.4,156.8,260.6,185.2,1.0
2016-08-31,10,1,train,76.4,309.7,133.3,221.5,222.6,1.0
2016-08-31,10,5,train,66.4,256.5,227.7,242.1,36.3,1.0
2016-08-31,10,10,train,69.9,218.7,132.6,175.7,108.6,1.0
2016-09-30,1,1,train,0.0,793.4,590.3,691.8,81.0,1.0
2016-09-30,1,5,train,0.0,731.8,1490.7,1111.3,-302.7,1.0
2016-09-30,1,10,train,145.3,672.2,719.6,695.9,-18.9,1.0
2016-09-30,5,1,train,0.0,507.9,192.2,350.1,281.6,1.0
2016-09-30,5,5,train,110.0,411.4,476.8,444.1,-58.4,1.0
2016-09-30,5,10,train,77.2,361.5,197.6,279.5,146.2,1.0
2016-09-30,10,1,train,71.5,315.3,142.8,229.1,217.6,1.0
2016-09-30,10,5,train,63.0,258.5,283.8,271.1,-32.0,1.0
2016-09-30,10,10,train,66.4,213.0,198.5,205.8,18.4,1.0
2016-10-31,1,1,train,0.0,777.9,515.8,646.9,104.6,1.0
2016-10-31,1,5,train,0.0,700.2,1622.8,1161.5,-368.1,1.0
2016-10-31,1,10,train,87.2,672.6,691.6,682.1,-7.6,1.0
2016-10-31,5,1,train,0.0,484.0,178.6,331.3,272.5,1.0
2016-10-31,5,5,train,68.0,404.9,361.5,383.2,38.8,1.0
2016-10-31,5,10,train,56.5,361.9,119.9,240.9,215.9,1.0
2016-10-31,10,1,train,53.5,331.1,92.5,211.8,301.0,1.0
2016-10-31,10,5,train,48.9,257.2,266.4,261.8,-11.7,1.0
2016-10-31,10,10,train,50.6,210.4,113.0,161.7,122.9,1.0
2016-11-30,1,1,train,0.0,789.3,641.9,715.6,58.8,1.0
2016-11-30,1,5,train,181.4,719.3,1639.9,1179.6,-367.3,1.0
2016-11-30,1,10,train,72.9,647.4,603.9,625.6,17.3,1.0
2016-11-30,5,1,train,123.7,491.6,181.4,336.5,276.7,1.0
2016-11-30,5,5,train,54.7,385.7,513.4,449.6,-113.9,1.0
2016-11-30,5,10,train,48.3,352.4,192.7,272.6,142.4,1.0
2016-11-30,10,1,train,44.0,316.9,106.4,211.7,265.5,1.0
2016-11-30,10,5,train,41.4,256.1,282.0,269.0,-32.7,1.0
2016-11-30,10,10,train,42.7,210.0,99.9,154.9,139.0,1.0
2016-12-30,1,1,train,0.0,780.9,623.0,701.9,63.0,1.0
2016-12-30,1,5,train,198.2,709.0,1947.4,1328.2,-494.0,1.0
2016-12-30,1,10,train,77.7,643.3,721.5,682.4,-31.2,1.0
2016-12-30,5,1,train,155.3,501.6,216.4,359.0,254.4,1.0
2016-12-30,5,5,train,58.3,402.0,418.8,410.4,-15.0,1.0
2016-12-30,5,10,train,50.2,347.7,185.2,266.5,145.0,1.0
2016-12-30,10,1,train,44.7,312.2,130.1,221.1,229.8,1.0
2016-12-30,10,5,train,42.1,254.7,263.3,259.0,-10.9,1.0
2016-12-30,10,10,train,44.0,206.3,127.1,166.7,100.0,1.0
2017-01-31,1,1,train,0.0,792.1,643.6,717.9,59.2,1.0
2017-01-31,1,5,train,119.7,685.6,1681.0,1183.3,-397.1,1.0
2017-01-31,1,10,train,61.5,629.9,710.6,670.3,-32.2,1.0
2017-01-31,5,1,train,84.9,498.2,150.4,324.3,310.2,1.0
2017-01-31,5,5,train,47.3,388.3,441.0,414.7,-47.1,1.0
2017-01-31,5,10,train,41.7,325.0,221.7,273.4,92.2,1.0
2017-01-31,10,1,train,36.9,308.0,158.5,233.2,188.6,1.0
2017-01-31,10,5,train,35.9,256.0,180.7,218.3,95.0,1.0
2017-01-31,10,10,train,36.7,203.5,123.2,163.3,101.4,1.0
2017-02-28,1,5,train,207.8,677.4,1577.1,1127.3,-358.9,1.0
2017-02-28,1,10,train,73.2,671.5,622.7,647.1,19.5,1.0
2017-02-28,5,1,train,151.0,498.2,181.8,340.0,282.3,1.0
2017-02-28,5,5,train,55.4,400.9,365.2,383.1,31.9,1.0
2017-02-28,5,10,train,46.6,347.4,191.4,269.4,139.2,1.0
2017-02-28,10,1,train,40.6,313.8,116.9,215.4,248.3,1.0
2017-02-28,10,5,train,38.3,245.2,360.1,302.7,-145.0,1.0
2017-02-28,10,10,train,39.2,209.3,121.3,165.3,111.0,1.0
2017-03-31,1,5,train,129.2,706.4,1404.9,1055.7,-278.6,1.0
2017-03-31,1,10,train,63.8,639.1,738.2,688.7,-39.6,1.0
2017-03-31,5,1,train,110.0,487.4,207.2,347.3,250.0,1.0
2017-03-31,5,5,train,53.0,390.0,577.4,483.7,-167.2,1.0
2017-03-31,5,10,train,44.1,344.0,207.5,275.7,121.8,1.0
2017-03-31,10,1,train,41.0,310.8,131.4,221.1,226.3,1.0
2017-03-31,10,5,train,37.9,247.4,306.2,276.8,-74.2,1.0
2017-03-31,10,10,train,37.6,210.6,116.8,163.7,118.4,1.0
2017-04-28,1,5,train,118.8,688.7,1455.6,1072.2,-305.9,1.0
2017-04-28,1,10,train,59.6,648.6,719.5,684.1,-28.3,1.0
2017-04-28,5,1,train,97.0,490.0,183.2,336.6,273.7,1.0
2017-04-28,5,5,train,50.3,397.5,310.4,354.0,77.7,1.0
2017-04-28,5,10,train,42.0,337.7,269.2,303.4,61.1,1.0
2017-04-28,10,1,train,39.1,317.8,138.6,228.2,226.1,1.0
2017-04-28,10,5,train,36.2,259.5,243.9,251.7,19.7,1.0
2017-04-28,10,10,train,36.1,202.9,154.6,178.8,60.9,1.0
2017-05-31,1,5,train,119.7,652.7,1710.0,1181.4,-421.8,1.0
2017-05-31,1,10,train,55.5,653.3,765.9,709.6,-44.9,1.0
2017-05-31,5,1,train,95.6,482.1,139.8,311.0,305.4,1.0
2017-05-31,5,5,train,48.2,405.5,486.2,445.8,-72.0,1.0
2017-05-31,5,10,train,40.0,332.0,190.7,261.4,126.0,1.0
2017-05-31,10,1,train,37.6,310.1,123.7,216.9,235.1,1.0
2017-05-31,10,5,train,34.8,251.4,238.7,245.0,16.1,1.0
2017-05-31,10,10,train,34.4,206.2,115.2,160.7,114.9,1.0
2017-06-30,1,5,train,90.5,699.2,1458.2,1078.7,-302.8,1.0
2017-06-30,1,10,train,50.6,619.9,750.8,685.3,-52.2,1.0
2017-06-30,5,1,train,72.0,496.2,186.5,341.4,276.3,1.0
2017-06-30,5,5,train,43.2,395.6,435.0,415.3,-35.1,1.0
2017-06-30,5,10,train,37.4,337.3,250.3,293.8,77.6,1.0
2017-06-30,10,1,train,35.2,303.6,131.2,217.4,217.5,1.0
2017-06-30,10,5,train,33.2,238.4,218.6,228.5,25.0,1.0
2017-06-30,10,10,train,33.1,216.5,123.0,169.8,117.9,1.0
2017-07-31,1,5,train,81.9,712.2,1411.1,1061.6,-278.8,1.0
2017-07-31,1,10,train,46.6,640.8,730.5,685.7,-35.8,1.0
2017-07-31,5,1,train,64.6,487.8,169.9,328.8,283.6,1.0
2017-07-31,5,5,train,40.2,387.7,355.8,371.8,28.4,1.0
