p_target,p_actual,n_train,n_regime_train,n_nonregime_train,rmse_bps_eval_regime,rmse_bps_eval_nonregime,rmse_bps_train_overall
0.05,0.05,2000,100,1900,14.283354759216309,10.035628318786621,9.239974021911621
