epoch,time_total_sec,time_interval_sec,loss_price,loss_bias,loss_eig,loss_l2,loss_feller,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm,lr,lambda_min_KQ,Lambda_norm_fro,kappa,theta,sigma_v,sqrt_theta,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
199,1456.9,7.179,0.9605177938938141,17.30289387702942,0.00012949677693541162,5.370139547267172e-06,0.0,1.0,0.8038330078125,5.2951848771837025,0,1.0000000730487928,0.0005,0.027607418596744537,0.23313646018505096,0.9807847142219543,0.017035719007253647,0.05064326524734497,0.1305209523687812,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
200,1464.5,7.602,1.1279941573739052,16.68174958229065,0.00012370553668006323,5.474343424793915e-06,0.0,1.0,0.7882080078125,5.2951848771837025,0,0.9999999293322592,0.0004999980727308985,0.028002625331282616,0.2352505475282669,0.980166494846344,0.017028579488396645,0.050685133785009384,0.1304935994154374,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
201,1471.6,7.031,1.0335101410746574,21.504509687423706,0.00011889410779986065,5.568160190705385e-06,0.0,1.0,0.8050537109375,5.2951848771837025,0,1.0000000392901705,0.0004999922909533151,0.028796356171369553,0.2371319830417633,0.9795365333557129,0.017015349119901657,0.05071479454636574,0.13044289601163284,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
202,1479.1,7.575,0.9226137921214104,19.302056550979614,0.0001084502164303558,5.6514822972530965e-06,0.0,1.0,0.784912109375,5.2951848771837025,0,0.9999999687133818,0.0004999826547564119,0.02991737239062786,0.23870418965816498,0.97857666015625,0.01699853129684925,0.05075804144144058,0.13037841576292164,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
203,1486.5,7.304,0.6878365725278854,19.38676428794861,9.651697655499447e-05,5.732278850700823e-06,0.0,1.0,0.80126953125,5.2951848771837025,0,0.9999999437350182,0.000499969164288791,0.0310650784522295,0.24057017266750336,0.9776659607887268,0.016981380060315132,0.0507996529340744,0.13031262433208507,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
204,1493.9,7.428,0.6364782601594925,25.66670560836792,8.709651774552185e-05,5.8147683148490614e-06,0.0,1.0,0.7913818359375,5.2951848771837025,0,1.0000001366715785,0.000499951819758492,0.03177584707736969,0.24201497435569763,0.9769731163978577,0.016966188326478004,0.05086537450551987,0.1302543217190048,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
205,1501.0,7.157,0.7845003679394722,16.672767162322998,8.227914986491669e-05,5.8848053186011384e-06,0.0,1.0,0.801025390625,5.2951848771837025,0,1.000000027003352,0.0004999306214329892,0.03183429688215256,0.243721604347229,0.9767947793006897,0.016954736784100533,0.05090612545609474,0.1302103559019041,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
206,1507.9,6.822,1.6584526672959328,26.502922534942627,8.147856715368107e-05,5.9710207551688654e-06,0.0,1.0,0.8187255859375,5.2951848771837025,0,0.9999999351460055,0.0004999055696391868,0.032320279628038406,0.24542595446109772,0.9765257835388184,0.016944408416748047,0.05093129351735115,0.13017068954548888,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
207,1515.1,7.275,0.5191777274012566,24.240593910217285,7.572421054646838e-05,6.0559109442692716e-06,0.0,1.0,0.8125,5.2951848771837025,0,0.9999998970561084,0.0004998766647634146,0.03313721343874931,0.2472972869873047,0.9767420291900635,0.016931122168898582,0.05093703791499138,0.13011964559165762,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
208,1522.4,7.221,0.6710010319948196,23.417154908180237,6.904721885803156e-05,6.1561314623759245e-06,0.0,1.0,0.8077392578125,5.2951848771837025,0,1.0000000768352464,0.0004998439072514214,0.033539023250341415,0.24950070679187775,0.9773454666137695,0.016911329701542854,0.050932906568050385,0.1300435684743496,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
209,1529.4,7.089,0.7405617982149124,11.442233443260193,6.828684308857191e-05,6.273689791669312e-06,0.0,1.0,0.81298828125,5.2951848771837025,0,0.9999998903493801,0.0004998072976083687,0.03350258618593216,0.2522813379764557,0.9781274199485779,0.016894282773137093,0.05090998485684395,0.12997800880586335,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
210,1536.9,7.406,1.4338624253869057,15.793486952781677,6.773387212888338e-05,6.421996658900753e-06,0.0,1.0,0.79541015625,5.2951848771837025,0,1.0000000561558393,0.0004997668363988224,0.03369670361280441,0.2552223801612854,0.9784395098686218,0.016883008182048798,0.05088173598051071,0.12993463041871786,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
211,1544.1,7.253,0.8906866014003754,14.62097704410553,6.439916069211904e-05,6.570198138433625e-06,0.0,1.0,0.796630859375,5.2951848771837025,0,0.9999999835708876,0.0004997225242467444,0.03444186970591545,0.25820231437683105,0.9779644012451172,0.0168731901794672,0.05089070275425911,0.1298968443784036,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
212,1551.0,6.942,0.8758943229913712,21.960948944091797,5.7156132243108004e-05,6.723453111590061e-06,0.0,1.0,0.8143310546875,5.2951848771837025,0,0.9999999690990076,0.0004996743618354829,0.035609811544418335,0.26120829582214355,0.9775869250297546,0.016859155148267746,0.05091172084212303,0.12984280938222087,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
213,1557.8,6.738,1.7832393199205399,15.558879971504211,4.802697912964504e-05,6.882345246594923e-06,0.0,1.0,0.8402099609375,5.2951848771837025,0,0.9999999973601916,0.000499622349907762,0.03701860457658768,0.2643390893936157,0.9773097038269043,0.016842346638441086,0.050922513008117676,0.12977806686201288,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
214,1564.7,6.949,0.8395683020353317,12.881872177124023,3.897562783095054e-05,7.054997809063934e-06,0.0,1.0,0.818115234375,5.2951848771837025,0,0.9999999105057173,0.0004995664892656698,0.03828556090593338,0.26767873764038086,0.9767396450042725,0.016826443374156952,0.050937436521053314,0.1297167813899071,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
215,1572.0,7.218,1.47092954069376,32.16849708557129,3.337765792821301e-05,7.227568630696624e-06,0.0,1.0,0.820556640625,5.2951848771837025,0,1.0000000107788765,0.0004995067807706464,0.0383632592856884,0.27071091532707214,0.9766578078269958,0.016811301931738853,0.05091512203216553,0.12965840478634177,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
216,1579.3,7.388,0.9444261342287064,11.829167604446411,3.590454343793681e-05,7.384917125818902e-06,0.0,1.0,0.8067626953125,5.2951848771837025,0,1.000000032177922,0.000499443225343471,0.037633493542671204,0.27350717782974243,0.9766353964805603,0.016801029443740845,0.050901222974061966,0.1296187850727696,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
217,1587.1,7.745,0.7802756875753403,21.606475591659546,3.9988882235775236e-05,7.538200065937417e-06,0.0,1.0,0.80078125,5.2951848771837025,0,1.0000000643149158,0.0004993758239642467,0.036799147725105286,0.2762082815170288,0.9763620495796204,0.01679627038538456,0.05089364945888519,0.1296004258688395,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
218,1594.2,7.165,1.688150018453598,19.851409912109375,4.660723152483115e-05,7.687849802096025e-06,0.0,1.0,0.8038330078125,5.2951848771837025,0,0.9999998949915048,0.0004993045776723862,0.035582177340984344,0.2789857089519501,0.9760259389877319,0.016789279878139496,0.05089332535862923,0.12957345360118908,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
219,1601.5,7.248,1.056627631187439,15.511331796646118,5.501923715200974e-05,7.837934617782594e-06,0.0,1.0,0.811279296875,5.2951848771837025,0,0.9999999984065653,0.0004992294875665954,0.034623775631189346,0.2814452648162842,0.9760639667510986,0.01678762398660183,0.05088312178850174,0.1295670636643504,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
220,1608.8,7.341,0.9631348699331284,14.387148141860962,6.0490890973596834e-05,7.977097993716598e-06,0.0,1.0,0.8056640625,5.2951848771837025,0,1.0000000630825505,0.0004991505548048566,0.034369319677352905,0.28399285674095154,0.9759448170661926,0.01678481325507164,0.050877831876277924,0.12955621658211403,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
221,1615.9,7.033,1.2306125909090042,15.247729182243347,6.175750604597852e-05,8.116707249428146e-06,0.0,1.0,0.814453125,5.2951848771837025,0,1.0000000270847518,0.0004990677806044107,0.034078605473041534,0.2865709066390991,0.9759200811386108,0.01678120531141758,0.05085829272866249,0.12954229159397165,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
222,1623.4,7.52,1.2551415264606476,13.855689465999603,6.389446571120061e-05,8.262825303972932e-06,0.0,1.0,0.8062744140625,5.2951848771837025,0,0.9999999266078676,0.0004989811662417383,0.03394189104437828,0.2889673113822937,0.9755927920341492,0.016773812472820282,0.050859007984399796,0.12951375399091897,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
223,1630.6,7.21,0.6638012155890465,19.929525136947632,6.438439049816225e-05,8.400189926760504e-06,0.0,1.0,0.797119140625,5.2951848771837025,0,1.0000000167233336,0.0004988907130525399,0.033895716071128845,0.2912009358406067,0.9750983715057373,0.01676308922469616,0.050878267735242844,0.12947234926692325,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
224,1638.2,7.631,0.9658935815095901,12.32889211177826,6.47968099656282e-05,8.525328667019494e-06,0.0,1.0,0.796142578125,5.2951848771837025,0,0.999999866813587,0.0004987964224317156,0.03391512483358383,0.2932777404785156,0.9747260808944702,0.016752565279603004,0.05091409012675285,0.12943170121574932,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
225,1645.7,7.511,1.1200440153479576,16.19990575313568,6.396630487870425e-05,8.640193755127257e-06,0.0,1.0,0.8211669921875,5.2951848771837025,0,0.9999998688513102,0.0004986982958333435,0.034117311239242554,0.29514381289482117,0.9742698073387146,0.01674339734017849,0.05095477029681206,0.12939628024088826,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
226,1653.8,8.032,0.6462782099843025,16.637534856796265,6.405343083315529e-05,8.754467671678867e-06,0.0,1.0,0.80322265625,5.2951848771837025,0,1.0000000489635557,0.0004985963347706572,0.033906929194927216,0.2970678210258484,0.9740853905677795,0.016732152551412582,0.05098240450024605,0.12935282196926584,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
227,1661.1,7.337,0.9488095343112946,18.708338975906372,6.565003968717065e-05,8.87436044649803e-06,0.0,1.0,0.8125,5.2951848771837025,0,0.9999999287160765,0.0004984905408160222,0.03357692435383797,0.29930171370506287,0.9743118286132812,0.016723625361919403,0.050990499556064606,0.12931985679670158,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
228,1668.5,7.415,0.7093670777976513,13.202091306447983,6.706512067466974e-05,9.005893844005186e-06,0.0,1.0,0.8067626953125,5.2951848771837025,0,0.9999999225983599,0.0004983809156009122,0.03360453248023987,0.30149295926094055,0.9747229218482971,0.016715509817004204,0.050984859466552734,0.12928847519018935,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
229,1675.4,6.88,0.6136022433638573,29.031713485717773,6.734182534273714e-05,9.1418173724378e-06,0.0,1.0,0.8253173828125,5.2951848771837025,0,0.9999999791107255,0.0004982674608158839,0.03343204781413078,0.3037347197532654,0.9750785231590271,0.016702920198440552,0.05096045508980751,0.12923977792630467,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
230,1682.7,7.262,0.9128808528184891,13.953062117099762,6.908373507030774e-05,9.278259767597774e-06,0.0,1.0,0.81298828125,5.2951848771837025,0,0.9999999392093722,0.00049815017821055,0.033483050763607025,0.30601197481155396,0.9757322669029236,0.016688089817762375,0.050927504897117615,0.12918238973545262,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
231,1689.8,7.132,1.3387556970119476,16.95268225669861,6.62632464809576e-05,9.423969913768815e-06,0.0,1.0,0.81591796875,5.2951848771837025,0,0.999999935436788,0.0004980290695935537,0.034184109419584274,0.30861809849739075,0.9762716293334961,0.016679672524333,0.050913386046886444,0.1291498065206952,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
232,1696.9,7.066,1.1584968715906143,16.775317788124084,6.030931581335608e-05,9.576841648595291e-06,0.0,1.0,0.821533203125,5.2951848771837025,0,0.9999999311954729,0.0004979041368325395,0.034881070256233215,0.3108016848564148,0.9765721559524536,0.016673890873789787,0.05092053487896919,0.12912742107619818,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
233,1704.2,7.29,1.0980566591024399,16.13214111328125,5.6389709243376274e-05,9.704647254693555e-06,0.0,1.0,0.814208984375,5.2951848771837025,0,0.9999998309649384,0.0004977753818541254,0.03516116365790367,0.312832236289978,0.9765567183494568,0.016672007739543915,0.050940971821546555,0.12912012910287812,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
234,1711.6,7.436,0.6133276596665382,21.309970378875732,5.443593909149058e-05,9.839767926678178e-06,0.0,1.0,0.8094482421875,5.2951848771837025,0,1.0000000499207986,0.0004976428066438721,0.035541240125894547,0.31499385833740234,0.9765341281890869,0.01667143404483795,0.0509699210524559,0.12911790752966046,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
235,1719.1,7.507,0.8290039151906967,7.489812612533569,5.1328898734936956e-05,9.972199904950685e-06,0.0,1.0,0.803466796875,5.2951848771837025,0,0.9999999776046022,0.0004975064132462535,0.03566153347492218,0.31718581914901733,0.9767632484436035,0.016668271273374557,0.05098011717200279,0.12910565933906445,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
236,1725.9,6.793,1.567683070898056,21.33320665359497,5.2131296797597315e-05,1.0115825716638938e-05,0.0,1.0,0.8275146484375,5.2951848771837025,0,0.9999999465071582,0.0004973662037646245,0.03535277023911476,0.31960025429725647,0.9770070314407349,0.01666383631527424,0.050982195883989334,0.12908848250434365,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
237,1733.3,7.358,0.5170775353908539,20.050598621368408,5.559867167903576e-05,1.0278061608914868e-05,0.0,1.0,0.8028564453125,5.2951848771837025,0,0.9999997742379236,0.0004972221803611888,0.03455700725317001,0.32225877046585083,0.9769414067268372,0.01665591634809971,0.050991665571928024,0.12905780235266565,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
238,1740.6,7.392,0.996846467256546,16.773051738739014,6.23227115283953e-05,1.0444375902807224e-05,0.0,1.0,0.811279296875,5.2951848771837025,0,0.999999983510861,0.0004970743452569654,0.03368305414915085,0.32470056414604187,0.9770954847335815,0.01665915735065937,0.05098641663789749,0.12907035814105178,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
239,1748.0,7.398,1.0660372748970985,19.213147163391113,6.976528675295413e-05,1.0609795708660386e-05,0.0,1.0,0.8060302734375,5.2951848771837025,0,0.9999999927767931,0.0004969227007317546,0.032848380506038666,0.32739198207855225,0.97654128074646,0.016672397032380104,0.05097339674830437,0.12912163657722164,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
240,1755.3,7.305,0.8638048470020294,24.511615753173828,7.49017435737187e-05,1.0783228390209842e-05,0.0,1.0,0.8118896484375,5.2951848771837025,0,0.999999979966901,0.0004967672491241024,0.032443005591630936,0.32995516061782837,0.9757005572319031,0.01668182760477066,0.05097709223628044,0.12915814958712696,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
241,1763.3,7.969,0.576933640986681,15.88614970445633,7.769329386064783e-05,1.0948644558084197e-05,0.0,1.0,0.7979736328125,5.2951848771837025,0,1.0000000474037722,0.0004966079928312649,0.03258882835507393,0.332450807094574,0.9751914143562317,0.016682671383023262,0.05099529027938843,0.12916141599960596,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
242,1770.9,7.549,0.9434909075498581,20.57862615585327,7.394341446342878e-05,1.1104069471912226e-05,0.0,1.0,0.8001708984375,5.2951848771837025,0,0.9999999933206709,0.0004964449343091713,0.03311700001358986,0.33445727825164795,0.974344789981842,0.016675950959324837,0.05101617053151131,0.12913539777816474,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
243,1778.3,7.442,0.8359306827187538,22.137258052825928,7.099586946424097e-05,1.1235583087909617e-05,0.0,1.0,0.8026123046875,5.2951848771837025,0,1.0000000549043746,0.0004962780760723856,0.033172935247421265,0.3365856409072876,0.9733887910842896,0.01667405106127262,0.05102228745818138,0.12912804134374772,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
244,1785.4,7.094,1.3882901221513748,17.913302063941956,6.924728222656995e-05,1.1388485745555954e-05,0.0,1.0,0.8165283203125,5.2951848771837025,0,0.9999999479961779,0.0004961074206940683,0.03368211165070534,0.3390250504016876,0.9726849794387817,0.01667156256735325,0.051015015691518784,0.1291184052230868,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
245,1792.9,7.474,0.8603034913539886,15.082273244857788,6.489377665275242e-05,1.1560877737792907e-05,0.0,1.0,0.8199462890625,5.2951848771837025,0,0.9999999421124796,0.0004959329708059364,0.034176722168922424,0.34161701798439026,0.9725267291069031,0.01666991598904133,0.050993673503398895,0.12911202883171394,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
246,1800.0,7.119,0.9542988687753677,8.904093086719513,6.104614385549212e-05,1.1731125823644106e-05,0.0,1.0,0.8187255859375,5.2951848771837025,0,0.9999999896635927,0.0004957547290982229,0.034708015620708466,0.34390974044799805,0.972337543964386,0.016667913645505905,0.05098533257842064,0.1291042743115266,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
247,1807.0,7.009,0.7831414490938187,10.918276190757751,5.634599710901966e-05,1.1879390285685076e-05,0.0,1.0,0.8267822265625,5.2951848771837025,0,1.0000000527943471,0.0004955726983196356,0.03544081747531891,0.34587550163269043,0.9722300171852112,0.016670091077685356,0.050990790128707886,0.12911270687924312,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
248,1813.8,6.819,1.6120547354221344,15.240198373794556,5.156377937964862e-05,1.2025274145344156e-05,0.0,1.0,0.822509765625,5.2951848771837025,0,0.9999999799183568,0.0004953868812773141,0.0360676571726799,0.34848085045814514,0.9725164175033569,0.016664639115333557,0.05099257826805115,0.12909159196219386,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
249,1821.0,7.129,0.8066855669021606,17.995711088180542,4.691976209869608e-05,1.2224563306517666e-05,0.0,1.0,0.82568359375,5.2951848771837025,0,0.9999999715364534,0.0004951972808367873,0.03657516464591026,0.35141438245773315,0.9722749590873718,0.01665574125945568,0.051022179424762726,0.12905712401667596,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
250,1828.0,7.086,0.9407540857791901,12.169440984725952,4.33780360253877e-05,1.2415122228048858e-05,0.0,1.0,0.8172607421875,5.2951848771837025,0,1.0000000513973633,0.0004950038999219283,0.037334978580474854,0.3539455533027649,0.9719178676605225,0.01664457842707634,0.05105048045516014,0.1290138691268359,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
251,1834.9,6.884,1.0249279402196407,18.454365134239197,3.9543513594253454e-05,1.2594136023835745e-05,0.0,1.0,0.8194580078125,5.2951848771837025,0,0.999999900446705,0.0004948067415149101,0.037294868379831314,0.3565663993358612,0.9720843434333801,0.01663714461028576,0.05104462802410126,0.1289850557633936,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
252,1841.9,7.023,0.6083375439047813,23.60390877723694,3.948052108171396e-05,1.2784755881511956e-05,0.0,1.0,0.838623046875,5.2951848771837025,0,0.9999999903084245,0.0004946058086561594,0.03770195692777634,0.3592456579208374,0.9722244739532471,0.016629846766591072,0.0510101355612278,0.12895676316731539,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
253,1849.1,7.166,2.193669945001602,18.87210500240326,3.670032492664177e-05,1.2973752973266528e-05,0.0,1.0,0.8179931640625,5.2951848771837025,0,1.0000000753243483,0.0004944011044443092,0.038010235875844955,0.3616354465484619,0.9721531271934509,0.01662246696650982,0.050994984805583954,0.128928146525535,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
254,1856.3,7.196,1.0460695922374725,21.434563398361206,3.686024865601212e-05,1.312882091042411e-05,0.0,1.0,0.8272705078125,5.2951848771837025,0,0.9999999537103565,0.0004941926320361518,0.03765937685966492,0.3634278178215027,0.9717151522636414,0.01662493869662285,0.050993598997592926,0.128937731857757,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
255,1863.3,7.0,1.233259230852127,16.448864459991455,3.9138898500823416e-05,1.324110689893132e-05,0.0,1.0,0.8104248046875,5.2951848771837025,0,1.0000000625243624,0.0004939803946465896,0.03734831511974335,0.3646327555179596,0.9714069962501526,0.016625462099909782,0.050997111946344376,0.12893976151641426,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
256,1870.5,7.161,0.5265927985310555,17.62374210357666,4.106256074010162e-05,1.3323814528121147e-05,0.0,1.0,0.827880859375,5.2951848771837025,0,0.99999992988887,0.0004937643955485858,0.036875832825899124,0.36570796370506287,0.9710401892662048,0.016626842319965363,0.05101072043180466,0.12894511359475924,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
257,1877.5,7.043,0.9059190973639488,17.537096977233887,4.429479031387018e-05,1.3410312703854288e-05,0.0,1.0,0.829833984375,5.2951848771837025,0,0.9999999583928902,0.0004935446380731136,0.03631506860256195,0.3670627772808075,0.9704871773719788,0.016628030687570572,0.051030002534389496,0.128949721549023,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
258,1885.1,7.626,0.9066741615533829,16.189741373062134,4.802570583706256e-05,1.3507696166925598e-05,0.0,1.0,0.8162841796875,5.2951848771837025,0,1.000000028921931,0.0004933211256091051,0.03584149107336998,0.36838623881340027,0.9701926708221436,0.01662425696849823,0.05104619637131691,0.12893508819750438,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
259,1892.0,6.823,1.3581036776304245,14.150842785835266,4.987418742530281e-05,1.3624253142552334e-05,0.0,1.0,0.8428955078125,5.2951848771837025,0,1.0000001334915023,0.000493093861603399,0.03582509607076645,0.37044253945350647,0.9699258804321289,0.016617093235254288,0.05106423795223236,0.1289073048172767,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
