tau1,mean_fd_short,mean_r_tilde,mean_error,median_error,mean_abs_error,median_abs_error,max_abs_error,std_error
1.0,0.011590763104458161,0.05753981511763727,-0.04594905201317911,-0.045863728417755364,0.04605590366314004,0.045863728417755364,0.13455434431823304,0.026207249089891707
0.25,-inf,0.05753981511763727,-inf,0.002621206476346666,inf,0.0196439342287341,inf,
0.08333333333333333,0.052252390146992254,0.05753981511763727,-0.0052874249706450155,-0.004443305726661566,0.005287488868383297,0.004443305726661566,0.023709206450786988,0.004412350150953739
0.019230769230769232,0.056081348200577384,0.05753981511763727,-0.0014584669170598812,-0.0012490569243221068,0.001458944939788401,0.0012490569243221068,0.00698682469236718,0.001195492928262026
0.003968253968253968,0.057229831858161474,0.05753981511763727,-0.0003099832594758004,-0.0002664103059527509,0.0003101031886502606,0.0002664103059527509,0.0014834474301105016,0.0002529491919590381
0.0027397260273972603,0.057325316580814016,0.05753981511763727,-0.00021449853682325168,-0.00018441322629311405,0.00021458246008567602,0.00018441322629311405,0.0010263748599311368,0.00017497259780404514
