finite_pct,max_abs_p0_err,mean_abs_p0_err,min_p,max_p,pct_nonpos,pct_above_one,pct_upticks,max_uptick,g0_min,g0_max,g0_mean,g0_pct_neg,G_global_min,G_global_abs_min,G_any_neg,G_any_abs_tiny,sigma_min,sigma_max,pct_sigma_nonpos,rho_abs_max,pct_rho_out,min_cov_eig,max_cond,mean_cond,diag_err_max,chol_any_neg,chol_inside_d2_min,chol_inside_d3_min,chol_inside_d2_pct_neg,chol_inside_d3_pct_neg,K_max_real_eig,K_all_neg,K_eig_real_0,K_eig_real_1,K_eig_real_2,ODE_max_A0,ODE_max_B0,ODE_boundary_ok,gamma_min,gamma_max,gamma_nonneg,cov_max_sym_err,cov_sym_ok,r_mean,r_std,r_min,r_max,r_p5,r_p95,r_pct_neg,r_pct_very_neg,r_pct_high,max_abs_sr,mean_abs_sr
100.0,0.0,0.0,0.18375725960948983,1.188258468037885,0.0,2.7978933508887427,2.798185941043084,0.01314100437995891,0.010369448019475494,0.04056022488422297,0.024639024937605728,0.0,-0.4533872281896585,0.03389630162428178,1,0,0.20718384250895802,1.29033199499935,0.0,0.9999982445098964,5.555555555555555,1.912002598229238e-13,3082888550113.128,915290259193.7479,0.02235509683323289,1,0.04248657909118292,-0.024941151943850378,0.0,38.095238095238095,2.057058699971483,0,2.057058699971483,2.057058699971483,-0.058398799192994275,0.0,0.0,1,5.40008452364184e-07,0.13118450211120186,1,0.0,1,0.05753981511763727,0.036861345981544676,-0.007223332826231005,0.17890613595702337,0.003961664821867267,0.12235688878482387,1.7687074829931975,0.0,13.129251700680273,5.204170427930421e-17,4.5450423170440225e-18
