epoch,time_total_sec,time_interval_sec,loss_price,loss_eig,loss_l2,loss_feller,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm,lr,lambda_min_KQ,Lambda_norm_fro,kappa,theta,sigma_v,sqrt_theta,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
11,139.2,14.471,1.5310252010822296,0.0005662892508553341,3.99976447795769e-10,0.0,1.0,0.7977294921875,5.2951848771837025,0,0.9999998639690283,3.0470000000000008e-05,0.0024950567167252302,0.0022241927217692137,0.9997903108596802,0.017941908910870552,0.04978562146425247,0.1339474109898006,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
12,153.8,14.593,1.4034956097602844,0.0005628197541227564,5.678936210173902e-10,0.0,1.0,0.7528076171875,5.2951848771837025,0,1.0000000911395504,3.2967500000000006e-05,0.0026452180463820696,0.0026347190141677856,0.9997694492340088,0.01793976128101349,0.0497862733900547,0.1339393940594532,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
13,169.1,15.306,1.0195043683052063,0.0005592367670033127,7.851223282617781e-10,0.0,1.0,0.7340087890625,5.2951848771837025,0,0.999999924474875,3.546500000000001e-05,0.0028010811656713486,0.00307092210277915,0.9997859597206116,0.017937306314706802,0.049786463379859924,0.13393022927893017,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
14,183.7,14.536,1.3353393971920013,0.000555347724002786,1.0506422676304084e-09,0.0,1.0,0.7657470703125,5.2951848771837025,0,1.0000000108447864,3.796250000000001e-05,0.0029824532102793455,0.003509573871269822,0.9998142123222351,0.017934782430529594,0.04978664219379425,0.1339208065631685,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
15,198.2,14.555,1.2668484449386597,0.0005509326147148386,1.3572101220660215e-09,0.0,1.0,0.7557373046875,5.2951848771837025,0,0.9999998379880577,4.046000000000001e-05,0.003176853759214282,0.003981833346188068,0.9998331069946289,0.01793220080435276,0.04978622496128082,0.13391116758639945,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
16,213.8,15.548,0.9088601171970367,0.0005463591514853761,1.7379999106559296e-09,0.0,1.0,0.7197265625,5.2951848771837025,0,0.9999999966440356,4.295750000000001e-05,0.003375898813828826,0.004472523462027311,0.9998724460601807,0.0179293192923069,0.04978496581315994,0.1339004081110543,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
17,228.1,14.319,1.5505844950675964,0.000541570785571821,2.1680129913548285e-09,0.0,1.0,0.7552490234375,5.2951848771837025,0,0.999999992875928,4.545500000000002e-05,0.003592811292037368,0.0049536945298314095,0.9998773336410522,0.017926489934325218,0.0497826524078846,0.13388984253603864,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
18,242.8,14.663,1.1945641338825226,0.0005364508833736181,2.6691351351360026e-09,0.0,1.0,0.7608642578125,5.2951848771837025,0,0.9999999642095638,4.795250000000001e-05,0.0038193129003047943,0.005503468215465546,0.999857485294342,0.017923301085829735,0.04977905750274658,0.1338779335283815,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
19,258.0,15.218,0.8724304735660553,0.0005310828273650259,3.276312610100973e-09,0.0,1.0,0.751953125,5.2951848771837025,0,0.999999797789294,5.045000000000001e-05,0.004060645587742329,0.006084191147238016,0.9998157024383545,0.017920104786753654,0.04977782070636749,0.1338659956327732,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
20,272.6,14.616,1.102369874715805,0.0005253894050838426,3.980869411890353e-09,0.0,1.0,0.761962890625,5.2951848771837025,0,1.0000000098461896,5.294750000000002e-05,0.004318864084780216,0.006681374739855528,0.9997707605361938,0.017916832119226456,0.04977785795927048,0.13385377140456842,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
21,287.2,14.561,0.6300191730260849,0.0005193886900087819,4.789774354918563e-09,0.0,1.0,0.7459716796875,5.2951848771837025,0,0.9999999183763644,5.544500000000002e-05,0.004587961360812187,0.007316404487937689,0.9997594952583313,0.0179130919277668,0.049776267260313034,0.13383979949090927,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
22,300.7,13.57,1.0117259919643402,0.0005131343932589516,5.731106478279457e-09,0.0,1.0,0.761474609375,5.2951848771837025,0,0.9999999421434024,5.794250000000002e-05,0.004872061777859926,0.007992692291736603,0.9997090101242065,0.017909018322825432,0.049775946885347366,0.13382458041341072,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
23,314.7,14.008,1.3139970749616623,0.0005066883604740724,6.837662436254277e-09,0.0,1.0,0.7509765625,5.2951848771837025,0,0.9999999195442765,6.0440000000000024e-05,0.005159349180757999,0.008731070905923843,0.9996595978736877,0.017904970794916153,0.049773965030908585,0.133809457045891,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
24,328.7,13.933,0.9921528249979019,0.0005001894169254228,8.157153619237079e-09,0.0,1.0,0.759521484375,5.2951848771837025,0,1.0000000052179985,6.293750000000002e-05,0.00545396376401186,0.009532095864415169,0.9996045231819153,0.017901025712490082,0.04977305233478546,0.13379471481523506,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
25,342.4,13.739,1.4434595182538033,0.0004934503376716748,9.675685364030073e-09,0.0,1.0,0.8038330078125,5.2951848771837025,0,0.9999999892619477,6.543500000000001e-05,0.005771857686340809,0.010323678143322468,0.9995850324630737,0.01789708249270916,0.04977122321724892,0.1337799779216201,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
26,356.4,13.951,0.6738784909248352,0.0004862874702666886,1.1315050674198801e-08,0.0,1.0,0.750732421875,5.2951848771837025,0,0.9999999029896525,6.793250000000002e-05,0.006102623883634806,0.011142994277179241,0.999528169631958,0.01789277419447899,0.04976892098784447,0.1337638747737183,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
27,371.1,14.722,0.6551931947469711,0.00047894228919176385,1.3156338019015834e-08,0.0,1.0,0.75146484375,5.2951848771837025,0,0.9999999201219193,7.043000000000003e-05,0.0064454334788024426,0.012013976462185383,0.9994534850120544,0.017888320609927177,0.04977071285247803,0.1337472265504118,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
28,386.4,15.279,1.045653223991394,0.0004713369417004287,1.529183202286788e-08,0.0,1.0,0.7279052734375,5.2951848771837025,0,0.9999999525421106,7.292750000000004e-05,0.00679937144741416,0.012949537485837936,0.9994290471076965,0.017883647233247757,0.049772005528211594,0.1337297544798754,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
29,400.8,14.415,1.0424451231956482,0.00046367984759854153,1.769406399176887e-08,0.0,1.0,0.739013671875,5.2951848771837025,0,0.9999999004576189,7.542500000000003e-05,0.007157659623771906,0.013868731446564198,0.9994023442268372,0.017878632992506027,0.04977511614561081,0.1337110055025615,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
30,414.8,14.045,1.9114016592502594,0.0004559357330435887,2.0214160123543934e-08,0.0,1.0,0.794677734375,5.2951848771837025,0,0.9999999802862474,7.792250000000004e-05,0.007522413972765207,0.014782707206904888,0.9993405938148499,0.017873289063572884,0.04977793991565704,0.13369102087863974,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
31,429.6,14.811,1.0349006056785583,0.0004480656862142496,2.2884815376045253e-08,0.0,1.0,0.7532958984375,5.2951848771837025,0,0.9999999597339403,8.042000000000003e-05,0.00790462363511324,0.015678079798817635,0.9992358088493347,0.0178679209202528,0.049784883856773376,0.13367094269231738,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
32,442.4,12.808,0.9622640609741211,0.0004398662131279707,2.5621132326847373e-08,0.0,1.0,0.7799072265625,5.2951848771837025,0,0.9999999140122745,8.291750000000004e-05,0.008298992179334164,0.016569308936595917,0.9991332292556763,0.017862631008028984,0.0497940257191658,0.1336511541589858,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
33,456.4,13.926,1.2011079490184784,0.0004317407147027552,2.8765932302832198e-08,0.0,1.0,0.7664794921875,5.2951848771837025,0,0.9999998411221769,8.541500000000005e-05,0.008679961785674095,0.01763029769062996,0.999148964881897,0.01785735785961151,0.04979352653026581,0.13363142541936576,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
34,469.7,13.302,0.8267241716384888,0.0004237591492710635,3.253888714027653e-08,0.0,1.0,0.7723388671875,5.2951848771837025,0,0.9999997827335724,8.791250000000006e-05,0.009080523625016212,0.018727200105786324,0.999247133731842,0.017851484939455986,0.0497886948287487,0.13360944928954682,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
35,486.2,16.521,0.8365565687417984,0.0004154921989538707,3.669658088512051e-08,0.0,1.0,0.73486328125,5.2951848771837025,0,0.9999999018573315,9.041000000000006e-05,0.009485090151429176,0.019887935370206833,0.9993244409561157,0.01784568838775158,0.049785491079092026,0.13358775538106618,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
36,500.1,13.95,1.1448493152856827,0.0004071259463671595,4.1311372989127904e-08,0.0,1.0,0.761474609375,5.2951848771837025,0,0.9999999024002998,9.290750000000007e-05,0.009911961853504181,0.021064940840005875,0.999464750289917,0.017839834094047546,0.0497828908264637,0.13356584179365452,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
37,513.6,13.471,1.8863372504711151,0.00039850281609687954,4.647812890112846e-08,0.0,1.0,0.769287109375,5.2951848771837025,0,0.9999997626461374,9.540500000000008e-05,0.010349673219025135,0.022385694086551666,0.9996406435966492,0.01783422939479351,0.04977521300315857,0.1335448591103136,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
38,526.0,12.37,1.1791039407253265,0.00038968200533417985,5.2424131702366594e-08,0.0,1.0,0.801513671875,5.2951848771837025,0,0.9999999261106013,9.790250000000007e-05,0.01080650370568037,0.023714834824204445,0.9997684359550476,0.017828812822699547,0.04977073892951012,0.13352457759790723,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
39,539.3,13.346,0.49336307495832443,0.00038047741691116244,5.859618656955945e-08,0.0,1.0,0.76904296875,5.2951848771837025,0,0.9999998449602452,0.00010040000000000008,0.01129177026450634,0.025009823963046074,0.999793529510498,0.017822446301579475,0.04977097362279892,0.13350073520988368,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
40,553.4,14.059,1.0441796630620956,0.00037100932240718976,6.50386873246589e-08,0.0,1.0,0.751708984375,5.2951848771837025,0,0.9999999582869341,0.00010289750000000009,0.01179083064198494,0.02629884146153927,0.9997993111610413,0.017815811559557915,0.049774833023548126,0.13347588381261205,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
41,566.2,12.8,2.5970566794276237,0.0003611226493376307,7.138308966148088e-08,0.0,1.0,0.7880859375,5.2951848771837025,0,0.9999998772936105,0.00010539500000000008,0.012335666455328465,0.027419563382864,0.999778687953949,0.017809465527534485,0.04978247359395027,0.13345210949076258,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
42,580.3,14.124,0.9883333593606949,0.0003507725559757091,7.778259814017474e-08,0.0,1.0,0.74462890625,5.2951848771837025,0,0.9999998109201264,0.00010789250000000009,0.012882719747722149,0.028672240674495697,0.9997553825378418,0.017803046852350235,0.04978899285197258,0.13342805871461308,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
43,594.6,14.287,1.4396486282348633,0.0003406337200431153,8.489020686397453e-08,0.0,1.0,0.7393798828125,5.2951848771837025,0,0.9999999459415235,0.0001103900000000001,0.013431820087134838,0.029878463596105576,0.9997536540031433,0.017796605825424194,0.04979296773672104,0.1334039198278079,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
44,608.7,14.118,0.8802357167005539,0.00033050029014702886,9.210732798692334e-08,0.0,1.0,0.7354736328125,5.2951848771837025,0,0.9999995996039723,0.0001128875000000001,0.013991659507155418,0.031123418360948563,0.9997296929359436,0.017790012061595917,0.04979516565799713,0.13337920400720615,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
45,622.9,14.216,1.6853467524051666,0.0003206199107808061,1.0001792283276245e-07,0.0,1.0,0.7581787109375,5.2951848771837025,0,0.999999966962377,0.00011538500000000009,0.014531197026371956,0.03242368996143341,0.9996246099472046,0.017784152179956436,0.049790285527706146,0.13335723519913134,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
46,636.5,13.612,1.9608582854270935,0.00031068240787135437,1.0822101259577721e-07,0.0,1.0,0.7742919921875,5.2951848771837025,0,0.9999998995990559,0.00011788250000000008,0.015104729682207108,0.03371661528944969,0.9996287226676941,0.017779463902115822,0.04979173466563225,0.13333965614968346,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
47,651.0,14.465,0.5793226435780525,0.0003006337210536003,1.1707285096917985e-07,0.0,1.0,0.730224609375,5.2951848771837025,0,0.9999999387705557,0.00012038000000000009,0.015690330415964127,0.03502815589308739,0.9996587038040161,0.017773792147636414,0.049791328608989716,0.1333183863825107,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
48,665.4,14.41,0.986836276948452,0.0002905757719418034,1.2611628008585285e-07,0.0,1.0,0.7568359375,5.2951848771837025,0,0.999999955361999,0.00012287750000000009,0.01626661606132984,0.03633492439985275,0.9996598958969116,0.017767073586583138,0.0497884564101696,0.13329318657224434,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
49,679.3,13.855,1.2331079468131065,0.0002807448836392723,1.3557129463492856e-07,0.0,1.0,0.7598876953125,5.2951848771837025,0,0.9999997368103886,0.0001253750000000001,0.016864223405718803,0.037640102207660675,0.9996261596679688,0.017758840695023537,0.0497901551425457,0.13326230035168812,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
50,693.9,14.606,0.7247520014643669,0.0002707566090975888,1.457480927058441e-07,0.0,1.0,0.726806640625,5.2951848771837025,0,0.9999999535211817,0.0001278725000000001,0.017467031255364418,0.03907554969191551,0.9995632171630859,0.017750119790434837,0.04979024827480316,0.13322957550947476,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
51,708.0,14.144,1.6267207264900208,0.00026082847762154415,1.5696148381039166e-07,0.0,1.0,0.7431640625,5.2951848771837025,0,0.9999997708473267,0.0001303700000000001,0.01809469610452652,0.04053672030568123,0.9995148777961731,0.017742393538355827,0.04978356510400772,0.13320057634393265,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
52,721.8,13.739,1.1667674258351326,0.00025061463384190574,1.6909429945144439e-07,0.0,1.0,0.767822265625,5.2951848771837025,0,0.9999998643906928,0.0001328675000000001,0.018749764189124107,0.042116280645132065,0.9995124340057373,0.017734037712216377,0.04977767914533615,0.133169207072117,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
53,735.4,13.611,0.732210598886013,0.00024011758796405047,1.8255133582556482e-07,0.0,1.0,0.768310546875,5.2951848771837025,0,0.9999998858180495,0.0001353650000000001,0.01944117248058319,0.043743010610342026,0.9995526075363159,0.01772562600672245,0.04977132007479668,0.13313762055378056,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
54,749.4,14.038,0.5025612041354179,0.00022940341659705155,1.9698887854247005e-07,0.0,1.0,0.7353515625,5.2951848771837025,0,1.00000002091474,0.00013786250000000013,0.0201440267264843,0.045419998466968536,0.9995210766792297,0.017715569585561752,0.049770060926675797,0.13309984818008527,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
55,762.5,13.063,0.6524500623345375,0.00021890377684030682,2.1178193421178548e-07,0.0,1.0,0.7890625,5.2951848771837025,0,0.9999999273363729,0.00014036000000000015,0.02085527405142784,0.047025229781866074,0.999453067779541,0.01770498789846897,0.04976898059248924,0.1330600913064055,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
56,776.7,14.183,2.082985296845436,0.0002084068073600065,2.267654686249898e-07,0.0,1.0,0.777099609375,5.2951848771837025,0,0.9999999341407579,0.00014285750000000015,0.02158619463443756,0.04862085357308388,0.9994162321090698,0.017695391550660133,0.049766868352890015,0.13302402621579357,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
57,791.2,14.499,1.7595474645495415,0.00019796703418251127,2.4257579767095194e-07,0.0,1.0,0.745849609375,5.2951848771837025,0,0.9999998300530277,0.00014535500000000017,0.02231977880001068,0.05026787519454956,0.9993859529495239,0.01768609508872032,0.04976782947778702,0.13298907883251287,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
58,805.6,14.494,0.8601241037249565,0.00018764378182822838,2.5924388324938263e-07,0.0,1.0,0.7296142578125,5.2951848771837025,0,0.9999999374231245,0.00014785250000000016,0.023070737719535828,0.05195232108235359,0.9995343089103699,0.017676129937171936,0.049766428768634796,0.1329516075012707,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
59,819.3,13.693,0.6765315532684326,0.0001775406526576262,2.764753759265659e-07,0.0,1.0,0.7578125,5.2951848771837025,0,0.9999998017646962,0.00015035000000000019,0.023813927546143532,0.053658585995435715,0.9997069835662842,0.017665622755885124,0.04976498335599899,0.1329120865680963,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
60,834.4,15.025,1.2745956256985664,0.00016781495651230216,2.952796975819183e-07,0.0,1.0,0.78466796875,5.2951848771837025,0,0.9999999962574293,0.0001528475000000002,0.024554867297410965,0.05546097084879875,0.9997909665107727,0.01765460893511772,0.04976538568735123,0.1328706473797645,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
61,848.1,13.738,1.0890982896089554,0.00015850619456614368,3.1535711997321414e-07,0.0,1.0,0.759765625,5.2951848771837025,0,0.999999902670854,0.0001553450000000002,0.025248169898986816,0.05738087370991707,0.9999321699142456,0.017644256353378296,0.04976625367999077,0.1328316842977544,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
62,863.0,14.893,0.5737929940223694,0.00014982876018621027,3.3771969754070597e-07,0.0,1.0,0.718505859375,5.2951848771837025,0,0.9999999096106181,0.0001578425000000002,0.025972409173846245,0.05933033674955368,1.0000308752059937,0.017633188515901566,0.049766656011343,0.13279001662738643,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
