as_of_date,ccy,z_1,z_2
2010-01-29,AUD,-0.10228708,-0.111353435
2010-02-26,AUD,-0.10162129,-0.11119331
2010-03-31,AUD,-0.10702511,-0.11555665
2010-04-30,AUD,-0.107525826,-0.11546887
2010-05-31,AUD,-0.101161584,-0.109202385
2010-06-30,AUD,-0.097491175,-0.10507038
2010-07-30,AUD,-0.097776234,-0.10560967
2010-08-31,AUD,-0.092125796,-0.098778255
2010-09-30,AUD,-0.10084301,-0.1064806
2010-10-29,AUD,-0.10164065,-0.10815298
2010-11-30,AUD,-0.10506848,-0.112562515
2010-12-31,AUD,-0.10719066,-0.114822626
2011-01-31,AUD,-0.10582319,-0.11354789
2011-02-28,AUD,-0.10647926,-0.114110045
2011-03-31,AUD,-0.10508378,-0.11305067
2011-04-29,AUD,-0.10560756,-0.11312034
2011-05-31,AUD,-0.10241012,-0.10950625
2011-06-30,AUD,-0.102727175,-0.110918425
2011-07-29,AUD,-0.09702055,-0.10531842
2011-08-31,AUD,-0.08934006,-0.09784477
2011-09-30,AUD,-0.08383517,-0.09132195
2011-10-31,AUD,-0.088041306,-0.096286446
2011-11-30,AUD,-0.08138994,-0.08975782
2011-12-30,AUD,-0.08006305,-0.08742381
2012-01-31,AUD,-0.079265684,-0.08691627
2012-02-29,AUD,-0.08528604,-0.092478186
2012-03-30,AUD,-0.08231574,-0.090284996
2012-04-30,AUD,-0.0768783,-0.08450585
2012-05-31,AUD,-0.06388632,-0.0711896
2012-06-29,AUD,-0.06793621,-0.07512442
2012-07-31,AUD,-0.06626981,-0.07314253
2012-08-31,AUD,-0.065212816,-0.07260135
2012-09-28,AUD,-0.06226005,-0.069832474
2012-10-31,AUD,-0.062224995,-0.07054576
2012-11-30,AUD,-0.063198924,-0.071613505
2012-12-31,AUD,-0.061569892,-0.071782745
2013-01-31,AUD,-0.06382434,-0.07501643
2013-02-28,AUD,-0.063268416,-0.07416308
2013-03-29,AUD,-0.06633537,-0.07621934
2013-04-30,AUD,-0.061070934,-0.0710172
2013-05-31,AUD,-0.061952382,-0.07331847
2013-06-28,AUD,-0.06548621,-0.07771921
