Currency,RMSE_bps
JPY,20.55972671508789
GBP,35.91678237915039
EUR,57.90446472167969
DKK,57.9980354309082
SEK,67.4441146850586
USD,74.50818634033203
CAD,81.49585723876953
NOK,86.10826110839844
AUD,108.6087417602539
Average,65.61601893107097
