epoch,time_total_sec,time_interval_sec,train_mse,train_rmse,avg_rmse_bps,n_good,n_bad,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
0,0.9572460839990526,0.9572460839990526,0.00018993603575619914,0.013781728329792282,130.85108269585504,1470,0,193.06578063964844,114.700439453125,128.49403381347656,137.4884490966797,152.60137939453125,121.01028442382812,122.4228744506836,93.98416900634766,113.892333984375
9,8.73090324999066,7.773657165991608,9.524098825743929e-05,0.009759148951493634,94.50205739339194,1470,0,127.07540893554688,91.18775939941406,92.68425750732422,99.89967346191406,102.72837829589844,86.42343139648438,91.56880187988281,65.91769409179688,93.03311157226562
19,17.366976458986755,8.636073208996095,7.72907980618726e-05,0.008791518529916923,85.10240724351671,1470,0,106.169189453125,82.55134582519531,84.82077026367188,91.61074829101562,92.27942657470703,74.26280212402344,84.48211669921875,62.24235916137695,87.5029067993164
29,26.075874875008594,8.708898416021839,3.787218926666102e-05,0.00615403845183478,59.51982710096571,1470,0,65.24003601074219,62.97509002685547,59.266170501708984,62.680641174316406,50.77420425415039,46.867774963378906,63.01324462890625,50.019630432128906,74.8416519165039
39,34.912978834006935,8.837103958998341,2.485820228425187e-05,0.0049858000646086755,48.517592959933815,1470,0,42.237857818603516,53.66357421875,49.63507080078125,51.837310791015625,36.25853729248047,40.38420486450195,55.527225494384766,40.119606018066406,66.99494934082031
49,45.653341124998406,10.74036229099147,2.1143065210943407e-05,0.0045981588936163794,44.6830571492513,1470,0,35.05034255981445,49.97346496582031,46.10200881958008,48.48512268066406,32.19040298461914,40.198814392089844,52.901100158691406,34.405025482177734,62.84123229980469
59,55.33534195902757,9.682000834029168,1.924190266658932e-05,0.004386559319853012,42.627235412597656,1470,0,33.4905891418457,47.09632110595703,43.54125213623047,46.66659927368164,30.010494232177734,39.012908935546875,50.49942398071289,33.26633834838867,60.06119155883789
69,65.21634212502977,9.881000166002195,1.780127782125555e-05,0.004219156055570303,41.166494369506836,1470,0,35.01960754394531,44.53074264526367,41.17695999145508,45.415382385253906,28.98541831970215,37.963138580322266,48.318817138671875,32.074459075927734,57.01392364501953
79,75.01959970901953,9.803257583989762,1.677295196194401e-05,0.0040954794544648876,39.724423514472115,1470,0,35.67198181152344,43.085662841796875,39.036109924316406,42.57664108276367,24.40562629699707,37.65782165527344,46.448604583740234,33.69419479370117,54.94316864013672
89,85.65717695903732,10.637577250017785,1.4983911212915032e-05,0.0038709057354726468,38.018258624606666,1470,0,37.40107727050781,40.638389587402344,36.43747329711914,40.24235916137695,22.451711654663086,36.89414978027344,44.13121032714844,32.967041015625,51.00091552734375
99,95.80228991701733,10.145112957980018,1.253906341219522e-05,0.003541053997356609,34.58223236931695,1470,0,36.06298065185547,36.12782669067383,32.82093048095703,36.977867126464844,21.790849685668945,32.94655227661133,40.90624237060547,29.18981170654297,44.417030334472656
109,105.97291225002846,10.170622333011124,1.0182131201600606e-05,0.0031909451893758073,31.304246478610573,1470,0,32.91659927368164,30.420446395874023,30.967937469482422,35.59757995605469,25.40544319152832,24.72491455078125,39.907318115234375,23.777612686157227,38.02036666870117
119,116.72298141702777,10.75006916699931,9.30491948695687e-06,0.0030503966114190577,29.692250993516712,1470,0,30.392728805541992,27.776649475097656,29.38968276977539,33.677345275878906,25.5882568359375,22.77676773071289,39.05437469482422,23.794702529907227,34.77975082397461
