as_of_date,ccy,z_1,z_2,z_3,z_4
2010-01-29,AUD,-0.20698419,0.24825275,0.12363458,0.24989098
2010-02-26,AUD,-0.20414889,0.25074068,0.12031941,0.2505947
2010-03-31,AUD,-0.21655503,0.2565661,0.13348284,0.25979772
2010-04-30,AUD,-0.21684174,0.25355056,0.13644744,0.25993347
2010-05-31,AUD,-0.20403531,0.23794825,0.12793897,0.24529803
2010-06-30,AUD,-0.19176692,0.227132,0.12711008,0.23840353
2010-07-30,AUD,-0.19087562,0.22983462,0.12746023,0.24039645
2010-08-31,AUD,-0.17981571,0.21221656,0.1225504,0.22497872
2010-09-30,AUD,-0.19869268,0.22624142,0.13966367,0.24189141
2010-10-29,AUD,-0.20178995,0.23227611,0.13495627,0.24474256
2010-11-30,AUD,-0.20763692,0.24320805,0.13690172,0.2551949
2010-12-31,AUD,-0.21396555,0.24993487,0.13764697,0.25951523
2011-01-31,AUD,-0.2107306,0.24609073,0.13814762,0.2564636
2011-02-28,AUD,-0.21287075,0.24675542,0.13929513,0.2573099
2011-03-31,AUD,-0.21016863,0.24640122,0.13528037,0.25497276
2011-04-29,AUD,-0.20970671,0.24556331,0.13841969,0.25600165
2011-05-31,AUD,-0.20140506,0.2349841,0.13766399,0.24846795
2011-06-30,AUD,-0.20052639,0.24209508,0.1329985,0.25261346
2011-07-29,AUD,-0.18328454,0.22861826,0.12835374,0.24288669
2011-08-31,AUD,-0.1704968,0.21627408,0.11133987,0.22490214
2011-09-30,AUD,-0.15852143,0.19833824,0.10880427,0.21055335
2011-10-31,AUD,-0.16643868,0.21148482,0.11423517,0.22175857
2011-11-30,AUD,-0.15630548,0.1995208,0.09865436,0.20577869
2011-12-30,AUD,-0.15062015,0.19223988,0.10356939,0.20228416
2012-01-31,AUD,-0.1482164,0.19015452,0.10234048,0.2011446
2012-02-29,AUD,-0.16084588,0.20157243,0.113404706,0.21368033
2012-03-30,AUD,-0.15531309,0.19946307,0.104349345,0.208359
2012-04-30,AUD,-0.14635259,0.18716252,0.09651932,0.19441792
2012-05-31,AUD,-0.12463285,0.1598443,0.07397631,0.16206262
2012-06-29,AUD,-0.12892765,0.16664684,0.082985625,0.17288685
2012-07-31,AUD,-0.12200402,0.16240463,0.08403127,0.1703673
2012-08-31,AUD,-0.11905294,0.16251597,0.08068615,0.16942495
2012-09-28,AUD,-0.11420162,0.15815923,0.073976494,0.16269112
2012-10-31,AUD,-0.11358379,0.16304213,0.07115628,0.16476968
2012-11-30,AUD,-0.113932736,0.16532725,0.07281397,0.16811326
2012-12-31,AUD,-0.1089256,0.1743709,0.06330103,0.16960755
2013-01-31,AUD,-0.11158111,0.18429974,0.06388535,0.17816928
2013-02-28,AUD,-0.111030154,0.18093935,0.063029334,0.17582679
2013-03-29,AUD,-0.11865771,0.18187824,0.07213281,0.17951843
