as_of_date,ccy,z_1,z_2,z_3
2010-01-29,AUD,-0.15830244,-0.24301217,0.081853844
2010-02-26,AUD,-0.1553278,-0.24496172,0.07985654
2010-03-31,AUD,-0.16894732,-0.2489596,0.08771479
2010-04-30,AUD,-0.17068546,-0.24607547,0.090339474
2010-05-31,AUD,-0.15911168,-0.23262657,0.08540674
2010-06-30,AUD,-0.151316,-0.22270566,0.08611813
2010-07-30,AUD,-0.15077303,-0.22505647,0.08624714
2010-08-31,AUD,-0.14364056,-0.20755213,0.08331016
2010-09-30,AUD,-0.1632955,-0.21814132,0.09351325
2010-10-29,AUD,-0.16239065,-0.2254254,0.09057022
2010-11-30,AUD,-0.16549651,-0.23638552,0.092446886
2010-12-31,AUD,-0.16960429,-0.24280305,0.092228584
2011-01-31,AUD,-0.16741265,-0.23943467,0.09232417
2011-02-28,AUD,-0.16924414,-0.23994076,0.09293529
2011-03-31,AUD,-0.16587083,-0.23986612,0.09016567
2011-04-29,AUD,-0.16731152,-0.23842537,0.09245029
2011-05-31,AUD,-0.16196765,-0.22885798,0.092553854
2011-06-30,AUD,-0.1581772,-0.23729236,0.0900387
2011-07-29,AUD,-0.14468089,-0.2262177,0.08879705
2011-08-31,AUD,-0.13071412,-0.2152644,0.077241205
2011-09-30,AUD,-0.12385306,-0.19734047,0.07589158
2011-10-31,AUD,-0.12993966,-0.20960285,0.07862004
2011-11-30,AUD,-0.11804001,-0.19893226,0.06856999
2011-12-30,AUD,-0.11779039,-0.19003496,0.07182852
2012-01-31,AUD,-0.114922196,-0.18950985,0.07162434
2012-02-29,AUD,-0.12741397,-0.19923924,0.07814864
2012-03-30,AUD,-0.11977494,-0.19854304,0.072440535
2012-04-30,AUD,-0.1120735,-0.18639591,0.06673411
2012-05-31,AUD,-0.091458194,-0.1605149,0.051243875
2012-06-29,AUD,-0.09698331,-0.16739604,0.058152
2012-07-31,AUD,-0.09339691,-0.16297945,0.05916022
2012-08-31,AUD,-0.0895401,-0.1639871,0.057279784
2012-09-28,AUD,-0.08397346,-0.16038916,0.05268718
2012-10-31,AUD,-0.081650555,-0.16558167,0.05064074
2012-11-30,AUD,-0.08216863,-0.16817494,0.052263457
2012-12-31,AUD,-0.074144416,-0.17730023,0.04540018
