epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2_lam,loss_l2_vol,loss_l2_reg,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm_lam,gnorm_sig,gnorm_reg,lr,fwd_bias_diag_bp,delta_norm,W_norm,lam_1Y_norm,lam_5Y_norm,lam_10Y_norm,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
10,262.2,23.165,0.2304796501994133,0.37885066866874695,0.00047329078370239586,0.0011264593049418181,2.3542060034742462e-07,1.0,1.0,,0,1.999999880790707,0.07692131505103157,3.6072650565986935e-05,7.346000000000002e-05,6.049999999999997,0.0027116958517581224,0.01373293437063694,0.40575650334358215,0.39207205176353455,0.3935319483280182,,,,,,,,,
11,284.5,22.223,0.6759404055774212,0.5337130799889565,0.000473192150820978,0.0011275713914074004,1.750655940213619e-07,1.0,1.0,,0,1.999999880790707,0.07585074440347658,2.938962747817637e-05,8.012000000000003e-05,20.262500000000003,0.002969142282381654,0.011598640121519566,0.40569907426834106,0.3920317590236664,0.39352744817733765,,,,,,,,,
12,308.7,24.273,0.25499581545591354,0.646940290927887,0.0004731354638352059,0.001128507952671498,1.2731999810000616e-07,1.0,1.0,,0,1.9999997615814067,0.046628124970757336,3.0923118502431746e-05,8.678000000000003e-05,25.9875,0.0033624242059886456,0.009646906517446041,0.4056641757488251,0.39202186465263367,0.39359208941459656,,,,,,,,,
13,334.6,25.823,0.40134163363836706,0.4354430064558983,0.000473181193228811,0.0011299361649435014,9.337708917200871e-08,1.0,1.0,,0,1.999999880790707,0.11048948005695523,2.1098550385957997e-05,9.344000000000004e-05,11.725000000000001,0.0035279314033687115,0.00806649960577488,0.4057018458843231,0.39200642704963684,0.393627792596817,,,,,,,,,
14,359.6,25.051,0.5011191982775927,0.6034089773893356,0.0004731863737106323,0.001132225472247228,6.9868548280283e-08,1.0,1.0,,0,1.999999582767443,0.07995378585683117,1.942804841096413e-05,0.00010010000000000003,3.0374999999999996,0.003439219668507576,0.006890065502375364,0.4057219624519348,0.3919479548931122,0.3935774862766266,,,,,,,,,
15,383.9,24.261,0.45962496288120747,0.5105203837156296,0.00047307533532148227,0.0011346125102136284,5.5824632916312567e-08,1.0,1.0,,0,1.9999996423720994,0.2180822774097222,3.678419777342646e-05,0.00010676000000000003,30.45,0.003465148387476802,0.006294526159763336,0.40567833185195923,0.39187610149383545,0.39349865913391113,,,,,,,,,
16,412.4,28.569,0.2616089819930494,0.7155252397060394,0.00047293923853430897,0.0011368143605068326,5.338714448299697e-08,1.0,1.0,,0,2.0,0.057064047598632525,1.7559614512182746e-05,0.00011342000000000004,22.974999999999998,0.003809471847489476,0.006535055115818977,0.4056433141231537,0.39187493920326233,0.3934103548526764,,,,,,,,,
17,439.5,27.081,0.9338339138776064,0.6605545356869698,0.00047288104542531073,0.0011378941417206079,5.7814280474133284e-08,1.0,1.0,,0,1.9999998211860577,0.1130435614258424,8.086570773139787e-05,0.00012008000000000003,54.2,0.004077150020748377,0.006631792988628149,0.4055938422679901,0.39189285039901733,0.3934178352355957,,,,,,,,,
18,464.7,25.123,0.40599158965051174,0.6025455966591835,0.00047287074266932905,0.0011391073057893664,6.378661154826659e-08,1.0,1.0,,0,1.9999997615814067,0.23274769104981094,2.0837831778132333e-05,0.00012674000000000005,31.95,0.004311138764023781,0.006525819655507803,0.4055670201778412,0.3919014632701874,0.39348146319389343,,,,,,,,,
19,490.8,26.133,0.23177454434335232,0.49268245697021484,0.0004729069914901629,0.0011401459050830454,5.7689668153670937e-08,1.0,1.0,,0,1.9999999403953543,0.21112610853069608,0.00015922639541462433,0.00013340000000000007,13.3,0.004455284681171179,0.006140305195003748,0.4055582284927368,0.391824871301651,0.39357760548591614,,,,,,,,,
20,515.0,24.211,0.21188033372163773,0.5180204883217812,0.00047288188216043636,0.001141513610491529,6.09035577525674e-08,1.0,1.0,,0,1.999999701976754,0.09950045223772039,8.477594746841662e-06,0.0001400600000000001,7.387500000000002,0.005057089030742645,0.006737156305462122,0.4055517017841339,0.3917926251888275,0.3935090899467468,,,,,,,,,
21,540.5,25.452,0.2341465726494789,0.6973870694637299,0.0004727700652438216,0.0011435442429501563,8.450051502961742e-08,1.0,1.0,,0,1.9999997615814067,0.18767517321191657,0.00021446494578756037,0.00014672000000000009,11.074999999999998,0.006504828110337257,0.008853334002196789,0.4054866135120392,0.3916962742805481,0.39349648356437683,,,,,,,,,
22,564.6,24.169,0.23941971082240343,0.4443175047636032,0.00047264666500268504,0.0011458572989795357,1.5237613482099732e-07,1.0,1.0,,0,1.999999880790707,0.12292811645925793,8.889779250075342e-05,0.00015338000000000008,27.125,0.008442742750048637,0.011539903469383717,0.4054831564426422,0.3915250599384308,0.39356908202171326,,,,,,,,,
23,589.6,24.949,0.4574152883142233,0.7249566316604614,0.0004726185725303367,0.0011475552164483815,2.2727537185573965e-07,1.0,1.0,,0,1.9999999403953543,0.07040755358699045,3.7544331717794426e-05,0.00016004000000000007,40.225,0.00968307163566351,0.012754393741488457,0.4055396020412445,0.39134037494659424,0.39376866817474365,,,,,,,,,
24,614.5,24.951,0.13128768280148506,0.5598331317305565,0.0004727017367258668,0.0011495143407955766,2.683598978592272e-07,1.0,1.0,,0,1.9999997615814067,0.19339617706484913,2.0625083825439262e-05,0.00016670000000000007,5.250000000000001,0.010521093383431435,0.013191544450819492,0.4055892825126648,0.39122244715690613,0.39393168687820435,,,,,,,,,
25,636.4,21.849,0.20263449475169182,0.475908100605011,0.00047273773088818416,0.0011506223818287253,3.13576016708339e-07,1.0,1.0,,0,1.9999997615814067,0.19496747297729966,0.00023696383326202703,0.00017336000000000006,-35.1125,0.011335790157318115,0.013677253387868404,0.4056389033794403,0.39113131165504456,0.3940507173538208,,,,,,,,,
26,661.9,25.524,0.20218007173389196,0.4465308450162411,0.000472878324217163,0.001151258300524205,2.8738202217937214e-07,1.0,1.0,,0,1.9999998211860577,0.08993639005243845,2.6993243228066764e-05,0.00018002000000000008,51.175,0.010336837731301785,0.01117852795869112,0.40564388036727905,0.39119359850883484,0.3942924439907074,,,,,,,,,
27,687.0,25.105,0.1498467568308115,0.37874507531523705,0.00047310278023360297,0.0011522037966642529,2.0868071359814166e-07,1.0,1.0,,0,1.999999582767443,0.06362528206023474,3.204843882131993e-05,0.0001866800000000001,-2.1750000000000025,0.00966703426092863,0.009348366409540176,0.40549907088279724,0.3912935256958008,0.39452093839645386,,,,,,,,,
28,713.2,26.195,0.28506586141884327,0.5354875922203064,0.0004732691086246632,0.001153920020442456,1.654482879587249e-07,1.0,1.0,,0,1.999999701976754,0.12289178436966794,5.024784184781728e-05,0.0001933400000000001,64.95,0.009171062149107456,0.008230763487517834,0.40546751022338867,0.3914189636707306,0.3946588635444641,,,,,,,,,
29,740.7,27.556,0.1434200294315815,0.6145801544189453,0.0004733887835755013,0.0011577827972359955,1.5471571046532517e-07,1.0,1.0,,0,1.999999880790707,0.04929639716066037,2.2561173343692264e-05,0.0002,-34.7625,0.00937184039503336,0.008612941019237041,0.4054690897464752,0.39149901270866394,0.39463144540786743,,,,,,,,,
30,764.0,23.262,0.544453457929194,0.6508625075221062,0.00047346972132800147,0.0011617048003245145,1.6389018142604073e-07,1.0,1.0,,0,1.999999880790707,0.17338945189343263,0.00027513398790282194,0.0001999994757858978,30.6625,0.009513421915471554,0.009317945688962936,0.4056607186794281,0.3916015326976776,0.3945925831794739,,,,,,,,,
31,790.7,26.682,0.10721780825406313,0.37410980463027954,0.00047372380504384637,0.00116857880493626,1.8403809676215133e-07,1.0,1.0,,0,1.999999880790707,0.14725934073398786,0.0001212663071440662,0.00019999790314908985,10.95,0.009328531101346016,0.009383833035826683,0.40584900975227356,0.39176613092422485,0.3946646749973297,,,,,,,,,
32,813.6,22.938,0.27313676103949547,0.5634716674685478,0.00047405996156157926,0.0011747931712307036,1.7889511738644615e-07,1.0,1.0,,0,1.999999701976754,0.18800064145363024,4.621998785466195e-05,0.00019999528210607237,21.137500000000003,0.009759031236171722,0.010438298806548119,0.4060313105583191,0.39185774326324463,0.39470991492271423,,,,,,,,,
33,838.2,24.598,1.0545288659632206,0.599260613322258,0.0004742523669847287,0.0011803628003690392,2.3404644622360138e-07,1.0,1.0,,0,1.9999997615814067,0.08431337874001575,5.6142917583683046e-05,0.00019999161268433895,-22.325000000000003,0.010945853777229786,0.01246683020144701,0.40604129433631897,0.3918972909450531,0.39473748207092285,,,,,,,,,
34,861.5,23.293,0.44160284101963043,0.5090788081288338,0.00047424795775441453,0.0011881428654305637,2.939923149369861e-07,1.0,1.0,,0,1.9999998211860577,0.23028864935666957,0.0002597892460012399,0.00019998689492237997,19.6625,0.011685299687087536,0.013874840922653675,0.4059167504310608,0.3918952941894531,0.3947879672050476,,,,,,,,,
35,887.9,26.339,0.3810388259589672,0.4991159364581108,0.0004741871962323785,0.0011968636827077717,3.627786142601508e-07,1.0,1.0,,0,1.9999998211860577,0.25869333548022666,0.00010162045689274577,0.0001999811288696826,28.9875,0.013178673572838306,0.01594989374279976,0.40579864382743835,0.39195379614830017,0.39474496245384216,,,,,,,,,
36,912.6,24.782,0.30229172948747873,0.530782125890255,0.000474058288091328,0.0012058181746397167,4.6384042917679835e-07,1.0,1.0,,0,1.999999463558125,0.04617807685421881,1.3428556968499225e-05,0.00019997431458672996,33.599999999999994,0.014603880234062672,0.01767989806830883,0.4056802988052368,0.3919283151626587,0.39467039704322815,,,,,,,,,
37,936.8,24.197,1.2346081915311515,0.406509380787611,0.0004739304422400892,0.0012142259220127016,5.557240285725129e-07,1.0,1.0,,0,1.9999999403953543,0.16875456918605775,0.00042771855356587706,0.0001999664521450007,20.775,0.01595132052898407,0.01946803368628025,0.40557053685188293,0.3919714689254761,0.394613116979599,,,,,,,,,
38,958.1,21.274,0.19412709958851337,0.5513381808996201,0.00047376417933264747,0.0012215734750498086,6.988455396594873e-07,1.0,1.0,,0,1.9999994039534634,0.08330722411619912,4.172998658966999e-05,0.0001999575416269681,0.1250000000000009,0.01781369186937809,0.021227853372693062,0.4053807854652405,0.392071008682251,0.3944590091705322,,,,,,,,,
39,982.2,24.095,0.12443460361100733,0.44484008103609085,0.00047360442840727046,0.0012264943798072636,8.047684474377093e-07,1.0,1.0,,0,1.9999998211860577,0.07652391564155077,0.0001159830749601008,0.00019994758312609926,15.425000000000002,0.018755001947283745,0.021336423233151436,0.4051697552204132,0.39219099283218384,0.39449965953826904,,,,,,,,,
40,1007.1,24.871,0.23177284887060523,0.446377269923687,0.00047368086234200746,0.0012288887228351086,7.535406183478699e-07,1.0,1.0,,0,1.999999880790707,0.2033400864013889,0.0004503646970283935,0.00019993657674685414,38.125,0.016954505816102028,0.018417520448565483,0.40512925386428833,0.3923014998435974,0.39474570751190186,,,,,,,,,
41,1029.8,22.741,2.735696760006249,0.45537474751472473,0.00047392325359396636,0.0012313432816881686,5.729256997710763e-07,1.0,0.99993896484375,,0,1.999999701976754,0.11287331763999403,4.9170019578175634e-05,0.00019992452260468444,9.924999999999997,0.015603132545948029,0.016671817749738693,0.40499529242515564,0.3923793435096741,0.39493945240974426,,,,,,,,,
42,1055.2,25.387,0.29157493729144335,0.5228137969970703,0.00047398516471730545,0.0012341335241217166,5.043113873171023e-07,1.0,1.0,,0,1.9999999403953543,0.1291145877211712,7.715266841329604e-05,0.00019991142082603243,29.950000000000003,0.014767425134778023,0.016180187463760376,0.40496188402175903,0.39237645268440247,0.3950916528701782,,,,,,,,,
43,1081.3,26.075,0.1047619148157537,0.45895638316869736,0.0004741115335491486,0.0012366125301923603,4.502621280266794e-07,1.0,1.0,,0,1.9999997615814067,0.10824468594300136,0.00023208963398670707,0.0001998972715483296,9.9125,0.013501262292265892,0.015004074200987816,0.4049731194972992,0.3925429880619049,0.3951546549797058,,,,,,,,,
44,1107.9,26.595,0.360368269495666,0.5265907570719719,0.0004743646932183765,0.0012394764926284552,3.779712969276261e-07,1.0,1.0,,0,2.0,0.14710951766363226,8.619740238003678e-05,0.00019988207491999512,49.9625,0.012316534295678139,0.013572038151323795,0.4050554633140564,0.3927786946296692,0.395232230424881,,,,,,,,,
45,1133.4,25.55,1.6306675970554352,0.6684009581804276,0.00047460055066039786,0.0012439031270332634,3.3626159279265266e-07,1.0,1.0,,0,1.9999998211860577,0.07779869054417225,0.0001119750987698267,0.00019986583110043446,49.4375,0.012652412988245487,0.014348975382745266,0.40504181385040283,0.3927993178367615,0.39529046416282654,,,,,,,,,
46,1158.4,24.96,1.3453660039231181,0.434992752969265,0.00047456786705879495,0.0012511598179116845,3.8808931890343956e-07,1.0,1.0,,0,1.9999997615814067,0.5534061824417913,0.00010284457498524515,0.00019984854026003758,14.55,0.01300197746604681,0.015547300688922405,0.40487581491470337,0.3928363621234894,0.3953406512737274,,,,,,,,,
47,1184.8,26.427,0.191816127859056,0.7008534967899323,0.00047451708087464795,0.0012597090390045196,4.2257558874325696e-07,1.0,1.0,,0,2.0,0.12385149924670615,0.00015821524992699172,0.00019983020258017726,-6.337500000000002,0.013344310224056244,0.016467589884996414,0.4047454595565796,0.3929520845413208,0.395282506942749,,,,,,,,,
48,1211.6,26.832,0.4917225856333971,0.7289848700165749,0.0004744042016682215,0.0012684839603025466,4.799741262218049e-07,1.0,1.0,,0,1.999999701976754,0.10347291902195309,0.00012931110575955176,0.000199810818253207,4.587499999999999,0.014581595547497272,0.017765359953045845,0.4047359228134155,0.3929225206375122,0.3951055407524109,,,,,,,,,
49,1236.4,24.794,0.8152959290891886,0.5218315124511719,0.00047424242802662775,0.0012779314129147679,5.844961492584844e-07,1.0,1.0,,0,1.9999999403953543,0.113951789799686,4.5867426178601103e-05,0.0001997903874824593,12.862500000000004,0.016242515295743942,0.019788941368460655,0.40480148792266846,0.3928837478160858,0.3948993980884552,,,,,,,,,
50,1263.2,26.714,0.1506956610828638,0.5669553875923157,0.00047415558219654486,0.0012858084228355438,6.615841670054579e-07,1.0,1.0,,0,1.999999701976754,0.10402854775272082,0.0001069569602056958,0.00019976891048224324,48.087500000000006,0.016594093292951584,0.01950574852526188,0.40487805008888245,0.3928568661212921,0.39481034874916077,,,,,,,,,
51,1288.7,25.555,1.1358790025115013,0.539878748357296,0.00047409027320099995,0.0012920544249936938,6.791982229970017e-07,1.0,0.99993896484375,,0,2.0,0.06769686529771905,0.00014700860937801616,0.00019974638747784242,22.987499999999997,0.017633289098739624,0.020282596349716187,0.4047473967075348,0.39282935857772827,0.39479732513427734,,,,,,,,,
52,1312.8,24.044,0.8300357740372419,0.4978846535086632,0.0004739098731079139,0.0012983564520254731,7.263851529160092e-07,1.0,1.0,,0,1.999999701976754,0.19682747744158238,0.0003067450761757602,0.00019972281870551245,-0.012500000000001954,0.018239902332425117,0.020248133689165115,0.4044513404369354,0.3928421437740326,0.39479756355285645,,,,,,,,,
53,1337.2,24.468,0.2409451398998499,0.6509009078145027,0.0004736764822155237,0.0013039757322985679,7.820091809662699e-07,1.0,1.0,,0,1.999999463558125,0.07145968604287466,0.00013353924501571115,0.00019969820441247861,-32.625,0.019585946574807167,0.02125478908419609,0.40427860617637634,0.39279815554618835,0.3947332203388214,,,,,,,,,
54,1363.0,25.812,0.17692521400749683,0.7385494560003281,0.0004734690664918162,0.001307924947468564,8.970715441591892e-07,1.0,0.99993896484375,,0,1.9999996423720994,0.10866865959422337,7.532776341564142e-05,0.00019967254485693325,15.599999999999998,0.021495144814252853,0.023017078638076782,0.40421220660209656,0.39275553822517395,0.3946424126625061,,,,,,,,,
55,1386.2,23.194,0.17004646640270948,0.5083322897553444,0.0004733858004328795,0.0013101945805829018,1.000850147647725e-06,1.0,0.99993896484375,,0,2.000000119209286,0.06352660849519488,3.2398833234552404e-05,0.00019964584030803285,20.5,0.02167613059282303,0.023132817819714546,0.4042204022407532,0.3928321897983551,0.39452844858169556,,,,,,,,,
56,1409.6,23.368,1.160049196332693,0.5751165822148323,0.00047331817768281326,0.0013107174600008875,1.0353054733514e-06,1.0,1.0,,0,1.9999997615814067,0.23519788172353984,0.00015219440297826366,0.00019961809104589563,-7.624999999999998,0.022346146404743195,0.024042939767241478,0.4042799472808838,0.39281055331230164,0.3943573236465454,,,,,,,,,
57,1435.1,25.54,2.0553825583774596,0.43324820697307587,0.00047321071178885177,0.0013115437177475542,1.1007641944615898e-06,1.0,0.99993896484375,,0,1.9999997615814067,0.6151338464863977,0.0003326044019034556,0.00019958929736159812,23.049999999999997,0.022569693624973297,0.024623699486255646,0.40418028831481934,0.39278608560562134,0.394348680973053,,,,,,,,,
58,1460.9,25.813,0.37317444011569023,0.602947786450386,0.00047316520794993266,0.0013119083596393466,1.0954185540867911e-06,1.0,1.0,,0,2.0,0.16137494044123657,6.55905666698563e-05,0.00019955945955717246,50.412499999999994,0.022185053676366806,0.02437780611217022,0.4041188359260559,0.39277443289756775,0.39445924758911133,,,,,,,,,
59,1485.9,24.949,0.13485355488955975,0.7853751182556152,0.000473189284093678,0.001312596636125818,1.1028635071852477e-06,1.0,1.0,,0,1.9999998211860577,0.18850999372594915,0.0003082238596247926,0.0001995285779456031,39.237500000000004,0.023204796016216278,0.02545950934290886,0.4041306972503662,0.39271292090415955,0.3944913148880005,,,,,,,,,
60,1508.6,22.732,0.41885286988690495,0.5874046981334686,0.00047313873074017465,0.001313079585088417,1.2612621560492698e-06,1.0,1.0,,0,2.0,0.17592224718144797,0.0003720747705326538,0.00019949665285082355,-23.5,0.024634096771478653,0.02708897925913334,0.4041997194290161,0.3925932049751282,0.39448216557502747,,,,,,,,,
61,1532.8,24.182,0.4007715415209532,0.4655965007841587,0.0004731238659587689,0.0013155651977285743,1.3223356347680237e-06,1.0,1.0,,0,1.9999998211860577,0.11024299593785777,0.00012599258447520352,0.00019946368460771298,22.9,0.024019872769713402,0.02617536298930645,0.40431588888168335,0.3924570083618164,0.3945433795452118,,,,,,,,,
62,1561.1,28.302,0.0883088861592114,0.5995810702443123,0.0004731949375127442,0.001318570546573028,1.2319775635205588e-06,1.0,1.0,,0,1.999999701976754,0.18598654755258673,0.0003376983301741365,0.0001994296735620926,35.087500000000006,0.024378769099712372,0.026279360055923462,0.4043603539466858,0.3924279808998108,0.39465588331222534,,,,,,,,,
63,1586.6,25.491,0.5922471825033426,0.5496495142579079,0.0004732690504170023,0.0013203858688939363,1.3437358745704842e-06,1.0,1.0,,0,1.9999997615814067,0.22867342399382715,0.000722597077067369,0.00019939462007072218,-0.9624999999999968,0.026419125497341156,0.028667788952589035,0.4043019115924835,0.3924274742603302,0.3946339786052704,,,,,,,,,
64,1612.6,25.977,1.1605316521599889,0.6060133874416351,0.00047319824079750106,0.0013227858871687204,1.6469183492517914e-06,1.0,1.0,,0,1.9999997615814067,1.0252148868191384,0.0003983120736557465,0.00019935852450129627,31.6875,0.028901424258947372,0.03164208307862282,0.40436261892318726,0.3924013674259186,0.394643098115921,,,,,,,,,
65,1639.4,26.868,1.3373366668820381,0.5261188000440598,0.00047318798169726506,0.0013272813812363893,1.9824051946670807e-06,1.0,1.0,,0,1.9999998211860577,0.2231054417869714,0.00020586356241678066,0.00019932138723244034,-0.07499999999999574,0.03166648745536804,0.03515726700425148,0.40420907735824585,0.39233627915382385,0.3946252167224884,,,,,,,,,
66,1666.0,26.588,0.18881729431450367,0.6414774805307388,0.0004729220672743395,0.0013342549500521272,2.443969890464359e-06,1.0,1.0,,0,1.999999880790707,0.2211019533003671,0.0009573694852439663,0.00019928320865370678,25.012499999999996,0.035224247723817825,0.03967144712805748,0.4040898382663727,0.3920985162258148,0.39460256695747375,,,,,,,,,
67,1692.1,26.056,0.24905387684702873,0.7091179862618446,0.0004726319239125587,0.001341620460152626,3.0627169280705857e-06,1.0,1.0,,0,1.9999996423720994,0.13612463302613195,0.00028554518793473337,0.00019924398916557076,3.6250000000000018,0.03831261768937111,0.04356249049305916,0.4039640724658966,0.39181604981422424,0.3946537673473358,,,,,,,,,
68,1718.3,26.226,0.7253480404615402,0.770716056227684,0.0004723362435470335,0.0013471252750605345,3.5933215940531227e-06,1.0,0.99993896484375,,0,1.999999880790707,0.22483710064443482,0.0007046376099394005,0.00019920372917942621,-13.724999999999994,0.041696373373270035,0.04736709222197533,0.403830885887146,0.3915104866027832,0.3946652114391327,,,,,,,,,
69,1743.6,25.33,0.2238223236054182,0.4997553750872612,0.0004720889191958122,0.0013501374050974846,4.047076117785764e-06,1.0,1.0,,0,2.000000119209286,0.3942121404939696,0.0014796496741872791,0.00019916242911758127,32.5875,0.0419369712471962,0.04689854010939598,0.4038125276565552,0.39146173000335693,0.39476442337036133,,,,,,,,,
70,1768.1,24.487,0.13349279668182135,0.7895161733031273,0.0004722097364719957,0.0013515909085981548,3.891402229783125e-06,1.0,1.0,,0,1.999999880790707,0.23329731414505256,0.0001875763687391446,0.00019912008941325407,17.900000000000002,0.041134148836135864,0.045252129435539246,0.4037970006465912,0.39159315824508667,0.3948782682418823,,,,,,,,,
71,1793.1,25.012,0.2724903109483421,0.5681688040494919,0.00047244020242942497,0.0013507953262887895,3.623960310505936e-06,1.0,0.9998779296875,,0,1.999999701976754,0.21944921579678234,0.0009163673063137856,0.00019907671051056812,59.925,0.03957539424300194,0.04314875975251198,0.40392112731933594,0.3916997015476227,0.39504867792129517,,,,,,,,,
72,1820.6,27.491,0.25604731775820255,0.7510538697242737,0.00047272988740587607,0.00134915261878632,3.442183242441388e-06,1.0,1.0,,0,2.0,0.23381648273333888,0.0012595180343369758,0.00019903229286454753,13.499999999999996,0.040327563881874084,0.044237781316041946,0.40403950214385986,0.39176443219184875,0.3950890898704529,,,,,,,,,
73,1845.1,24.476,0.25961947813630104,0.6165835857391357,0.00047285296022892,0.001348946214420721,3.7736890590167604e-06,1.0,1.0,,0,1.999999701976754,0.07795522093454564,6.074560322103786e-05,0.0001989868369411124,22.500000000000007,0.042380817234516144,0.04692555591464043,0.4040968716144562,0.39185580611228943,0.39508235454559326,,,,,,,,,
74,1870.8,25.637,0.15419087372720242,0.31754714250564575,0.00047300822916440666,0.0013479412300512195,4.045600121571624e-06,1.0,1.0,,0,1.9999996423720994,0.13313538120065624,0.0008034838412183312,0.00019894034321707386,34.575,0.0423322394490242,0.04716091975569725,0.40408816933631897,0.392113596200943,0.39511623978614807,,,,,,,,,
75,1896.7,25.996,0.17060367576777935,0.6026009321212769,0.0004732926608994603,0.0013456226442940533,3.902410639966547e-06,1.0,1.0,,0,1.9999998211860577,0.1767171936889945,0.0009181415591652862,0.00019889281218012905,70.775,0.040804423391819,0.04537232592701912,0.4041481912136078,0.39244893193244934,0.3951500356197357,,,,,,,,,
76,1922.3,25.556,0.16195537126623094,0.557247206568718,0.00047354968410218135,0.0013442606141325086,3.7945177382425754e-06,1.0,1.0,,0,1.999999523162785,0.09634585253397639,0.00025663238900217717,0.00019884424432885613,-9.249999999999996,0.04168185219168663,0.046893537044525146,0.4040825366973877,0.3926394581794739,0.3951735496520996,,,,,,,,,
77,1945.8,23.496,0.14493208238855004,0.46605634689331055,0.00047361823089886457,0.0013425192155409604,4.084238412360719e-06,1.0,1.0,,0,1.9999997615814067,0.0602188854635125,0.00016055635602444388,0.0001987946401727088,10.75,0.04305263236165047,0.04920634627342224,0.40396615862846375,0.3928206264972687,0.3951522409915924,,,,,,,,,
