epoch,time_total_sec,time_interval_sec,loss_total,loss_recon,loss_price,loss_eig,swaption_priced_frac,path_finite_frac,train_mse,train_rmse,avg_rmse_bps,n_good,n_bad,nan_batches,grad_norm_total,gnorm_H,gnorm_K,gnorm_G,gnorm_enc,gnorm_R,lr_H,lr_K,lr_G,lr_enc,lr_R,lambda_min_K,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD,torch_version,python_version,numpy_version
10,1122.7,101.1,0.2450628149772003,2.6132933868013708e-05,4.877349649805601,0.0005845997765261148,1.0,0.5219036599864131,2.6132933868013708e-05,0.005112038132488226,49.198902977837456,1470,0,0,0.8069788649904592,0.0870651808615362,0.8022683733158361,0.0,0.0,0.0,2.7972499999999998e-06,5.594499999999999e-07,,,,0.0016436283476650715,76.71768188476562,50.47510528564453,45.40216827392578,44.48695755004883,35.1945915222168,57.12188720703125,49.17604446411133,32.369346618652344,51.846343994140625,2.11.0,3.12.6,2.2.2
11,1224.9,102.27,0.24536872871949444,2.614841955588405e-05,4.88346856759519,0.0005845759600895096,1.0,0.5199558423913043,2.614841955588405e-05,0.0051135525377064475,49.21092308892144,1470,0,0,0.9999993318331276,0.09674970000600246,0.9953080725159674,0.0,0.0,0.0,3.0469999999999994e-06,6.093999999999998e-07,,,,0.0016443165950477123,76.7576675415039,50.49560546875,45.408756256103516,44.4933967590332,35.18109130859375,57.150550842285156,49.185245513916016,32.36683654785156,51.85915756225586,2.11.0,3.12.6,2.2.2
12,1326.7,101.781,0.23932562853788883,2.6166519354260684e-05,4.762607183910552,0.0005845514115034824,1.0,0.5215427564538043,2.6166519354260684e-05,0.005115322018628024,49.22497007581923,1470,0,0,0.5844294932179616,0.11751717494317192,0.5724923983219159,0.0,0.0,0.0,3.296749999999999e-06,6.593499999999998e-07,,,,0.001645680982619524,76.80329895019531,50.51954650878906,45.41655349731445,44.501121520996094,35.165550231933594,57.1834716796875,49.195899963378906,32.36495590209961,51.874332427978516,2.11.0,3.12.6,2.2.2
13,1428.8,102.111,0.23943887932357774,2.6185477874023987e-05,4.764873029747788,0.0005845211791571509,1.0,0.5191597316576086,2.6185477874023987e-05,0.005117174794163669,49.24116855197483,1470,0,0,0.7669562093137212,0.10116352726594306,0.7602550675635021,0.0,0.0,0.0,3.546499999999999e-06,7.092999999999997e-07,,,,0.0016470187110826373,76.85598754882812,50.54695129394531,45.42555236816406,44.51004409790039,35.148136138916016,57.22115707397461,49.20811462402344,32.36293411254883,51.891639709472656,2.11.0,3.12.6,2.2.2
14,1531.5,102.724,0.24002469611407531,2.620797904765037e-05,4.776590197426932,0.0005844891318405161,1.0,0.5212083899456522,2.620797904765037e-05,0.0051193729154702505,49.25842920939128,1470,0,0,0.9999991011091477,0.08537719769029137,0.9963477988803189,0.0,0.0,0.0,3.7962499999999986e-06,7.592499999999997e-07,,,,0.00164810661226511,76.91094970703125,50.57592010498047,45.435447692871094,44.51942443847656,35.130760192871094,57.26065444946289,49.221534729003906,32.361061096191406,51.91011047363281,2.11.0,3.12.6,2.2.2
15,1631.8,100.287,0.24712958764644494,2.6231173563116628e-05,4.918688992091588,0.0005844534341511981,1.0,0.5209615956182065,2.6231173563116628e-05,0.0051216377813270465,49.277410719129776,1470,0,0,0.9657038404283791,0.12472603168555178,0.957615436612263,0.0,0.0,0.0,4.045999999999999e-06,8.091999999999997e-07,,,,0.0016499602934345603,76.9696273803711,50.607208251953125,45.44669723510742,44.52992248535156,35.11296463012695,57.3030891418457,49.236576080322266,32.36011505126953,51.93049621582031,2.11.0,3.12.6,2.2.2
16,1731.3,99.421,0.2514036201588501,2.6255909608994597e-05,5.00417056829751,0.0005844179171828084,1.0,0.5216382897418478,2.6255909608994597e-05,0.005124052069309464,49.29539659288194,1470,0,0,0.9430265671150799,0.08754424858065833,0.9389542645013654,0.0,0.0,0.0,4.295749999999999e-06,8.591499999999996e-07,,,,0.0016514069866389036,77.03311157226562,50.639564514160156,45.45564270019531,44.53950881958008,35.08823776245117,57.3487663269043,49.24944305419922,32.35434341430664,51.949951171875,2.11.0,3.12.6,2.2.2
17,1834.7,103.45,0.23625062160643,2.6279471040609116e-05,4.701111517147142,0.0005843831390161447,1.0,0.5191756538722826,2.6279471040609116e-05,0.005126350655252634,49.31314341227214,1470,0,0,0.9928533428477164,0.10596701437959125,0.9871822285005746,0.0,0.0,0.0,4.545499999999999e-06,9.090999999999997e-07,,,,0.0016527263214811683,77.0967025756836,50.67190170288086,45.46421432495117,44.54890441894531,35.06295394897461,57.39466857910156,49.26194381713867,32.347835540771484,51.96916580200195,2.11.0,3.12.6,2.2.2
18,1936.3,101.567,0.2393682692454238,2.6306042686852366e-05,4.763465551129815,0.0005843428231230905,1.0,0.5213145380434783,2.6306042686852366e-05,0.005128941673177067,49.335593753390846,1470,0,0,0.8993482135107432,0.10001602029692747,0.8937695479422701,0.0,0.0,0.0,4.795249999999999e-06,9.590499999999995e-07,,,,0.0016543534584343433,77.17049407958984,50.710445404052734,45.47651672363281,44.561241149902344,35.037933349609375,57.4477424621582,49.27884292602539,32.3438606262207,51.99326705932617,2.11.0,3.12.6,2.2.2
19,2039.9,103.6,0.23965080794373397,2.633460849984058e-05,4.76911749093711,0.0005842993941892978,1.0,0.5187165633491848,2.633460849984058e-05,0.005131725684391224,49.35672166612413,1470,0,0,0.8915343203560202,0.12070661749969809,0.8833251705144898,0.0,0.0,0.0,5.044999999999999e-06,1.0089999999999996e-06,,,,0.0016562426462769508,77.24470520019531,50.74863815307617,45.48696517944336,44.57329559326172,35.00836944580078,57.50126266479492,49.293697357177734,32.33722686767578,52.016334533691406,2.11.0,3.12.6,2.2.2
20,2141.6,101.765,0.24496685367749998,2.6365400832578015e-05,4.87543968797541,0.0005842519389484457,1.0,0.5207758364470109,2.6365400832578015e-05,0.005134725000677058,49.37983406914605,1470,0,0,0.8888382663407062,0.0802107872010359,0.8852116658337384,0.0,0.0,0.0,5.29475e-06,1.0589499999999996e-06,,,,0.001658598892390728,77.3277816772461,50.79043197631836,45.498260498046875,44.58617401123047,34.976036071777344,57.56114959716797,49.310157775878906,32.32735824584961,52.04115676879883,2.11.0,3.12.6,2.2.2
21,2242.2,100.578,0.24197977614146587,2.6396357775194615e-05,4.815699406708179,0.0005842047241408707,1.0,0.5191597316576086,2.6396357775194615e-05,0.005137738585719851,49.4039552476671,1470,0,0,0.9999993680842458,0.09775576752482536,0.9952098000344064,0.0,0.0,0.0,5.544499999999999e-06,1.1088999999999997e-06,,,,0.0016602056566625834,77.4089126586914,50.83229446411133,45.5110969543457,44.600032806396484,34.94687271118164,57.61952590942383,49.32789993286133,32.32177734375,52.06718444824219,2.11.0,3.12.6,2.2.2
22,2341.4,99.191,0.24347114436402112,2.6430036995079224e-05,4.845528046614459,0.0005841559981515466,1.0,0.5203592051630435,2.6430036995079224e-05,0.005141015171644529,49.43000920613606,1470,0,0,0.7487368805999133,0.0745462478253214,0.7450166261941102,0.0,0.0,0.0,5.794249999999999e-06,1.1588499999999995e-06,,,,0.001662522554397583,77.49569702148438,50.8773193359375,45.525211334228516,44.61489486694336,34.91645050048828,57.6822509765625,49.34743881225586,32.31558609008789,52.09523391723633,2.11.0,3.12.6,2.2.2
23,2444.2,102.762,0.23867970379786452,2.6466612791013747e-05,4.749700524206875,0.0005841054873648702,1.0,0.5197488536005435,2.6466612791013747e-05,0.005144571196029242,49.45754665798611,1470,0,0,0.9292698171795701,0.1151941046865532,0.9221023323722888,0.0,0.0,0.0,6.043999999999998e-06,1.2087999999999995e-06,,,,0.001664637471549213,77.58998107910156,50.925804138183594,45.539459228515625,44.630584716796875,34.882080078125,57.750152587890625,49.367393493652344,32.307559967041016,52.12490463256836,2.11.0,3.12.6,2.2.2
24,2543.8,99.657,0.24115806342846569,2.6502469296667717e-05,4.799269199371338,0.0005840504953010502,1.0,0.5194171407948369,2.6502469296667717e-05,0.005148054904200975,49.485579596625435,1470,0,0,0.9999991076138597,0.157653382127478,0.9874936082488246,0.0,0.0,0.0,6.293749999999998e-06,1.2587499999999996e-06,,,,0.0016668251482769847,77.68360900878906,50.97462463378906,45.554508209228516,44.64672088623047,34.84852600097656,57.8180046081543,49.388153076171875,32.30089569091797,52.155174255371094,2.11.0,3.12.6,2.2.2
25,2646.1,102.269,0.23750487703451506,2.654109851880471e-05,4.726206864467284,0.0005839963563160375,1.0,0.5182282820991848,2.654109851880471e-05,0.005151805364996305,49.51396009657118,1470,0,0,0.8671049248097843,0.09849099048159515,0.8614931662081459,0.0,0.0,0.0,6.5434999999999976e-06,1.3086999999999994e-06,,,,0.0016693196957930923,77.78202056884766,51.025482177734375,45.56887435913086,44.663516998291016,34.8103141784668,57.8896369934082,49.408355712890625,32.2913932800293,52.1860466003418,2.11.0,3.12.6,2.2.2
26,2748.0,101.902,0.24397237471142683,2.658072738079861e-05,4.855558516703495,0.0005839340744356365,1.0,0.5186024541440217,2.658072738079861e-05,0.005155650044446249,49.54421276516384,1470,0,0,0.8895722458543137,0.08463475587489987,0.8855369775973693,0.0,0.0,0.0,6.793249999999998e-06,1.3586499999999995e-06,,,,0.0016718043480068445,77.88037109375,51.07754898071289,45.585506439208984,44.68149185180664,34.77544021606445,57.960418701171875,49.43055725097656,32.28763961791992,52.21894073486328,2.11.0,3.12.6,2.2.2
27,2849.8,101.834,0.23984200182302784,2.6621297271593576e-05,4.772952670791522,0.0005838734930900693,1.0,0.5180557914402174,2.6621297271593576e-05,0.005159583052107368,49.579416910807296,1470,0,0,0.7686214385689102,0.06601023864794658,0.7657816687681823,0.0,0.0,0.0,7.0429999999999985e-06,1.4085999999999995e-06,,,,0.0016745999455451965,77.99054718017578,51.13658905029297,45.605926513671875,44.70185852050781,34.73991775512695,58.040306091308594,49.45759201049805,32.28511047363281,52.25690460205078,2.11.0,3.12.6,2.2.2
28,2951.1,101.239,0.23512210626151872,2.6669024526843245e-05,4.678556217141703,0.0005838131899533629,1.0,0.5197408924932065,2.6669024526843245e-05,0.005164206088726828,49.61478593614366,1470,0,0,0.9999991512364468,0.13277844839203126,0.9911448865409227,0.0,0.0,0.0,7.292749999999999e-06,1.4585499999999996e-06,,,,0.0016768552595749497,78.10189056396484,51.19559860229492,45.626441955566406,44.722774505615234,34.70493698120117,58.120792388916016,49.48478698730469,32.28114700317383,52.29470443725586,2.11.0,3.12.6,2.2.2
29,3051.5,100.462,0.23887016776635658,2.671651292032385e-05,4.753519035521007,0.0005837497386929332,1.0,0.5199293053668478,2.671651292032385e-05,0.005168801884414207,49.64840274386936,1470,0,0,0.999999887675579,0.15803259260669517,0.987433782602751,0.0,0.0,0.0,7.5424999999999985e-06,1.5084999999999994e-06,,,,0.0016796551644802094,78.20927429199219,51.25245666503906,45.6456298828125,44.742286682128906,34.669681549072266,58.198368072509766,49.51038360595703,32.27689743041992,52.33064651489258,2.11.0,3.12.6,2.2.2
30,3151.7,100.124,0.24610085313546515,2.6759675625837597e-05,4.898134587735546,0.0005836820365309868,1.0,0.5180451766304348,2.6759675625837597e-05,0.00517297550988187,49.68116633097331,1470,0,0,0.9999991194614029,0.12796128246343727,0.9917782761857075,0.0,0.0,0.0,7.792249999999998e-06,1.5584499999999995e-06,,,,0.0016826485516503453,78.32633972167969,51.313011169433594,45.661224365234375,44.762821197509766,34.621124267578125,58.28293228149414,49.53190612792969,32.26477813720703,52.36635971069336,2.11.0,3.12.6,2.2.2
31,3249.9,98.267,0.24938627006094,2.680663067677619e-05,4.963844921475365,0.0005836086782474755,1.0,0.5205635402513586,2.680663067677619e-05,0.005177512016091917,49.71763610839844,1470,0,0,0.9059672454539138,0.10658622780806742,0.8996755114356503,0.0,0.0,0.0,8.041999999999997e-06,1.6083999999999993e-06,,,,0.0016857373993843794,78.4468994140625,51.37627029418945,45.68110275268555,44.78544998168945,34.57777404785156,58.37040328979492,49.55847930908203,32.256656646728516,52.40568923950195,2.11.0,3.12.6,2.2.2
32,3352.7,102.767,0.2376869971450161,2.6857607396969693e-05,4.729861398943427,0.000583534795223881,1.0,0.5177904211956522,2.6857607396969693e-05,0.005182432575245885,49.75732549031575,1470,0,0,0.9503775472047712,0.09944443435183202,0.9451604555351442,0.0,0.0,0.0,8.291749999999997e-06,1.6583499999999993e-06,,,,0.0016886226367205381,78.57560729980469,51.44334411621094,45.70351028442383,44.809844970703125,34.53606414794922,58.4634895324707,49.58851623535156,32.24762725830078,52.44792556762695,2.11.0,3.12.6,2.2.2
33,3454.5,101.837,0.24037729288998858,2.691368030181842e-05,4.783669534670253,0.0005834512380870426,1.0,0.5181009043817935,2.691368030181842e-05,0.005187839656525481,49.800517612033424,1470,0,0,0.9999992388249498,0.10908666731344517,0.9940314766972546,0.0,0.0,0.0,8.541499999999998e-06,1.7082999999999994e-06,,,,0.001692227553576231,78.71286010742188,51.51648712158203,45.72814178466797,44.83674240112305,34.49110794067383,58.56327819824219,49.62105178833008,32.24055862426758,52.49443054199219,2.11.0,3.12.6,2.2.2
34,3557.5,102.937,0.2313562319362552,2.696996235580114e-05,4.603250484077298,0.0005833688850172472,1.0,0.5183238153872283,2.696996235580114e-05,0.005193261244709449,49.84547636244032,1470,0,0,0.6978474132656384,0.07500578610191028,0.6938048315288509,0.0,0.0,0.0,8.791249999999998e-06,1.7582499999999994e-06,,,,0.00169550278224051,78.84931945800781,51.589900970458984,45.755313873291016,44.86439895629883,34.4514045715332,58.66227340698242,49.65616226196289,32.23812484741211,52.542388916015625,2.11.0,3.12.6,2.2.2
35,3659.2,101.72,0.24102413272523102,2.7031147009419865e-05,4.796610619421719,0.0005832853035678213,1.0,0.5185653023097826,2.7031147009419865e-05,0.005199148681218865,49.8911632961697,1470,0,0,0.9398640913173075,0.08923787340033579,0.9356180375017862,0.0,0.0,0.0,9.040999999999999e-06,1.8081999999999995e-06,,,,0.0016991423908621073,78.99114990234375,51.66620635986328,45.78208541870117,44.89299011230469,34.4068603515625,58.76555252075195,49.69110107421875,32.23298645019531,52.59153747558594,2.11.0,3.12.6,2.2.2
36,3759.3,100.075,0.2450748566112452,2.709292703188186e-05,4.877627278671784,0.0005831998753120654,1.0,0.51910400390625,2.709292703188186e-05,0.005205086649795742,49.93889914618598,1470,0,0,0.7747736233641661,0.08037252198616841,0.7705935538079861,0.0,0.0,0.0,9.290749999999999e-06,1.8581499999999995e-06,,,,0.0017028112197294831,79.14087677001953,51.745819091796875,45.80995559692383,44.922630310058594,34.36023712158203,58.874908447265625,49.72827911376953,32.22447204589844,52.642913818359375,2.11.0,3.12.6,2.2.2
37,3860.1,100.883,0.24145645175677052,2.7155801937475857e-05,4.8052611941383,0.000583118123959015,1.0,0.5190111243206522,2.7155801937475857e-05,0.0052111229056198485,49.98801125420464,1470,0,0,0.8635473584956842,0.10060890585400122,0.8576665368473544,0.0,0.0,0.0,9.5405e-06,1.9080999999999996e-06,,,,0.0017063781851902604,79.28961944580078,51.82566452026367,45.839881896972656,44.95372009277344,34.31719207763672,58.983070373535156,49.766963958740234,32.22062301635742,52.69536590576172,2.11.0,3.12.6,2.2.2
38,3961.7,101.553,0.24495726252533614,2.7218777605183548e-05,4.875279782094112,0.0005830273215126779,1.0,0.5177559230638586,2.7218777605183548e-05,0.005217161834291088,50.03807788425022,1470,0,0,0.948843772696,0.12467527432110395,0.9406171277182528,0.0,0.0,0.0,9.79025e-06,1.9580499999999994e-06,,,,0.0017102385172620416,79.44205474853516,51.90751647949219,45.870094299316406,44.98645782470703,34.27178955078125,59.093936920166016,49.80565643310547,32.21631622314453,52.748878479003906,2.11.0,3.12.6,2.2.2
39,4062.5,100.806,0.24166983334054343,2.7286434198351938e-05,4.809533690757492,0.0005829311842352253,1.0,0.5159567128057065,2.7286434198351938e-05,0.005223641852036942,50.09007347954644,1470,0,0,0.6862346459294062,0.08745927265867122,0.6806385714164851,0.0,0.0,0.0,1.004e-05,2.0079999999999997e-06,,,,0.0017140512354671955,79.59681701660156,51.99074172973633,45.90245056152344,45.01968002319336,34.22971725463867,59.20671081542969,49.846988677978516,32.21369934082031,52.803855895996094,2.11.0,3.12.6,2.2.2
40,4166.5,104.035,0.23275774504908858,2.7353385684407494e-05,4.631294321851666,0.000582837785410435,1.0,0.5172304899796195,2.7353385684407494e-05,0.005230046432337623,50.14022488064236,1470,0,0,0.9999991759383435,0.10119456963543694,0.9948658256034654,0.0,0.0,0.0,1.0289750000000001e-05,2.05795e-06,,,,0.001718092360533774,79.75148010253906,52.07333755493164,45.93239212036133,45.05207443237305,34.18352508544922,59.31923294067383,49.885799407958984,32.20690155029297,52.85728073120117,2.11.0,3.12.6,2.2.2
41,4269.1,102.542,0.23784693334221996,2.7423666297243495e-05,4.7330807212258685,0.0005827368073146411,1.0,0.5169598123301631,2.7423666297243495e-05,0.005236761050233579,50.194786071777344,1470,0,0,0.920539971384244,0.12518442319380346,0.9119883218033769,0.0,0.0,0.0,1.05395e-05,2.1078999999999998e-06,,,,0.001722196931950748,79.91548919677734,52.162479400634766,45.9655876159668,45.087955474853516,34.13568878173828,59.43894958496094,49.92803192138672,32.203128814697266,52.91576385498047,2.11.0,3.12.6,2.2.2
42,4371.1,101.984,0.23858586309194718,2.7493039756553202e-05,4.747861936789792,0.0005826366063505158,1.0,0.517655082370924,2.7493039756553202e-05,0.005243380565680237,50.248218112521705,1470,0,0,0.8272224720832432,0.08335907947749276,0.8230117144902478,0.0,0.0,0.0,1.078925e-05,2.15785e-06,,,,0.0017264456255361438,80.07554626464844,52.25007247924805,45.997806549072266,45.123878479003906,34.087738037109375,59.55488586425781,49.96806335449219,32.20281982421875,52.97315216064453,2.11.0,3.12.6,2.2.2
43,4469.7,98.656,0.24125583429120465,2.7568068409371854e-05,4.801264099198945,0.0005825306314240102,1.0,0.5180876358695652,2.7568068409371854e-05,0.005250530297919616,50.30530463324653,1470,0,0,0.9273533765582457,0.1040816701481104,0.9214940536721652,0.0,0.0,0.0,1.1039e-05,2.2078e-06,,,,0.0017310839612036943,80.24333953857422,52.34237289428711,46.03326416015625,45.16154479980469,34.04044723510742,59.676788330078125,50.012229919433594,32.20345687866211,53.034297943115234,2.11.0,3.12.6,2.2.2
44,4568.8,99.091,0.23881442593409175,2.764041702012408e-05,4.752438879986198,0.0005824207588808522,1.0,0.5191464631453805,2.764041702012408e-05,0.0052574154315713035,50.361359914143875,1470,0,0,0.6567615102708017,0.08462542173186517,0.6512865877399044,0.0,0.0,0.0,1.128875e-05,2.2577499999999997e-06,,,,0.0017353905132040381,80.4142074584961,52.436134338378906,46.06632995605469,45.1992073059082,33.98655319213867,59.801490783691406,50.053436279296875,32.20008850097656,53.094791412353516,2.11.0,3.12.6,2.2.2
45,4669.9,101.055,0.23470576713107064,2.7718881736501583e-05,4.670268349420457,0.000582315389155632,1.0,0.516922660495924,2.7718881736501583e-05,0.0052648724330701105,50.41564644707574,1470,0,0,0.8421154749345614,0.10114927056609163,0.8360187188025215,0.0,0.0,0.0,1.1538499999999998e-05,2.3076999999999995e-06,,,,0.0017395205795764923,80.59066009521484,52.529571533203125,46.09628677368164,45.237979888916016,33.925167083740234,59.930763244628906,50.09154510498047,32.18597412109375,53.152870178222656,2.11.0,3.12.6,2.2.2
46,4770.1,100.215,0.24240119572181199,2.778977966979447e-05,4.824179577340885,0.0005822135375489537,1.0,0.5162061608355978,2.778977966979447e-05,0.005271601243435856,50.469912211100265,1470,0,0,0.9395415926768622,0.10105016865841722,0.9340916806095,0.0,0.0,0.0,1.1788249999999997e-05,2.3576499999999994e-06,,,,0.0017444305121898651,80.75245666503906,52.61886978149414,46.12915802001953,45.275474548339844,33.876468658447266,60.049278259277344,50.13201904296875,32.1843376159668,53.21114730834961,2.11.0,3.12.6,2.2.2
47,4871.1,101.0,0.2406539580840352,2.7868469282557087e-05,4.789237840483788,0.0005820987952816091,1.0,0.5159434442934783,2.7868469282557087e-05,0.005279059507389274,50.53220960828993,1470,0,0,0.6981989097616419,0.07218008271533632,0.6944578844332842,0.0,0.0,0.0,1.2037999999999997e-05,2.407599999999999e-06,,,,0.0017488817684352398,80.92668914794922,52.71654510498047,46.16990280151367,45.31702423095703,33.834346771240234,60.176822662353516,50.182212829589844,32.18872833251953,53.27761459350586,2.11.0,3.12.6,2.2.2
48,4970.9,99.832,0.23831575653974787,2.794878420813586e-05,4.742476995299462,0.0005819789952832927,1.0,0.5160204016644022,2.794878420813586e-05,0.0052866609696608936,50.59697257147895,1470,0,0,0.7677770070387105,0.15516618095448173,0.7519341652201482,0.0,0.0,0.0,1.2287749999999998e-05,2.457549999999999e-06,,,,0.0017539680702611804,81.11627960205078,52.821781158447266,46.209903717041016,45.362388610839844,33.78075408935547,60.31521224975586,50.23097610473633,32.188453674316406,53.34700393676758,2.11.0,3.12.6,2.2.2
49,5069.7,98.758,0.24115812431916764,2.803694843678881e-05,4.799327340417979,0.0005818601749159497,1.0,0.5160389775815217,2.803694843678881e-05,0.0052949927702300795,50.659199184841576,1470,0,0,0.9862096330674185,0.104668737829575,0.9806395340165193,0.0,0.0,0.0,1.2537499999999998e-05,2.5074999999999993e-06,,,,0.0017591658979654312,81.30218505859375,52.92253112792969,46.24797821044922,45.40740203857422,33.728233337402344,60.45126724243164,50.27793884277344,32.182071685791016,53.413185119628906,2.11.0,3.12.6,2.2.2
50,5170.1,100.47,0.23847511498787677,2.812262331038558e-05,4.745670360772788,0.0005817371629634682,1.0,0.5165139903192935,2.812262331038558e-05,0.005303076777719288,50.731329176161026,1470,0,0,0.8406323901635391,0.07174970361967109,0.8375648007303996,0.0,0.0,0.0,1.2787249999999999e-05,2.5574499999999995e-06,,,,0.0017643454484641552,81.50394439697266,53.03626251220703,46.29480743408203,45.45772171020508,33.6782112121582,60.599063873291016,50.33463668823242,32.187034606933594,53.49028015136719,2.11.0,3.12.6,2.2.2
