scope,ccy,n,k,pc1,pc2,pc3,cumEV,rmse_bps
pooled,ALL,1470,2,0.9192740321159363,0.07589267939329147,,0.9951667189598083,8.924673080444336
pooled,ALL,1470,3,0.9192740321159363,0.07589267939329147,0.003793647512793541,0.9989603757858276,4.139014720916748
