date,expiry,tenor,split,mkt_bp,sigma_str_bp,vol_error_bp,forward_bias_bp,path_frac
2010-10-29,1,1,train,44.0,25.58169795089542,-18.41830204910458,2.304134003413119,1.0
2010-10-29,1,5,train,32.7,173.29243936279596,140.59243936279597,-138.26736187144166,1.0
2010-10-29,1,10,train,28.399999999999995,165.15055964663847,136.75055964663846,-131.77108175000558,1.0
2010-10-29,5,1,train,26.9,46.58492869430687,19.68492869430687,-82.63303338033307,1.0
2010-10-29,5,5,train,22.7,81.63876250585457,58.93876250585457,-145.62543033813245,1.0
2010-10-29,5,10,train,21.6,57.28483373262668,35.68483373262668,-101.68315084423553,1.0
2010-10-29,10,1,train,18.6,20.100284891803053,1.5002848918030516,-18.985361410030535,1.0
2010-10-29,10,5,train,18.3,27.508655486414916,9.208655486414916,-47.53411434823853,1.0
2010-10-29,10,10,train,19.599999999999998,21.22782787145944,1.6278278714594414,18.39340933650466,1.0
2010-11-30,10,10,train,20.2,22.592845772644807,2.392845772644808,-17.507601570186964,1.0
2010-11-30,10,5,train,18.9,38.21681329224408,19.316813292244085,-86.49779757992047,1.0
2010-11-30,10,1,train,19.5,27.555288797542477,8.055288797542477,-56.07347174550925,1.0
2010-11-30,5,10,train,21.4,79.1297509384816,57.72975093848161,-141.13974611341155,1.0
2010-11-30,1,5,train,33.1,197.03135016546042,163.93135016546043,-157.20827229116395,1.0
2010-11-30,5,1,train,26.0,64.5050706682488,38.505070668248806,-115.03502885618862,1.0
2010-11-30,1,10,train,28.5,199.71626436017056,171.21626436017056,-159.35052387420362,1.0
2010-11-30,1,1,train,52.20000000000001,25.723869437653896,-26.476130562346114,3.388366542365218,1.0
2010-11-30,5,5,train,22.1,102.25296971289875,80.15296971289874,-182.4306798771282,1.0
2010-12-31,10,1,train,17.0,38.01851694618176,21.018516946181762,-90.18316823182909,1.0
2010-12-31,10,10,train,17.0,28.602857149751404,11.602857149751404,-49.90265944817445,1.0
2010-12-31,10,5,train,16.3,50.25475617104951,33.95475617104951,-122.05631528488802,1.0
2010-12-31,5,10,train,18.4,99.68355050398121,81.28355050398122,-177.84476890953212,1.0
2010-12-31,1,5,train,29.7,223.47831066584445,193.77831066584446,-178.3098937545836,1.0
2010-12-31,5,1,train,23.1,82.43542776400093,59.33542776400093,-147.07013244980683,1.0
2010-12-31,1,10,train,25.1,233.27208983927454,208.17208983927455,-186.12419894897613,1.0
2010-12-31,1,1,train,48.7,25.597102462389078,-23.102897537610925,1.1792455708604515,1.0
2010-12-31,5,5,train,19.3,121.72628813751376,102.42628813751377,-217.1748062358993,1.0
2011-01-31,10,10,train,17.3,26.682230803024652,9.382230803024651,-36.994646874105705,1.0
2011-01-31,10,5,train,16.9,47.00883975944424,30.108839759444244,-111.79867084053387,1.0
2011-01-31,10,1,train,18.2,36.12846399702358,17.92846399702358,-83.6147769705636,1.0
2011-01-31,5,10,train,19.4,96.79564831029406,77.39564831029406,-172.68880634840278,1.0
2011-01-31,5,5,train,20.7,120.4452864923867,99.7452864923867,-214.88934030799678,1.0
2011-01-31,1,10,train,23.0,234.87910762121697,211.87910762121697,-187.40641362612365,1.0
2011-01-31,1,5,train,28.1,242.25716820864986,214.15716820864986,-193.29325425750446,1.0
2011-01-31,1,1,train,41.8,38.70944416299936,-3.090555837000636,-26.742573331266808,1.0
2011-01-31,5,1,train,25.3,84.18774092069559,58.88774092069559,-150.19589518374573,1.0
2011-02-28,10,1,train,17.6,34.07300972784615,16.473009727846147,-77.0111882923564,1.0
2011-02-28,10,10,train,17.7,25.640412359851346,7.940412359851347,-30.879887574145975,1.0
2011-02-28,10,5,train,16.7,44.7033791655391,28.003379165539098,-104.90126085567273,1.0
2011-02-28,5,10,train,19.9,92.58593916640935,72.68593916640936,-165.1739866883014,1.0
2011-02-28,1,5,train,27.6,236.31714762590462,208.71714762590463,-188.55380354368083,1.0
2011-02-28,5,1,train,24.1,79.81423504895952,55.714235048959516,-142.38893229346652,1.0
2011-02-28,1,1,train,39.50000000000001,41.58971095765167,2.0897109576516613,-29.873894724311718,1.0
2011-02-28,5,5,train,20.5,116.13511162456595,95.63511162456595,-207.1994533814822,1.0
2011-02-28,1,10,train,23.400000000000002,226.81433121861426,203.41433121861425,-180.97165304815968,1.0
2011-03-31,1,1,train,33.6,60.04184482067416,26.441844820674156,-47.079493636069415,1.0
2011-03-31,1,5,train,24.7,256.11665009998603,231.41665009998604,-204.35152087932855,1.0
2011-03-31,1,10,train,21.4,243.24754796722553,221.84754796722552,-194.08346297620366,1.0
2011-03-31,5,1,train,22.8,89.8545555847118,67.0545555847118,-160.3085233647676,1.0
2011-03-31,5,10,train,18.7,102.9449190641515,84.2449190641515,-183.66179833138867,1.0
2011-03-31,10,1,train,16.9,39.60816715376023,22.70816715376023,-93.65036563761478,1.0
2011-03-31,10,5,train,16.0,50.11111010782465,34.11111010782465,-120.05998756533775,1.0
2011-03-31,10,10,train,16.5,28.470963170017598,11.970963170017598,-42.812398245801184,1.0
2011-03-31,5,5,train,19.3,126.38673683615787,107.08673683615787,-225.4896251512431,1.0
2011-04-29,5,10,train,18.9,95.43665791458548,76.53665791458548,-170.26192815860597,1.0
2011-04-29,10,5,train,16.0,46.13309387666564,30.13309387666564,-108.53396024140454,1.0
2011-04-29,10,1,train,17.1,35.77319531320851,18.67319531320851,-81.93316114105389,1.0
2011-04-29,10,10,train,16.5,26.52832495583404,10.02832495583404,-33.160297787850276,1.0
2011-04-29,5,5,train,19.8,118.67214280957784,98.87214280957784,-211.7258319020935,1.0
2011-04-29,1,10,train,22.199999999999996,229.33519120219202,207.13519120219203,-182.98300830900217,1.0
2011-04-29,1,5,train,25.4,243.22472720311393,217.82472720311392,-194.0652546408533,1.0
2011-04-29,1,1,train,33.6,58.26724334965404,24.667243349654036,-45.548259720733334,1.0
2011-04-29,5,1,train,23.3,81.9597958959639,58.659795895963896,-146.21813968504534,1.0
2011-05-31,10,10,train,17.5,25.4364191925859,7.936419192585898,-30.078089924950703,1.0
2011-05-31,10,5,train,17.1,43.508687093722465,26.408687093722463,-101.35031448504141,1.0
2011-05-31,10,1,train,18.3,32.53484073880236,14.234840738802358,-72.00134436017115,1.0
2011-05-31,5,10,train,20.0,88.29728186984228,68.29728186984228,-157.51759284316333,1.0
2011-05-31,5,5,train,21.0,110.07052325496736,89.07052325496736,-196.3794750167417,1.0
2011-05-31,1,10,train,24.5,212.5134863558508,188.0134863558508,-169.56122972572376,1.0
2011-05-31,1,5,train,29.8,220.09200085244797,190.29200085244796,-175.60800943637938,1.0
2011-05-31,1,1,train,43.1,42.4122260184365,-0.6877739815635024,-30.70817170618422,1.0
2011-05-31,5,1,train,25.6,71.74701903012644,46.14701903012644,-127.98101381463448,1.0
2011-06-30,5,10,train,18.6,99.36928563328397,80.76928563328397,-177.28174479328183,1.0
2011-06-30,10,10,train,16.1,30.24497702805547,14.144977028055468,-53.882543958982474,1.0
2011-06-30,10,5,train,15.7,51.42137665881241,35.72137665881242,-124.53164955818818,1.0
2011-06-30,5,5,train,19.9,118.65436168792743,98.75436168792743,-211.69410817414482,1.0
2011-06-30,10,1,train,16.7,38.97206987644995,22.27206987644995,-92.31953980573782,1.0
2011-06-30,1,10,train,23.2,223.67146356435848,200.4714635643585,-178.46400747018228,1.0
2011-06-30,5,1,train,23.999999999999996,77.30626167776198,53.30626167776198,-137.91082232655816,1.0
2011-06-30,1,5,train,28.2,222.62621858961725,194.42621858961726,-177.6300226425795,1.0
2011-06-30,1,1,train,40.4,40.13185199969027,-0.2681480003097292,-28.239367050394527,1.0
2011-07-29,10,10,train,18.8,24.17677666071503,5.376776660715031,-26.203153913241085,1.0
2011-07-29,10,5,train,17.9,40.557003252489494,22.657003252489496,-93.15933928622636,1.0
2011-07-29,10,1,train,19.0,29.157314918728822,10.157314918728822,-61.19316691399485,1.0
2011-07-29,5,10,train,20.7,80.64962291957585,59.949622919575845,-143.85466232567836,1.0
2011-07-29,5,5,train,22.0,101.0183353612858,79.0183353612858,-180.22563182684664,1.0
2011-07-29,5,1,train,27.2,60.72797405866563,33.527974058665635,-108.24180135965122,1.0
2011-07-29,1,10,train,27.9,192.62562089832028,164.72562089832027,-153.69300892983554,1.0
2011-07-29,1,5,train,34.4,191.538694552383,157.138694552383,-152.8257671796823,1.0
2011-07-29,1,1,train,53.8,28.570951659980903,-25.229048340019094,-12.053190764640437,1.0
2011-08-31,10,10,train,19.8,22.000123919255987,2.2001239192559865,-15.212683292948794,1.0
2011-08-31,10,5,train,18.7,35.82008899811329,17.120088998113292,-79.20126501584237,1.0
2011-08-31,10,1,train,20.1,24.94853529783889,4.84853529783889,-46.21816377085172,1.0
2011-08-31,5,10,train,22.199999999999996,71.13766425699453,48.93766425699453,-126.81783702529438,1.0
2011-08-31,5,5,train,23.6,91.42376514871691,67.82376514871692,-163.10387887874583,1.0
2011-08-31,5,1,train,29.2,50.1530046763747,20.9530046763747,-89.17576719587225,1.0
2011-08-31,1,10,train,33.6,172.2251706827938,138.6251706827938,-137.41580466943944,1.0
2011-08-31,1,5,train,42.4,162.9060557184674,120.5060557184674,-129.98022671905647,1.0
2011-08-31,1,1,train,75.4,27.56209202474557,-47.83790797525444,10.265529569792871,1.0
2011-09-30,10,10,train,23.8,23.172877801269777,-0.6271221987302233,39.51095666148705,1.0
2011-09-30,10,5,train,22.3,22.468086261833445,0.16808626183344444,-20.551791251714043,1.0
2011-09-30,10,1,train,23.400000000000002,18.352468550791343,-5.047531449208659,9.31529711421047,1.0
2011-09-30,5,10,train,26.9,39.933129368924924,13.033129368924925,-68.6309232009606,1.0
2011-09-30,5,5,train,27.8,61.764899364613,33.964899364613004,-109.90687192671173,1.0
2011-09-30,5,1,train,33.4,27.232128003791882,-6.167871996208117,-44.2261490313038,1.0
2011-09-30,1,10,train,40.0,123.30900799084958,83.30900799084958,-98.3762588237283,1.0
2011-09-30,1,5,train,43.1,130.43960352432077,87.33960352432078,-104.07307864674847,1.0
2011-09-30,1,1,train,69.4,28.299982955284865,-41.100017044715145,12.087060316972776,1.0
2011-10-31,10,5,train,22.0,22.927432884370354,0.9274328843703543,-25.076132287964285,1.0
2011-10-31,10,1,train,23.1,18.1753812015752,-4.924618798424802,6.207067437215209,1.0
2011-10-31,5,10,train,26.2,40.85831929639604,14.65831929639604,-70.5495534527907,1.0
2011-10-31,5,5,train,27.5,61.50301074861061,34.00301074861061,-109.4407823093307,1.0
2011-10-31,10,10,train,23.6,22.146948475168116,-1.453051524831885,33.632582754290155,1.0
2011-10-31,1,10,train,37.3,118.86828517165557,81.56828517165557,-94.82489115969891,1.0
2011-10-31,1,5,train,43.79999999999999,120.09088898451411,76.29088898451411,-95.7992667560189,1.0
2011-10-31,1,1,train,73.9,32.08781156466481,-41.812188435335194,18.688648437993578,1.0
2011-10-31,5,1,train,33.4,25.56848132488363,-7.831518675116367,-40.41968695793021,1.0
2011-11-30,10,10,train,23.5,20.871162407696715,-2.6288375923032845,17.390014955356133,1.0
2011-11-30,10,5,train,21.5,26.878903005993912,5.378903005993912,-45.753019857867834,1.0
2011-11-30,10,1,train,22.4,19.47458649009454,-2.9254135099054572,-15.409208985984828,1.0
