date,expiry,tenor,split,mkt_bp,sigma_str_bp,vol_error_bp,forward_bias_bp,path_frac
2010-10-29,1,1,train,44.0,26.407990676567916,-17.592009323432084,2.2994002031945056,1.0
2010-10-29,1,5,train,32.7,173.17575244411265,140.47575244411263,-138.17425918057657,1.0
2010-10-29,1,10,train,28.399999999999995,165.07845217140164,136.67845217140163,-131.71354830879562,1.0
2010-10-29,5,1,train,26.9,46.566123224824494,19.666123224824496,-82.56890730713081,1.0
2010-10-29,5,5,train,22.7,81.47768560919596,58.777685609195956,-145.35069781432662,1.0
2010-10-29,5,10,train,21.6,57.12593862338883,35.52593862338883,-101.44973097140667,1.0
2010-10-29,10,1,train,18.6,20.028543763443977,1.428543763443976,-18.99245977815516,1.0
2010-10-29,10,5,train,18.3,27.379906128536263,9.079906128536262,-47.49947162324076,1.0
2010-10-29,10,10,train,19.599999999999998,21.051216422962685,1.4512164229626876,18.496342023988234,1.0
2010-11-30,10,10,train,20.2,22.39571529845711,2.1957152984571096,-17.398211253580087,1.0
2010-11-30,10,5,train,18.9,38.11130199316657,19.211301993166572,-86.46299188448619,1.0
2010-11-30,10,1,train,19.5,27.499879607070945,7.999879607070945,-56.07903127836513,1.0
2010-11-30,5,10,train,21.4,78.99623618330423,57.596236183304235,-140.89873162116177,1.0
2010-11-30,1,5,train,33.1,196.90673602047497,163.80673602047497,-157.10884458882245,1.0
2010-11-30,5,1,train,26.0,64.4551637478175,38.455163747817494,-114.96832061257992,1.0
2010-11-30,1,10,train,28.5,199.63787894401304,171.13787894401304,-159.28798136085942,1.0
2010-11-30,1,1,train,52.20000000000001,26.54983274301271,-25.6501672569873,3.394325587987606,1.0
2010-11-30,5,5,train,22.1,102.0984100959184,79.99841009591839,-182.15623567298366,1.0
2010-12-31,10,1,train,17.0,37.95249708424762,20.952497084247618,-90.18722175091112,1.0
2010-12-31,10,10,train,17.0,28.400477531564395,11.400477531564395,-49.78711420851956,1.0
2010-12-31,10,5,train,16.3,50.17315850806032,33.873158508060314,-122.02185916129221,1.0
2010-12-31,5,10,train,18.4,99.54289857724065,81.14289857724066,-177.59688594340443,1.0
2010-12-31,1,5,train,29.7,223.35067357305473,193.65067357305475,-178.20805408886093,1.0
2010-12-31,5,1,train,23.1,82.39386250852858,59.29386250852858,-147.00087712444153,1.0
2010-12-31,1,10,train,25.1,233.19107685359262,208.09107685359263,-186.05955993847599,1.0
2010-12-31,1,1,train,48.7,26.406149907660343,-22.29385009233966,1.193018258014413,1.0
2010-12-31,5,5,train,19.3,121.57342796480229,102.2734279648023,-216.90208471536548,1.0
2011-01-31,10,10,train,17.3,26.478964899678722,9.178964899678721,-36.879497439533644,1.0
2011-01-31,10,5,train,16.9,46.91642209085673,30.01642209085673,-111.77136518530034,1.0
2011-01-31,10,1,train,18.2,36.06694972446334,17.866949724463343,-83.61938533485437,1.0
2011-01-31,5,10,train,19.4,96.65466177456048,77.25466177456047,-172.44391301058278,1.0
2011-01-31,5,5,train,20.7,120.30270913873531,99.6027091387353,-214.63496461293005,1.0
2011-01-31,1,10,train,23.0,234.82146619371005,211.82146619371005,-187.36042242105327,1.0
2011-01-31,1,5,train,28.1,242.15858734051693,214.05858734051694,-193.21459810483069,1.0
2011-01-31,1,1,train,41.8,39.11041938265735,-2.6895806173426493,-26.728271372903254,1.0
2011-01-31,5,1,train,25.3,84.1439026683094,58.8439026683094,-150.12316597774233,1.0
2011-02-28,10,1,train,17.6,34.012523430819456,16.412523430819455,-77.01605117022375,1.0
2011-02-28,10,10,train,17.7,25.430437859711688,7.730437859711689,-30.76577230797626,1.0
2011-02-28,10,5,train,16.7,44.608623198227505,27.908623198227506,-104.87487275758374,1.0
2011-02-28,5,10,train,19.9,92.44628184451702,72.54628184451701,-164.93112635267266,1.0
2011-02-28,1,5,train,27.6,236.22338718472375,208.62338718472375,-188.47899353524852,1.0
2011-02-28,5,1,train,24.1,79.76830365229424,55.668303652294234,-142.31621975273225,1.0
2011-02-28,1,1,train,39.50000000000001,41.90186449409979,2.401864494099783,-29.860131527278746,1.0
2011-02-28,5,5,train,20.5,115.99426622630854,95.49426622630854,-206.94816770980202,1.0
2011-02-28,1,10,train,23.400000000000002,226.7605639903101,203.36056399031008,-180.92875300681865,1.0
2011-03-31,1,1,train,33.6,60.09633090346318,26.496330903463182,-47.06808777588166,1.0
2011-03-31,1,5,train,24.7,256.0496201514234,231.34962015142344,-204.29803871825902,1.0
2011-03-31,1,10,train,21.4,243.2125953917926,221.8125953917926,-194.05557485590546,1.0
2011-03-31,5,1,train,22.8,89.8115502717496,67.0115502717496,-160.23495274889544,1.0
2011-03-31,5,10,train,18.7,102.80540937263268,84.10540937263268,-183.41761013267217,1.0
2011-03-31,10,1,train,16.9,39.54135387494409,22.641353874944095,-93.6524086559483,1.0
2011-03-31,10,5,train,16.0,50.017623787189045,34.017623787189045,-120.0345542608324,1.0
2011-03-31,10,10,train,16.5,28.28419751672658,11.784197516726579,-42.691212767223526,1.0
2011-03-31,5,5,train,19.3,126.25390634896317,106.95390634896317,-225.25263907567867,1.0
2011-04-29,5,10,train,18.9,95.29751433675344,76.39751433675343,-170.0203722707506,1.0
2011-04-29,10,5,train,16.0,46.04296514531876,30.04296514531876,-108.50918764856219,1.0
2011-04-29,10,1,train,17.1,35.70781499428061,18.60781499428061,-81.93621125471877,1.0
2011-04-29,10,10,train,16.5,26.325633767682206,9.825633767682206,-33.04210361744013,1.0
2011-04-29,5,5,train,19.8,118.53909910136248,98.73909910136248,-211.48846541376412,1.0
2011-04-29,1,10,train,22.199999999999996,229.2993403566794,207.09934035667942,-182.9544034728759,1.0
2011-04-29,1,5,train,25.4,243.15578993428565,217.75578993428564,-194.01025065839133,1.0
2011-04-29,1,1,train,33.6,58.336797412533016,24.736797412533015,-45.53677138419991,1.0
2011-04-29,5,1,train,23.3,81.91408923413168,58.61408923413168,-146.1449020553044,1.0
2011-05-31,10,10,train,17.5,25.231244012428924,7.731244012428924,-29.964442838914604,1.0
2011-05-31,10,5,train,17.1,43.41548295209467,26.31548295209467,-101.32487680965443,1.0
2011-05-31,10,1,train,18.3,32.47229439866842,14.172294398668416,-72.00618429110419,1.0
2011-05-31,5,10,train,20.0,88.1618415716812,68.1618415716812,-157.27789389996425,1.0
2011-05-31,5,5,train,21.0,109.93283083330427,88.93283083330427,-196.13381464664113,1.0
2011-05-31,1,10,train,24.5,212.46462893348325,187.96462893348325,-169.52224714273606,1.0
2011-05-31,1,5,train,29.8,220.00375027530336,190.20375027530335,-175.5375956633937,1.0
2011-05-31,1,1,train,43.1,42.696292609601116,-0.4037073903988855,-30.69421013933636,1.0
2011-05-31,5,1,train,25.6,71.69869767649081,46.09869767649081,-127.90863809781739,1.0
2011-06-30,5,10,train,18.6,99.23057178741524,80.63057178741525,-177.0396561855563,1.0
2011-06-30,10,10,train,16.1,30.04760776196984,13.947607761969838,-53.7639770223456,1.0
2011-06-30,10,5,train,15.7,51.338976322679585,35.63897632267958,-124.50525483109693,1.0
2011-06-30,5,5,train,19.9,118.51853600147051,98.61853600147052,-211.451778291344,1.0
2011-06-30,10,1,train,16.7,38.90571681442966,22.20571681442966,-92.32268874910733,1.0
2011-06-30,1,10,train,23.2,223.62306972692474,200.42306972692475,-178.42539477445592,1.0
2011-06-30,5,1,train,23.999999999999996,77.25954728100795,53.259547281007954,-137.83834480109456,1.0
2011-06-30,1,5,train,28.2,222.5381885856928,194.33818858569282,-177.55978486156076,1.0
2011-06-30,1,1,train,40.4,40.4857290751014,0.08572907510140482,-28.223465039413142,1.0
2011-07-29,10,10,train,18.8,23.96980274692022,5.169802746920219,-26.093329236890387,1.0
2011-07-29,10,5,train,17.9,40.45743934390869,22.55743934390869,-93.13163369439242,1.0
2011-07-29,10,1,train,19.0,29.099442184688556,10.099442184688556,-61.19921621342725,1.0
2011-07-29,5,10,train,20.7,80.51733536666823,59.81733536666823,-143.6170957673971,1.0
2011-07-29,5,5,train,22.0,100.87339322304287,78.87339322304287,-179.9706535273923,1.0
2011-07-29,5,1,train,27.2,60.67670374504021,33.47670374504021,-108.17140545311216,1.0
2011-07-29,1,10,train,27.9,192.56404296980992,164.6640429698099,-153.64387685139093,1.0
2011-07-29,1,5,train,34.4,191.4326885968788,157.03268859687878,-152.74118666443235,1.0
2011-07-29,1,1,train,53.8,29.33280883232943,-24.467191167670567,-12.03877557933906,1.0
2011-08-31,10,10,train,19.8,21.813651552715456,2.013651552715455,-15.105599245607628,1.0
2011-08-31,10,5,train,18.7,35.70896691370754,17.008966913707543,-79.1675365956324,1.0
2011-08-31,10,1,train,20.1,24.890734671568683,4.790734671568682,-46.22432061098026,1.0
2011-08-31,5,10,train,22.199999999999996,71.0086397340209,48.80863973402091,-126.58203383367372,1.0
2011-08-31,5,5,train,23.6,91.268593287546,67.668593287546,-162.83449833164977,1.0
2011-08-31,5,1,train,29.2,50.12808646595748,20.92808646595748,-89.1099712899265,1.0
2011-08-31,1,10,train,33.6,172.15039941765673,138.55039941765673,-137.3561458313949,1.0
2011-08-31,1,5,train,42.4,162.78469912040632,120.38469912040631,-129.88339816311196,1.0
2011-08-31,1,1,train,75.4,28.35064173989691,-47.04935826010309,10.271999925750006,1.0
2011-09-30,10,10,train,23.8,23.07829824832641,-0.7217017516735922,39.60913793572976,1.0
2011-09-30,10,5,train,22.3,22.30909401881712,0.009094018817119576,-20.516327206552692,1.0
2011-09-30,10,1,train,23.400000000000002,18.309511740311706,-5.090488259688296,9.30744848738388,1.0
2011-09-30,5,10,train,26.9,39.7481995105759,12.848199510575903,-68.4057300105071,1.0
2011-09-30,5,5,train,27.8,61.61153375864182,33.811533758641815,-109.6336475139058,1.0
2011-09-30,5,1,train,33.4,27.43442663379125,-5.965573366208748,-44.16573369567973,1.0
2011-09-30,1,10,train,40.0,123.24627658079757,83.24627658079757,-98.32545389651077,1.0
2011-09-30,1,5,train,43.1,130.34689785111135,87.24689785111136,-103.98979168513692,1.0
2011-09-30,1,1,train,69.4,29.051495359492126,-40.34850464050788,12.06946677018854,1.0
2011-10-31,10,5,train,22.0,22.772763116252555,0.7727631162525554,-25.039887154986083,1.0
2011-10-31,10,1,train,23.1,18.135081823855703,-4.964918176144298,6.199563657646592,1.0
2011-10-31,5,10,train,26.2,40.66728590156459,14.46728590156459,-70.32471211042957,1.0
2011-10-31,5,5,train,27.5,61.34956929534332,33.84956929534332,-109.1676581990433,1.0
2011-10-31,10,10,train,23.6,22.03047585801584,-1.5695241419841608,33.73141078832178,1.0
2011-10-31,1,10,train,37.3,118.80144252788395,81.50144252788395,-94.7742113740054,1.0
2011-10-31,1,5,train,43.79999999999999,120.00840240851953,76.20840240851953,-95.71656804952325,1.0
2011-10-31,1,1,train,73.9,32.6457261971039,-41.25427380289611,18.67009663394243,1.0
