as_of_date,ccy,z_1
2021-03-31,JPY,0.02166852
2021-04-30,JPY,0.019157164
2021-05-31,JPY,0.018423049
2021-06-30,JPY,0.014354579
2021-07-30,JPY,0.008947838
2021-08-31,JPY,0.01037999
2021-09-30,JPY,0.017589215
2021-10-29,JPY,0.01999968
2021-11-30,JPY,0.015155645
2021-12-31,JPY,0.01874261
2022-01-31,JPY,0.027332813
2022-02-28,JPY,0.03517073
2022-03-31,JPY,0.03753996
2022-04-29,JPY,0.046784073
2022-05-31,JPY,0.048295476
2022-06-30,JPY,0.060806893
2022-07-29,JPY,0.052957594
2022-08-31,JPY,0.058009025
2022-09-30,JPY,0.06943575
2022-10-31,JPY,0.07492106
2022-11-30,JPY,0.080163084
2022-12-30,JPY,0.10108797
2023-01-31,JPY,0.10209185
2023-02-28,JPY,0.09344608
2023-03-31,JPY,0.07705463
2023-04-28,JPY,0.06946166
2023-05-31,JPY,0.07244438
2023-06-30,JPY,0.06974825
2023-07-31,JPY,0.08809884
2023-08-31,JPY,0.0982752
2023-09-29,JPY,0.1112376
2023-10-31,JPY,0.13245608
2023-11-30,JPY,0.11134896
2023-12-29,JPY,0.10536911
2024-01-31,JPY,0.11275643
2024-02-29,JPY,0.11012524
2010-01-29,NOK,0.5718173
2010-02-26,NOK,0.5445318
2010-03-31,NOK,0.5521071
2010-04-30,NOK,0.5479859
2010-05-31,NOK,0.53855413
2010-06-30,NOK,0.5267472
2010-07-30,NOK,0.5221684
2010-08-31,NOK,0.4868465
2010-09-30,NOK,0.5166764
2010-10-29,NOK,0.5045091
2010-11-30,NOK,0.51274306
2010-12-31,NOK,0.5492693
2011-01-31,NOK,0.5635324
2011-02-28,NOK,0.5809597
2011-03-31,NOK,0.59580964
2011-04-29,NOK,0.586267
2011-05-31,NOK,0.5721922
2011-06-30,NOK,0.58353496
2011-07-29,NOK,0.5565085
2011-08-31,NOK,0.5169583
2011-10-31,NOK,0.48689586
2011-11-30,NOK,0.4740844
2011-12-30,NOK,0.44799608
2012-01-31,NOK,0.45221162
2012-02-29,NOK,0.46100992
2012-03-30,NOK,0.46049583
2012-04-30,NOK,0.45808178
2012-05-31,NOK,0.41864085
2012-06-29,NOK,0.42809284
2012-07-31,NOK,0.38950002
2012-08-31,NOK,0.3962757
2012-09-28,NOK,0.3907958
2012-10-31,NOK,0.39473477
2012-11-30,NOK,0.3866688
2012-12-31,NOK,0.38394538
2013-01-31,NOK,0.416344
2013-02-28,NOK,0.39744735
2013-03-29,NOK,0.382411
2013-04-30,NOK,0.35704717
2013-05-31,NOK,0.37605673
2013-06-28,NOK,0.38266408
2013-07-31,NOK,0.38729048
2013-08-30,NOK,0.40746582
2013-09-30,NOK,0.39283252
2013-10-31,NOK,0.38139164
2013-11-29,NOK,0.37029475
2013-12-31,NOK,0.38718444
2014-01-31,NOK,0.36395425
2014-02-28,NOK,0.37987372
2014-03-31,NOK,0.3784998
2014-04-30,NOK,0.37727222
2014-05-30,NOK,0.36824614
2014-06-30,NOK,0.344558
2014-07-31,NOK,0.32940972
2014-08-29,NOK,0.33466375
2014-09-30,NOK,0.3283453
2014-10-31,NOK,0.2988512
2014-11-28,NOK,0.283044
2014-12-31,NOK,0.24443789
2015-01-30,NOK,0.21140914
2015-02-27,NOK,0.23600832
2015-03-31,NOK,0.23492935
2015-04-30,NOK,0.26029512
2015-05-29,NOK,0.25393432
2015-06-30,NOK,0.27166218
2015-07-31,NOK,0.24636154
2015-08-31,NOK,0.22765914
2015-09-30,NOK,0.22302406
2015-10-30,NOK,0.21972656
2015-11-30,NOK,0.21064067
2015-12-31,NOK,0.21743566
2016-01-29,NOK,0.19755237
2016-02-29,NOK,0.1868701
2016-03-31,NOK,0.17444253
2016-04-29,NOK,0.206711
2016-05-31,NOK,0.20212968
2016-06-30,NOK,0.17506145
2016-07-29,NOK,0.17845161
2016-08-31,NOK,0.19104128
2016-09-30,NOK,0.20494589
2016-10-31,NOK,0.21413493
2016-11-30,NOK,0.2405979
2016-12-30,NOK,0.2423581
2017-01-31,NOK,0.247469
2017-02-28,NOK,0.2416344
2017-03-31,NOK,0.23032841
2017-04-28,NOK,0.23268503
2017-05-31,NOK,0.22141664
2017-06-30,NOK,0.23075749
2017-07-31,NOK,0.23607108
2017-08-31,NOK,0.22277784
2017-09-29,NOK,0.22930993
2017-10-31,NOK,0.22693238
2017-11-30,NOK,0.21829283
2017-12-29,NOK,0.23151329
2018-01-31,NOK,0.25251073
2018-02-28,NOK,0.27570143
2018-03-30,NOK,0.27358973
2018-04-30,NOK,0.27428037
2018-05-31,NOK,0.25766927
2018-06-29,NOK,0.26354182
2018-07-31,NOK,0.27677333
2018-08-31,NOK,0.26389182
2018-09-28,NOK,0.2802274
2018-10-31,NOK,0.28243336
2018-11-30,NOK,0.27123043
2018-12-31,NOK,0.26513368
2019-01-31,NOK,0.2664818
2019-02-28,NOK,0.2690131
2019-03-29,NOK,0.26490584
2019-04-30,NOK,0.28056404
2019-05-31,NOK,0.27318078
2019-06-28,NOK,0.26580632
2019-07-31,NOK,0.26349676
2019-08-30,NOK,0.23300648
2019-09-30,NOK,0.2550578
2019-10-31,NOK,0.27029103
2019-11-29,NOK,0.27416942
2019-12-31,NOK,0.28823873
2020-01-31,NOK,0.25078654
2020-02-28,NOK,0.22105636
2020-03-31,NOK,0.13547963
2020-04-30,NOK,0.112199396
2020-05-29,NOK,0.097726434
2020-06-30,NOK,0.10820982
2020-07-31,NOK,0.10091527
2020-08-31,NOK,0.12128571
2020-09-30,NOK,0.10577294
2020-10-30,NOK,0.11453147
2020-11-30,NOK,0.1250094
2020-12-31,NOK,0.1433726
2021-01-29,NOK,0.15395886
2021-02-26,NOK,0.1920821
2021-03-31,NOK,0.2002615
2021-04-30,NOK,0.19161782
2021-05-31,NOK,0.19609192
2021-06-30,NOK,0.19250962
2021-07-30,NOK,0.17663056
2021-08-31,NOK,0.1836108
2021-09-30,NOK,0.21914524
2021-10-29,NOK,0.23617467
2021-11-30,NOK,0.20953074
2021-12-31,NOK,0.23595117
2022-01-31,NOK,0.2789026
2022-02-28,NOK,0.29524136
2022-03-31,NOK,0.35164273
2022-04-29,NOK,0.369405
2022-05-31,NOK,0.3705927
2022-06-30,NOK,0.43485826
2022-07-29,NOK,0.41691625
2022-08-31,NOK,0.50975865
2022-09-30,NOK,0.48536074
2022-10-31,NOK,0.5088457
2022-11-30,NOK,0.48797196
2022-12-30,NOK,0.4672278
2023-01-31,NOK,0.4431872
2023-02-28,NOK,0.511269
2023-03-31,NOK,0.45970643
2023-04-28,NOK,0.487593
2023-05-31,NOK,0.5206393
2023-06-30,NOK,0.5904517
2023-07-31,NOK,0.61168927
2023-08-31,NOK,0.60414016
2023-09-29,NOK,0.61501724
2023-10-31,NOK,0.6181853
2023-11-30,NOK,0.5470186
2023-12-29,NOK,0.504024
2024-01-31,NOK,0.5324409
2024-02-29,NOK,0.57519245
2010-01-29,SEK,0.37634397
2010-02-26,SEK,0.36873707
2010-03-31,SEK,0.36445183
2010-04-30,SEK,0.3479563
2010-05-31,SEK,0.3368634
2010-06-30,SEK,0.3533997
2010-07-30,SEK,0.3661564
2010-08-31,SEK,0.31444532
2010-09-30,SEK,0.35869205
2010-10-29,SEK,0.3801343
2010-11-30,SEK,0.40463626
2010-12-31,SEK,0.4509077
2011-01-31,SEK,0.476794
2011-02-28,SEK,0.4886204
2011-03-31,SEK,0.49691743
2011-04-29,SEK,0.4967081
2011-05-31,SEK,0.47276685
2011-06-30,SEK,0.46227157
2011-07-29,SEK,0.42584622
2011-08-31,SEK,0.35769597
2011-09-30,SEK,0.31343588
2011-10-31,SEK,0.3382048
2011-11-30,SEK,0.29153538
2011-12-30,SEK,0.29749766
2012-01-31,SEK,0.29832488
2012-02-29,SEK,0.32830536
2012-03-30,SEK,0.34305027
2012-04-30,SEK,0.3226186
2012-05-31,SEK,0.2738822
2012-06-29,SEK,0.30397978
2012-07-31,SEK,0.29426566
2012-08-31,SEK,0.2817186
2012-09-28,SEK,0.25900847
2012-10-31,SEK,0.2577139
2012-11-30,SEK,0.25689438
2012-12-31,SEK,0.25089636
2013-01-31,SEK,0.28684342
2013-02-28,SEK,0.28816053
2013-03-29,SEK,0.2859844
2013-04-30,SEK,0.25755787
2013-05-31,SEK,0.2847276
2013-06-28,SEK,0.3150146
2013-07-31,SEK,0.30769455
2013-08-30,SEK,0.33544302
2013-09-30,SEK,0.32294577
2013-10-31,SEK,0.30785355
2013-11-29,SEK,0.29589972
2013-12-31,SEK,0.31004664
2014-01-31,SEK,0.28811133
2014-02-28,SEK,0.28374267
2014-03-31,SEK,0.27247667
2014-04-30,SEK,0.2565779
2014-05-30,SEK,0.24470076
2014-06-30,SEK,0.23373161
2014-07-31,SEK,0.2133525
2014-08-29,SEK,0.18826431
2014-09-30,SEK,0.19675523
2014-10-31,SEK,0.16547227
2014-11-28,SEK,0.15678494
2014-12-31,SEK,0.14472228
2015-01-30,SEK,0.109410614
2015-02-27,SEK,0.12324226
2015-03-31,SEK,0.09077884
2015-04-30,SEK,0.096013576
2015-05-29,SEK,0.11407782
2015-06-30,SEK,0.14577332
2015-07-31,SEK,0.12398785
2015-08-31,SEK,0.11772498
2015-09-30,SEK,0.12720463
2015-10-30,SEK,0.12714294
2015-11-30,SEK,0.12663522
2015-12-31,SEK,0.15177602
2016-01-29,SEK,0.11503956
2016-02-29,SEK,0.09276356
2016-03-31,SEK,0.10463889
2016-04-29,SEK,0.11331712
2016-05-31,SEK,0.10200449
2016-06-30,SEK,0.06588049
2016-07-29,SEK,0.058029227
2016-08-31,SEK,0.056166366
2016-09-30,SEK,0.0619229
2016-10-31,SEK,0.07085647
2016-11-30,SEK,0.09205715
2016-12-30,SEK,0.10262735
2017-01-31,SEK,0.11908429
2017-02-28,SEK,0.10284977
2017-03-31,SEK,0.104828455
2017-04-28,SEK,0.101713076
2017-05-31,SEK,0.09449204
2017-06-30,SEK,0.11490294
2017-07-31,SEK,0.11817609
2017-08-31,SEK,0.10748589
2017-09-29,SEK,0.11764868
2017-10-31,SEK,0.10715744
2017-11-30,SEK,0.1044355
2017-12-29,SEK,0.115785815
2018-01-31,SEK,0.12632078
2018-02-28,SEK,0.116741
2018-03-30,SEK,0.1090972
2018-04-30,SEK,0.110109195
2018-05-31,SEK,0.1048409
2018-06-29,SEK,0.10439819
2018-07-31,SEK,0.11383687
2018-08-31,SEK,0.10747813
2018-09-28,SEK,0.120070934
2018-10-31,SEK,0.120821565
2018-11-30,SEK,0.11141165
2018-12-31,SEK,0.11640856
2019-01-31,SEK,0.10785362
2019-02-28,SEK,0.11215794
2019-03-29,SEK,0.09875536
2019-04-30,SEK,0.095997006
2019-05-31,SEK,0.08408677
2019-06-28,SEK,0.066211075
2019-07-31,SEK,0.049677007
2019-08-30,SEK,0.023147061
2019-09-30,SEK,0.036112897
2019-10-31,SEK,0.06184782
2019-11-29,SEK,0.075590566
2019-12-31,SEK,0.0843706
2020-01-31,SEK,0.063488096
2020-02-28,SEK,0.040549714
2020-03-31,SEK,0.051796008
2020-04-30,SEK,0.045200087
2020-05-29,SEK,0.04880636
2020-06-30,SEK,0.038419906
2020-07-31,SEK,0.03993106
2020-08-31,SEK,0.047258638
2020-09-30,SEK,0.036468633
2020-10-30,SEK,0.035181228
2020-11-30,SEK,0.0418982
2020-12-31,SEK,0.04524362
2021-01-29,SEK,0.049405925
2021-02-26,SEK,0.08402867
2021-03-31,SEK,0.0821497
2021-04-30,SEK,0.085411735
2021-05-31,SEK,0.09018537
2021-06-30,SEK,0.08295931
2021-07-30,SEK,0.0649136
2021-08-31,SEK,0.06955939
2021-09-30,SEK,0.09297412
2021-10-29,SEK,0.109056726
2021-11-30,SEK,0.08695806
2021-12-31,SEK,0.1034369
2022-01-31,SEK,0.11936134
2022-02-28,SEK,0.14443146
2022-03-31,SEK,0.22450544
2022-04-29,SEK,0.2888877
2022-05-31,SEK,0.31777918
2022-06-30,SEK,0.3641792
2022-07-29,SEK,0.32802683
2022-08-31,SEK,0.4021814
2022-09-30,SEK,0.43462646
2022-10-31,SEK,0.42599946
2022-11-30,SEK,0.40013322
2022-12-30,SEK,0.45155448
2023-01-31,SEK,0.40318945
2023-02-28,SEK,0.4931236
2023-03-31,SEK,0.44081685
2023-04-28,SEK,0.4398568
2023-05-31,SEK,0.45559257
2023-06-30,SEK,0.48891693
2023-07-31,SEK,0.47989613
2023-08-31,SEK,0.49306452
2023-09-29,SEK,0.51856863
2023-10-31,SEK,0.506449
2023-11-30,SEK,0.4505583
2023-12-29,SEK,0.37435874
2024-01-31,SEK,0.39633474
2024-02-29,SEK,0.4387675
2011-05-31,GBP,0.37834263
2011-06-30,GBP,0.3846831
2011-07-29,GBP,0.3538592
2011-08-31,GBP,0.34101862
2011-09-30,GBP,0.3129636
2011-10-31,GBP,0.31908584
2011-11-30,GBP,0.308346
2011-12-30,GBP,0.29308885
2012-01-31,GBP,0.2843426
2012-02-29,GBP,0.2983421
2012-03-30,GBP,0.30487728
2012-04-30,GBP,0.3118685
2012-05-31,GBP,0.2739314
2012-06-29,GBP,0.26534167
2012-07-31,GBP,0.2441315
2012-08-31,GBP,0.24178492
2012-09-28,GBP,0.24202695
2012-10-31,GBP,0.2429336
2012-11-30,GBP,0.23987943
2012-12-31,GBP,0.24204089
2013-01-31,GBP,0.25960183
2013-02-28,GBP,0.24524027
2013-03-29,GBP,0.23785329
2013-04-30,GBP,0.23046783
2013-05-31,GBP,0.25337836
2013-06-28,GBP,0.27906287
2013-07-31,GBP,0.271021
2013-08-30,GBP,0.28645542
2013-09-30,GBP,0.28490925
2013-10-31,GBP,0.27706552
2013-11-29,GBP,0.28604057
2013-12-31,GBP,0.30817914
2014-01-31,GBP,0.2910053
2014-02-28,GBP,0.29432544
2014-03-31,GBP,0.29821888
2014-04-30,GBP,0.29686433
2014-05-30,GBP,0.2928851
2014-06-30,GBP,0.31259707
2014-07-31,GBP,0.30448213
2014-08-29,GBP,0.27400583
2014-09-30,GBP,0.28252447
2014-10-31,GBP,0.2630733
2014-11-28,GBP,0.229467
2014-12-31,GBP,0.21541873
2015-01-30,GBP,0.1757994
2015-02-27,GBP,0.21691766
2015-03-31,GBP,0.19471464
2015-04-30,GBP,0.21838635
2015-05-29,GBP,0.21696745
2015-06-30,GBP,0.23991673
2015-07-31,GBP,0.2307618
2015-08-31,GBP,0.22701271
2015-09-30,GBP,0.2092269
2015-10-30,GBP,0.21877833
2015-11-30,GBP,0.20825592
2015-12-31,GBP,0.22952607
2016-01-29,GBP,0.18350245
2016-02-29,GBP,0.15985644
2016-03-31,GBP,0.17569464
2016-04-29,GBP,0.18859741
2016-05-31,GBP,0.18014562
2016-06-30,GBP,0.12385798
2016-07-29,GBP,0.108823135
2016-08-31,GBP,0.09475477
2016-09-30,GBP,0.1049762
2016-10-31,GBP,0.14450389
2016-11-30,GBP,0.15983751
2016-12-30,GBP,0.14590347
2017-01-31,GBP,0.1672579
2017-02-28,GBP,0.14046964
2017-03-31,GBP,0.1449854
2017-04-28,GBP,0.13937125
2017-05-31,GBP,0.13596109
2017-06-30,GBP,0.16182798
2017-07-31,GBP,0.15367457
2017-08-31,GBP,0.13707358
2017-09-29,GBP,0.17216828
2017-10-31,GBP,0.16991149
2017-11-30,GBP,0.1709986
2017-12-29,GBP,0.15606803
2018-01-31,GBP,0.18717048
2018-02-28,GBP,0.19021356
2018-03-30,GBP,0.18590584
2018-04-30,GBP,0.19028896
2018-05-31,GBP,0.17660007
2018-06-29,GBP,0.185426
2018-07-31,GBP,0.19700012
2018-08-31,GBP,0.19273269
2018-09-28,GBP,0.20366865
2018-10-31,GBP,0.19936645
2018-11-30,GBP,0.20375408
2018-12-31,GBP,0.18860725
2019-01-31,GBP,0.18434145
2019-02-28,GBP,0.1923665
2019-03-29,GBP,0.16046172
2019-04-30,GBP,0.17785835
2019-05-31,GBP,0.15025699
2019-06-28,GBP,0.14377275
2019-07-31,GBP,0.12055229
2019-08-30,GBP,0.09393884
2019-09-30,GBP,0.09671883
2019-10-31,GBP,0.118018836
2019-11-29,GBP,0.1262404
2019-12-31,GBP,0.1354336
2020-01-31,GBP,0.1059518
2020-02-28,GBP,0.091189936
2020-03-31,GBP,0.080870874
2020-04-30,GBP,0.06593841
2020-05-29,GBP,0.050882466
2020-06-30,GBP,0.045869246
2020-07-31,GBP,0.037692487
2020-08-31,GBP,0.05331544
2020-09-30,GBP,0.04545541
2020-10-30,GBP,0.048318837
2020-11-30,GBP,0.05303541
2020-12-31,GBP,0.042732805
2021-01-29,GBP,0.05818306
2021-02-26,GBP,0.1015601
2021-03-31,GBP,0.107783064
2021-04-30,GBP,0.108519375
2021-05-31,GBP,0.1057868
2021-06-30,GBP,0.10175711
2021-07-30,GBP,0.093919784
2021-08-31,GBP,0.10241276
2021-09-30,GBP,0.13868329
2021-10-29,GBP,0.16517273
2021-11-30,GBP,0.13872957
2010-01-29,USD,0.37143463
2010-02-26,USD,0.37072188
2010-03-31,USD,0.3862876
2010-04-30,USD,0.37215817
2010-05-31,USD,0.35673696
2010-06-30,USD,0.31607014
2010-07-30,USD,0.299101
2010-08-31,USD,0.2559858
2010-09-30,USD,0.26572478
2010-10-29,USD,0.27664995
2010-11-30,USD,0.30872256
2010-12-31,USD,0.3328024
2011-01-31,USD,0.34438723
2011-02-28,USD,0.3491202
2011-03-31,USD,0.3578536
2011-04-29,USD,0.33378318
2011-05-31,USD,0.31273603
2011-06-30,USD,0.3229316
2011-07-29,USD,0.29705238
2011-08-31,USD,0.25185654
2011-09-30,USD,0.22319895
2011-10-31,USD,0.23739654
2011-11-30,USD,0.23435032
2011-12-30,USD,0.2285254
2012-01-31,USD,0.21326274
2012-02-29,USD,0.2259055
2012-03-30,USD,0.24534154
2012-04-30,USD,0.22749421
2012-05-31,USD,0.20338464
2012-06-29,USD,0.20523238
2012-07-31,USD,0.18353596
2012-08-31,USD,0.19203958
2012-09-28,USD,0.19787158
2012-10-31,USD,0.19988841
2012-11-30,USD,0.1959905
2012-12-31,USD,0.21082297
2013-01-31,USD,0.22940426
2013-02-28,USD,0.22146717
2013-03-29,USD,0.2277973
2013-04-30,USD,0.21003646
2013-05-31,USD,0.24618223
2013-06-28,USD,0.26903424
2013-07-31,USD,0.27629423
2013-08-30,USD,0.2908396
2013-09-30,USD,0.27637857
2013-10-31,USD,0.26965776
2013-11-29,USD,0.27714178
2013-12-31,USD,0.298935
2014-01-31,USD,0.2736177
2014-02-28,USD,0.2709409
2014-03-31,USD,0.27580965
2014-04-30,USD,0.26778534
2014-05-30,USD,0.25655484
2014-06-30,USD,0.26263353
2014-07-31,USD,0.27096558
2014-08-29,USD,0.2535659
2014-09-30,USD,0.26824087
2014-10-31,USD,0.25125533
2014-11-28,USD,0.2377153
2014-12-31,USD,0.24069387
2015-01-30,USD,0.19056574
2015-02-27,USD,0.22596881
2015-03-31,USD,0.21529186
2015-04-30,USD,0.22520405
2015-05-29,USD,0.2352672
2015-06-30,USD,0.25856227
2015-07-31,USD,0.2429116
2015-08-31,USD,0.24412407
2015-09-30,USD,0.21906134
2015-10-30,USD,0.22726554
2015-11-30,USD,0.23673815
2015-12-31,USD,0.25647494
2016-01-29,USD,0.20961434
2016-02-29,USD,0.19561262
2016-03-31,USD,0.20029753
2016-04-29,USD,0.21072055
2016-05-31,USD,0.21499613
2016-06-30,USD,0.17153144
2016-07-29,USD,0.1770009
2016-08-31,USD,0.18852854
2016-09-30,USD,0.19057688
2016-10-31,USD,0.21286592
2016-11-30,USD,0.26213923
2016-12-30,USD,0.27897447
2017-01-31,USD,0.28494212
2017-02-28,USD,0.292265
2017-03-31,USD,0.29409873
2017-04-28,USD,0.2823887
2017-05-31,USD,0.2715379
2017-06-30,USD,0.28713363
2017-07-31,USD,0.28639758
2017-08-31,USD,0.26974216
2017-09-29,USD,0.29539934
2017-10-31,USD,0.3048715
2017-11-30,USD,0.31699142
2017-12-29,USD,0.32114375
2018-01-31,USD,0.3590694
2018-02-28,USD,0.3831828
2018-03-30,USD,0.3788254
2018-04-30,USD,0.40392256
2018-05-31,USD,0.39527494
2018-06-29,USD,0.40182388
2018-07-31,USD,0.4146823
2018-08-31,USD,0.4052958
2018-09-28,USD,0.42903453
2018-10-31,USD,0.4443112
2018-11-30,USD,0.4272111
2018-12-31,USD,0.3863294
2019-01-31,USD,0.37947446
2019-02-28,USD,0.38543314
2019-03-29,USD,0.34848684
2019-04-30,USD,0.35543168
2019-05-31,USD,0.30035603
2019-06-28,USD,0.28145263
2019-07-31,USD,0.28553843
2019-08-30,USD,0.21550271
2019-09-30,USD,0.23492143
2019-10-31,USD,0.23369098
2019-11-29,USD,0.24457875
2019-12-31,USD,0.2645575
2020-01-31,USD,0.21312843
2020-02-28,USD,0.1601534
2020-03-31,USD,0.09634469
2020-04-30,USD,0.07995677
2020-05-29,USD,0.08124758
2020-06-30,USD,0.07873917
2020-07-31,USD,0.06535132
2020-08-31,USD,0.08888599
2020-09-30,USD,0.089532
2020-10-30,USD,0.10416231
2020-11-30,USD,0.09982284
2020-12-31,USD,0.10672824
2021-01-29,USD,0.11957972
2021-02-26,USD,0.14483166
2021-03-31,USD,0.17048623
2021-04-30,USD,0.15888971
2021-05-31,USD,0.1519298
2021-06-30,USD,0.14292447
2021-07-30,USD,0.12879562
2021-08-31,USD,0.13338298
2021-09-30,USD,0.14839697
2021-10-29,USD,0.16679502
2021-11-30,USD,0.16940874
2021-12-31,USD,0.18467012
2022-01-31,USD,0.22706309
2022-02-28,USD,0.24866837
2022-03-31,USD,0.34042534
2022-04-29,USD,0.41810334
2022-05-31,USD,0.4108164
2022-06-30,USD,0.4514631
2022-07-29,USD,0.4252446
2022-08-31,USD,0.49837163
2022-09-30,USD,0.57757676
2022-10-31,USD,0.6231275
2022-11-30,USD,0.57777715
2022-12-30,USD,0.59779274
2023-01-31,USD,0.5626558
2023-02-28,USD,0.6321955
2023-03-31,USD,0.5533273
2023-04-28,USD,0.5513383
2023-05-31,USD,0.58758974
2023-06-30,USD,0.6247956
