variant,seed,epoch,train_mse,train_rmse,val_avg_rmse_bps,val_n_good,val_n_bad,epoch_time_sec,cumulative_time_sec,mean_grad_norm,nan_batches,failed_batches,ode_failures,lr,best_val_so_far_bps
baseline,0,0,0.0,0.0,,0,216,0.26616095897043124,0.26616216701222584,,0,30,30,0.001,
baseline,0,1,0.0,0.0,,0,216,0.039336874964646995,0.33457195898517966,,0,30,30,0.001,
baseline,0,2,0.0,0.0,,0,216,0.03705570800229907,0.37370449997251853,,0,30,30,0.001,
baseline,0,3,0.0,0.0,,0,216,0.0378248329507187,0.4132748749689199,,0,30,30,0.001,
baseline,0,4,0.0,0.0,,0,216,0.0365312080248259,0.45151824998902157,,0,30,30,0.001,
baseline,0,5,0.0,0.0,,0,216,0.036800583999138325,0.48997975001111627,,0,30,30,0.001,
baseline,0,6,0.0,0.0,,0,216,0.0366596250096336,0.5282939589815214,,0,30,30,0.001,
baseline,0,7,0.0,0.0,,0,216,0.03765587497036904,0.5680122919729911,,0,30,30,0.001,
baseline,0,8,0.0,0.0,,0,216,0.0371633330360055,0.6072272500023246,,0,30,30,0.001,
baseline,0,9,0.0,0.0,,0,216,0.03723995800828561,0.646604124980513,,0,30,30,0.001,
baseline,0,10,0.0,0.0,,0,216,0.036748957994859666,0.6853508749627508,,0,30,30,0.001,
baseline,0,11,0.0,0.0,,0,216,0.03749095799867064,0.7248119169962592,,0,30,30,0.001,
baseline,0,12,0.0,0.0,,0,216,0.03752220899332315,0.7644554589642212,,0,30,30,0.001,
baseline,0,13,0.0,0.0,,0,216,0.03678416705224663,0.8032525000162423,,0,30,30,0.001,
baseline,0,14,0.0,0.0,,0,216,0.036825250019319355,0.842048334015999,,0,30,30,0.001,
baseline,0,15,0.0,0.0,,0,216,0.03684825001982972,0.8808915420086123,,0,30,30,0.001,
baseline,0,16,0.0,0.0,,0,216,0.03666479198727757,0.9195228749886155,,0,30,30,0.001,
baseline,0,17,0.0,0.0,,0,216,0.037313500011805445,0.9587657090160064,,0,30,30,0.001,
baseline,0,18,0.0,0.0,,0,216,0.03737187496153638,0.9982911249971949,,0,30,30,0.001,
baseline,0,19,0.0,0.0,,0,216,0.03739370801486075,1.0376962500158697,,0,30,30,0.001,
baseline,0,20,0.0,0.0,,0,216,0.03832841699477285,1.078252709005028,,0,30,30,0.001,
baseline,0,21,0.0,0.0,,0,216,0.03723262500716373,1.1175078339874744,,0,30,30,0.001,
baseline,0,22,0.0,0.0,,0,216,0.03654387500137091,1.156033249979373,,0,30,30,0.001,
baseline,0,23,0.0,0.0,,0,216,0.03682291699806228,1.194988333969377,,0,30,30,0.001,
baseline,0,24,0.0,0.0,,0,216,0.03768091695383191,1.234635624976363,,0,30,30,0.001,
baseline,0,25,0.0,0.0,,0,216,0.037816916999872774,1.2744175840052776,,0,30,30,0.001,
baseline,0,26,0.0,0.0,,0,216,0.03678270801901817,1.3130704590003006,,0,30,30,0.001,
baseline,0,27,0.0,0.0,,0,216,0.03644383302889764,1.351344958995469,,0,30,30,0.001,
baseline,0,28,0.0,0.0,,0,216,0.03638666600454599,1.38942241697805,,0,30,30,0.001,
baseline,0,29,0.0,0.0,,0,216,0.03652183403028175,1.427623166993726,,0,30,30,0.001,
baseline,0,30,0.0,0.0,,0,216,0.036155875015538186,1.4654137920006178,,0,30,30,0.001,
baseline,0,31,0.0,0.0,,0,216,0.03641208301996812,1.5035140839754604,,0,30,30,0.001,
baseline,0,32,0.0,0.0,,0,216,0.036804082978051156,1.5419250839622691,,0,30,30,0.001,
baseline,0,33,0.0,0.0,,0,216,0.03714112500892952,1.5809813339728862,,0,30,30,0.001,
baseline,0,34,0.0,0.0,,0,216,0.037179250037297606,1.6201547919772565,,0,30,30,0.001,
baseline,0,35,0.0,0.0,,0,216,0.03768779104575515,1.6600351249799132,,0,30,30,0.001,
baseline,0,36,0.0,0.0,,0,216,0.03720916697056964,1.6992232499760576,,0,30,30,0.001,
baseline,0,37,0.0,0.0,,0,216,0.03649391600629315,1.7376816669711843,,0,30,30,0.001,
baseline,0,38,0.0,0.0,,0,216,0.03731641604099423,1.777082042011898,,0,30,30,0.001,
baseline,0,39,0.0,0.0,,0,216,0.036519416025839746,1.8156133749871515,,0,30,30,0.001,
baseline,0,40,0.0,0.0,,0,216,0.03721266600769013,1.8548609169665724,,0,30,30,0.001,
baseline,0,41,0.0,0.0,,0,216,0.03685841697733849,1.8938004169613123,,0,30,30,0.001,
baseline,0,42,0.0,0.0,,0,216,0.03687150002224371,1.9326844589668326,,0,30,30,0.001,
baseline,0,43,0.0,0.0,,0,216,0.037200207996647805,1.9719000839977525,,0,30,30,0.001,
baseline,0,44,0.0,0.0,,0,216,0.03860270796576515,2.0125980000011623,,0,30,30,0.001,
baseline,0,45,0.0,0.0,,0,216,0.03820504096802324,2.052818625001237,,0,30,30,0.001,
baseline,0,46,0.0,0.0,,0,216,0.03927300003124401,2.0942717919824645,,0,30,30,0.001,
baseline,0,47,0.0,0.0,,0,216,0.03879962500650436,2.1352137089706957,,0,30,30,0.001,
baseline,0,48,0.0,0.0,,0,216,0.03818929201224819,2.1755119169829413,,0,30,30,0.001,
baseline,0,49,0.0,0.0,,0,216,0.03709229198284447,2.214715250011068,,0,30,30,0.001,
baseline,0,50,0.0,0.0,,0,216,0.03632379195187241,2.252974374976475,,0,30,30,0.001,
baseline,0,51,0.0,0.0,,0,216,0.03662408300442621,2.2914059999748133,,0,30,30,0.001,
baseline,0,52,0.0,0.0,,0,216,0.0373342499951832,2.330432042013854,,0,30,30,0.001,
baseline,0,53,0.0,0.0,,0,216,0.03731504100142047,2.3695161669747904,,0,30,30,0.001,
baseline,0,54,0.0,0.0,,0,216,0.03724745899671689,2.408456875011325,,0,30,30,0.001,
baseline,0,55,0.0,0.0,,0,216,0.0371722910203971,2.4473019170109183,,0,30,30,0.001,
baseline,0,56,0.0,0.0,,0,216,0.03568091703345999,2.4847528339596465,,0,30,30,0.001,
baseline,0,57,0.0,0.0,,0,216,0.03594162501394749,2.52241849998245,,0,30,30,0.001,
baseline,0,58,0.0,0.0,,0,216,0.03825441701337695,2.5626066249678843,,0,30,30,0.001,
baseline,0,59,0.0,0.0,,0,216,0.03809141699457541,2.602668833977077,,0,30,30,0.001,
baseline,0,60,0.0,0.0,,0,216,0.039175249985419214,2.644116125011351,,0,30,30,0.001,
baseline,0,61,0.0,0.0,,0,216,0.03741354099474847,2.6837117089889944,,0,30,30,0.001,
baseline,0,62,0.0,0.0,,0,216,0.03796416602563113,2.723689167003613,,0,30,30,0.001,
baseline,0,63,0.0,0.0,,0,216,0.03804316703462973,2.7636076670023613,,0,30,30,0.001,
baseline,0,64,0.0,0.0,,0,216,0.03805824997834861,2.8037107919808477,,0,30,30,0.001,
baseline,0,65,0.0,0.0,,0,216,0.0368152079754509,2.8425172499846667,,0,30,30,0.001,
baseline,0,66,0.0,0.0,,0,216,0.03726637503132224,2.881898333958816,,0,30,30,0.001,
baseline,0,67,0.0,0.0,,0,216,0.037118209002073854,2.920985833974555,,0,30,30,0.001,
baseline,0,68,0.0,0.0,,0,216,0.038582332956139,2.9616561249713413,,0,30,30,0.001,
baseline,0,69,0.0,0.0,,0,216,0.03695149999111891,3.000600499974098,,0,30,30,0.001,
baseline,0,70,0.0,0.0,,0,216,0.03789733303710818,3.040661834005732,,0,30,30,0.001,
