currency,as_of_date,option_maturity,swap_tenor,vol
EUR,,5.0,1.0,50.0
EUR,,5.0,1.0,34.9
EUR,,5.0,1.0,33.8
EUR,,5.0,1.0,34.4
EUR,,5.0,1.0,35.6
EUR,,5.0,1.0,33.8
EUR,,5.0,1.0,30.4
EUR,,5.0,1.0,33.4
EUR,,5.0,1.0,33.4
EUR,,5.0,1.0,29.2
EUR,,5.0,1.0,27.2
EUR,,5.0,1.0,24.0
EUR,,5.0,1.0,25.6
EUR,,5.0,1.0,23.3
EUR,,5.0,1.0,22.8
EUR,,5.0,1.0,24.1
EUR,,5.0,1.0,25.3
EUR,,5.0,1.0,23.1
EUR,,5.0,1.0,26.0
EUR,,5.0,1.0,26.9
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,,5.0,1.0,
EUR,2026-02-27,5.0,5.0,20.6
EUR,2026-01-30,5.0,5.0,19.7
EUR,2025-12-31,5.0,5.0,20.1
EUR,2025-11-28,5.0,5.0,20.4
EUR,2025-10-31,5.0,5.0,21.8
EUR,2025-09-30,5.0,5.0,22.2
EUR,2025-08-29,5.0,5.0,23.4
EUR,2025-07-31,5.0,5.0,23.9
EUR,2025-06-30,5.0,5.0,25.5
EUR,2025-05-30,5.0,5.0,26.4
EUR,2025-04-30,5.0,5.0,27.8
EUR,2025-03-31,5.0,5.0,27.3
EUR,2025-02-28,5.0,5.0,30.6
EUR,2025-01-31,5.0,5.0,30.3
EUR,2024-12-31,5.0,5.0,31.8
EUR,2024-11-29,5.0,5.0,33.9
EUR,2024-10-31,5.0,5.0,31.2
EUR,2024-09-30,5.0,5.0,31.1
EUR,2024-08-30,5.0,5.0,31.8
EUR,2024-07-31,5.0,5.0,32.3
EUR,2024-06-28,5.0,5.0,31.4
EUR,2024-05-31,5.0,5.0,31.0
EUR,2024-04-30,5.0,5.0,32.2
EUR,2024-03-29,5.0,5.0,34.7
EUR,2024-02-29,5.0,5.0,33.8
EUR,2024-01-31,5.0,5.0,34.1
EUR,2023-12-29,5.0,5.0,35.6
EUR,2023-11-30,5.0,5.0,32.2
EUR,2023-10-31,5.0,5.0,29.0
EUR,2023-09-29,5.0,5.0,28.9
EUR,2023-08-31,5.0,5.0,33.3
EUR,2023-07-31,5.0,5.0,32.0
EUR,2023-06-30,5.0,5.0,35.2
EUR,2023-05-31,5.0,5.0,34.7
EUR,2023-04-28,5.0,5.0,34.7
EUR,2023-03-31,5.0,5.0,33.9
EUR,2023-02-28,5.0,5.0,31.5
EUR,2023-01-31,5.0,5.0,32.8
EUR,2022-12-30,5.0,5.0,33.9
EUR,2022-11-30,5.0,5.0,42.6
EUR,2022-10-31,5.0,5.0,37.7
EUR,2022-09-30,5.0,5.0,39.2
EUR,2022-08-31,5.0,5.0,41.1
EUR,2022-07-29,5.0,5.0,47.4
EUR,2022-06-30,5.0,5.0,36.6
EUR,2022-05-31,5.0,5.0,40.1
EUR,2022-04-29,5.0,5.0,46.6
EUR,2022-03-31,5.0,5.0,69.4
EUR,2022-02-28,5.0,5.0,72.6
EUR,2017-01-31,5.0,5.0,133.5
EUR,2016-12-30,5.0,5.0,188.6
EUR,2016-11-30,5.0,5.0,218.6
EUR,2016-10-31,5.0,5.0,170.9
EUR,2016-09-30,5.0,5.0,208.3
EUR,2016-08-31,5.0,5.0,288.4
EUR,2016-07-29,5.0,5.0,282.8
EUR,2016-06-30,5.0,5.0,169.5
EUR,2016-05-31,5.0,5.0,300.6
EUR,2016-04-29,5.0,5.0,364.8
EUR,2016-03-31,5.0,5.0,115.0
EUR,2016-02-29,5.0,5.0,211.7
EUR,2016-01-29,5.0,5.0,235.7
EUR,2015-12-31,5.0,5.0,104.0
EUR,2015-11-30,5.0,5.0,68.6
EUR,2015-10-30,5.0,5.0,51.4
EUR,2015-09-30,5.0,5.0,54.2
EUR,2015-08-31,5.0,5.0,44.6
EUR,2015-07-31,5.0,5.0,49.2
EUR,2015-06-30,5.0,5.0,44.3
EUR,2015-05-29,5.0,5.0,42.7
EUR,2015-04-30,5.0,5.0,40.7
EUR,2015-03-31,5.0,5.0,38.9
EUR,2015-02-27,5.0,5.0,42.7
EUR,2015-01-30,5.0,5.0,40.3
EUR,2014-12-31,5.0,5.0,42.8
EUR,2014-11-28,5.0,5.0,41.2
EUR,2014-10-31,5.0,5.0,38.1
EUR,2014-09-30,5.0,5.0,40.4
EUR,2014-08-29,5.0,5.0,37.6
EUR,2014-07-31,5.0,5.0,37.8
EUR,2014-06-30,5.0,5.0,43.2
EUR,2014-05-30,5.0,5.0,44.5
EUR,2014-04-30,5.0,5.0,42.8
EUR,2014-03-31,5.0,5.0,41.9
EUR,2014-02-28,5.0,5.0,46.2
EUR,2014-01-31,5.0,5.0,40.2
EUR,2013-12-31,5.0,5.0,43.2
EUR,2013-11-29,5.0,5.0,48.2
EUR,2013-10-31,5.0,5.0,50.3
EUR,2013-09-30,5.0,5.0,53.0
EUR,2013-08-30,5.0,5.0,55.4
EUR,2013-07-31,5.0,5.0,47.3
EUR,2013-06-28,5.0,5.0,58.3
EUR,2013-05-31,5.0,5.0,54.7
EUR,2013-04-30,5.0,5.0,68.0
EUR,2013-03-29,5.0,5.0,110.0
EUR,2013-02-28,5.0,5.0,115.4
EUR,2013-01-31,5.0,5.0,119.2
EUR,2012-12-31,5.0,5.0,95.3
EUR,2012-11-30,5.0,5.0,66.7
EUR,2012-10-31,5.0,5.0,57.8
EUR,2012-09-28,5.0,5.0,70.2
EUR,2012-08-31,5.0,5.0,78.1
EUR,2012-07-31,5.0,5.0,58.5
EUR,2012-06-29,5.0,5.0,42.6
EUR,2012-05-31,5.0,5.0,48.0
EUR,2012-04-30,5.0,5.0,46.4
EUR,2012-03-30,5.0,5.0,46.6
EUR,2012-02-29,5.0,5.0,43.4
EUR,2012-01-31,5.0,5.0,46.0
EUR,2011-12-30,5.0,5.0,40.4
EUR,2011-11-30,5.0,5.0,52.9
EUR,2011-10-31,5.0,5.0,66.7
EUR,2011-09-30,5.0,5.0,82.6
EUR,2011-08-31,5.0,5.0,58.8
EUR,2011-07-29,5.0,5.0,60.9
EUR,2011-06-30,5.0,5.0,49.8
EUR,2011-05-31,5.0,5.0,43.5
EUR,2011-04-29,5.0,5.0,38.9
EUR,2011-03-31,5.0,5.0,37.2
EUR,2011-02-28,5.0,5.0,43.1
EUR,2011-01-31,5.0,5.0,34.9
EUR,2010-12-31,5.0,5.0,32.5
EUR,2010-11-30,5.0,5.0,30.3
EUR,2010-10-29,5.0,5.0,30.5
EUR,,5.0,5.0,30.3
EUR,,5.0,5.0,29.4
EUR,,5.0,5.0,29.0
EUR,,5.0,5.0,28.1
EUR,,5.0,5.0,28.9
EUR,,5.0,5.0,29.1
EUR,,5.0,5.0,28.6
EUR,,5.0,5.0,28.9
EUR,,5.0,5.0,28.9
EUR,,5.0,5.0,28.6
EUR,,5.0,5.0,30.6
EUR,,5.0,5.0,33.1
EUR,,5.0,5.0,31.2
EUR,,5.0,5.0,29.1
EUR,,5.0,5.0,28.1
EUR,,5.0,5.0,31.3
EUR,,5.0,5.0,30.3
EUR,,5.0,5.0,30.2
EUR,,5.0,5.0,32.0
EUR,,5.0,5.0,33.7
EUR,,5.0,5.0,34.5
EUR,,5.0,5.0,31.5
EUR,,5.0,5.0,40.2
EUR,,5.0,5.0,28.4
EUR,,5.0,5.0,27.5
EUR,,5.0,5.0,28.2
EUR,,5.0,5.0,28.8
EUR,,5.0,5.0,28.5
EUR,,5.0,5.0,26.0
EUR,,5.0,5.0,27.5
EUR,,5.0,5.0,27.8
EUR,,5.0,5.0,23.6
EUR,,5.0,5.0,22.0
EUR,,5.0,5.0,19.9
EUR,,5.0,5.0,21.0
EUR,,5.0,5.0,19.8
EUR,,5.0,5.0,19.3
EUR,,5.0,5.0,20.5
EUR,,5.0,5.0,20.7
EUR,,5.0,5.0,19.3
EUR,,5.0,5.0,22.1
EUR,,5.0,5.0,22.7
EUR,,5.0,5.0,
EUR,,5.0,5.0,
EUR,,5.0,5.0,
EUR,,5.0,5.0,
EUR,,5.0,5.0,
EUR,,5.0,5.0,
EUR,,5.0,5.0,
EUR,2026-02-27,51.0,0.0,19.3
EUR,2026-01-30,51.0,0.0,18.6
EUR,2025-12-31,51.0,0.0,18.7
EUR,2025-11-28,51.0,0.0,19.2
EUR,2025-10-31,51.0,0.0,20.9
EUR,2025-09-30,51.0,0.0,21.6
EUR,2025-08-29,51.0,0.0,22.5
EUR,2025-07-31,51.0,0.0,22.8
EUR,2025-06-30,51.0,0.0,24.0
EUR,2025-05-30,51.0,0.0,25.1
EUR,2025-04-30,51.0,0.0,26.4
EUR,2025-03-31,51.0,0.0,25.7
EUR,2025-02-28,51.0,0.0,28.9
EUR,2025-01-31,51.0,0.0,28.5
EUR,2024-12-31,51.0,0.0,30.4
EUR,2024-11-29,51.0,0.0,32.3
EUR,2024-10-31,51.0,0.0,29.8
EUR,2024-09-30,51.0,0.0,29.1
EUR,2024-08-30,51.0,0.0,29.8
EUR,2024-07-31,51.0,0.0,30.0
EUR,2024-06-28,51.0,0.0,29.7
EUR,2024-05-31,51.0,0.0,29.2
EUR,2024-04-30,51.0,0.0,30.8
EUR,2024-03-29,51.0,0.0,32.5
EUR,2024-02-29,51.0,0.0,32.0
EUR,2024-01-31,51.0,0.0,31.7
EUR,2023-12-29,51.0,0.0,33.5
EUR,2023-11-30,51.0,0.0,29.7
EUR,2023-10-31,51.0,0.0,27.0
EUR,2023-09-29,51.0,0.0,27.7
EUR,2023-08-31,51.0,0.0,30.4
EUR,2023-07-31,51.0,0.0,29.2
EUR,2023-06-30,51.0,0.0,32.5
EUR,2023-05-31,51.0,0.0,31.7
EUR,2023-04-28,51.0,0.0,31.1
EUR,2023-03-31,51.0,0.0,31.3
EUR,2023-02-28,51.0,0.0,29.5
EUR,2023-01-31,51.0,0.0,31.2
EUR,2022-12-30,51.0,0.0,33.0
EUR,2022-11-30,51.0,0.0,39.9
EUR,2022-10-31,51.0,0.0,35.3
EUR,2022-09-30,51.0,0.0,36.5
EUR,2022-08-31,51.0,0.0,36.2
EUR,2022-07-29,51.0,0.0,42.8
EUR,2022-06-30,51.0,0.0,32.5
EUR,2022-05-31,51.0,0.0,36.0
EUR,2022-04-29,51.0,0.0,41.4
EUR,2022-03-31,51.0,0.0,55.7
EUR,2022-02-28,51.0,0.0,61.9
EUR,2017-01-31,51.0,0.0,94.7
EUR,2016-12-30,51.0,0.0,102.1
EUR,2016-11-30,51.0,0.0,269.9
EUR,2016-10-31,51.0,0.0,318.9
EUR,2016-09-30,51.0,0.0,94.0
EUR,2016-08-31,51.0,0.0,243.2
EUR,2016-07-29,51.0,0.0,276.2
EUR,2016-06-30,51.0,0.0,100.3
EUR,2016-05-31,51.0,0.0,98.5
EUR,2016-04-29,51.0,0.0,91.8
EUR,2016-03-31,51.0,0.0,103.0
EUR,2016-02-29,51.0,0.0,136.0
EUR,2016-01-29,51.0,0.0,208.9
EUR,2015-12-31,51.0,0.0,246.7
EUR,2015-11-30,51.0,0.0,76.2
EUR,2015-10-30,51.0,0.0,116.2
EUR,2015-09-30,51.0,0.0,126.8
EUR,2015-08-31,51.0,0.0,195.6
EUR,2015-07-31,51.0,0.0,293.7
EUR,2015-06-30,51.0,0.0,90.0
EUR,2015-05-29,51.0,0.0,61.5
EUR,2015-04-30,51.0,0.0,47.3
EUR,2015-03-31,51.0,0.0,38.5
EUR,2015-02-27,51.0,0.0,40.3
EUR,2015-01-30,51.0,0.0,35.6
EUR,2014-12-31,51.0,0.0,38.6
EUR,2014-11-28,51.0,0.0,36.4
EUR,2014-10-31,51.0,0.0,35.1
EUR,2014-09-30,51.0,0.0,33.8
EUR,2014-08-29,51.0,0.0,32.7
EUR,2014-07-31,51.0,0.0,35.1
EUR,2014-06-30,51.0,0.0,33.5
EUR,2014-05-30,51.0,0.0,35.6
EUR,2014-04-30,51.0,0.0,34.5
EUR,2014-03-31,51.0,0.0,33.1
EUR,2014-02-28,51.0,0.0,34.9
EUR,2014-01-31,51.0,0.0,33.3
EUR,2013-12-31,51.0,0.0,33.3
EUR,2013-11-29,51.0,0.0,36.2
EUR,2013-10-31,51.0,0.0,37.3
EUR,2013-09-30,51.0,0.0,35.9
EUR,2013-08-30,51.0,0.0,35.6
EUR,2013-07-31,51.0,0.0,38.6
EUR,2013-06-28,51.0,0.0,35.0
EUR,2013-05-31,51.0,0.0,37.4
EUR,2013-04-30,51.0,0.0,40.0
EUR,2013-03-29,51.0,0.0,42.0
EUR,2013-02-28,51.0,0.0,44.1
EUR,2013-01-31,51.0,0.0,46.6
EUR,2012-12-31,51.0,0.0,41.7
EUR,2012-11-30,51.0,0.0,50.2
EUR,2012-10-31,51.0,0.0,48.3
EUR,2012-09-28,51.0,0.0,56.5
EUR,2012-08-31,51.0,0.0,77.2
EUR,2012-07-31,51.0,0.0,81.1
EUR,2012-06-29,51.0,0.0,82.7
EUR,2012-05-31,51.0,0.0,73.4
EUR,2012-04-30,51.0,0.0,54.1
EUR,2012-03-30,51.0,0.0,49.6
EUR,2012-02-29,51.0,0.0,58.5
EUR,2012-01-31,51.0,0.0,64.3
EUR,2011-12-30,51.0,0.0,50.4
EUR,2011-11-30,51.0,0.0,38.4
EUR,2011-10-31,51.0,0.0,42.4
EUR,2011-09-30,51.0,0.0,41.2
EUR,2011-08-31,51.0,0.0,41.3
EUR,2011-07-29,51.0,0.0,39.7
EUR,2011-06-30,51.0,0.0,41.7
EUR,2011-05-31,51.0,0.0,37.6
EUR,2011-04-29,51.0,0.0,50.5
EUR,2011-03-31,51.0,0.0,62.9
EUR,2011-02-28,51.0,0.0,82.3
EUR,2011-01-31,51.0,0.0,51.5
EUR,2010-12-31,51.0,0.0,53.2
EUR,2010-11-30,51.0,0.0,43.0
EUR,2010-10-29,51.0,0.0,35.8
EUR,,51.0,0.0,32.6
EUR,,51.0,0.0,31.2
EUR,,51.0,0.0,36.5
EUR,,51.0,0.0,29.8
EUR,,51.0,0.0,27.7
EUR,,51.0,0.0,26.6
EUR,,51.0,0.0,26.6
EUR,,51.0,0.0,26.3
EUR,,51.0,0.0,25.6
EUR,,51.0,0.0,26.0
EUR,,51.0,0.0,25.0
EUR,,51.0,0.0,25.5
EUR,,51.0,0.0,26.1
EUR,,51.0,0.0,25.8
EUR,,51.0,0.0,25.8
EUR,,51.0,0.0,26.3
EUR,,51.0,0.0,25.8
EUR,,51.0,0.0,27.2
EUR,,51.0,0.0,29.0
EUR,,51.0,0.0,27.7
EUR,,51.0,0.0,26.3
EUR,,51.0,0.0,25.7
EUR,,51.0,0.0,27.9
EUR,,51.0,0.0,27.5
EUR,,51.0,0.0,27.8
EUR,,51.0,0.0,29.3
EUR,,51.0,0.0,31.3
EUR,,51.0,0.0,32.8
EUR,,51.0,0.0,30.5
EUR,,51.0,0.0,37.9
EUR,,51.0,0.0,26.6
EUR,,51.0,0.0,25.7
EUR,,51.0,0.0,26.6
EUR,,51.0,0.0,27.6
EUR,,51.0,0.0,27.4
EUR,,51.0,0.0,25.1
EUR,,51.0,0.0,26.2
EUR,,51.0,0.0,26.9
EUR,,51.0,0.0,22.2
EUR,,51.0,0.0,20.7
EUR,,51.0,0.0,18.6
EUR,,51.0,0.0,20.0
EUR,,51.0,0.0,18.9
EUR,,51.0,0.0,18.7
EUR,,51.0,0.0,19.9
EUR,,51.0,0.0,19.4
EUR,,51.0,0.0,18.4
EUR,,51.0,0.0,21.4
EUR,,51.0,0.0,21.6
EUR,2026-02-27,10.0,1.0,20.0
EUR,2026-01-30,10.0,1.0,19.1
EUR,2025-12-31,10.0,1.0,19.5
EUR,2025-11-28,10.0,1.0,19.7
EUR,2025-10-31,10.0,1.0,20.7
EUR,2025-09-30,10.0,1.0,21.3
EUR,2025-08-29,10.0,1.0,22.2
EUR,2025-07-31,10.0,1.0,23.0
EUR,2025-06-30,10.0,1.0,23.7
EUR,2025-05-30,10.0,1.0,24.4
EUR,2025-04-30,10.0,1.0,26.0
EUR,2025-03-31,10.0,1.0,25.6
EUR,2025-02-28,10.0,1.0,28.6
EUR,2025-01-31,10.0,1.0,28.1
EUR,2024-12-31,10.0,1.0,30.1
EUR,2024-11-29,10.0,1.0,31.0
EUR,2024-10-31,10.0,1.0,29.9
EUR,2024-09-30,10.0,1.0,29.4
EUR,2024-08-30,10.0,1.0,30.3
EUR,2024-07-31,10.0,1.0,30.0
EUR,2024-06-28,10.0,1.0,29.3
EUR,2024-05-31,10.0,1.0,28.7
EUR,2024-04-30,10.0,1.0,29.4
EUR,2024-03-29,10.0,1.0,30.8
EUR,2024-02-29,10.0,1.0,30.4
EUR,2024-01-31,10.0,1.0,29.7
EUR,2023-12-29,10.0,1.0,31.5
EUR,2023-11-30,10.0,1.0,28.0
EUR,2023-10-31,10.0,1.0,24.7
EUR,2023-09-29,10.0,1.0,24.7
EUR,2023-08-31,10.0,1.0,27.9
EUR,2023-07-31,10.0,1.0,27.1
EUR,2023-06-30,10.0,1.0,30.3
EUR,2023-05-31,10.0,1.0,28.9
EUR,2023-04-28,10.0,1.0,29.3
EUR,2023-03-31,10.0,1.0,28.1
EUR,2023-02-28,10.0,1.0,26.9
EUR,2023-01-31,10.0,1.0,28.9
EUR,2022-12-30,10.0,1.0,30.6
EUR,2022-11-30,10.0,1.0,35.8
EUR,2022-10-31,10.0,1.0,31.6
EUR,2022-09-30,10.0,1.0,33.6
EUR,2022-08-31,10.0,1.0,34.1
EUR,2022-07-29,10.0,1.0,35.8
EUR,2022-06-30,10.0,1.0,29.6
EUR,2022-05-31,10.0,1.0,31.8
EUR,2022-04-29,10.0,1.0,36.1
EUR,2022-03-31,10.0,1.0,55.9
EUR,2022-02-28,10.0,1.0,62.7
EUR,2017-01-31,10.0,1.0,111.6
EUR,2016-12-30,10.0,1.0,110.6
EUR,2016-11-30,10.0,1.0,177.0
EUR,2016-10-31,10.0,1.0,178.5
EUR,2016-09-30,10.0,1.0,106.8
EUR,2016-08-31,10.0,1.0,194.9
EUR,2016-07-29,10.0,1.0,107.6
EUR,2016-06-30,10.0,1.0,103.8
EUR,2016-05-31,10.0,1.0,89.8
EUR,2016-04-29,10.0,1.0,105.5
EUR,2016-03-31,10.0,1.0,181.1
EUR,2016-02-29,10.0,1.0,181.3
EUR,2016-01-29,10.0,1.0,81.8
EUR,2015-12-31,10.0,1.0,173.7
EUR,2015-11-30,10.0,1.0,171.9
EUR,2015-10-30,10.0,1.0,229.6
EUR,2015-09-30,10.0,1.0,153.8
EUR,2015-08-31,10.0,1.0,115.2
EUR,2015-07-31,10.0,1.0,68.2
EUR,2015-06-30,10.0,1.0,52.3
EUR,2015-05-29,10.0,1.0,42.1
EUR,2015-04-30,10.0,1.0,42.0
EUR,2015-03-31,10.0,1.0,37.8
EUR,2015-02-27,10.0,1.0,40.8
EUR,2015-01-30,10.0,1.0,37.6
EUR,2014-12-31,10.0,1.0,36.9
EUR,2014-11-28,10.0,1.0,35.4
EUR,2014-10-31,10.0,1.0,35.0
EUR,2014-09-30,10.0,1.0,36.6
EUR,2014-08-29,10.0,1.0,35.8
EUR,2014-07-31,10.0,1.0,36.4
EUR,2014-06-30,10.0,1.0,35.3
EUR,2014-05-30,10.0,1.0,33.7
EUR,2014-04-30,10.0,1.0,35.3
EUR,2014-03-31,10.0,1.0,33.5
EUR,2014-02-28,10.0,1.0,34.1
EUR,2014-01-31,10.0,1.0,37.3
EUR,2013-12-31,10.0,1.0,37.2
EUR,2013-11-29,10.0,1.0,35.1
EUR,2013-10-31,10.0,1.0,34.2
EUR,2013-09-30,10.0,1.0,36.6
EUR,2013-08-30,10.0,1.0,33.4
EUR,2013-07-31,10.0,1.0,35.2
EUR,2013-06-28,10.0,1.0,37.6
EUR,2013-05-31,10.0,1.0,39.1
EUR,2013-04-30,10.0,1.0,41.0
EUR,2013-03-29,10.0,1.0,40.6
EUR,2013-02-28,10.0,1.0,36.9
EUR,2013-01-31,10.0,1.0,44.7
EUR,2012-12-31,10.0,1.0,44.0
EUR,2012-11-30,10.0,1.0,53.5
EUR,2012-10-31,10.0,1.0,71.5
EUR,2012-09-28,10.0,1.0,76.4
EUR,2012-08-31,10.0,1.0,75.7
EUR,2012-07-31,10.0,1.0,66.0
EUR,2012-06-29,10.0,1.0,48.6
EUR,2012-05-31,10.0,1.0,44.2
EUR,2012-04-30,10.0,1.0,53.0
EUR,2012-03-30,10.0,1.0,58.1
EUR,2012-02-29,10.0,1.0,44.6
EUR,2012-01-31,10.0,1.0,34.4
EUR,2011-12-30,10.0,1.0,37.5
EUR,2011-11-30,10.0,1.0,39.5
EUR,2011-10-31,10.0,1.0,38.4
EUR,2011-09-30,10.0,1.0,37.1
EUR,2011-08-31,10.0,1.0,39.6
EUR,2011-07-29,10.0,1.0,35.0
EUR,2011-06-30,10.0,1.0,48.4
EUR,2011-05-31,10.0,1.0,66.3
EUR,2011-04-29,10.0,1.0,103.7
EUR,2011-03-31,10.0,1.0,54.0
EUR,2011-02-28,10.0,1.0,55.9
EUR,2011-01-31,10.0,1.0,42.3
EUR,2010-12-31,10.0,1.0,35.7
EUR,2010-11-30,10.0,1.0,32.3
EUR,2010-10-29,10.0,1.0,31.4
EUR,,10.0,1.0,36.3
EUR,,10.0,1.0,29.1
EUR,,10.0,1.0,26.6
EUR,,10.0,1.0,25.3
EUR,,10.0,1.0,25.3
EUR,,10.0,1.0,24.3
EUR,,10.0,1.0,23.5
EUR,,10.0,1.0,24.0
EUR,,10.0,1.0,23.2
EUR,,10.0,1.0,23.5
EUR,,10.0,1.0,23.7
EUR,,10.0,1.0,23.9
EUR,,10.0,1.0,23.6
EUR,,10.0,1.0,24.1
EUR,,10.0,1.0,24.1
EUR,,10.0,1.0,23.6
EUR,,10.0,1.0,25.8
EUR,,10.0,1.0,24.8
EUR,,10.0,1.0,23.5
EUR,,10.0,1.0,23.1
EUR,,10.0,1.0,24.2
EUR,,10.0,1.0,23.7
EUR,,10.0,1.0,23.7
EUR,,10.0,1.0,25.1
EUR,,10.0,1.0,27.0
EUR,,10.0,1.0,26.8
EUR,,10.0,1.0,25.3
EUR,,10.0,1.0,35.1
EUR,,10.0,1.0,24.2
EUR,,10.0,1.0,23.5
EUR,,10.0,1.0,24.2
EUR,,10.0,1.0,24.5
EUR,,10.0,1.0,24.0
EUR,,10.0,1.0,22.4
EUR,,10.0,1.0,23.1
EUR,,10.0,1.0,23.4
EUR,,10.0,1.0,20.1
EUR,,10.0,1.0,19.0
EUR,,10.0,1.0,16.7
EUR,,10.0,1.0,18.3
EUR,,10.0,1.0,17.1
EUR,,10.0,1.0,16.9
EUR,,10.0,1.0,17.6
EUR,,10.0,1.0,18.2
EUR,,10.0,1.0,17.0
EUR,,10.0,1.0,19.5
EUR,,10.0,1.0,18.6
EUR,,10.0,1.0,
EUR,,10.0,1.0,
EUR,2026-02-27,10.0,5.0,19.0
EUR,2026-01-30,10.0,5.0,18.3
EUR,2025-12-31,10.0,5.0,18.4
EUR,2025-11-28,10.0,5.0,18.9
EUR,2025-10-31,10.0,5.0,20.3
EUR,2025-09-30,10.0,5.0,20.9
EUR,2025-08-29,10.0,5.0,21.6
EUR,2025-07-31,10.0,5.0,22.4
EUR,2025-06-30,10.0,5.0,23.3
EUR,2025-05-30,10.0,5.0,24.2
EUR,2025-04-30,10.0,5.0,25.7
EUR,2025-03-31,10.0,5.0,25.1
EUR,2025-02-28,10.0,5.0,28.5
EUR,2025-01-31,10.0,5.0,28.0
EUR,2024-12-31,10.0,5.0,29.9
EUR,2024-11-29,10.0,5.0,30.8
EUR,2024-10-31,10.0,5.0,29.2
EUR,2024-09-30,10.0,5.0,28.2
EUR,2024-08-30,10.0,5.0,29.0
EUR,2024-07-31,10.0,5.0,28.4
EUR,2024-06-28,10.0,5.0,28.0
EUR,2024-05-31,10.0,5.0,27.7
EUR,2024-04-30,10.0,5.0,28.7
EUR,2024-03-29,10.0,5.0,30.1
EUR,2024-02-29,10.0,5.0,29.6
EUR,2024-01-31,10.0,5.0,28.9
EUR,2023-12-29,10.0,5.0,30.7
EUR,2023-11-30,10.0,5.0,27.1
EUR,2023-10-31,10.0,5.0,24.1
EUR,2023-09-29,10.0,5.0,24.0
EUR,2023-08-31,10.0,5.0,26.9
EUR,2023-07-31,10.0,5.0,26.1
EUR,2023-06-30,10.0,5.0,30.0
EUR,2023-05-31,10.0,5.0,28.3
EUR,2023-04-28,10.0,5.0,28.3
EUR,2023-03-31,10.0,5.0,27.9
EUR,2023-02-28,10.0,5.0,26.8
EUR,2023-01-31,10.0,5.0,29.4
EUR,2022-12-30,10.0,5.0,31.4
EUR,2022-11-30,10.0,5.0,36.5
EUR,2022-10-31,10.0,5.0,31.4
EUR,2022-09-30,10.0,5.0,34.3
EUR,2022-08-31,10.0,5.0,34.1
EUR,2022-07-29,10.0,5.0,38.0
EUR,2022-06-30,10.0,5.0,29.0
EUR,2022-05-31,10.0,5.0,32.0
EUR,2022-04-29,10.0,5.0,37.1
EUR,2022-03-31,10.0,5.0,55.1
EUR,2022-02-28,10.0,5.0,62.4
EUR,2017-01-31,10.0,5.0,101.2
EUR,2016-12-30,10.0,5.0,99.1
EUR,2016-11-30,10.0,5.0,194.9
EUR,2016-10-31,10.0,5.0,208.0
EUR,2016-09-30,10.0,5.0,83.0
EUR,2016-08-31,10.0,5.0,173.4
EUR,2016-07-29,10.0,5.0,205.8
EUR,2016-06-30,10.0,5.0,81.8
EUR,2016-05-31,10.0,5.0,78.3
EUR,2016-04-29,10.0,5.0,73.2
EUR,2016-03-31,10.0,5.0,78.8
EUR,2016-02-29,10.0,5.0,110.7
EUR,2016-01-29,10.0,5.0,188.7
EUR,2015-12-31,10.0,5.0,175.5
EUR,2015-11-30,10.0,5.0,63.9
EUR,2015-10-30,10.0,5.0,95.7
EUR,2015-09-30,10.0,5.0,101.0
EUR,2015-08-31,10.0,5.0,176.3
EUR,2015-07-31,10.0,5.0,226.5
EUR,2015-06-30,10.0,5.0,69.0
EUR,2015-05-29,10.0,5.0,52.3
EUR,2015-04-30,10.0,5.0,42.2
EUR,2015-03-31,10.0,5.0,35.9
EUR,2015-02-27,10.0,5.0,36.5
EUR,2015-01-30,10.0,5.0,33.3
EUR,2014-12-31,10.0,5.0,36.0
EUR,2014-11-28,10.0,5.0,34.2
EUR,2014-10-31,10.0,5.0,33.2
EUR,2014-09-30,10.0,5.0,31.8
EUR,2014-08-29,10.0,5.0,31.4
EUR,2014-07-31,10.0,5.0,32.6
EUR,2014-06-30,10.0,5.0,32.0
EUR,2014-05-30,10.0,5.0,32.8
EUR,2014-04-30,10.0,5.0,32.0
EUR,2014-03-31,10.0,5.0,30.7
EUR,2014-02-28,10.0,5.0,32.1
EUR,2014-01-31,10.0,5.0,30.9
EUR,2013-12-31,10.0,5.0,31.6
EUR,2013-11-29,10.0,5.0,33.3
EUR,2013-10-31,10.0,5.0,33.7
EUR,2013-09-30,10.0,5.0,31.9
EUR,2013-08-30,10.0,5.0,31.6
EUR,2013-07-31,10.0,5.0,33.6
EUR,2013-06-28,10.0,5.0,31.1
EUR,2013-05-31,10.0,5.0,33.2
EUR,2013-04-30,10.0,5.0,34.8
EUR,2013-03-29,10.0,5.0,36.2
EUR,2013-02-28,10.0,5.0,37.9
