expiry,tenor,forward_swap_0,annuity_0,strike,payer_price,receiver_price,mc_price,mc_stderr,mc_std,forward_bias,implied_vol,implied_vol_bps,valid_paths,total_paths,mean_annuity_expiry,mean_swap_rate_expiry,mean_discount_to_expiry,success,structure,date,pricing_date
5,10,0.02574472355059309,7.795690982943689,0.02574472355059309,0.22308261281754302,0.1703094731437615,0.19669604298065224,0.003987152038204438,,0.006769526882125611,0.02828433286077955,282.8433286077955,5076,10000,8.001874015479148,0.06241862710912953,0.8007185194388508,True,5x10,2023-12-29,2023-12-29
10,1,0.02710707289880501,0.7685644553490769,0.02710707289880501,0.028431844059813506,0.011676373188827593,0.020054108624320548,0.0005177921615182613,,0.021800996330718532,0.02068297475553329,206.8297475553329,4740,10000,0.9339285109300286,0.0751555892407536,0.6388908731566773,True,10x1,2023-12-29,2023-12-29
10,5,0.027386136548778445,3.6424973458863548,0.027386136548778445,0.11187731244865724,0.07270200121623589,0.09228965683244657,0.0026174421553957126,,0.010755069259463948,0.020083699806881815,200.83699806881816,4740,10000,4.200427090791374,0.07120754018958543,0.6388908731566773,True,10x5,2023-12-29,2023-12-29
10,10,0.026591821541741088,6.836867169255135,0.026591821541741088,0.19251283911869177,0.13330644351076532,0.16290964131472854,0.004444438984000928,,0.008659872152288266,0.018887721890206374,188.87721890206373,4740,10000,7.447587137902456,0.07470627371550115,0.6388908731566773,True,10x10,2023-12-29,2023-12-29
1,1,0.030092680818426795,0.9357910440943,0.030092680818426795,0.019414963693702124,0.030097088821687986,0.024756026257695053,0.0006618702358230354,,-0.011415075187350713,0.06631197827406507,663.1197827406507,5676,10000,0.980137579482335,0.02709247239680313,0.9684197012742611,True,1x1,2023-11-30,2023-11-30
1,5,0.02650838297211555,4.453225913961093,0.02650838297211555,0.09027996571903002,0.18864869501087564,0.13946433036495282,0.0036414072186762604,,-0.022089319336675593,0.07850157179300105,785.0157179300105,5676,10000,4.866772733528767,0.0248425484230977,0.9684197012742611,True,1x5,2023-11-30,2023-11-30
1,10,0.02811999719316219,8.333989772475315,0.02811999719316219,0.1781235835905666,0.3094351188341153,0.24377935121234096,0.00490662550214469,,-0.015756143075340887,0.07332192997623034,733.2192997623034,5676,10000,9.388358921698797,0.036544044930813556,0.9684197012742611,True,1x10,2023-11-30,2023-11-30
5,1,0.02681473222808305,0.8459036873083422,0.02681473222808305,0.03154825209798529,0.014272291657764984,0.022910271877875137,0.0003978882068138416,,0.020423082083011433,0.030360873127148552,303.6087312714855,5107,10000,0.9461097362319696,0.06148585302857875,0.7970106094048909,True,5x1,2023-11-30,2023-11-30
5,5,0.028994489133381148,3.997067809535441,0.028994489133381148,0.12221691874952371,0.09674717175065929,0.1094820452500915,0.0025587143464819977,,0.00637210780815466,0.03070480318177861,307.04803181778607,5107,10000,4.373446612407164,0.058160737065171345,0.7970106094048909,True,5x5,2023-11-30,2023-11-30
5,10,0.030147285959337498,7.428133819010713,0.030147285959337498,0.20756221522775328,0.17659597533986984,0.19207909528381156,0.0039668227236116,,0.0041687778710491185,0.028987136423527904,289.87136423527903,5107,10000,7.951870784718408,0.06318537975704697,0.7970106094048909,True,5x10,2023-11-30,2023-11-30
10,1,0.03165255080230515,0.7295997362871239,0.03165255080230515,0.02602063091653685,0.014686515066005148,0.020353572991271,0.0008751020142875387,,0.01553470387504542,0.02211291134797643,221.1291134797643,4761,10000,0.9359121425671423,0.0745350665575843,0.6358963666754721,True,10x1,2023-11-30,2023-11-30
10,5,0.03149025256832718,3.431066009475272,0.03149025256832718,0.10342681952510688,0.07694871612811653,0.0901877678266117,0.002560662278353779,,0.007717165255307856,0.02083571934496408,208.35719344964082,4761,10000,4.202803735431702,0.07154764262456059,0.6358963666754721,True,10x5,2023-11-30,2023-11-30
10,10,0.030048397973129998,6.392725253004741,0.030048397973129998,0.18010339207172066,0.1322132440746228,0.1561583180731717,0.00388362913461337,,0.0074913508874150814,0.019362838234812045,193.62838234812045,4761,10000,7.421513214924579,0.0749519482714903,0.6358963666754721,True,10x10,2023-11-30,2023-11-30
1,1,0.03341611750873544,0.9315538619828644,0.03341611750873544,0.017994007114032918,0.032227739221516054,0.025110873167774488,0.0008583483696731768,,-0.015279558905145691,0.06756842223705395,675.6842223705395,5737,10000,0.9805930531693028,0.027278826673635667,0.967076728956986,True,1x1,2023-10-31,2023-10-31
1,5,0.030788982839781865,4.3957220970694575,0.030788982839781865,0.08054666154831602,0.19100910888070854,0.13577788521451228,0.0033784842999681525,,-0.025129533872497466,0.07742634284710584,774.2634284710584,5737,10000,4.846939636910061,0.025466338645423126,0.967076728956986,True,1x5,2023-10-31,2023-10-31
1,10,0.032635262000669685,8.139918655638196,0.032635262000669685,0.16042257114934044,0.3249775254570244,0.24270004830318243,0.004886132648180661,,-0.020215798372100847,0.07473770059233709,747.3770059233709,5737,10000,9.338663175125026,0.03700475172665436,0.967076728956986,True,1x10,2023-10-31,2023-10-31
5,1,0.03148096267744107,0.8273429630854786,0.03148096267744107,0.02934364938232567,0.015530037507485646,0.02243684344490566,0.00040709173877735,,0.016696355068185724,0.030400526998716648,304.00526998716646,5131,10000,0.946019891695931,0.06185099864830536,0.7944853136442257,True,5x1,2023-10-31,2023-10-31
5,5,0.033764125624835904,3.8745051243445077,0.033764125624835904,0.11185751038422913,0.09995712896288331,0.10590731967355621,0.0025950000260950303,,0.003071458428735241,0.030641827922370208,306.4182792237021,5131,10000,4.3660266152044604,0.0589110167703395,0.7944853136442257,True,5x5,2023-10-31,2023-10-31
5,10,0.034920120239318356,7.122962529792257,0.034920120239318356,0.189683356979536,0.1879377290436326,0.1888105430115843,0.004380822793109525,,0.0002450704925938058,0.029714642768845733,297.1464276884573,5131,10000,7.929786408373104,0.06372823343880663,0.7944853136442257,True,5x10,2023-10-31,2023-10-31
10,1,0.03663354500756915,0.6970343973097086,0.03663354500756915,0.02397851130960702,0.0164689886201264,0.02022374996486671,0.0011409014576420553,,0.010773532437516088,0.022998388775382295,229.98388775382296,4773,10000,0.9364477672771284,0.07512381994555219,0.6323191939786225,True,10x1,2023-10-31,2023-10-31
10,5,0.03629889991794849,3.2484574054477497,0.03629889991794849,0.09442616850261895,0.08302714972290305,0.08872665911276101,0.0029449885102559876,,0.0035090559477859986,0.021650447963224496,216.50447963224497,4773,10000,4.19667662268007,0.07210023183146091,0.6323191939786225,True,10x5,2023-10-31,2023-10-31
10,10,0.03445708302996926,5.99470987494681,0.03445708302996926,0.1662866230870497,0.15330872868039588,0.1597976758837228,0.005146259653155273,,0.00216489115860156,0.02112964610917307,211.2964610917307,4773,10000,7.4324277004920445,0.07528314233697585,0.6323191939786225,True,10x10,2023-10-31,2023-10-31
1,1,0.03555859975411626,0.9277685921628465,0.03555859975411626,0.017090359482777435,0.0338038602232745,0.02544710985302597,0.0008213820608698065,,-0.018014730054111847,0.06875253765223376,687.5253765223375,5754,10000,0.9810342303879886,0.027439848911224522,0.9666941399146389,True,1x1,2023-09-29,2023-09-29
1,5,0.031998439095591635,4.368279695475117,0.031998439095591635,0.0784308400971218,0.1953245535527182,0.13687769682492,0.0034867405066400002,,-0.026759667787912198,0.0785438499698442,785.438499698442,5754,10000,4.841595970487983,0.02567987903183032,0.9666941399146389,True,1x5,2023-09-29,2023-09-29
