date,expiry,tenor,split,sigma_mkt,sigma_adj,sigma_atm,forward_bias_bp,F0,F_model,n_surv
2023-01-31,5,1,test,36.0,304.80609134594624,297.7314187599772,-13.017086459686869,0.03312859684228897,0.031826888196320284,0.57861328125
2023-01-31,5,5,test,32.8,339.6965858227327,280.02292546381943,-108.3876292084663,0.029722031205892563,0.018883268285045933,0.53564453125
2023-01-31,5,10,test,31.2,289.19732785101115,282.2696981066612,-13.277237563842567,0.028444629162549973,0.027116905406165716,0.5185546875
2023-01-31,10,1,test,28.9,190.76375108821472,195.80872051409375,15.305795230599884,0.03312859684228897,0.03465917636534896,0.51611328125
2023-01-31,10,5,test,29.4,305.5101383200315,176.39793678796914,-373.34005059584257,0.029722031205892563,-0.007611973853691695,0.49609375
2023-01-31,10,10,test,31.4,183.7531099666445,175.46810208421059,-27.302577977701,0.028444629162549973,0.025714371364779873,0.48828125
2023-02-28,1,1,test,28.1,660.822622381616,381.81320373003257,-236.6228063802566,0.037342362105846405,0.013680081467820744,0.64501953125
2023-02-28,1,5,test,34.1,920.9681870996279,372.2233644977671,-386.9188286400197,0.03428666666150093,-0.00440521620250104,0.61279296875
2023-02-28,1,10,test,33.2,757.5630143312745,474.93489289697015,-214.5211131614615,0.032651081681251526,0.011198970365105376,0.60205078125
2023-02-28,5,1,test,34.6,317.8360392291256,288.58505365584494,-53.564584164437285,0.037342362105846405,0.03198590368940268,0.552734375
2023-02-28,5,5,test,31.5,425.94326499219915,246.0289160366477,-323.29472390362685,0.03428666666150093,0.001957194271138246,0.5537109375
2023-02-28,5,10,test,29.5,280.64202245024353,264.66606012136924,-29.975323903923336,0.032651081681251526,0.029653549290859192,0.51171875
2023-02-28,10,1,test,26.9,182.72212393557126,185.7531687391432,9.17148052576637,0.037342362105846405,0.03825951015842304,0.5361328125
2023-02-28,10,5,test,26.8,238.4158112423187,163.796415128565,-232.61847484285875,0.03428666666150093,0.011024819177215057,0.51220703125
2023-02-28,10,10,test,28.2,228.56197565295375,157.9676541801697,-237.50594776241704,0.032651081681251526,0.008900486905009823,0.4990234375
2023-03-31,1,1,test,37.6,651.6338482133576,448.1713012879537,-165.85355315614555,0.035352349281311035,0.01876699396569648,0.65869140625
2023-03-31,1,5,test,39.8,1067.7880938521232,433.6832667495974,-427.1677193931529,0.030645566061139107,-0.012071205878176179,0.6083984375
2023-03-31,1,10,test,36.1,752.231700535053,513.7477757311725,-182.87538372577293,0.029450267553329468,0.011162729180752173,0.5888671875
2023-03-31,5,1,test,37.1,288.44102170283844,298.7877965807517,18.490381504872104,0.035352349281311035,0.037201387431798245,0.56884765625
2023-03-31,5,5,test,33.9,353.0776559671578,279.4899228132724,-131.0458045189643,0.030645566061139107,0.017540985609242676,0.56103515625
2023-03-31,5,10,test,31.3,309.206254699114,272.4189033541289,-69.97488569394187,0.029450267553329468,0.02245277898393528,0.52490234375
2023-03-31,10,1,test,28.1,176.7774060697847,182.43986422853717,17.989590174344524,0.035352349281311035,0.03715130829874549,0.51806640625
2023-03-31,10,5,test,27.9,238.80267686325874,174.0347340919495,-201.5544038534418,0.030645566061139107,0.010490125675794926,0.51318359375
2023-03-31,10,10,test,29.299999999999997,176.53414091224897,167.3332807795198,-30.9738035088937,0.029450267553329468,0.026352887202440098,0.501953125
2023-04-28,1,1,test,41.60000000000001,648.1699153172032,376.0730430472175,-220.9973655306546,0.0373966246843338,0.015296888131268341,0.6533203125
2023-04-28,1,5,test,42.4,1092.8037684952096,432.0398512286451,-430.130967401026,0.03051537089049816,-0.012497725849604437,0.6123046875
2023-04-28,1,10,test,36.5,786.9127134590011,524.7864931733017,-198.26061543625445,0.029583485797047615,0.00975742425342217,0.58740234375
2023-04-28,5,1,test,39.9,276.43644151804824,290.58101135795755,25.129739379791125,0.0373966246843338,0.039909598622312914,0.56494140625
2023-04-28,5,5,test,34.7,357.08770139379504,270.7408714846298,-151.28358427335417,0.03051537089049816,0.015387012463162745,0.5302734375
2023-04-28,5,10,test,31.100000000000005,289.18977603547455,271.0477073520128,-34.469582236745964,0.029583485797047615,0.02613652757337302,0.53515625
2023-04-28,10,1,test,29.299999999999997,184.20565328301578,173.69831281585542,-33.340727350547745,0.0373966246843338,0.03406255194927903,0.533203125
2023-04-28,10,5,test,28.3,245.140592054548,172.06206160192855,-228.431479908643,0.03051537089049816,0.00767222289963386,0.4951171875
2023-04-28,10,10,test,28.699999999999996,177.5425990763338,160.77566301377237,-58.483890455162324,0.029583485797047615,0.023735096751531383,0.505859375
2023-05-31,1,1,test,37.5,652.4853008025898,399.7577381284042,-204.3806712713265,0.038295961916446686,0.017857894789314037,0.6416015625
2023-05-31,1,5,test,40.4,1118.679726367847,429.5152789824364,-456.1960145164023,0.030204813927412033,-0.015414787524228195,0.60693359375
2023-05-31,1,10,test,36.4,772.8308975277614,518.0523847512954,-195.64809203103624,0.02925572544336319,0.009690916240259567,0.5888671875
2023-05-31,5,1,test,39.0,281.3771253513172,276.948973144007,-8.176873825611816,0.038295961916446686,0.037478274533885504,0.5517578125
2023-05-31,5,5,test,34.7,447.3616187663598,276.3140135907223,-292.6401375306485,0.030204813927412033,0.0009408001743471846,0.5400390625
2023-05-31,5,10,test,31.7,262.7186442259321,273.60874012878685,21.259241397883628,0.02925572544336319,0.03138164958315155,0.51611328125
2023-05-31,10,1,test,28.9,202.47609081409968,171.0210677317664,-97.4946589745751,0.038295961916446686,0.028546496018989176,0.5185546875
2023-05-31,10,5,test,28.3,218.88182194616107,178.4755831626198,-124.38865430819953,0.030204813927412033,0.01776594849659208,0.51953125
2023-05-31,10,10,test,28.699999999999996,170.44127122646822,167.88239277191119,-8.608064911900838,0.02925572544336319,0.028394918952173106,0.49951171875
2023-06-30,1,1,test,31.6,671.4908406560719,333.4888625385236,-276.9502798943177,0.04221309348940849,0.014518065499976723,0.64404296875
