date,expiry,tenor,split,sigma_mkt,pred_adj,pred_atm,err_adj,err_atm
2011-04-29,10,10,train,16.5,25.057354718820445,21.040609908245674,8.557354718820445,4.540609908245674
2011-05-31,1,1,train,43.1,46.44876154991576,68.30592070712653,3.348761549915757,25.20592070712653
2011-05-31,1,5,train,29.8,113.13344283134808,53.42439226043926,83.33344283134808,23.62439226043926
2011-05-31,1,10,train,24.5,53.70659017434994,53.92623768060714,29.20659017434994,29.426237680607137
2011-05-31,5,1,train,25.6,40.413636990285916,47.43461723270013,14.813636990285914,21.834617232700126
2011-05-31,5,5,train,21.0,55.35342616452673,35.71815809645485,34.35342616452673,14.71815809645485
2011-05-31,5,10,train,20.0,38.498110377519225,32.8413911811998,18.498110377519225,12.841391181199803
2011-05-31,10,1,train,18.3,29.163001434164443,31.549371477541197,10.863001434164442,13.249371477541196
2011-05-31,10,5,train,17.1,31.462442841768468,25.815295853279732,14.362442841768466,8.71529585327973
2011-05-31,10,10,train,17.5,26.15033829229539,21.125298944165255,8.650338292295391,3.625298944165255
2011-06-30,1,1,train,40.4,49.973399457712844,67.56168091203381,9.573399457712846,27.16168091203381
2011-06-30,1,5,train,28.2,97.33797120842068,48.13219033078136,69.13797120842068,19.932190330781363
2011-06-30,1,10,train,23.2,59.87377143250818,52.102997094889574,36.673771432508175,28.902997094889574
2011-06-30,5,1,train,23.999999999999996,40.66925731496371,46.11073893643756,16.669257314963712,22.110738936437567
2011-06-30,5,5,train,19.9,55.180642812813716,35.82422772449603,35.28064281281372,15.924227724496035
2011-06-30,5,10,train,18.6,37.828406937297856,31.093975284038763,19.228406937297855,12.493975284038761
2011-06-30,10,1,train,16.7,29.35297439189591,31.41896099104476,12.65297439189591,14.71896099104476
2011-06-30,10,5,train,15.7,35.378796510150536,24.63213470772706,19.678796510150537,8.932134707727062
2011-06-30,10,10,train,16.1,23.343116413031147,20.308426508699963,7.243116413031146,4.2084265086999615
2011-07-29,1,1,train,53.8,49.858894634444034,72.0896153526608,3.9411053655559627,18.289615352660803
2011-07-29,1,5,train,34.4,121.32491207640608,58.62019793301718,86.92491207640609,24.220197933017182
2011-07-29,1,10,train,27.9,54.40197646418171,57.41962114146823,26.50197646418171,29.519621141468228
2011-07-29,5,1,train,27.2,41.2640405900591,48.82643670214141,14.064040590059104,21.626436702141408
2011-07-29,5,5,train,22.0,51.484885298456064,36.79482957163158,29.484885298456064,14.794829571631581
2011-07-29,5,10,train,20.7,42.38857523734863,32.73736685989154,21.688575237348633,12.037366859891538
2011-07-29,10,1,train,19.0,30.393808709189233,34.18498936132248,11.393808709189233,15.18498936132248
2011-07-29,10,5,train,17.9,33.44903798614105,25.054007394899166,15.549037986141052,7.154007394899168
2011-07-29,10,10,train,18.8,26.657715657880715,22.41145508168755,7.857715657880714,3.6114550816875486
2011-08-31,1,1,train,75.4,51.753806747629284,79.49114478001162,23.646193252370722,4.091144780011618
2011-08-31,1,5,train,42.4,90.20258359173445,58.51102264946829,47.802583591734454,16.11102264946829
2011-08-31,1,10,train,33.6,56.64199551755284,57.917640071479525,23.04199551755284,24.317640071479524
2011-08-31,5,1,train,29.2,40.90020048052269,48.3999101337471,11.700200480522692,19.1999101337471
2011-08-31,5,5,train,23.6,54.93672586520053,38.302641562743396,31.336725865200528,14.702641562743395
2011-08-31,5,10,train,22.199999999999996,39.58907397085154,33.53639531027384,17.38907397085154,11.336395310273844
2011-08-31,10,1,train,20.1,31.4149409742142,34.70306237808663,11.314940974214199,14.603062378086626
2011-08-31,10,5,train,18.7,30.965583982100487,28.195809271782892,12.265583982100488,9.495809271782893
2011-08-31,10,10,train,19.8,28.266286297035904,22.223614245208648,8.466286297035904,2.423614245208647
2011-09-30,1,1,train,69.4,48.246326615422944,72.69644839396324,21.15367338457706,3.2964483939632316
2011-09-30,1,5,train,43.1,86.82622791997015,64.70972965687501,43.72622791997015,21.60972965687501
2011-09-30,1,10,train,40.0,52.91542118686161,61.0938245113305,12.915421186861607,21.093824511330503
2011-09-30,5,1,train,33.4,43.131496584726634,51.14861785536894,9.731496584726635,17.74861785536894
2011-09-30,5,5,train,27.8,59.507512005725474,41.98737954221081,31.707512005725473,14.18737954221081
2011-09-30,5,10,train,26.9,34.284481214561616,37.0083675328071,7.384481214561617,10.108367532807101
2011-09-30,10,1,train,23.400000000000002,32.04069005296862,34.656361170491785,8.640690052968619,11.256361170491783
2011-09-30,10,5,train,22.3,36.78449094745815,28.611041124480828,14.484490947458152,6.311041124480827
2011-09-30,10,10,train,23.8,30.441346404894425,23.924611989835494,6.641346404894424,0.12461198983549338
2011-10-31,1,1,train,73.9,52.62190212581644,72.29869428568145,21.278097874183565,1.6013057143185563
2011-10-31,1,5,train,43.79999999999999,77.37028758300052,61.076364904788775,33.57028758300053,17.276364904788785
2011-10-31,1,10,train,37.3,54.23931013321263,61.73617179317141,16.939310133212636,24.43617179317141
2011-10-31,5,1,train,33.4,42.639702644494434,51.07807007883101,9.239702644494436,17.678070078831013
2011-10-31,5,5,train,27.5,53.57841633725703,41.5568670782831,26.078416337257032,14.056867078283098
2011-10-31,5,10,train,26.2,34.74128428374763,36.67208378949221,8.541284283747633,10.472083789492213
2011-10-31,10,1,train,23.1,32.298397999542644,35.335428872332315,9.198397999542642,12.235428872332314
2011-10-31,10,5,train,22.0,32.60989510268382,27.738942794452775,10.609895102683822,5.738942794452775
2011-10-31,10,10,train,23.6,24.671818281092797,24.75745978528164,1.0718182810927956,1.1574597852816382
2011-11-30,1,1,train,74.5,49.174851685079936,74.22230496694704,25.325148314920064,0.2776950330529644
2011-11-30,1,5,train,41.2,105.38975359032254,59.10993262151752,64.18975359032254,17.90993262151752
2011-11-30,1,10,train,37.3,55.40074129219926,59.293912383766994,18.10074129219926,21.993912383766997
2011-11-30,5,1,train,30.4,42.648041161475696,52.600089715581184,12.248041161475697,22.200089715581186
2011-11-30,5,5,train,26.0,53.97873631056197,39.20452393560046,27.97873631056197,13.204523935600463
2011-11-30,5,10,train,25.1,35.74545340146266,36.83834482045245,10.64545340146266,11.738344820452447
2011-11-30,10,1,train,22.4,29.91468744457417,35.180316412728494,7.514687444574172,12.780316412728496
2011-11-30,10,5,train,21.5,39.46611755270652,27.179959573036633,17.96611755270652,5.6799595730366335
2011-11-30,10,10,train,23.5,29.68801959747714,23.593232992293373,6.18801959747714,0.09323299229337323
2011-12-30,1,1,train,59.199999999999996,49.5199185880578,77.49341342463963,9.680081411942197,18.29341342463963
2011-12-30,1,5,train,43.5,93.97619235313003,61.96678765225567,50.47619235313003,18.466787652255668
2011-12-30,1,10,train,38.9,55.3842680103212,66.08185412906948,16.484268010321202,27.181854129069485
2011-12-30,5,1,train,33.8,43.97900456225411,52.754238048742465,10.179004562254114,18.954238048742468
2011-12-30,5,5,train,28.5,55.10144863643008,40.64142657388223,26.601448636430078,12.141426573882228
2011-12-30,5,10,train,27.4,37.208906959012076,37.78498039829332,9.808906959012077,10.384980398293322
2011-12-30,10,1,train,23.999999999999996,30.001743836995786,36.80140136401019,6.001743836995789,12.801401364010193
2011-12-30,10,5,train,23.3,35.50123926398832,28.175947325152908,12.201239263988317,4.875947325152907
2011-12-30,10,10,train,25.4,27.226955167105963,23.96239769209735,1.8269551671059645,1.4376023079026474
2012-01-31,1,1,train,68.6,47.756730478274704,78.75894699318202,20.84326952172529,10.158946993182028
2012-01-31,1,5,train,42.5,112.66381559915749,66.9847094446121,70.16381559915749,24.484709444612093
2012-01-31,1,10,train,36.3,54.508557057102635,64.59552137593197,18.208557057102638,28.29552137593197
2012-01-31,5,1,train,35.6,42.13342166938865,53.928951727070434,6.533421669388652,18.328951727070432
2012-01-31,5,5,train,28.8,52.79878375001568,46.00128333649255,23.99878375001568,17.201283336492548
2012-01-31,5,10,train,27.6,39.849982918138934,37.528369445305955,12.249982918138933,9.928369445305954
2012-01-31,10,1,train,24.5,33.08692821760448,36.5523748061749,8.58692821760448,12.052374806174903
2012-01-31,10,5,train,24.1,35.053250862545895,29.20299063086569,10.953250862545893,5.102990630865687
2012-01-31,10,10,train,26.100000000000005,25.23608913524039,24.452593393064344,0.8639108647596139,1.647406606935661
2012-02-29,1,1,train,59.1,45.43778886381279,81.86594079907925,13.66221113618721,22.765940799079253
2012-02-29,1,5,train,40.4,97.16554642432152,63.814018828706764,56.76554642432152,23.414018828706766
2012-02-29,1,10,train,34.7,56.05084066087886,65.64291345650405,21.35084066087886,30.942913456504044
2012-02-29,5,1,train,34.4,42.12274638950273,53.69681967290834,7.722746389502731,19.29681967290834
2012-02-29,5,5,train,28.2,46.890277895707506,43.54556004442638,18.690277895707506,15.345560044426382
2012-02-29,5,10,train,26.6,40.477168795672874,36.62897058954252,13.877168795672873,10.028970589542517
2012-02-29,10,1,train,24.2,30.7085922959062,36.84507781426078,6.508592295906201,12.645077814260784
2012-02-29,10,5,train,23.0,39.2724139808776,30.03866524625408,16.2724139808776,7.03866524625408
2012-02-29,10,10,train,24.7,28.268159336484302,24.46504592063238,3.568159336484303,0.23495407936761836
2012-03-30,1,1,train,57.2,47.80722761939067,79.09870470813013,9.39277238060933,21.898704708130126
2012-03-30,1,5,train,38.3,98.91188512332201,61.80441427756983,60.61188512332201,23.504414277569836
2012-03-30,1,10,train,32.5,51.28847047447024,62.259652808730976,18.788470474470238,29.759652808730976
2012-03-30,5,1,train,33.8,41.47045950733784,54.22264714314302,7.670459507337846,20.422647143143024
2012-03-30,5,5,train,27.5,54.843623971174736,43.04307697053695,27.343623971174736,15.543076970536951
2012-03-30,5,10,train,25.7,41.59854387625016,35.91133400010817,15.898543876250162,10.21133400010817
2012-03-30,10,1,train,23.5,31.47092138830925,36.7489164111688,7.97092138830925,13.2489164111688
2012-03-30,10,5,train,22.5,43.67043358765172,28.86153842233326,21.170433587651722,6.361538422333261
2012-03-30,10,10,train,24.299999999999997,26.11741657397545,24.619121825638256,1.8174165739754535,0.3191218256382591
2012-04-30,1,1,train,67.8,48.723253962108856,82.04684528552416,19.07674603789114,14.24684528552416
2012-04-30,1,5,train,40.4,101.09148091764173,69.02427474443586,60.691480917641734,28.62427474443586
2012-04-30,1,10,train,32.3,50.6767459974937,62.10826923226763,18.3767459974937,29.808269232267634
2012-04-30,5,1,train,34.9,48.48945652707806,55.082027018310455,13.589456527078063,20.182027018310457
2012-04-30,5,5,train,28.399999999999995,56.59536256605571,43.560488931808976,28.195362566055717,15.160488931808981
2012-04-30,5,10,train,26.6,34.97308875292471,37.332137994821785,8.373088752924708,10.732137994821784
2012-04-30,10,1,train,24.2,33.05672900824543,37.20263827181934,8.856729008245434,13.00263827181934
2012-04-30,10,5,train,23.1,35.88670182845645,29.373303464648558,12.78670182845645,6.273303464648556
2012-04-30,10,10,train,25.1,25.83562269942613,24.313250947658105,0.735622699426127,0.7867490523418965
2012-05-31,1,1,train,84.40000000000002,47.549135860910226,77.86427537301293,36.85086413908979,6.53572462698709
2012-05-31,1,5,train,54.2,99.12713913563238,67.70498651540906,44.92713913563237,13.504986515409058
2012-05-31,1,10,train,47.400000000000006,51.98115453872732,67.53309136561039,4.581154538727311,20.133091365610383
2012-05-31,5,1,train,50.0,43.64256879482942,55.86907808011983,6.3574312051705775,5.869078080119827
2012-05-31,5,5,train,40.2,58.1056175554901,45.15286388943323,17.905617555490096,4.952863889433225
2012-05-31,5,10,train,37.9,37.412808772232815,40.67270443816197,0.48719122776718393,2.7727044381619734
2012-05-31,10,1,train,35.1,33.952505573136484,38.180226853576606,1.147494426863517,3.0802268535766046
2012-05-31,10,5,train,33.6,37.94535308653428,30.99156235659642,4.345353086534281,2.608437643403583
2012-05-31,10,10,train,37.1,27.036794380280625,26.090551710142247,10.063205619719376,11.009448289857755
2012-06-29,1,1,train,74.7,48.93734917108628,77.29852131902629,25.76265082891372,2.5985213190262897
2012-06-29,1,5,train,45.2,101.26723452630816,69.73630873938566,56.067234526308155,24.53630873938566
2012-06-29,1,10,train,40.8,48.02843053187129,69.54351314301988,7.22843053187129,28.743513143019882
2012-06-29,5,1,train,37.7,42.2036781863619,55.521713586603475,4.5036781863618955,17.821713586603472
2012-06-29,5,5,train,31.5,59.649572615456634,44.970168933143036,28.149572615456634,13.470168933143036
2012-06-29,5,10,train,30.500000000000004,39.014375544680526,37.60473371882503,8.514375544680522,7.1047337188250275
2012-06-29,10,1,train,25.3,32.30476768467128,37.29020076007707,7.0047676846712825,11.99020076007707
2012-06-29,10,5,train,25.6,34.3604236773164,30.8578732850108,8.760423677316396,5.257873285010799
2012-06-29,10,10,train,28.8,29.905039446297074,24.351028144314785,1.1050394462970736,4.448971855685215
2012-07-31,1,1,train,116.8,49.17283168161909,82.0148783371535,67.62716831838091,34.78512166284649
2012-07-31,1,5,train,55.5,101.54584780977035,71.21991473932883,46.04584780977035,15.719914739328829
2012-07-31,1,10,train,45.1,52.26970638978575,68.76016552375152,7.169706389785752,23.660165523751523
2012-07-31,5,1,train,40.6,43.070121592787686,57.76077492566562,2.4701215927876845,17.16077492566562
2012-07-31,5,5,train,34.5,58.62630768988491,45.31654518759388,24.12630768988491,10.816545187593881
2012-07-31,5,10,train,32.8,34.95773932157396,39.30187640886718,2.1577393215739633,6.501876408867183
2012-07-31,10,1,train,26.8,31.52168609739967,38.84352997183734,4.721686097399669,12.04352997183734
2012-07-31,10,5,train,27.1,34.53856211198254,31.439268105865978,7.438562111982542,4.339268105865976
2012-07-31,10,10,train,30.500000000000004,24.637235660051935,25.897268637829587,5.862764339948068,4.602731362170417
2012-08-31,1,1,train,128.7,52.257076678238505,81.35800585987818,76.44292332176148,47.34199414012181
2012-08-31,1,5,train,56.3,92.92551083893233,68.23531988079142,36.62551083893233,11.935319880791425
2012-08-31,1,10,train,43.6,51.004797462103014,69.78676650681938,7.404797462103012,26.186766506819374
2012-08-31,5,1,train,43.6,44.95728229088661,60.17858834480057,1.3572822908866087,16.578588344800572
2012-08-31,5,5,train,33.7,51.69338557840427,47.69248511743708,17.993385578404265,13.992485117437077
2012-08-31,5,10,train,31.3,35.89270449648457,40.26566029338779,4.5927044964845685,8.965660293387788
2012-08-31,10,1,train,27.0,31.641010308631657,39.36216966633544,4.641010308631657,12.36216966633544
2012-08-31,10,5,train,26.100000000000005,33.77751312048904,31.398562979611558,7.677513120489035,5.298562979611553
2012-08-31,10,10,train,28.699999999999996,24.645783437465866,26.308273889991664,4.05421656253413,2.3917261100083316
2012-09-28,1,1,train,117.0,50.459984443456776,86.25562361888282,66.54001555654322,30.744376381117178
2012-09-28,1,5,train,51.4,89.7291286238855,72.03352981865048,38.3291286238855,20.63352981865048
2012-09-28,1,10,train,39.0,52.61389564145241,66.91528512094041,13.613895641452409,27.91528512094041
2012-09-28,5,1,train,40.70000000000001,41.85031836477946,58.74770395921028,1.1503183647794515,18.047703959210267
2012-09-28,5,5,train,32.0,50.38198642807974,45.736793740998955,18.381986428079742,13.736793740998955
2012-09-28,5,10,train,29.299999999999997,36.79755560712051,39.25959030272016,7.4975556071205105,9.959590302720166
2012-09-28,10,1,train,25.1,32.74806461614142,40.095776634828255,7.6480646161414185,14.995776634828253
2012-09-28,10,5,train,24.1,40.0700130175297,31.901449872150256,15.970013017529702,7.801449872150254
2012-09-28,10,10,train,25.800000000000004,29.887554019490864,27.084529234440502,4.0875540194908595,1.2845292344404982
2012-10-31,1,1,train,101.1,52.49150060285066,86.67289575712414,48.60849939714934,14.427104242875856
2012-10-31,1,5,train,48.7,90.2077113908259,73.65489622308115,41.507711390825904,24.95489622308115
2012-10-31,1,10,train,37.3,49.84255753417223,68.59451261439605,12.542557534172232,31.294512614396055
2012-10-31,5,1,train,38.3,44.69836012075634,58.756491268899175,6.398360120756344,20.45649126889918
2012-10-31,5,5,train,30.200000000000003,57.79822207421052,46.100707005190294,27.59822207421052,15.900707005190291
2012-10-31,5,10,train,27.8,38.92385421446833,37.774136724365164,11.123854214468327,9.974136724365163
2012-10-31,10,1,train,23.700000000000003,34.47554460593052,39.15372728541468,10.77554460593052,15.45372728541468
2012-10-31,10,5,train,22.7,42.16816544094202,30.655718377227792,19.46816544094202,7.955718377227793
2012-10-31,10,10,train,24.4,26.615709273460247,26.195438556715903,2.2157092734602486,1.7954385567159044
2012-11-30,1,1,train,122.09999999999998,48.681506819546925,86.35135294131024,73.41849318045305,35.74864705868974
2012-11-30,1,5,train,51.3,101.44595628783894,75.3665452001761,50.14595628783894,24.066545200176108
2012-11-30,1,10,train,37.1,50.3050389997106,68.41821502307181,13.205038999710595,31.318215023071808
2012-11-30,5,1,train,39.8,43.723587647152115,58.771464064059735,3.923587647152118,18.971464064059738
2012-11-30,5,5,train,30.3,60.43096002826119,47.69007272682604,30.13096002826119,17.390072726826038
2012-11-30,5,10,train,27.5,41.03109544062543,38.95833251305708,13.531095440625428,11.45833251305708
2012-11-30,10,1,train,23.700000000000003,33.786905815191076,41.03607508308091,10.086905815191074,17.336075083080907
2012-11-30,10,5,train,22.6,33.57717310858267,31.296065183534402,10.977173108582669,8.696065183534401
2012-11-30,10,10,train,23.999999999999996,25.645669434261215,25.564279761834936,1.6456694342612188,1.564279761834939
2012-12-31,1,1,train,130.3,49.500359076551234,87.99408557187465,80.79964092344878,42.30591442812536
2012-12-31,1,5,train,56.6,76.79399731236273,78.1742252006951,20.193997312362733,21.574225200695103
2012-12-31,1,10,train,37.7,51.793393901206485,71.33329373668033,14.093393901206483,33.63329373668033
2012-12-31,5,1,train,42.9,47.39462717881268,56.969348428771674,4.494627178812678,14.069348428771676
2012-12-31,5,5,train,31.3,67.92766881874476,46.765100690114906,36.627668818744766,15.465100690114905
2012-12-31,5,10,train,27.9,39.09934116695808,40.85986956627783,11.199341166958078,12.959869566277831
2012-12-31,10,1,train,24.2,34.5789991766361,39.67428249027029,10.378999176636103,15.474282490270294
2012-12-31,10,5,train,23.1,38.78871344327246,30.98676682659473,15.688713443272455,7.88676682659473
2012-12-31,10,10,train,24.299999999999997,24.726699641427807,27.07038487720529,0.4266996414278097,2.7703848772052915
2013-01-31,1,1,train,72.4,49.54881146384979,86.74502284003532,22.851188536150218,14.345022840035313
2013-01-31,1,5,train,44.9,103.36974565445934,66.90865915752852,58.46974565445934,22.00865915752852
2013-01-31,1,10,train,32.1,51.521615515785655,68.93628164597574,19.421615515785653,36.83628164597574
2013-01-31,5,1,train,37.2,43.45936375653699,57.983006505442255,6.259363756536985,20.783006505442252
2013-01-31,5,5,train,28.1,51.99039509819727,46.577845602162085,23.890395098197267,18.477845602162084
2013-01-31,5,10,train,25.7,38.109157935175055,38.4385926304692,12.409157935175056,12.738592630469203
2013-01-31,10,1,train,23.1,32.105254988815474,39.5784353071618,9.005254988815473,16.478435307161796
2013-01-31,10,5,train,22.199999999999996,34.157545065020315,31.434961056993018,11.95754506502032,9.234961056993022
2013-01-31,10,10,train,23.1,26.607746661156984,24.577307908305993,3.5077466611569825,1.477307908305992
2013-02-28,1,1,train,114.3,51.55038618850289,90.49261332440494,62.749613811497106,23.807386675595055
2013-02-28,1,5,train,51.8,88.86118955602637,70.16819394851754,37.06118955602638,18.368193948517543
2013-02-28,1,10,train,35.9,49.61338171486031,69.24945129019588,13.713381714860311,33.34945129019588
2013-02-28,5,1,train,39.50000000000001,44.78978428632127,59.458429085509835,5.2897842863212645,19.958429085509827
2013-02-28,5,5,train,29.1,60.58853987032697,47.812162501567144,31.488539870326967,18.712162501567143
2013-02-28,5,10,train,26.3,40.76975540471673,39.704506884516924,14.469755404716732,13.404506884516923
2013-02-28,10,1,train,23.5,31.471267717619423,40.20495453573473,7.971267717619423,16.70495453573473
2013-02-28,10,5,train,21.899999999999995,33.8858361068743,32.188699523256524,11.985836106874306,10.288699523256529
2013-02-28,10,10,train,22.9,27.355135225445494,26.118338688766034,4.4551352254454955,3.2183386887660355
2013-03-29,1,1,train,94.19999999999999,50.11362520741503,86.45582723232116,44.086374792584955,7.744172767678833
2013-03-29,1,5,train,51.2,117.44466446716972,74.46669896360086,66.24466446716971,23.26669896360086
2013-03-29,1,10,train,36.3,47.95240207438534,68.45302906469766,11.652402074385343,32.15302906469766
2013-03-29,5,1,train,43.2,43.33799811847721,57.02988465910021,0.13799811847720633,13.829884659100209
2013-03-29,5,5,train,31.2,46.27288690062073,46.57989960620769,15.072886900620734,15.37989960620769
2013-03-29,5,10,train,27.7,37.791130649175045,38.14600235143461,10.091130649175046,10.446002351434611
2013-03-29,10,1,train,24.8,32.74563066098508,39.16223045424533,7.945630660985078,14.362230454245331
2013-03-29,10,5,train,23.0,43.62807407055686,31.541293855753697,20.628074070556863,8.541293855753697
2013-03-29,10,10,train,23.8,30.841893588277994,25.913703565933158,7.041893588277993,2.1137035659331573
2013-04-30,1,1,train,103.9,48.68778305500562,87.5135696577325,55.21221694499439,16.386430342267502
2013-04-30,1,5,train,52.9,87.52984332428177,75.79568107358962,34.62984332428177,22.89568107358962
2013-04-30,1,10,train,36.9,53.38040012829375,71.06207893677559,16.480400128293752,34.16207893677559
2013-04-30,5,1,train,47.0,43.08928090478058,59.33704844532277,3.91071909521942,12.337048445322772
2013-04-30,5,5,train,33.1,56.74741104832954,46.862830640543656,23.647411048329538,13.762830640543655
2013-04-30,5,10,train,28.999999999999996,36.82248292869162,40.79632427295916,7.822482928691624,11.796324272959165
2013-04-30,10,1,train,25.800000000000004,32.98525039555028,40.94754793353221,7.185250395550277,15.14754793353221
2013-04-30,10,5,train,23.999999999999996,38.97656218859308,32.231464716390136,14.976562188593082,8.231464716390139
2013-04-30,10,10,train,25.0,26.274632271858472,25.671195822396818,1.2746322718584722,0.6711958223968182
