model,label,date,expiry,tenor,sigma_mkt,sigma_mod,err_bp,path_frac
stable_cal,Stable + cal. H (s=0.151),2012-06-29,1,1,74.7,272.7,198.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-06-29,1,5,45.2,121.0,75.8,1.0
stable_cal,Stable + cal. H (s=0.151),2012-06-29,1,10,40.8,113.5,72.7,1.0
stable_cal,Stable + cal. H (s=0.151),2012-06-29,5,1,37.7,182.3,144.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-06-29,5,5,31.5,120.4,88.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-06-29,5,10,30.5,101.0,70.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-06-29,10,1,25.3,134.2,108.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-06-29,10,5,25.6,90.3,64.7,1.0
stable_cal,Stable + cal. H (s=0.151),2012-06-29,10,10,28.8,74.8,46.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-07-31,1,1,116.8,272.0,155.2,1.0
stable_cal,Stable + cal. H (s=0.151),2012-07-31,1,5,55.5,122.5,67.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-07-31,1,10,45.1,110.8,65.7,1.0
stable_cal,Stable + cal. H (s=0.151),2012-07-31,5,1,40.6,193.3,152.7,1.0
stable_cal,Stable + cal. H (s=0.151),2012-07-31,5,5,34.5,129.3,94.8,1.0
stable_cal,Stable + cal. H (s=0.151),2012-07-31,5,10,32.8,103.4,70.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-07-31,10,1,26.8,129.7,102.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-07-31,10,5,27.1,92.8,65.7,1.0
stable_cal,Stable + cal. H (s=0.151),2012-07-31,10,10,30.5,78.9,48.4,1.0
stable_cal,Stable + cal. H (s=0.151),2012-08-31,1,1,128.7,269.0,140.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-08-31,1,5,56.3,134.4,78.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-08-31,1,10,43.6,117.9,74.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-08-31,5,1,43.6,192.9,149.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-08-31,5,5,33.7,123.6,89.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-08-31,5,10,31.3,105.7,74.4,1.0
stable_cal,Stable + cal. H (s=0.151),2012-08-31,10,1,27.0,136.6,109.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-08-31,10,5,26.1,94.5,68.4,1.0
stable_cal,Stable + cal. H (s=0.151),2012-08-31,10,10,28.7,82.3,53.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-09-28,1,1,117.0,284.0,167.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-09-28,1,5,51.4,127.5,76.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-09-28,1,10,39.0,110.0,71.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-09-28,5,1,40.7,199.1,158.4,1.0
stable_cal,Stable + cal. H (s=0.151),2012-09-28,5,5,32.0,137.0,105.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-09-28,5,10,29.3,98.4,69.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-09-28,10,1,25.1,150.4,125.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-09-28,10,5,24.1,101.3,77.2,1.0
stable_cal,Stable + cal. H (s=0.151),2012-09-28,10,10,25.8,74.4,48.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-10-31,1,1,101.1,285.7,184.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-10-31,1,5,48.7,121.6,72.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-10-31,1,10,37.3,107.9,70.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-10-31,5,1,38.3,199.5,161.2,1.0
stable_cal,Stable + cal. H (s=0.151),2012-10-31,5,5,30.2,123.7,93.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-10-31,5,10,27.8,102.9,75.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-10-31,10,1,23.7,139.5,115.8,1.0
stable_cal,Stable + cal. H (s=0.151),2012-10-31,10,5,22.7,97.5,74.8,1.0
stable_cal,Stable + cal. H (s=0.151),2012-10-31,10,10,24.4,83.0,58.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-11-30,1,1,122.1,275.1,153.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-11-30,1,5,51.3,130.8,79.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-11-30,1,10,37.1,114.4,77.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-11-30,5,1,39.8,194.5,154.7,1.0
stable_cal,Stable + cal. H (s=0.151),2012-11-30,5,5,30.3,129.7,99.4,1.0
stable_cal,Stable + cal. H (s=0.151),2012-11-30,5,10,27.5,104.8,77.3,1.0
stable_cal,Stable + cal. H (s=0.151),2012-11-30,10,1,23.7,131.6,107.9,1.0
stable_cal,Stable + cal. H (s=0.151),2012-11-30,10,5,22.6,101.2,78.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-11-30,10,10,24.0,85.5,61.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-12-31,1,1,130.3,254.9,124.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-12-31,1,5,56.6,143.7,87.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-12-31,1,10,37.7,114.3,76.6,1.0
stable_cal,Stable + cal. H (s=0.151),2012-12-31,5,1,42.9,192.9,150.0,1.0
stable_cal,Stable + cal. H (s=0.151),2012-12-31,5,5,31.3,131.0,99.7,1.0
stable_cal,Stable + cal. H (s=0.151),2012-12-31,5,10,27.9,104.4,76.5,1.0
stable_cal,Stable + cal. H (s=0.151),2012-12-31,10,1,24.2,135.3,111.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-12-31,10,5,23.1,102.2,79.1,1.0
stable_cal,Stable + cal. H (s=0.151),2012-12-31,10,10,24.3,81.8,57.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-01-31,1,1,72.4,293.2,220.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-01-31,1,5,44.9,120.1,75.2,1.0
stable_cal,Stable + cal. H (s=0.151),2013-01-31,1,10,32.1,111.0,78.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-01-31,5,1,37.2,209.2,172.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-01-31,5,5,28.1,122.5,94.4,1.0
stable_cal,Stable + cal. H (s=0.151),2013-01-31,5,10,25.7,94.1,68.4,1.0
stable_cal,Stable + cal. H (s=0.151),2013-01-31,10,1,23.1,139.9,116.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-01-31,10,5,22.2,91.1,68.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-01-31,10,10,23.1,73.0,49.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-02-28,1,1,114.3,271.3,157.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-02-28,1,5,51.8,130.8,79.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-02-28,1,10,35.9,98.5,62.6,1.0
stable_cal,Stable + cal. H (s=0.151),2013-02-28,5,1,39.5,200.8,161.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-02-28,5,5,29.1,125.8,96.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-02-28,5,10,26.3,103.4,77.1,1.0
stable_cal,Stable + cal. H (s=0.151),2013-02-28,10,1,23.5,138.0,114.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-02-28,10,5,21.9,97.5,75.6,1.0
stable_cal,Stable + cal. H (s=0.151),2013-02-28,10,10,22.9,74.1,51.2,1.0
stable_cal,Stable + cal. H (s=0.151),2013-03-29,1,1,94.2,274.6,180.4,1.0
stable_cal,Stable + cal. H (s=0.151),2013-03-29,1,5,51.2,131.7,80.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-03-29,1,10,36.3,113.6,77.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-03-29,5,1,43.2,212.1,168.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-03-29,5,5,31.2,117.8,86.6,1.0
stable_cal,Stable + cal. H (s=0.151),2013-03-29,5,10,27.7,99.4,71.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-03-29,10,1,24.8,138.7,113.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-03-29,10,5,23.0,87.5,64.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-03-29,10,10,23.8,77.8,54.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-04-30,1,1,103.9,269.9,166.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-04-30,1,5,52.9,134.2,81.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-04-30,1,10,36.9,125.6,88.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-04-30,5,1,47.0,202.7,155.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-04-30,5,5,33.1,126.6,93.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-04-30,5,10,29.0,105.4,76.4,1.0
stable_cal,Stable + cal. H (s=0.151),2013-04-30,10,1,25.8,139.9,114.1,1.0
stable_cal,Stable + cal. H (s=0.151),2013-04-30,10,5,24.0,102.5,78.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-04-30,10,10,25.0,86.1,61.1,1.0
stable_cal,Stable + cal. H (s=0.151),2013-05-31,1,1,107.4,277.9,170.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-05-31,1,5,51.7,114.9,63.2,1.0
stable_cal,Stable + cal. H (s=0.151),2013-05-31,1,10,35.5,107.5,72.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-05-31,5,1,40.8,199.6,158.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-05-31,5,5,30.6,128.4,97.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-05-31,5,10,27.2,98.4,71.2,1.0
stable_cal,Stable + cal. H (s=0.151),2013-05-31,10,1,23.6,143.2,119.6,1.0
stable_cal,Stable + cal. H (s=0.151),2013-05-31,10,5,22.5,96.6,74.1,1.0
stable_cal,Stable + cal. H (s=0.151),2013-05-31,10,10,23.4,78.7,55.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-06-28,1,1,93.2,295.2,202.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-06-28,1,5,50.4,124.7,74.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-06-28,1,10,33.5,92.8,59.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-06-28,5,1,37.3,198.4,161.1,1.0
stable_cal,Stable + cal. H (s=0.151),2013-06-28,5,5,28.6,118.5,89.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-06-28,5,10,25.8,97.6,71.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-06-28,10,1,24.1,144.6,120.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-06-28,10,5,22.4,94.9,72.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-06-28,10,10,23.2,74.1,50.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-07-31,1,1,84.1,290.8,206.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-07-31,1,5,47.0,119.0,72.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-07-31,1,10,32.8,108.7,75.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-07-31,5,1,38.1,196.5,158.4,1.0
stable_cal,Stable + cal. H (s=0.151),2013-07-31,5,5,28.9,120.1,91.2,1.0
stable_cal,Stable + cal. H (s=0.151),2013-07-31,5,10,26.3,93.6,67.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-07-31,10,1,24.1,146.7,122.6,1.0
stable_cal,Stable + cal. H (s=0.151),2013-07-31,10,5,22.5,83.8,61.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-07-31,10,10,23.2,75.7,52.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-08-30,1,1,83.8,305.5,221.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-08-30,1,5,49.1,113.8,64.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-08-30,1,10,33.6,89.0,55.4,1.0
stable_cal,Stable + cal. H (s=0.151),2013-08-30,5,1,37.4,205.6,168.2,1.0
stable_cal,Stable + cal. H (s=0.151),2013-08-30,5,5,28.9,110.9,82.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-08-30,5,10,25.8,89.1,63.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-08-30,10,1,23.6,143.6,120.0,1.0
stable_cal,Stable + cal. H (s=0.151),2013-08-30,10,5,21.7,94.6,72.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-08-30,10,10,22.5,69.0,46.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-09-30,1,1,89.6,294.3,204.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-09-30,1,5,47.7,118.0,70.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-09-30,1,10,32.9,89.4,56.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-09-30,5,1,38.2,204.4,166.2,1.0
stable_cal,Stable + cal. H (s=0.151),2013-09-30,5,5,28.6,122.9,94.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-09-30,5,10,25.8,86.0,60.2,1.0
stable_cal,Stable + cal. H (s=0.151),2013-09-30,10,1,23.9,148.7,124.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-09-30,10,5,22.3,90.6,68.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-09-30,10,10,22.9,72.4,49.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-10-31,1,1,90.0,298.8,208.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-10-31,1,5,47.9,125.6,77.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-10-31,1,10,32.7,95.5,62.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-10-31,5,1,38.4,185.3,146.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-10-31,5,5,29.1,132.6,103.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-10-31,5,10,26.1,94.2,68.1,1.0
stable_cal,Stable + cal. H (s=0.151),2013-10-31,10,1,23.7,139.4,115.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-10-31,10,5,22.0,95.4,73.4,1.0
stable_cal,Stable + cal. H (s=0.151),2013-10-31,10,10,22.3,80.8,58.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-11-29,1,1,104.4,286.0,181.6,1.0
stable_cal,Stable + cal. H (s=0.151),2013-11-29,1,5,49.0,123.3,74.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-11-29,1,10,32.2,96.5,64.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-11-29,5,1,39.0,199.3,160.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-11-29,5,5,28.9,132.8,103.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-11-29,5,10,25.5,93.3,67.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-11-29,10,1,23.5,141.1,117.6,1.0
stable_cal,Stable + cal. H (s=0.151),2013-11-29,10,5,22.1,95.5,73.4,1.0
stable_cal,Stable + cal. H (s=0.151),2013-11-29,10,10,22.6,73.7,51.1,1.0
stable_cal,Stable + cal. H (s=0.151),2013-12-31,1,1,87.0,296.7,209.7,1.0
stable_cal,Stable + cal. H (s=0.151),2013-12-31,1,5,43.9,117.7,73.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-12-31,1,10,29.8,88.0,58.2,1.0
stable_cal,Stable + cal. H (s=0.151),2013-12-31,5,1,37.0,196.9,159.9,1.0
stable_cal,Stable + cal. H (s=0.151),2013-12-31,5,5,28.1,117.6,89.5,1.0
stable_cal,Stable + cal. H (s=0.151),2013-12-31,5,10,25.0,91.3,66.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-12-31,10,1,23.2,139.0,115.8,1.0
stable_cal,Stable + cal. H (s=0.151),2013-12-31,10,5,22.0,89.3,67.3,1.0
stable_cal,Stable + cal. H (s=0.151),2013-12-31,10,10,22.4,71.1,48.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-01-31,1,1,107.6,292.9,185.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-01-31,1,5,48.1,128.0,79.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-01-31,1,10,31.4,108.7,77.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-01-31,5,1,40.1,192.8,152.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-01-31,5,5,29.0,118.4,89.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-01-31,5,10,26.0,92.3,66.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-01-31,10,1,24.0,142.4,118.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-01-31,10,5,22.6,95.0,72.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-01-31,10,10,23.2,78.9,55.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-02-28,1,1,89.1,290.0,200.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-02-28,1,5,46.5,142.3,95.8,1.0
stable_cal,Stable + cal. H (s=0.151),2014-02-28,1,10,31.1,106.1,75.0,1.0
stable_cal,Stable + cal. H (s=0.151),2014-02-28,5,1,40.0,189.8,149.8,1.0
stable_cal,Stable + cal. H (s=0.151),2014-02-28,5,5,29.4,122.3,92.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-02-28,5,10,25.6,99.9,74.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-02-28,10,1,23.5,139.4,115.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-02-28,10,5,22.4,96.3,73.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-02-28,10,10,22.9,84.3,61.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-03-31,1,1,86.4,273.6,187.2,1.0
stable_cal,Stable + cal. H (s=0.151),2014-03-31,1,5,47.8,136.9,89.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-03-31,1,10,31.5,101.8,70.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-03-31,5,1,42.3,199.4,157.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-03-31,5,5,30.3,123.4,93.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-03-31,5,10,26.3,97.2,70.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-03-31,10,1,24.3,145.9,121.6,1.0
stable_cal,Stable + cal. H (s=0.151),2014-03-31,10,5,22.6,102.2,79.6,1.0
stable_cal,Stable + cal. H (s=0.151),2014-03-31,10,10,22.9,82.3,59.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-04-30,1,1,93.5,271.0,177.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-04-30,1,5,47.5,134.0,86.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-04-30,1,10,31.7,101.8,70.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-04-30,5,1,42.6,202.5,159.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-04-30,5,5,30.5,124.4,93.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-04-30,5,10,26.6,104.3,77.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-04-30,10,1,25.3,142.4,117.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-04-30,10,5,23.3,95.4,72.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-04-30,10,10,23.5,77.3,53.8,1.0
stable_cal,Stable + cal. H (s=0.151),2014-05-30,1,1,105.5,266.4,160.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-05-30,1,5,48.0,140.9,92.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-05-30,1,10,30.7,118.3,87.6,1.0
stable_cal,Stable + cal. H (s=0.151),2014-05-30,5,1,43.3,193.3,150.0,1.0
stable_cal,Stable + cal. H (s=0.151),2014-05-30,5,5,30.3,125.5,95.2,1.0
stable_cal,Stable + cal. H (s=0.151),2014-05-30,5,10,26.6,113.6,87.0,1.0
stable_cal,Stable + cal. H (s=0.151),2014-05-30,10,1,25.3,137.4,112.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-05-30,10,5,23.2,108.9,85.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-05-30,10,10,23.2,82.6,59.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-06-30,1,1,85.8,256.4,170.6,1.0
stable_cal,Stable + cal. H (s=0.151),2014-06-30,1,5,50.2,146.1,95.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-06-30,1,10,31.8,126.1,94.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-06-30,5,1,46.7,198.1,151.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-06-30,5,5,32.5,133.0,100.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-06-30,5,10,27.7,108.3,80.6,1.0
stable_cal,Stable + cal. H (s=0.151),2014-06-30,10,1,26.6,142.2,115.6,1.0
stable_cal,Stable + cal. H (s=0.151),2014-06-30,10,5,24.5,100.3,75.8,1.0
stable_cal,Stable + cal. H (s=0.151),2014-06-30,10,10,24.1,84.3,60.2,1.0
stable_cal,Stable + cal. H (s=0.151),2014-07-31,1,1,79.6,248.0,168.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-07-31,1,5,50.2,142.7,92.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-07-31,1,10,35.1,121.4,86.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-07-31,5,1,51.3,187.6,136.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-07-31,5,5,34.9,134.2,99.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-07-31,5,10,29.8,106.5,76.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-07-31,10,1,29.1,140.5,111.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-07-31,10,5,26.7,100.0,73.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-07-31,10,10,26.4,85.9,59.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-08-29,1,1,120.7,255.9,135.2,1.0
stable_cal,Stable + cal. H (s=0.151),2014-08-29,1,5,59.1,159.5,100.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-08-29,1,10,43.5,139.2,95.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-08-29,5,1,68.7,212.6,143.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-08-29,5,5,43.1,136.2,93.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-08-29,5,10,36.5,112.2,75.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-08-29,10,1,36.3,149.8,113.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-08-29,10,5,32.4,106.4,74.0,1.0
stable_cal,Stable + cal. H (s=0.151),2014-08-29,10,10,32.1,84.6,52.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-09-30,1,1,195.2,270.7,75.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-09-30,1,5,56.5,153.8,97.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-09-30,1,10,38.3,135.4,97.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-09-30,5,1,57.0,196.6,139.6,1.0
stable_cal,Stable + cal. H (s=0.151),2014-09-30,5,5,37.2,134.7,97.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-09-30,5,10,31.2,,,0.0
stable_cal,Stable + cal. H (s=0.151),2014-09-30,10,1,31.4,149.6,118.2,1.0
stable_cal,Stable + cal. H (s=0.151),2014-09-30,10,5,28.2,114.3,86.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-09-30,10,10,27.3,91.3,64.0,1.0
stable_cal,Stable + cal. H (s=0.151),2014-10-31,1,1,162.3,248.5,86.2,1.0
stable_cal,Stable + cal. H (s=0.151),2014-10-31,1,5,54.9,155.8,100.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-10-31,1,10,40.5,134.0,93.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-10-31,5,1,61.8,191.6,129.8,1.0
stable_cal,Stable + cal. H (s=0.151),2014-10-31,5,5,38.9,138.3,99.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-10-31,5,10,32.6,122.6,90.0,1.0
stable_cal,Stable + cal. H (s=0.151),2014-10-31,10,1,32.3,145.9,113.6,1.0
stable_cal,Stable + cal. H (s=0.151),2014-10-31,10,5,29.4,115.6,86.2,1.0
stable_cal,Stable + cal. H (s=0.151),2014-10-31,10,10,28.4,91.8,63.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-11-28,1,1,187.8,249.2,61.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-11-28,1,5,66.8,157.6,90.8,1.0
stable_cal,Stable + cal. H (s=0.151),2014-11-28,1,10,47.1,148.5,101.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-11-28,5,1,79.1,189.7,110.6,1.0
stable_cal,Stable + cal. H (s=0.151),2014-11-28,5,5,43.5,139.9,96.4,1.0
stable_cal,Stable + cal. H (s=0.151),2014-11-28,5,10,35.8,121.1,85.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-11-28,10,1,35.7,136.0,100.3,1.0
stable_cal,Stable + cal. H (s=0.151),2014-11-28,10,5,32.2,109.9,77.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-11-28,10,10,31.4,94.5,63.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-12-31,1,1,343.0,237.9,-105.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-12-31,1,5,75.1,147.6,72.5,1.0
stable_cal,Stable + cal. H (s=0.151),2014-12-31,1,10,57.8,144.5,86.7,1.0
stable_cal,Stable + cal. H (s=0.151),2014-12-31,5,1,89.0,183.8,94.8,1.0
stable_cal,Stable + cal. H (s=0.151),2014-12-31,5,5,49.8,134.9,85.1,1.0
stable_cal,Stable + cal. H (s=0.151),2014-12-31,5,10,43.0,117.0,74.0,1.0
stable_cal,Stable + cal. H (s=0.151),2014-12-31,10,1,42.3,136.1,93.8,1.0
stable_cal,Stable + cal. H (s=0.151),2014-12-31,10,5,38.3,110.2,71.9,1.0
stable_cal,Stable + cal. H (s=0.151),2014-12-31,10,10,37.4,97.0,59.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-01-30,1,1,0.0,248.7,248.7,1.0
stable_cal,Stable + cal. H (s=0.151),2015-01-30,1,5,83.6,160.2,76.6,1.0
stable_cal,Stable + cal. H (s=0.151),2015-01-30,1,10,67.1,166.1,99.0,1.0
stable_cal,Stable + cal. H (s=0.151),2015-01-30,5,1,101.2,183.3,82.1,1.0
stable_cal,Stable + cal. H (s=0.151),2015-01-30,5,5,60.9,139.1,78.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-01-30,5,10,53.2,120.6,67.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-01-30,10,1,55.9,147.1,91.2,1.0
stable_cal,Stable + cal. H (s=0.151),2015-01-30,10,5,49.8,106.1,56.3,1.0
stable_cal,Stable + cal. H (s=0.151),2015-01-30,10,10,48.1,101.5,53.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-02-27,1,1,0.0,232.4,232.4,1.0
stable_cal,Stable + cal. H (s=0.151),2015-02-27,1,5,91.8,153.4,61.6,1.0
