as_of_date,ccy,z_1,z_2,z_3
2010-01-29,AUD,-0.19340529,0.04865934,0.18204285
2010-02-26,AUD,-0.19168638,0.049696513,0.18399821
2010-03-31,AUD,-0.20282172,0.049809616,0.18728076
2010-04-30,AUD,-0.20445336,0.04967494,0.18559185
2010-05-31,AUD,-0.19267823,0.04787944,0.1751566
2010-06-30,AUD,-0.18661015,0.047957897,0.1690243
2010-07-30,AUD,-0.18695934,0.04888159,0.17103246
2010-08-31,AUD,-0.17683081,0.04528522,0.15825012
2010-09-30,AUD,-0.19406663,0.04683869,0.16677848
2010-10-29,AUD,-0.19465889,0.047353104,0.17117004
2010-11-30,AUD,-0.20104419,0.05066681,0.17981632
2010-12-31,AUD,-0.20447077,0.050314363,0.18393901
2011-01-31,AUD,-0.20215297,0.050357,0.18126555
2011-02-28,AUD,-0.20346849,0.050208688,0.18153644
2011-03-31,AUD,-0.20033607,0.04989494,0.18122174
2011-04-29,AUD,-0.20175076,0.050123513,0.18079777
2011-05-31,AUD,-0.19641654,0.04937163,0.17398822
2011-06-30,AUD,-0.19617906,0.050977178,0.18011351
2011-07-29,AUD,-0.18629092,0.05142893,0.17321067
2011-08-31,AUD,-0.17034209,0.04715612,0.16362806
2011-09-30,AUD,-0.16080917,0.044674538,0.15079258
2011-10-31,AUD,-0.16834305,0.04735892,0.15974583
2011-11-30,AUD,-0.15484138,0.04357091,0.15091114
2011-12-30,AUD,-0.15334809,0.04330633,0.14577514
2012-01-31,AUD,-0.15199885,0.043736856,0.14513154
2012-02-29,AUD,-0.16364832,0.044876087,0.15258898
2012-03-30,AUD,-0.15718049,0.044425882,0.15132393
2012-04-30,AUD,-0.14661899,0.04121131,0.14173575
2012-05-31,AUD,-0.12090952,0.034176398,0.1207106
2012-06-29,AUD,-0.12941694,0.03702226,0.12699448
2012-07-31,AUD,-0.12665503,0.03727456,0.12463077
2012-08-31,AUD,-0.12437109,0.037811365,0.12524134
2012-09-28,AUD,-0.118178785,0.03622435,0.12188395
2012-10-31,AUD,-0.1174693,0.0370809,0.12562442
2012-11-30,AUD,-0.11949702,0.038110763,0.12800309
2012-12-31,AUD,-0.11458213,0.0399811,0.13443199
2013-01-31,AUD,-0.11856466,0.042784747,0.14253445
2013-02-28,AUD,-0.11763357,0.041891385,0.14023033
2013-03-29,AUD,-0.124162935,0.041594382,0.13953447
2013-04-30,AUD,-0.11393794,0.039616052,0.13240577
2013-05-31,AUD,-0.11454853,0.041509476,0.13999763
2013-06-28,AUD,-0.12038692,0.04188683,0.1457722
2013-07-31,AUD,-0.11318046,0.04104557,0.1418377
2013-08-30,AUD,-0.11922824,0.04297356,0.1517329
2013-09-30,AUD,-0.11863649,0.042098965,0.14916179
2013-10-31,AUD,-0.12338751,0.04310476,0.1532487
2013-11-29,AUD,-0.12434625,0.04491556,0.1592191
2013-12-31,AUD,-0.12536167,0.044040702,0.1579586
2014-01-31,AUD,-0.121259324,0.044025578,0.15339357
2014-02-28,AUD,-0.12059032,0.044793975,0.15341754
2014-03-31,AUD,-0.123922236,0.043844994,0.15322848
2014-04-30,AUD,-0.11985434,0.042739116,0.14624742
2014-05-30,AUD,-0.115325615,0.041644175,0.1401904
2014-06-30,AUD,-0.11329266,0.041159067,0.13758545
2014-07-31,AUD,-0.112535134,0.0405396,0.13604864
2014-08-29,AUD,-0.10959412,0.03851665,0.12918444
2014-09-30,AUD,-0.11430164,0.040782794,0.13522895
2014-10-31,AUD,-0.111012205,0.040587805,0.13199356
2014-11-28,AUD,-0.10621924,0.039159577,0.12429347
2014-12-31,AUD,-0.097869776,0.03740458,0.11395121
2015-01-30,AUD,-0.088528715,0.03082732,0.095263734
2015-02-27,AUD,-0.08490124,0.0316597,0.10051388
2015-03-31,AUD,-0.08083469,0.02970485,0.0950996
2015-04-30,AUD,-0.08857591,0.031735964,0.10342639
2015-05-29,AUD,-0.087896824,0.033397567,0.10869185
2015-06-30,AUD,-0.09448829,0.0361008,0.11893862
2015-07-31,AUD,-0.08901438,0.033710126,0.1094405
2015-08-31,AUD,-0.08548217,0.03394709,0.10950984
2015-09-30,AUD,-0.0840881,0.031986065,0.10251759
2015-10-30,AUD,-0.08345358,0.032320295,0.10428222
2015-11-30,AUD,-0.090552054,0.03283426,0.105761595
2015-12-31,AUD,-0.09259901,0.03448015,0.109997965
