as_of_date,ccy,z_1,z_2
2010-01-29,AUD,0.019095264,-0.21838929
2010-02-26,AUD,0.018291956,-0.21666041
2010-03-31,AUD,0.02127592,-0.2289891
2010-04-30,AUD,0.022326235,-0.23057874
2010-05-31,AUD,0.021178905,-0.21761057
2010-06-30,AUD,0.021102242,-0.21110368
2010-07-30,AUD,0.020819202,-0.21171422
2010-08-31,AUD,0.020662563,-0.19998574
2010-09-30,AUD,0.024488375,-0.2190297
2010-10-29,AUD,0.023033848,-0.21941617
2010-11-30,AUD,0.023417274,-0.22695391
2010-12-31,AUD,0.023037024,-0.230528
2011-01-31,AUD,0.02315919,-0.22836892
2011-02-28,AUD,0.02351856,-0.22979133
2011-03-31,AUD,0.02241727,-0.22631057
2011-04-29,AUD,0.02315351,-0.2278653
2011-05-31,AUD,0.02330971,-0.22208133
2011-06-30,AUD,0.021386165,-0.2219255
2011-07-29,AUD,0.02039751,-0.21155721
2011-08-31,AUD,0.016611567,-0.19310603
2011-09-30,AUD,0.017115487,-0.18248394
2011-10-31,AUD,0.017469078,-0.1913976
2011-11-30,AUD,0.014669533,-0.17570113
2011-12-30,AUD,0.016160725,-0.1743579
2012-01-31,AUD,0.01579954,-0.17295371
2012-02-29,AUD,0.0177019,-0.1858654
2012-03-30,AUD,0.01553787,-0.17856063
2012-04-30,AUD,0.01430947,-0.16662854
2012-05-31,AUD,0.010398493,-0.13726787
2012-06-29,AUD,0.011947017,-0.14700592
2012-07-31,AUD,0.011875265,-0.14420253
2012-08-31,AUD,0.010908743,-0.14178996
2012-09-28,AUD,0.0093098525,-0.13467267
2012-10-31,AUD,0.008044388,-0.13415536
2012-11-30,AUD,0.00819986,-0.13649835
2012-12-31,AUD,0.0048339595,-0.13158657
2013-01-31,AUD,0.0044398746,-0.13655181
2013-02-28,AUD,0.004432333,-0.13513257
2013-03-29,AUD,0.007038647,-0.14225551
2013-04-30,AUD,0.0051103975,-0.130611
2013-05-31,AUD,0.0032177153,-0.1314789
2013-06-28,AUD,0.003412858,-0.13781859
2013-07-31,AUD,0.0018635705,-0.12979038
2013-08-30,AUD,0.0010286747,-0.13655743
2013-09-30,AUD,0.00164498,-0.13583998
2013-10-31,AUD,0.002175812,-0.14106324
2013-11-29,AUD,0.0008848296,-0.14243183
2013-12-31,AUD,0.0012734174,-0.14341873
2014-01-31,AUD,0.0015061299,-0.13899928
2014-02-28,AUD,0.0014824938,-0.13850614
2014-03-31,AUD,0.0026667258,-0.14209071
2014-04-30,AUD,0.0033016484,-0.1375376
2014-05-30,AUD,0.0035311456,-0.13257603
2014-06-30,AUD,0.0036124256,-0.13033113
2014-07-31,AUD,0.0037254896,-0.12938291
2014-08-29,AUD,0.0045536174,-0.12577444
2014-09-30,AUD,0.004810211,-0.13140005
2014-10-31,AUD,0.0047081336,-0.12788068
2014-11-28,AUD,0.00533477,-0.12262472
2014-12-31,AUD,0.0054269563,-0.11331175
2015-01-30,AUD,0.006606708,-0.10147257
2015-02-27,AUD,0.0037062436,-0.09764281
2015-03-31,AUD,0.0034819709,-0.09267271
2015-04-30,AUD,0.0037376015,-0.10127493
2015-05-29,AUD,0.0024557137,-0.10137842
2015-06-30,AUD,0.0020820433,-0.109024964
2015-07-31,AUD,0.0026638948,-0.102723226
2015-08-31,AUD,0.0013900532,-0.098878324
2015-09-30,AUD,0.0028027561,-0.09700475
2015-10-30,AUD,0.0020193674,-0.09643194
2015-11-30,AUD,0.0042827297,-0.104269296
2015-12-31,AUD,0.0040075444,-0.10678007
2016-01-29,AUD,0.004683755,-0.09859506
2016-02-29,AUD,0.0057930304,-0.09440152
2016-03-31,AUD,0.006341627,-0.09841962
2016-04-29,AUD,0.005759966,-0.09679385
2016-05-31,AUD,0.005121485,-0.089120716
2016-06-30,AUD,0.0064501027,-0.08424137
2016-07-29,AUD,0.0065348246,-0.08087358
2016-08-31,AUD,0.0050684996,-0.07759224
2016-09-30,AUD,0.0050405744,-0.0806426
2016-10-31,AUD,0.004668515,-0.088155255
2016-11-30,AUD,0.0033893543,-0.09809664
2016-12-30,AUD,0.0037318505,-0.102152884
2017-01-31,AUD,0.0028260788,-0.09907481
2017-02-28,AUD,0.0025471137,-0.10049769
2017-03-31,AUD,0.0024439893,-0.098991424
2017-04-28,AUD,0.0022830605,-0.09527667
2017-05-31,AUD,0.001630892,-0.08787074
2017-06-30,AUD,0.002120238,-0.096082516
2017-07-31,AUD,0.0015009734,-0.094142586
2017-08-31,AUD,0.0032666218,-0.09634516
2017-09-29,AUD,0.0031652094,-0.10062881
2017-10-31,AUD,0.0025475821,-0.09534543
2017-11-30,AUD,0.003264874,-0.09341742
2017-12-29,AUD,0.0044554193,-0.09791899
2018-01-31,AUD,0.0036181135,-0.10015074
2018-02-28,AUD,0.003922252,-0.09993811
2018-03-30,AUD,0.005496526,-0.09954525
2018-04-30,AUD,0.00552164,-0.102400415
2018-05-31,AUD,0.0051586917,-0.10030557
2018-06-29,AUD,0.0056418628,-0.09995025
2018-07-31,AUD,0.005947512,-0.10046472
2018-08-31,AUD,0.005716048,-0.09606711
2018-09-28,AUD,0.005053177,-0.09901566
2018-10-31,AUD,0.004784026,-0.09732378
2018-11-30,AUD,0.0053375605,-0.09830884
2018-12-31,AUD,0.005570564,-0.09209792
2019-01-31,AUD,0.005613474,-0.089508146
2019-02-28,AUD,0.0041249944,-0.085322775
2019-03-29,AUD,0.0031111438,-0.07295813
2019-04-30,AUD,0.0013234549,-0.06933754
2019-05-31,AUD,0.0006065598,-0.05941045
2019-06-28,AUD,-0.00085290906,-0.05106988
2019-07-31,AUD,-0.001756696,-0.04446291
2019-08-30,AUD,-0.0006050987,-0.03715444
2019-09-30,AUD,-0.0003510828,-0.0403303
2019-10-31,AUD,9.911162e-06,-0.043841507
2019-11-29,AUD,-0.0011007761,-0.039204847
2019-12-31,AUD,-0.0013683611,-0.048154477
2020-01-31,AUD,-0.0012201116,-0.035622012
2020-02-28,AUD,-0.000900423,-0.029900035
2020-03-31,AUD,-0.0014910119,-0.023970693
2020-04-30,AUD,-0.0049071535,-0.019461615
2020-05-29,AUD,-0.00494622,-0.018812286
2020-06-30,AUD,-0.005628025,-0.017725343
2020-07-31,AUD,-0.0054241596,-0.015720868
2020-08-31,AUD,-0.0070596845,-0.01639456
2020-09-30,AUD,-0.006925685,-0.013796252
2020-10-30,AUD,-0.0080367895,-0.012103585
2020-11-30,AUD,-0.009306613,-0.014184978
2020-12-31,AUD,-0.009628659,-0.015059174
2021-01-29,AUD,-0.010781678,-0.017481979
2021-02-26,AUD,-0.0122911185,-0.029867789
2021-03-31,AUD,-0.013166421,-0.03051508
2021-04-30,AUD,-0.012721234,-0.029209979
2021-05-31,AUD,-0.012313447,-0.029284991
2021-06-30,AUD,-0.00993479,-0.029237203
2021-07-30,AUD,-0.009046764,-0.023468353
2021-08-31,AUD,-0.008856378,-0.024805607
2021-09-30,AUD,-0.009530683,-0.030444177
2021-10-29,AUD,-0.003972623,-0.05636798
2021-11-30,AUD,-0.0040460723,-0.051517367
2021-12-31,AUD,-0.0033586128,-0.052086882
2022-01-31,AUD,-0.0013422233,-0.061037116
2022-02-28,AUD,-0.0011757349,-0.0673265
2022-03-31,AUD,0.0044153873,-0.09967495
2022-04-29,AUD,0.009488332,-0.12594031
2022-05-31,AUD,0.011445878,-0.1340473
2022-06-30,AUD,0.01489441,-0.15204628
2022-07-29,AUD,0.013113695,-0.13456441
2022-08-31,AUD,0.01645595,-0.15782207
2022-09-30,AUD,0.019900493,-0.17353638
2022-10-31,AUD,0.018796923,-0.1767881
2022-11-30,AUD,0.016925974,-0.15837242
2022-12-30,AUD,0.018811543,-0.17582732
2023-01-31,AUD,0.01675804,-0.15997541
2023-02-28,AUD,0.020402163,-0.17939374
2023-03-31,AUD,0.016191991,-0.15173721
2023-04-28,AUD,0.016689299,-0.1525014
2023-05-31,AUD,0.019296344,-0.16721329
2023-06-30,AUD,0.02463168,-0.18730095
2023-07-31,AUD,0.022701532,-0.18339413
2023-08-31,AUD,0.020287672,-0.17683513
2023-09-29,AUD,0.020106692,-0.18802294
2023-10-31,AUD,0.021026786,-0.20504923
2023-11-30,AUD,0.020229872,-0.18965183
2023-12-29,AUD,0.019461408,-0.17056084
2024-01-31,AUD,0.018117832,-0.16899781
2024-02-29,AUD,0.019205185,-0.17673092
2010-01-29,CAD,-0.01426968,-0.084907226
2010-02-26,CAD,-0.014096008,-0.085415125
2010-03-31,CAD,-0.00866166,-0.09974775
2010-04-30,CAD,-0.0059551345,-0.10827609
2010-05-31,CAD,-0.0056140097,-0.103318445
2010-06-30,CAD,-0.009887296,-0.08967764
2010-07-30,CAD,-0.00966915,-0.08872443
2010-08-31,CAD,-0.010049055,-0.07638324
2010-09-30,CAD,-0.00677283,-0.080742784
2010-10-29,CAD,-0.00795502,-0.080750324
2010-11-30,CAD,-0.005413176,-0.09238875
2010-12-31,CAD,-0.0057755085,-0.095634565
2011-01-31,CAD,-0.00733467,-0.09646523
2011-02-28,CAD,-0.005401084,-0.103247
2011-03-31,CAD,-0.005873712,-0.10529235
2011-04-29,CAD,-0.006279675,-0.10023916
2011-05-31,CAD,-0.0067378026,-0.09259196
2011-06-30,CAD,-0.007177046,-0.09365311
2011-07-29,CAD,-0.0071277022,-0.08485076
2011-08-31,CAD,-0.008366858,-0.07041331
2011-09-30,CAD,-0.008860807,-0.060952313
2011-10-31,CAD,-0.00886803,-0.0669072
2011-11-30,CAD,-0.0060576242,-0.06449271
2011-12-30,CAD,-0.00553318,-0.061738532
2012-01-31,CAD,-0.00520503,-0.06233481
2012-02-29,CAD,-0.0053117587,-0.06888474
2012-03-30,CAD,-0.00488352,-0.07373724
2012-04-30,CAD,-0.002687517,-0.07833177
2012-05-31,CAD,-0.0025177177,-0.06336198
2012-06-29,CAD,-0.0039936164,-0.06448942
2012-07-31,CAD,-0.0025941401,-0.06602207
2012-08-31,CAD,-0.0016150826,-0.06847452
2012-09-28,CAD,-0.002613275,-0.06576917
2012-10-31,CAD,-0.003255428,-0.066341296
2012-11-30,CAD,-0.0026799547,-0.06584507
2012-12-31,CAD,-0.0024954278,-0.0690542
2013-01-31,CAD,-0.003658377,-0.07198015
2013-02-28,CAD,-0.0050735525,-0.06608661
2013-03-29,CAD,-0.0045068245,-0.067952685
2013-04-30,CAD,-0.003816346,-0.064939946
2013-05-31,CAD,-0.004072038,-0.07367467
2013-06-28,CAD,-0.00461961,-0.082757235
2013-07-31,CAD,-0.005374262,-0.08191722
2013-08-30,CAD,-0.006154391,-0.08418575
2013-09-30,CAD,-0.006841208,-0.082274154
2013-10-31,CAD,-0.007188547,-0.078543805
2013-11-29,CAD,-0.008161585,-0.07797944
2013-12-31,CAD,-0.008192226,-0.08292562
2014-01-31,CAD,-0.008079377,-0.073233865
