epoch,train_curve,train_trans,train_cloud,train_sigma,train_total,val_curve,val_trans,val_cloud,val_sigma,val_total,val_exceed,curve_rmse_bp,sigma_mean,kappa,half_life_y,theta_0,theta_1,lr_khr,time_sec
20,32.30594508133711,-10.797986878621407,0.0033247385210459068,7.748756094367967e-06,-1554.9709019627164,134.72024078348508,-7.336878153348673,0.003765817530238261,7.231498101318196e-06,-830.9638039132208,0.07692307978868484,69.74453060284192,0.012735287215438242,0.5072542693682706,8.759862512434326,-0.02645167331200709,-0.003456243351706821,0.00019760371781290536,12.133246799989138
21,32.144002161535326,-10.799691484858918,0.004471686130683715,7.655213087259548e-06,-1555.5162573956723,135.61387989458396,-7.332015343279922,0.008963423461216457,7.146932193781398e-06,-828.2913451345963,0.07692307978868484,69.75664277728839,0.012719489965251865,0.5075633926854447,8.713132274220486,-0.02645167331200709,-0.003456243351706821,0.00019737110083587945,12.905016000004252
22,31.97919849083048,-10.80127031398394,0.006976290551181293,7.566542985264437e-06,-1556.0077283134237,136.16743391372478,-7.326848237803514,0.0011724883109935158,7.056009287888034e-06,-826.6430811751718,0.07692307978868484,69.71655995625174,0.012702402921725262,0.5078845391080815,8.66245735002869,-0.02645167331200709,-0.003456243351706821,0.0001971278608510088,13.986828699999023
23,31.81732672333445,-10.80298473179233,0.0055464833099080815,7.474496589458515e-06,-1556.6317128297044,136.56483355854166,-7.321806764026098,0.004553951343380693,6.970615477479462e-06,-824.9907877155749,0.07692307978868484,69.65940834856171,0.01268626097311805,0.5082187005467397,8.614730863006562,-0.02645167331200709,-0.003456243351706821,0.00019687402453229879,14.829005800012965
24,31.667410319072363,-10.804598649081253,0.008827409629246078,7.3848558229811075e-06,-1557.0753847235196,136.7159232282269,-7.3157885228126895,0.0028059003380526064,6.878569259808812e-06,-823.8384978167885,0.07692307978868484,69.60646175191799,0.012668757147951626,0.5085703936199352,8.56987447422235,-0.02645167331200709,-0.003456243351706821,0.00019660961971576228,15.63140770001337
25,31.51024626089188,-10.806235115819538,0.004527716515340046,7.291234408442243e-06,-1557.7643608868698,137.7004222307099,-7.309974026647316,0.0007743413453228513,6.791925085721242e-06,-821.0584454451463,0.07692307978868484,69.60551992329617,0.012652196491716094,0.5089176108646473,8.528624872742792,-0.02645167331200709,-0.003456243351706821,0.00019633467539636697,16.40110970000387
26,31.330070835679027,-10.80778029738967,0.01059171126273244,7.2057809933750845e-06,-1558.1747400372237,138.91804440444812,-7.30451500855229,0.002117020439113134,6.713801828732245e-06,-817.7642242571163,0.07692307978868484,69.66052763472732,0.012637152911506615,0.5092838400655458,8.489236531574402,-0.02645167331200709,-0.003456243351706821,0.00019604922172485582,17.165275600011228
27,31.210276473417906,-10.809247266008535,0.004275120847213924,7.126260646212605e-06,-1558.8240308077354,139.72643641098622,-7.299410827491578,0.0023884911533787728,6.636259552901582e-06,-815.3738240480571,0.07692307978868484,69.67080306278639,0.012622140702128606,0.5096259777290916,8.447261012595016,-0.02645167331200709,-0.003456243351706821,0.00019575329000444066,17.9387468000059
28,31.049680478895585,-10.810771351017856,0.0075862333578090154,7.044214060136255e-06,-1559.2746662660322,140.01913541441857,-7.2942081580536575,0.006089877222499221,6.555885509066601e-06,-813.8971447915184,0.07692307978868484,69.59553167747274,0.012606511725724502,0.5099736656148797,8.403703521641157,-0.02645167331200709,-0.003456243351706821,0.00019544691268736953,18.714830699987942
29,30.888243568314795,-10.812267786150308,0.009594567865717248,6.9660516763253535e-06,-1559.7619116465924,140.46758547303742,-7.2892604731874595,0.0020089921527708314,6.485323858206703e-06,-812.3806596197446,0.07692307978868484,69.5620000897054,0.012592686920876103,0.510330728080543,8.365268027510451,-0.02645167331200709,-0.003456243351706821,0.00019513012337136777,19.492598400014685
30,30.743306123451838,-10.813542805891093,0.018710829624307892,6.893638876970476e-06,-1559.9696964702773,141.36562022616266,-7.284049077207083,0.0005965193297735815,6.4131978269178155e-06,-809.8453991531899,0.07692307978868484,69.57619930159667,0.0125784889737975,0.5106940437897521,8.3280850897505,-0.02645167331200709,-0.003456243351706821,0.00019480295679595377,20.477170500002103
31,30.594936857656744,-10.815025754239635,0.005310107715415073,6.817209582535726e-06,-1560.8910517700042,142.47086081165435,-7.278525434091943,0.0,6.3356884346253716e-06,-806.8244221136137,0.07692307978868484,69.61894088305942,0.01256314840990547,0.511050120559091,8.288831190365384,-0.02645167331200709,-0.003456243351706821,0.00019446544883862935,24.8880455000035
32,30.447954910726576,-10.816528364593895,0.0033294089561137197,6.7353316394638274e-06,-1561.4699919356685,143.11500472761114,-7.272634186142889,0.0040897423198570275,6.255355806520943e-06,-804.5299154850024,0.07692307978868484,69.59890752480332,0.012547148412222188,0.5113947826327804,8.250448860001189,-0.02645167331200709,-0.003456243351706821,0.0001941176365109454,26.40820750000421
33,30.300652250332554,-10.818010469256658,0.004821710183186466,6.656470919427654e-06,-1561.9423016404992,143.83928697923483,-7.267363891204452,0.0,6.183474450801152e-06,-802.4136427732964,0.07692307978868484,69.59809057109383,0.012532740402721886,0.5117256557973618,8.21427130709183,-0.02645167331200709,-0.003456243351706821,0.00019375955795444317,27.21291810000548
34,30.180683540411408,-10.819495798000473,0.006481059227790479,6.579138787840233e-06,-1562.3554125648388,144.90506334712242,-7.26228292699586,0.0014763585534443358,6.102824413540109e-06,-799.4758159497037,0.07692307978868484,69.64607174547257,0.012516483604859296,0.5120174418303594,8.169006916834137,-0.02645167331200709,-0.003456243351706821,0.00019339125243647153,27.995590200007427
35,30.023149618603096,-10.821077947054253,0.010378496099922275,6.498600330999245e-06,-1562.7910407372722,145.15405033151492,-7.257126851153921,0.00015259987146792845,6.027661915583237e-06,-798.2442936900832,0.07692307978868484,69.56427467920466,0.0125012339620145,0.5123412512331901,8.128010476663418,-0.02645167331200709,-0.003456243351706821,0.00019301276034588098,28.768075700005284
36,29.853229407528506,-10.822504387430365,0.0032338118573880786,6.423081470734637e-06,-1563.5593387808349,145.45824344734305,-7.251651515975277,0.0022291201982345323,5.954026771736596e-06,-796.7524588421148,0.07692307978868484,69.51574249002708,0.012486197626154424,0.5126824859901399,8.090518130719914,-0.02645167331200709,-0.003456243351706821,0.00019262412318859446,29.558806000015466
37,29.720626595053222,-10.823966651102285,0.004182893026074939,6.347581719760536e-06,-1564.0155625210148,146.21005328978364,-7.246169747732247,0.0005401832915732781,5.8833389826475866e-06,-794.477383403557,0.07692307978868484,69.51894505920419,0.01247165364147491,0.5130328677001399,8.05462438206458,-0.02645167331200709,-0.003456243351706821,0.00019222538358305578,30.318650900007924
38,29.59847379915938,-10.825350636498092,0.011845249557384677,6.276207257025401e-06,-1564.2377379751595,147.61817243579523,-7.240952242304122,0.009900538965065783,5.817445506209437e-06,-790.5978404140634,0.07692307978868484,69.59465045424396,0.012458022629512617,0.5133826749745299,8.02070557606482,-0.02645167331200709,-0.003456243351706821,0.0001918165852555561,31.080381000007037
39,29.44178230540492,-10.82660402887904,0.020884655258666753,6.209171750923739e-06,-1564.4680817197843,148.4443147251849,-7.2358383145318985,0.0013559021311076785,5.753432443299841e-06,-788.4349338005952,0.07692307978868484,69.60749276700284,0.012444694725789558,0.5137379690270164,7.986548515800793,-0.02645167331200709,-0.003456243351706821,0.00019139777303543877,31.867511799995555
40,29.311951650674484,-10.827911272733088,0.008529580939760388,6.143934575732312e-06,-1565.2946123112702,149.39364058756402,-7.231057780748064,0.007117070783307362,5.691246580275217e-06,-785.6464913204219,0.07692307978868484,69.63901782427507,0.012431663413541912,0.5140801560061271,7.951214010729892,-0.02645167331200709,-0.003456243351706821,0.00019096899285018333,32.63990539999213
41,29.167771499217164,-10.82921348305999,0.002449492679113573,6.079702068736483e-06,-1565.9608352760536,149.83000378142387,-7.226147083179713,0.005028221877881995,5.629199753597828e-06,-784.0999498582654,0.07692307978868484,69.60013603152512,0.012418580892597697,0.5144283782763658,7.916417218928655,-0.02645167331200709,-0.003456243351706821,0.00019053029172036895,33.42936290000216
42,29.030776109461826,-10.830454683514231,0.005576121636043742,6.015117901343314e-06,-1566.3273364233269,150.24732339071957,-7.220852380054266,0.0004473853454134875,5.5656682649163634e-06,-782.6086573298087,0.07692307978868484,69.5778003641428,0.012405125587590852,0.514784559100493,7.883608070747027,-0.02645167331200709,-0.003456243351706821,0.00019008171775451827,34.19910379999783
43,28.911264247819336,-10.831780364066626,0.006987262362555819,5.949949406240844e-06,-1566.7230083446661,151.3810336425733,-7.215724944319397,0.0,5.503491455029687e-06,-779.5856673798528,0.07692307978868484,69.61888032340933,0.012391883982407245,0.5151352594805791,7.849924817999263,-0.02645167331200709,-0.003456243351706821,0.0001896233201438216,34.96344809999573
44,28.766568204786275,-10.833034276908519,0.004980121060868361,5.885110540871448e-06,-1567.2608312737975,152.66766927186157,-7.210506719714748,0.0,5.441296441597357e-06,-776.2297868206059,0.07692307978868484,69.68669150324676,0.012378567086893203,0.5154904579878231,7.8169073627848755,-0.02645167331200709,-0.003456243351706821,0.0001891551491567426,38.12269690001267
45,28.632966393982088,-10.83441954510065,0.005421052602538098,5.818525398702888e-06,-1567.7227303482598,153.491678071239,-7.204979581543099,0.00010652410786243987,5.372601741504879e-06,-773.7496401622682,0.07692307978868484,69.69868370274685,0.012363789973708475,0.5158030603341542,7.782260270143214,-0.02645167331200709,-0.003456243351706821,0.00018867725613350587,41.53212550000171
46,28.499512727517974,-10.835899428762794,0.007706595331986687,5.747741301838921e-06,-1568.1431955168196,154.2109177321753,-7.1993181500578185,0.00011001255458643796,5.303458411217135e-06,-771.4619797508622,0.07692307978868484,69.69765967212936,0.012348816724788023,0.5161249337027005,7.747204514940279,-0.02645167331200709,-0.003456243351706821,0.00018818969348046672,42.497355700004846
47,28.359784060249392,-10.837288776659648,0.005517420871251906,5.6771657278727196e-06,-1568.6968714208554,154.90237215540316,-7.19359847614649,0.010619769713620721,5.235818945575929e-06,-768.9059623818674,0.07692307978868484,69.69862605930476,0.012334082418909462,0.5164516227029655,7.7135402494048035,-0.02645167331200709,-0.003456243351706821,0.00018769251466436442,43.35750340000959
48,28.222598188085744,-10.83871371979316,0.006149883229353418,5.604844242701308e-06,-1569.1661554074367,156.14851237813482,-7.188532196901581,0.000652477054824467,5.163848071987201e-06,-765.9529027711789,0.07692307978868484,69.7562000355199,0.012318318011020141,0.5167279622197287,7.671705548524223,-0.02645167331200709,-0.003456243351706821,0.00018718577420645888,44.169708100002026
49,28.10841089526781,-10.840260854568898,0.0017914652858288065,5.5338533664002765e-06,-1569.7574947294918,157.14017126750343,-7.183648501580523,0.0011393294802794444,5.0991691327320335e-06,-763.2225544793977,0.07692307978868484,69.79082345105111,0.0123040187178657,0.5170204152060547,7.633831590134657,-0.02645167331200709,-0.003456243351706821,0.00018666952767655166,44.9993492999929
50,27.942618678436297,-10.841647700109457,0.006778332741363143,5.46731523155559e-06,-1570.1476330468422,157.428129640868,-7.178330050143355,0.0030536255542499943,5.034371602196328e-06,-761.7915707299354,0.07692307978868484,69.73798735663094,0.012289601267707303,0.5173363323539265,7.59857244203574,-0.02645167331200709,-0.003456243351706821,0.00018614383168689242,45.8129181000113
51,27.81317459725649,-10.843120880306797,0.0055996097587589925,5.398304979173429e-06,-1570.6629979487855,158.22170029055104,-7.172859977920467,0.00012442941230833112,4.967113209849485e-06,-759.4719289981791,0.07692307978868484,69.74856731318259,0.01227453844873956,0.5176479581806338,7.561861833983245,-0.02645167331200709,-0.003456243351706821,0.00018560874388597043,46.62896170001477
52,27.677985480913893,-10.844540683914277,0.013633699003144654,5.329303849022137e-06,-1570.9054620475215,159.25914321566572,-7.167204964375771,2.4908217516094186e-05,4.901528958568566e-06,-756.5519079205915,0.07692307978868484,69.787972126066,0.012259752887380078,0.5179635027729714,7.528030891970921,-0.02645167331200709,-0.003456243351706821,0.00018506432295219299,47.45877830000245
53,27.545194665308372,-10.84592596128407,0.007349510854309217,5.262624294508797e-06,-1571.5674942877754,160.77146683198563,-7.1617843811966635,0.0,4.839200114773741e-06,-752.7150451152987,0.07692307978868484,69.88810031452289,0.012245620290748422,0.5182780270599918,7.4956256179931,-0.02645167331200709,-0.003456243351706821,0.00018451062858745052,48.24920759999077
54,27.44221391703481,-10.847320476258103,0.010476468335492184,5.200303602193406e-06,-1571.8889489473768,161.99332175523753,-7.156814990160887,0.00024064946893840778,4.779350194208856e-06,-749.5188268292015,0.07692307978868484,69.95880915502977,0.012231948677521542,0.518586297445723,7.460948730233811,-0.02645167331200709,-0.003456243351706821,0.00018394772151056972,49.05735660000937
55,27.30796151767361,-10.848729982075016,0.003778317131365486,5.136628668609108e-06,-1572.569951504627,162.46547075455499,-7.151560140969967,0.0,4.715941983544571e-06,-747.793647752418,0.07692307978868484,69.92622463544654,0.0122173913635222,0.5188737079603793,7.426048404107305,-0.02645167331200709,-0.003456243351706821,0.00018337566345065493,49.86200540000573
56,27.166906752477196,-10.850110459925737,0.0055407484429736385,5.0717648181316115e-06,-1573.0063895009807,162.85952628582407,-7.14622860869915,0.0001806354814986751,4.654155178240191e-06,-746.2005113584231,0.07692307978868484,69.90339659333668,0.012203100168848183,0.5191626801870141,7.393002906125909,-0.02645167331200709,-0.003456243351706821,0.00018279451714031892,51.669490700005554
57,27.07115869082376,-10.85154502384302,0.0037405054455791607,5.007647108945999e-06,-1573.46720573722,163.8556794201522,-7.140982035199506,0.0009388195996530873,4.593977115374964e-06,-743.3985938974009,0.07692307978868484,69.94646985292357,0.01218908767252549,0.5194473913811856,7.360762589525189,-0.02645167331200709,-0.003456243351706821,0.00018220434630880357,55.69302440001047
58,26.941905776725434,-10.852882599301433,0.005121742927145518,4.944844681664222e-06,-1573.8850363645868,165.0546250051285,-7.135636174120843,0.012040980491445422,4.528931580640973e-06,-739.8658888299649,0.07692307978868484,70.01072126303134,0.012173870155557012,0.5196788186462203,7.327162261773731,-0.02645167331200709,-0.003456243351706821,0.00018160521567499115,56.6091524999938
59,26.86074146444631,-10.854376019203453,0.0009871167362083622,4.8756094141131806e-06,-1574.3955552307107,166.58986334433115,-7.130286400485279,0.002272585239666848,4.462191751397993e-06,-736.2861314434368,0.07692307978868484,70.1269230319561,0.012158142797125694,0.519897108982278,7.291659388874392,-0.02645167331200709,-0.003456243351706821,0.00018099719094030728,57.41932909999741
60,26.757123007908092,-10.855862755663251,0.011825577549337688,4.8091415979895186e-06,-1574.5007817239955,166.33292600116823,-7.125027058009272,0.0009375973524280193,4.401321615605858e-06,-736.0512761352505,0.07692307978868484,70.02974266340352,0.012143660150433066,0.520109176067025,7.261139907247355,-0.02645167331200709,-0.003456243351706821,0.0001803803387815159,58.208347900013905
61,26.624837278103797,-10.857339592423804,0.004937524057053291,4.7451698113480575e-06,-1575.1936482460287,167.436355459774,-7.119101105387985,0.00010237180538783402,4.336198013078395e-06,-732.9807113384619,0.07692307978868484,70.08985139012073,0.01212805536044853,0.5203369404239961,7.230395175513798,-0.02645167331200709,-0.003456243351706821,0.00017975472684340752,59.042239700007485
62,26.508735552503808,-10.858984251698477,0.011782458349688794,4.669667237038785e-06,-1575.467353564799,168.1618546456574,-7.112797554475808,9.962383373237923e-05,4.255142891109656e-06,-730.5844248792623,0.07692307978868484,70.10157565529555,0.01210851638612544,0.5204830284500357,7.189441658948551,-0.02645167331200709,-0.003456243351706821,0.00017912042373138118,59.84396699999343
63,26.415098535817155,-10.860817785170473,0.006098398923541104,4.591159271895174e-06,-1576.1003364176868,169.74077991747248,-7.107209130833269,0.001749864710826154,4.18681277819772e-06,-726.5389402231641,0.07692307978868484,70.22145599209026,0.01209187336690887,0.5206765704342843,7.152858464152818,-0.02645167331200709,-0.003456243351706821,0.00017847749900392105,60.660565099999076
64,26.29192244096307,-10.86232098035614,0.0021826805364930034,4.520997587442212e-06,-1576.689779760225,169.98498602725755,-7.101261907108151,0.0007523048987753768,4.1178568418234164e-06,-725.1885091510605,0.07692307978868484,70.18183778734083,0.012074916501294813,0.5208495876438989,7.118782510397778,-0.02645167331200709,-0.003456243351706821,0.0001778260231649686,61.46362739999313
65,26.19491256844672,-10.86406705137001,0.002855628004236181,4.451641453016661e-06,-1577.1256604455752,170.33720110689353,-7.0963853590993855,4.7737137038656404e-05,4.055587099874573e-06,-723.77385836281,0.07692307978868484,70.16591464944733,0.012059429802931239,0.5209840760909908,7.082153762807355,-0.02645167331200709,-0.003456243351706821,0.000177166067656191,62.26945359999081
66,26.099570335880752,-10.865680734315886,0.0022999255774081508,4.386306439165173e-06,-1577.5751990954207,171.20800563730066,-7.090877137783526,0.0004863082658301415,3.993739250334702e-06,-721.192982666452,0.07692307978868484,70.20908559633155,0.012043963592984725,0.5211346680212584,7.050382300544099,-0.02645167331200709,-0.003456243351706821,0.0001764977048491469,63.07798760000151
67,26.00328661334961,-10.867264203552892,0.003153131208425469,4.3218751503327365e-06,-1577.979819619681,172.4675120170856,-7.085177539830771,0.00020436906148406188,3.929812715938379e-06,-717.8276162431682,0.07692307978868484,70.29477415414941,0.012027861245165862,0.5212769137158529,7.018685056442649,-0.02645167331200709,-0.003456243351706821,0.00017582100803734973,63.89574400000856
68,25.90653450593476,-10.86909768507691,0.0013709957194113934,4.2426028567583935e-06,-1578.501968672371,172.47187715391726,-7.078037377739836,0.0025069152939227175,3.836635340821314e-06,-716.6789716236417,0.07692307978868484,70.2334218569267,0.012004278602663334,0.5213415870312271,6.968023054142506,-0.02645167331200709,-0.003456243351706821,0.00017513605142823068,64.70585749999736
69,25.810073776678887,-10.871348454527764,0.009134417895212172,4.151327322240005e-06,-1578.799785434306,173.1521259280938,-7.070611299930945,0.0,3.7531669174908756e-06,-714.2799367996192,0.07692307978868484,70.25553868959851,0.011982880401008065,0.5214299133101554,6.929238258035609,-0.02645167331200709,-0.003456243351706821,0.0001744429101350007,66.22795450000558
70,25.73970897270828,-10.873401919474686,0.0005980349262517564,4.0620123478607644e-06,-1579.5048049033035,174.83399253314116,-7.063514698343259,0.00043760553688384335,3.667368097588875e-06,-709.8387567829049,0.07692307978868484,70.39448217912725,0.011960667961639197,0.5214386252792182,6.888502212182692,-0.02645167331200709,-0.003456243351706821,0.00017374166016841352,70.85522500000661
71,25.640646807172008,-10.875422911763932,0.01288970218124937,3.98049545783296e-06,-1579.6374910938928,174.57527846033105,-7.056809485937655,0.0017271662306935652,3.5952152908206645e-06,-709.3118605524835,0.07692307978868484,70.31546471349228,0.011941757260238186,0.5214715031791319,6.8578441579000895,-0.02645167331200709,-0.003456243351706821,0.0001730323784284304,71.89197980001336
72,25.565161624900572,-10.877238610033281,0.0010300261016906284,3.907450137647743e-06,-1580.416752571865,174.79487468389257,-7.050857291292041,0.0007086246474693809,3.531650644607638e-06,-708.0105222853077,0.07692307978868484,70.3063255082871,0.01192491222840569,0.5215206062356111,6.829084051413689,-0.02645167331200709,-0.003456243351706821,0.000172315142695787,72.71046649999334
73,25.50219302387299,-10.878819362012926,0.007282378894296786,3.844415233930342e-06,-1580.5923580568963,175.3393027791455,-7.0454067033734535,0.0019825746980736535,3.4771146619046404e-06,-706.0659684774611,0.07692307978868484,70.33758153586382,0.01191031195092464,0.5215337835008662,6.807484452108625,-0.02645167331200709,-0.003456243351706821,0.0001715900316234639,73.52493210000102
74,25.467430714882916,-10.880310379793304,0.0024604512984346748,3.785550540357252e-06,-1581.030310899196,175.77656245825995,-7.038610970498004,2.600456344132582e-06,3.403511901682555e-06,-704.231635620687,0.07692307978868484,70.34925374700292,0.011890448879800728,0.5214535437324809,6.777461241984246,-0.02645167331200709,-0.003456243351706821,0.00017085712472806144,74.33866040001158
75,25.412611620790482,-10.882411517795745,0.0018396394482870716,3.700867374339439e-06,-1581.4739135095833,175.00706890911687,-7.030547571844919,0.0002655534510317273,3.325130844971216e-06,-704.5533810932832,0.07692307978868484,70.26131810271941,0.011869034261936293,0.5213490617613767,6.752055542828803,-0.02645167331200709,-0.003456243351706821,0.00017011650238107985,75.14185650000582
76,25.38870577120844,-10.88428057664989,0.0011354099032261746,3.6268143924856864e-06,-1581.8233590291848,176.0481659982584,-7.024493188776784,0.005147779958563177,3.2658968110514364e-06,-701.4166811276219,0.07692307978868484,70.32716365769724,0.011852687826174893,0.5212820177006443,6.730976496145941,-0.02645167331200709,-0.003456243351706821,0.00016936824580010543,75.9511191000056
