as_of_date,ccy,z_1,z_2,z_3
2010-01-29,AUD,0.03851641,-0.13809769,0.32782543
2010-02-26,AUD,0.03948582,-0.13906303,0.32436004
2010-03-31,AUD,0.038370255,-0.14216709,0.34454173
2010-04-30,AUD,0.037681133,-0.14069788,0.3467717
2010-05-31,AUD,0.03673012,-0.13282917,0.32721847
2010-06-30,AUD,0.036005005,-0.12734136,0.31718048
2010-07-30,AUD,0.036629345,-0.12869817,0.31803885
2010-08-31,AUD,0.033349484,-0.11894601,0.30044913
2010-09-30,AUD,0.032914042,-0.12600298,0.33024043
2010-10-29,AUD,0.03448855,-0.12940109,0.3299162
2010-11-30,AUD,0.037364755,-0.1354895,0.34031877
2010-12-31,AUD,0.03759315,-0.13892755,0.3460045
2011-01-31,AUD,0.03747293,-0.1372236,0.3436082
2011-02-28,AUD,0.037328422,-0.1375843,0.34593162
2011-03-31,AUD,0.03756254,-0.13727793,0.3404676
2011-04-29,AUD,0.037072953,-0.1367276,0.34282944
2011-05-31,AUD,0.036010344,-0.13146105,0.3345031
2011-06-30,AUD,0.03834317,-0.13548939,0.33324912
2011-07-29,AUD,0.03853197,-0.12905416,0.317354
2011-08-31,AUD,0.036797587,-0.12189579,0.2887313
2011-09-30,AUD,0.033939652,-0.11219639,0.27330616
2011-10-31,AUD,0.036021862,-0.11931413,0.28723755
2011-11-30,AUD,0.034583498,-0.112439625,0.26233667
2011-12-30,AUD,0.032843,-0.10822921,0.2610357
2012-01-31,AUD,0.03345515,-0.10768453,0.25881532
2012-02-29,AUD,0.033583317,-0.11367936,0.2792534
2012-03-30,AUD,0.034355838,-0.11259549,0.26732013
2012-04-30,AUD,0.03221932,-0.10564812,0.24971183
2012-05-31,AUD,0.028174171,-0.09028185,0.20506814
2012-06-29,AUD,0.02951216,-0.09442848,0.21968037
2012-07-31,AUD,0.029034872,-0.09214523,0.21568684
2012-08-31,AUD,0.029931875,-0.09239925,0.21160097
2012-09-28,AUD,0.029418819,-0.08994283,0.20069258
2012-10-31,AUD,0.030774718,-0.09256135,0.19974281
2012-11-30,AUD,0.031459585,-0.0939738,0.20303857
2012-12-31,AUD,0.034321286,-0.09842205,0.19471131
2013-01-31,AUD,0.03695484,-0.103905484,0.20160635
2013-02-28,AUD,0.036283012,-0.10223743,0.1992745
2013-03-29,AUD,0.034731064,-0.102415,0.21094257
2013-04-30,AUD,0.03392797,-0.09673661,0.1926999
2013-05-31,AUD,0.03676558,-0.102010764,0.19296733
2013-06-28,AUD,0.03819404,-0.107523635,0.2024145
2013-07-31,AUD,0.03802851,-0.10416358,0.18985087
2013-08-30,AUD,0.040490445,-0.11156212,0.19946507
2013-09-30,AUD,0.03926407,-0.10972333,0.19882186
2013-10-31,AUD,0.03991707,-0.11279439,0.20645873
2013-11-29,AUD,0.04227908,-0.11695057,0.20791824
2013-12-31,AUD,0.041284833,-0.116616115,0.21037658
2014-01-31,AUD,0.040789142,-0.11232627,0.20323448
2014-02-28,AUD,0.041346226,-0.11212918,0.20238882
2014-03-31,AUD,0.03989636,-0.11263773,0.20875728
2014-04-30,AUD,0.038215794,-0.10731031,0.20223679
2014-05-30,AUD,0.036853008,-0.10260118,0.1951777
2014-06-30,AUD,0.036195595,-0.10056475,0.19193198
2014-07-31,AUD,0.035474733,-0.09952649,0.19063444
2014-08-29,AUD,0.03302031,-0.094336055,0.18553491
2014-09-30,AUD,0.034895927,-0.09867432,0.19381644
2014-10-31,AUD,0.03446029,-0.0960345,0.1885973
2014-11-28,AUD,0.032388415,-0.09018008,0.18146777
2014-12-31,AUD,0.030374452,-0.0820657,0.16760595
2015-01-30,AUD,0.024124738,-0.06904297,0.15000269
2015-02-27,AUD,0.026707446,-0.07264052,0.14323309
2015-03-31,AUD,0.025194217,-0.0688466,0.13560142
2015-04-30,AUD,0.02703381,-0.07512687,0.14828876
2015-05-29,AUD,0.029237779,-0.07879445,0.1488777
2015-06-30,AUD,0.032319624,-0.08655214,0.1597524
2015-07-31,AUD,0.029490622,-0.07956974,0.1511495
2015-08-31,AUD,0.030361027,-0.07919693,0.14473057
2015-09-30,AUD,0.027750907,-0.07425058,0.14253041
2015-10-30,AUD,0.028558977,-0.075525686,0.14168365
2015-11-30,AUD,0.027687795,-0.07681257,0.15408455
2015-12-31,AUD,0.029212022,-0.07969134,0.15739611
2016-01-29,AUD,0.026013782,-0.07120168,0.14597216
2016-02-29,AUD,0.023098169,-0.06510999,0.1402275
2016-03-31,AUD,0.023409344,-0.06738789,0.1464899
2016-04-29,AUD,0.023420654,-0.067616224,0.14371583
2016-05-31,AUD,0.021995885,-0.06263811,0.1323788
2016-06-30,AUD,0.018476235,-0.055423487,0.12592642
2016-07-29,AUD,0.017212078,-0.052436337,0.121411934
2016-08-31,AUD,0.018298164,-0.05301858,0.11569349
2016-09-30,AUD,0.019423576,-0.05576668,0.119954035
2016-10-31,AUD,0.021638362,-0.06297228,0.13076796
2016-11-30,AUD,0.025846511,-0.07403541,0.14451289
2016-12-30,AUD,0.026325094,-0.07659582,0.15081364
2017-01-31,AUD,0.027255287,-0.0764468,0.14583641
2017-02-28,AUD,0.027522124,-0.0779462,0.14773956
2017-03-31,AUD,0.0275302,-0.077012576,0.14573006
2017-04-28,AUD,0.026709307,-0.074240685,0.14024568
2017-05-31,AUD,0.026108827,-0.06987851,0.12896276
2017-06-30,AUD,0.026736252,-0.075393796,0.14118193
2017-07-31,AUD,0.027195305,-0.075151995,0.13814448
2017-08-31,AUD,0.025068764,-0.0728931,0.14241341
2017-09-29,AUD,0.026441725,-0.07685187,0.14866269
2017-10-31,AUD,0.026105382,-0.073791355,0.14058992
2017-11-30,AUD,0.0246306,-0.07048044,0.1381493
2017-12-29,AUD,0.023630595,-0.07143731,0.14533517
2018-01-31,AUD,0.025163887,-0.07506301,0.14804007
2018-02-28,AUD,0.02491388,-0.07425018,0.14788426
2018-03-30,AUD,0.02306439,-0.07027961,0.14783368
2018-04-30,AUD,0.02389716,-0.072652906,0.15201238
2018-05-31,AUD,0.023824736,-0.07162254,0.14860204
2018-06-29,AUD,0.023684263,-0.0702983,0.14828692
2018-07-31,AUD,0.02302608,-0.07007015,0.14949653
2018-08-31,AUD,0.022438038,-0.06682769,0.14308108
2018-09-28,AUD,0.023892023,-0.07089444,0.14699075
2018-10-31,AUD,0.023838779,-0.0700727,0.14434674
2018-11-30,AUD,0.023231227,-0.06961066,0.14614698
2018-12-31,AUD,0.022203587,-0.063885316,0.13689078
2019-01-31,AUD,0.021351466,-0.061537024,0.1333817
2019-02-28,AUD,0.022114001,-0.061369188,0.12635463
2019-03-29,AUD,0.020093327,-0.053354353,0.107923955
2019-04-30,AUD,0.02106694,-0.054203242,0.1019472
2019-05-31,AUD,0.019085784,-0.047640115,0.08732197
2019-06-28,AUD,0.01864242,-0.044227693,0.07430078
2019-07-31,AUD,0.017683856,-0.04060086,0.06453476
2019-08-30,AUD,0.013873173,-0.031977784,0.05407744
2019-09-30,AUD,0.01401255,-0.03365094,0.059159048
2019-10-31,AUD,0.01462524,-0.036095772,0.06442652
2019-11-29,AUD,0.014779795,-0.034807447,0.057013378
2019-12-31,AUD,0.01767726,-0.04280967,0.06991607
2020-01-31,AUD,0.014042917,-0.031951997,0.051910598
2020-02-28,AUD,0.01173167,-0.026598556,0.04381588
2020-03-31,AUD,0.010055268,-0.022691036,0.03449614
2020-04-30,AUD,0.013213943,-0.026913008,0.026658634
2020-05-29,AUD,0.013134324,-0.026423696,0.025954213
2020-06-30,AUD,0.014193775,-0.02739074,0.023910252
2020-07-31,AUD,0.013205936,-0.024964849,0.02120904
2020-08-31,AUD,0.016166145,-0.029601328,0.021466466
2020-09-30,AUD,0.015115143,-0.026978845,0.01784793
2020-10-30,AUD,0.016368978,-0.02810943,0.014801702
2020-11-30,AUD,0.018588303,-0.032580633,0.017388217
2020-12-31,AUD,0.019293737,-0.034122713,0.01832933
2021-01-29,AUD,0.02205277,-0.0391116,0.021230904
2021-02-26,AUD,0.027443629,-0.052482713,0.037894994
2021-03-31,AUD,0.029232897,-0.055238668,0.038611468
2021-04-30,AUD,0.028141627,-0.053059787,0.03680073
2021-05-31,AUD,0.027050242,-0.052053772,0.037032444
2021-06-30,AUD,0.02257761,-0.04656452,0.03831004
2021-07-30,AUD,0.019770974,-0.039700396,0.030473962
2021-08-31,AUD,0.019511187,-0.040460598,0.032253146
2021-09-30,AUD,0.02189896,-0.046665553,0.040172465
2021-10-29,AUD,0.018080294,-0.055767797,0.082978755
2021-11-30,AUD,0.016266448,-0.051713526,0.07524877
2021-12-31,AUD,0.01619629,-0.050617315,0.075638816
2022-01-31,AUD,0.015673945,-0.05391582,0.09027161
2022-02-28,AUD,0.01609862,-0.0588558,0.10006429
2022-03-31,AUD,0.016399734,-0.0730213,0.1507397
2022-04-29,AUD,0.019759469,-0.083525226,0.19123422
2022-05-31,AUD,0.021657227,-0.08552924,0.20349191
2022-06-30,AUD,0.024110332,-0.0922332,0.22975425
2022-07-29,AUD,0.02342533,-0.081475236,0.20303245
2022-08-31,AUD,0.024039395,-0.093428664,0.23947467
2022-09-30,AUD,0.024558669,-0.09838753,0.2638695
2022-10-31,AUD,0.027778681,-0.10384914,0.26816386
2022-11-30,AUD,0.02506868,-0.09254814,0.24022315
2022-12-30,AUD,0.027494987,-0.10283928,0.26653677
2023-01-31,AUD,0.02682463,-0.094138026,0.2417657
2023-02-28,AUD,0.027217602,-0.10210509,0.27248487
2023-03-31,AUD,0.026066454,-0.08887053,0.22908519
2023-04-28,AUD,0.026108695,-0.08829197,0.23066969
2023-05-31,AUD,0.027019273,-0.094345145,0.25337026
2023-06-30,AUD,0.024997514,-0.099095665,0.28558296
2023-07-31,AUD,0.027187588,-0.10051892,0.27874163
2023-08-31,AUD,0.02827182,-0.100411214,0.26784727
2023-09-29,AUD,0.03116335,-0.11026331,0.2843075
2023-10-31,AUD,0.03494729,-0.122502215,0.30933252
2023-11-30,AUD,0.03232931,-0.11142871,0.2860992
2023-12-29,AUD,0.028287377,-0.09703663,0.2576188
2024-01-31,AUD,0.029908262,-0.09879584,0.25454035
2024-02-29,AUD,0.030209087,-0.102881365,0.26654512
2010-01-29,CAD,0.04165156,-0.10162797,0.11893277
2010-02-26,CAD,0.04167569,-0.10180948,0.11932515
2010-03-31,CAD,0.037371315,-0.10136117,0.14347172
2010-04-30,CAD,0.03654462,-0.102412395,0.15691525
2010-05-31,CAD,0.034960117,-0.09734553,0.14972122
2010-06-30,CAD,0.039072834,-0.09540819,0.12727211
2010-07-30,CAD,0.03966969,-0.09422718,0.12581283
2010-08-31,CAD,0.03758705,-0.08456885,0.10758417
2010-09-30,CAD,0.03481671,-0.081238285,0.11577756
2010-10-29,CAD,0.036672648,-0.08406026,0.115734436
2010-11-30,CAD,0.035700727,-0.08792866,0.1327116
2010-12-31,CAD,0.03671633,-0.09153372,0.13756685
2011-01-31,CAD,0.039070617,-0.096151516,0.13795574
2011-02-28,CAD,0.037695818,-0.09747931,0.14902668
2011-03-31,CAD,0.03832311,-0.100017235,0.15191872
2011-04-29,CAD,0.038484316,-0.09691631,0.14439496
2011-05-31,CAD,0.03706382,-0.09146158,0.13330215
2011-06-30,CAD,0.03832058,-0.09335419,0.134396
2011-07-29,CAD,0.036654383,-0.08583238,0.12143301
2011-08-31,CAD,0.03464554,-0.076648556,0.09941919
2011-09-30,CAD,0.032872412,-0.069352426,0.08518507
2011-10-31,CAD,0.034955565,-0.074466854,0.0941181
2011-11-30,CAD,0.02985099,-0.06638422,0.0919686
2011-12-30,CAD,0.028315077,-0.062429328,0.08854401
2012-01-31,CAD,0.028563369,-0.06252438,0.08934634
2012-02-29,CAD,0.02948281,-0.06775238,0.09917956
2012-03-30,CAD,0.029811872,-0.071001984,0.10631097
2012-04-30,CAD,0.027826045,-0.069864966,0.11428646
2012-05-31,CAD,0.02367988,-0.057047885,0.09236314
2012-06-29,CAD,0.026301442,-0.06142814,0.093274705
2012-07-31,CAD,0.024517035,-0.059386276,0.09618756
2012-08-31,CAD,0.02382876,-0.05945067,0.100182034
2012-09-28,CAD,0.02450106,-0.0594246,0.09565517
2012-10-31,CAD,0.025621021,-0.061355583,0.09611595
2012-11-30,CAD,0.024550198,-0.059647713,0.09573848
