epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2,swaption_priced_frac,path_finite_frac,anchor_rmse_bp,recon_rmse_bps,nan_batches,gnorm_lam0,gnorm_scale,lr,lambda0_norm,lambda0_l1,sigma_scale_mean,sigma_s1,sigma_s2,sigma_s3,sigma_s4,lambda0_v1,lambda0_v2,lambda0_v3,lambda0_v4,fwd_bias_diag_bp,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
492,4344.1,9.074,3.901835858821869,3.0449533462524414,1.7666941403149394e-05,1.0,0.94232177734375,,,0,0.0,0.0,0.0002764508873073779,0.132970929145813,0.16272728145122528,0.13089396059513092,0.19226184487342834,0.17970918118953705,0.09915801137685776,0.052446819841861725,0.018094338476657867,0.011999602429568768,-0.1311783343553543,-0.0014550071209669113,-146.6625,,,,,,,,,
493,4352.2,8.122,6.862812906503677,2.7532253563404083,1.7699322143016616e-05,1.0,0.939453125,,,0,0.0,0.0,0.00027562879865956235,0.13310839235782623,0.1628946214914322,0.13098308444023132,0.19234006106853485,0.18005044758319855,0.09905269742012024,0.05248911306262016,0.018174869939684868,0.01190008781850338,-0.13131505250930786,-0.0015046218177303672,-59.7625,,,,,,,,,
494,4361.3,9.124,4.4105459451675415,2.725733608007431,1.7739415852702223e-05,1.0,0.94091796875,,,0,0.0,0.0,0.0002748064302861028,0.13326875865459442,0.16295579075813293,0.13098609447479248,0.1920033097267151,0.18032625317573547,0.09906412661075592,0.05255068093538284,0.018324600532650948,0.011706661432981491,-0.1314748078584671,-0.0014497245429083705,-122.01249999999999,,,,,,,,,
495,4370.1,8.738,4.626537442207336,2.9246104955673218,1.7759386537363753e-05,1.0,0.9412841796875,,,0,0.0,0.0,0.00027398379118028795,0.13325251638889313,0.1626451015472412,0.1310059130191803,0.1920505315065384,0.18030379712581635,0.09905122965574265,0.052618056535720825,0.01822415553033352,0.011608204804360867,-0.1314823031425476,-0.0013304390013217926,-149.08749999999998,,,,,,,,,
496,4379.2,9.115,5.01544862985611,2.3588627576828003,1.7737917914928403e-05,1.0,0.94366455078125,,,0,0.0,0.0,0.0002731608903383673,0.13305921852588654,0.16217252612113953,0.13107076287269592,0.1926387995481491,0.1802842915058136,0.09878459572792053,0.05257539451122284,0.017924390733242035,0.011744264513254166,-0.1313169300556183,-0.0011869327863678336,-163.0125,,,,,,,,,
497,4388.5,9.34,2.867142081260681,3.1354990005493164,1.7700091575534316e-05,1.0,0.940673828125,,,0,0.0,0.0,0.0002723377367594526,0.13302405178546906,0.16198138892650604,0.1311774104833603,0.19309191405773163,0.1807362288236618,0.09839604049921036,0.05248548462986946,0.01789308711886406,0.01181370485574007,-0.13128092885017395,-0.000993675785139203,-125.7625,,,,,,,,,
498,4397.2,8.657,4.079906404018402,2.721248120069504,1.770021162883495e-05,1.0,0.94439697265625,,,0,0.0,0.0,0.0002715143394454194,0.13298334181308746,0.16199727356433868,0.13129417598247528,0.19340132176876068,0.18124446272850037,0.09808927774429321,0.05244167894124985,0.017957866191864014,0.011928718537092209,-0.13122117519378662,-0.0008895137580111623,-110.13749999999999,,,,,,,,,
499,4405.9,8.785,6.373498916625977,1.3558453172445297,1.7649054825596977e-05,1.0,0.93560791015625,,5.2951848771837025,0,2.000000238418565,2.0,0.0002706907074008091,0.13266682624816895,0.16169826686382294,0.1314084678888321,0.19365091621875763,0.181779682636261,0.09787199646234512,0.05233129486441612,0.018038788810372353,0.012103443965315819,-0.13087448477745056,-0.0006815544329583645,-42.375,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
500,4414.6,8.695,3.2827399373054504,1.7832363545894623,1.758332746248925e-05,1.0,0.93719482421875,,,0,0.0,0.0,0.00026986684963272947,0.13260293006896973,0.16165202856063843,0.1313723921775818,0.19343924522399902,0.18180567026138306,0.09797944128513336,0.05226525664329529,0.01818731799721718,0.012071045115590096,-0.1307925283908844,-0.0006011443329043686,-64.4625,,,,,,,,,
501,4423.9,9.279,4.153083503246307,2.26279616355896,1.7604520508029964e-05,1.0,0.9373779296875,,,0,0.0,0.0,0.00026904277515075727,0.13281668722629547,0.161925807595253,0.13129867613315582,0.19301965832710266,0.1821283996105194,0.0978328064084053,0.05221385881304741,0.018607236444950104,0.011949047446250916,-0.13096219301223755,-0.00040732399793341756,-134.3,,,,,,,,,
502,4433.4,9.523,4.530649662017822,2.190176099538803,1.764175067364704e-05,1.0,0.93743896484375,,,0,0.0,0.0,0.0002682184929668389,0.1326843649148941,0.1616733968257904,0.13122692704200745,0.19317452609539032,0.18200141191482544,0.09757421165704727,0.052157558500766754,0.0186825692653656,0.012061082758009434,-0.130807563662529,-0.0001221880957018584,-58.925000000000004,,,,,,,,,
503,4442.3,8.851,2.78376641869545,1.8599999845027924,1.758917551342165e-05,1.0,0.939208984375,,,0,0.0,0.0,0.0002673940120951923,0.132559671998024,0.16163556277751923,0.13104955852031708,0.1930346041917801,0.1816939115524292,0.09739181399345398,0.052077919244766235,0.018846828490495682,0.012018448673188686,-0.13066142797470093,0.00010885933443205431,-121.8125,,,,,,,,,
504,4451.7,9.447,4.50878232717514,1.5612411797046661,1.7571987427800195e-05,1.0,0.93756103515625,,,0,0.0,0.0,0.00026656934155220815,0.13266295194625854,0.16201625764369965,0.1308729648590088,0.19260089099407196,0.18175369501113892,0.09713397175073624,0.05200326442718506,0.01919448748230934,0.011924153193831444,-0.13072419166564941,0.0001734182587824762,-69.11250000000001,,,,,,,,,
505,4460.3,8.546,5.4155353307724,1.7997923120856285,1.7646278138272464e-05,1.0,0.94195556640625,,,0,0.0,0.0,0.0002657444903563515,0.13322187960147858,0.16283127665519714,0.13063345849514008,0.1919194608926773,0.18173612654209137,0.09694081544876099,0.051937419921159744,0.019704733043909073,0.011705486103892326,-0.13123543560504913,-0.00018562289187684655,-38.6625,,,,,,,,,
506,4469.3,8.971,4.674723386764526,3.4939506351947784,1.7818421383708483e-05,1.0,0.9410400390625,,,0,0.0,0.0,0.0002649194675280627,0.13387326896190643,0.163677379488945,0.1302187442779541,0.19104577600955963,0.18141230940818787,0.0965605303645134,0.05185636132955551,0.020265672355890274,0.011212187819182873,-0.13185417652130127,-0.00034533574944362044,-184.39999999999998,,,,,,,,,
507,4478.4,9.114,5.132828533649445,2.223291039466858,1.7976776234718272e-05,1.0,0.9400634765625,,,0,0.0,0.0,0.0002640942820896594,0.13431131839752197,0.16396744549274445,0.12984736263751984,0.19037535786628723,0.18104420602321625,0.09616291522979736,0.05180700495839119,0.02061288431286812,0.010750982910394669,-0.13228361308574677,-0.0003199728671461344,-106.6375,,,,,,,,,
508,4487.1,8.681,4.4677048325538635,1.5914644300937653,1.806663476600079e-05,1.0,0.94342041015625,,,0,0.0,0.0,0.0002632689430652372,0.13449051976203918,0.16376681625843048,0.12967067956924438,0.19002190232276917,0.18066391348838806,0.09616515785455704,0.051831766963005066,0.02064630575478077,0.010424305684864521,-0.13248667120933533,-0.0002095199015457183,-75.1875,,,,,,,,,
509,4496.8,9.765,2.7111218869686127,3.062369555234909,1.8089139302901458e-05,1.0,0.94140625,,,0,0.0,0.0,0.0002624434594805715,0.1344309151172638,0.16359075903892517,0.12971404194831848,0.1900666058063507,0.18054580688476562,0.09650589525699615,0.05173787102103233,0.020620938390493393,0.010428382083773613,-0.13242992758750916,-0.00011150783393532038,-63.15,,,,,,,,,
510,4506.3,9.486,3.6354226768016815,1.6883059293031693,1.8044840544462204e-05,1.0,0.94659423828125,,,0,0.0,0.0,0.00026161784036301855,0.13416074216365814,0.1634136140346527,0.12989309430122375,0.19050003588199615,0.1805725395679474,0.09676317125558853,0.05173663794994354,0.020485594868659973,0.010712167248129845,-0.13215404748916626,6.181297067087144e-05,-83.9125,,,,,,,,,
511,4515.4,9.047,4.926040887832642,1.8896403908729553,1.797880122467177e-05,1.0,0.9454345703125,,,0,0.0,0.0,0.00026079209474141673,0.13398993015289307,0.16363728046417236,0.13004949688911438,0.19085387885570526,0.1805691123008728,0.09698422998189926,0.051790717989206314,0.02058042772114277,0.010960214771330357,-0.1319454461336136,0.0001511894806753844,-117.3,,,,,,,,,
512,4524.6,9.251,4.8660542368888855,3.300513446331024,1.7937691609404283e-05,1.0,0.943603515625,,,0,0.0,0.0,0.00025996623164598786,0.13387079536914825,0.16396580636501312,0.1302729994058609,0.19122835993766785,0.18079695105552673,0.09714365005493164,0.05192302167415619,0.020829953253269196,0.01106063462793827,-0.1317766159772873,0.0002985972387250513,-71.875,,,,,,,,,
513,4533.5,8.944,4.367858171463013,2.675432398915291,1.792385955923237e-05,1.0,0.9422607421875,,,0,0.0,0.0,0.00025914026010823843,0.1340157389640808,0.16434477269649506,0.13036103546619415,0.1911698281764984,0.18103741109371185,0.09723935276269913,0.0519975982606411,0.021116334944963455,0.0109536312520504,-0.1318870186805725,0.0003877870040014386,-127.725,,,,,,,,,
514,4542.2,8.647,3.48179492354393,2.4658192098140717,1.800418976927176e-05,1.0,0.94158935546875,,,0,0.0,0.0,0.0002583141891608608,0.134487122297287,0.1648579239845276,0.1302078813314438,0.19037915766239166,0.18112267553806305,0.09734343737363815,0.051986269652843475,0.021661503240466118,0.010576059110462666,-0.13230878114700317,0.0003115881117992103,-106.03750000000001,,,,,,,,,
515,4550.6,8.404,4.921086549758911,1.638192057609558,1.8153885775973322e-05,1.0,0.9388427734375,,,0,0.0,0.0,0.00025748802783763454,0.13511449098587036,0.16551394760608673,0.12998653948307037,0.1897003948688507,0.18100948631763458,0.09737284481525421,0.0518634095788002,0.022324202582240105,0.010237873531877995,-0.1328635960817337,8.827264537103474e-05,-78.6625,,,,,,,,,
516,4558.5,7.938,6.623685002326965,2.3624585270881653,1.8295545942237368e-05,1.0,0.94647216796875,,,0,0.0,0.0,0.0002566617851733276,0.13545511662960052,0.16594050824642181,0.12994249165058136,0.18978221714496613,0.18085183203220367,0.09734471142292023,0.051791172474622726,0.02262858673930168,0.01012387964874506,-0.1331673562526703,2.0687526557594538e-05,-70.85,,,,,,,,,
517,4567.0,8.452,4.3257246017456055,1.9914295077323914,1.8388273474556627e-05,1.0,0.943359375,,,0,0.0,0.0,0.00025583547020359724,0.13583464920520782,0.166649729013443,0.12985891103744507,0.18997257947921753,0.18056926131248474,0.09720417112112045,0.05168961361050606,0.022816047072410583,0.010301903821527958,-0.1335078626871109,-2.392345959378872e-05,-114.0625,,,,,,,,,
518,4575.7,8.689,4.669934332370758,1.3877962157130241,1.8468744201527443e-05,1.0,0.94744873046875,,,0,0.0,0.0,0.0002550090919648917,0.13592197000980377,0.16689497232437134,0.12981539964675903,0.19013410806655884,0.18031281232833862,0.09722591191530228,0.0515887551009655,0.02274126186966896,0.010511822998523712,-0.1335930973291397,4.879167681792751e-05,-30.75,,,,,,,,,
519,4584.5,8.857,3.9240393340587616,1.7099307775497437,1.8459300008544233e-05,1.0,0.94610595703125,,,0,0.0,0.0,0.00025418265949435093,0.1357998251914978,0.16690345108509064,0.12985284626483917,0.1906825602054596,0.17998106777668,0.09722094982862473,0.05152677744626999,0.022426210343837738,0.010791968554258347,-0.1334996372461319,0.00018564562196843326,-101.675,,,,,,,,,
520,4592.7,8.204,5.603412508964539,1.9766918569803238,1.8431790977047058e-05,1.0,0.9481201171875,,,0,0.0,0.0,0.00025335618182970797,0.13562051951885223,0.1669846624135971,0.1299229860305786,0.19136901199817657,0.179669588804245,0.09720317274332047,0.05145014077425003,0.021962232887744904,0.011331607587635517,-0.13334940373897552,0.00034141974174417555,-130.08749999999998,,,,,,,,,
521,4602.4,9.673,3.364285469055176,1.404121607542038,1.8375032595940866e-05,1.0,0.9400634765625,,,0,0.0,0.0,0.0002525296680091903,0.1354624330997467,0.16707466542720795,0.1299111396074295,0.191792294383049,0.1794135868549347,0.09706718474626541,0.051371507346630096,0.02167883701622486,0.011694029904901981,-0.13320322334766388,0.000498579116538167,-92.36249999999998,,,,,,,,,
522,4611.6,9.147,4.291977167129517,1.4194526672363281,1.834080740081845e-05,1.0,0.94073486328125,,,0,0.0,0.0,0.00025170312707142054,0.13547150790691376,0.16744692623615265,0.1299533098936081,0.19223687052726746,0.17946240305900574,0.0968606024980545,0.051253367215394974,0.021536363288760185,0.012475769966840744,-0.13316529989242554,0.0002694816212169826,-60.0,,,,,,,,,
523,4620.4,8.846,4.3957555294036865,1.448785811662674,1.8366085896559525e-05,1.0,0.94378662109375,,,0,0.0,0.0,0.00025087656805531804,0.13564369082450867,0.1681857407093048,0.12990376353263855,0.1924470067024231,0.17934323847293854,0.09670548886060715,0.051119331270456314,0.021730221807956696,0.013060537166893482,-0.13325318694114685,-0.00014180270954966545,-76.5375,,,,,,,,,
524,4628.6,8.185,4.870301604270935,2.4563586115837097,1.8418935269437497e-05,1.0,0.94573974609375,,,0,0.0,0.0,0.0002500499999999996,0.13588373363018036,0.16928303241729736,0.1298070251941681,0.1927979439496994,0.17900583148002625,0.09638188779354095,0.051042426377534866,0.02184494398534298,0.013524165377020836,-0.1334318220615387,-0.00048209790838882327,-78.6625,,,,,,,,,
525,4637.1,8.488,3.876170516014099,1.7284785211086273,1.850922217272455e-05,1.0,0.94891357421875,,,0,0.0,0.0,0.00024922343194468127,0.1363292783498764,0.17059244215488434,0.1295129507780075,0.1925661414861679,0.17846821248531342,0.09608016163110733,0.050937291234731674,0.02216639183461666,0.01378922164440155,-0.13380391895771027,-0.0008329060510732234,-87.575,,,,,,,,,
526,4645.4,8.286,5.114509105682373,1.9414921551942825,1.8640392681845697e-05,1.0,0.94500732421875,,,0,0.0,0.0,0.0002483968729285787,0.1368466168642044,0.17207999527454376,0.12910962104797363,0.19199238717556,0.1776392161846161,0.09592284262180328,0.05088404193520546,0.022621160373091698,0.01407669298350811,-0.1342228800058365,-0.0011592706432566047,-98.30000000000001,,,,,,,,,
527,4654.1,8.689,5.378936290740967,2.696393072605133,1.8761518731480464e-05,1.0,0.94720458984375,,,0,0.0,0.0,0.000247570331990809,0.13715818524360657,0.1725798398256302,0.12886303663253784,0.19175775349140167,0.17722836136817932,0.09558724611997604,0.05087878927588463,0.02284480445086956,0.01413174532353878,-0.13449741899967194,-0.0011058805976063013,-67.8875,,,,,,,,,
528,4663.5,9.433,1.7868617475032806,2.3429738879203796,1.883548884507036e-05,1.0,0.94598388671875,,,0,0.0,0.0,0.0002467438181702913,0.13729767501354218,0.172592431306839,0.1287500560283661,0.1917935162782669,0.17697495222091675,0.09538135677576065,0.050850410014390945,0.022900111973285675,0.014135940000414848,-0.1346311867237091,-0.0009251897572539747,-136.7625,,,,,,,,,
529,4672.2,8.667,4.089201986789703,1.3984784856438637,1.8846268631023122e-05,1.0,0.943115234375,,,0,0.0,0.0,0.0002459173405056484,0.13729026913642883,0.17232096195220947,0.12871761620044708,0.19187548756599426,0.17684908211231232,0.09528400748968124,0.05086185783147812,0.022742275148630142,0.014120038598775864,-0.13465282320976257,-0.0008058180101215839,-24.4,,,,,,,,,
530,4680.4,8.229,6.063876271247864,1.4877929538488388,1.8845865724870237e-05,1.0,0.947998046875,,,0,0.0,0.0,0.00024509090803510755,0.13731180131435394,0.17219692468643188,0.12872207164764404,0.19199515879154205,0.1769840568304062,0.09506506472826004,0.05084400996565819,0.022642651572823524,0.014155583456158638,-0.1346883624792099,-0.0007103194948285818,-60.525,,,,,,,,,
531,4689.3,8.91,3.6415633261203766,1.7953697964549065,1.887371308839647e-05,1.0,0.9500732421875,,,0,0.0,0.0,0.00024426452979640196,0.1375063955783844,0.17262285947799683,0.12861168384552002,0.19178429245948792,0.17705926299095154,0.09475993365049362,0.05084323510527611,0.02279418334364891,0.01416079606860876,-0.13486012816429138,-0.0008077476522885263,-146.775,,,,,,,,,
532,4698.0,8.661,3.825233042240143,1.6581609547138214,1.8930248188553378e-05,1.0,0.94183349609375,,,0,0.0,0.0,0.00024343821482667165,0.13773660361766815,0.1732715368270874,0.12832915782928467,0.19150905311107635,0.17650021612644196,0.09445612132549286,0.05085119977593422,0.02303123101592064,0.014233777299523354,-0.13504596054553986,-0.0009605658124201,-91.325,,,,,,,,,
533,4707.2,9.24,3.5662153363227844,1.61051507294178,1.9019541468878742e-05,1.0,0.9483642578125,,,0,0.0,0.0,0.00024261197216236463,0.13821786642074585,0.17407171428203583,0.12799495458602905,0.19097061455249786,0.17613503336906433,0.09405073523521423,0.050823431462049484,0.023422006517648697,0.014025547541677952,-0.13549017906188965,-0.0011339732445776463,-37.55,,,,,,,,,
534,4716.7,9.541,2.990214914083481,1.2806569784879684,1.9141342363582226e-05,1.0,0.945068359375,,,0,0.0,0.0,0.00024178581083913846,0.138482466340065,0.17444825172424316,0.1278456449508667,0.1908746361732483,0.17565976083278656,0.09402470290660858,0.050823431462049484,0.02361597679555416,0.013896984048187733,-0.13573917746543884,-0.0011961174895986915,-63.725,,,,,,,,,
535,4725.8,9.055,3.54037868976593,2.4415672421455383,1.9200242604711093e-05,1.0,0.9493408203125,,,0,0.0,0.0,0.00024095973989176082,0.13870522379875183,0.17408834397792816,0.12776750326156616,0.19081735610961914,0.17531375586986542,0.09406544268131256,0.050873465836048126,0.023744549602270126,0.013659212738275528,-0.13597151637077332,-0.0007130721351131797,-124.87499999999999,,,,,,,,,
536,4734.8,8.971,5.08535635471344,1.251091942191124,1.923963918670779e-05,1.0,0.94921875,,,0,0.0,0.0,0.00024013376835401142,0.13873536884784698,0.17377494275569916,0.12779080867767334,0.19099165499210358,0.17521411180496216,0.09400307387113571,0.05095439404249191,0.023748110979795456,0.013600398786365986,-0.13600876927375793,-0.0004176674992777407,-62.112500000000004,,,,,,,,,
537,4743.5,8.769,4.41738098859787,2.433308929204941,1.9226076346967602e-05,1.0,0.95001220703125,,,0,0.0,0.0,0.0002393079052585825,0.1385272890329361,0.1732265204191208,0.1278737634420395,0.1913231462240219,0.17525723576545715,0.09392537921667099,0.0509892962872982,0.023737668991088867,0.01359148882329464,-0.1357998251914978,9.752986079547554e-05,-90.525,,,,,,,,,
538,4752.6,9.044,4.461312621831894,2.566150888800621,1.9180646631866693e-05,1.0,0.9459228515625,,,0,0.0,0.0,0.00023848215963698068,0.1384519785642624,0.17342321574687958,0.12785005569458008,0.1913612335920334,0.1751023232936859,0.09391071647405624,0.051025960594415665,0.023718001320958138,0.01344908308237791,-0.13573968410491943,0.0005164493923075497,-130.275,,,,,,,,,
539,4761.5,8.921,4.981995940208435,2.317256599664688,1.916692190206959e-05,1.0,0.94989013671875,,,0,0.0,0.0,0.00023765654051942768,0.13850422203540802,0.17327125370502472,0.12780986726284027,0.1912844181060791,0.17485284805297852,0.09400816261768341,0.05109406262636185,0.02359655126929283,0.013167453929781914,-0.13584107160568237,0.000666178937535733,-74.925,,,,,,,,,
540,4769.5,8.017,3.741366386413574,1.766213595867157,1.9201535906177014e-05,1.0,0.943359375,,,0,0.0,0.0,0.000236831056934762,0.13873594999313354,0.17315565049648285,0.12775328755378723,0.1909913569688797,0.17484056949615479,0.09405465424060822,0.051126621663570404,0.023615319281816483,0.012674546800553799,-0.13612046837806702,0.0007453147554770112,-58.074999999999996,,,,,,,,,
541,4779.2,9.68,4.338838130235672,1.9263548254966736,1.9265891751274467e-05,1.0,0.946533203125,,,0,0.0,0.0,0.00023600571791033986,0.13886798918247223,0.17304673790931702,0.1277337223291397,0.1909743994474411,0.17481128871440887,0.09407082945108414,0.051078375428915024,0.023654060438275337,0.012304240837693214,-0.13628190755844116,0.0008065185975283384,-133.66250000000002,,,,,,,,,
542,4787.9,8.683,3.850995272397995,1.6705523282289505,1.92749116649793e-05,1.0,0.94659423828125,,,0,0.0,0.0,0.0002351805324719365,0.13879583775997162,0.17277048528194427,0.1278531849384308,0.19138416647911072,0.1749143898487091,0.09406396746635437,0.05105023831129074,0.02346844971179962,0.012160560116171837,-0.13625288009643555,0.000888599781319499,-81.9125,,,,,,,,,
543,4796.9,8.974,3.7207099199295044,1.379448089748621,1.9249331671744585e-05,1.0,0.94952392578125,,,0,0.0,0.0,0.0002343555096436478,0.1385572999715805,0.17226217687129974,0.12794610857963562,0.19181953370571136,0.17502647638320923,0.09392695128917694,0.05101146176457405,0.023211197927594185,0.01237835455685854,-0.13603578507900238,0.0006368263275362551,-77.9125,,,,,,,,,
544,4806.5,9.644,3.19451305270195,1.3777009844779968,1.9160390820616158e-05,1.0,0.94427490234375,,,0,0.0,0.0,0.00023353065844779105,0.13823328912258148,0.17178022861480713,0.12813523411750793,0.192520409822464,0.17513588070869446,0.09388980269432068,0.05099482834339142,0.02289380319416523,0.012564737349748611,-0.13574279844760895,0.0005788821144960821,-56.3,,,,,,,,,
545,4815.1,8.616,5.561273127794266,2.400991201400757,1.90857463167049e-05,1.0,0.94586181640625,,,0,0.0,0.0,0.00023270598790480697,0.13809749484062195,0.1716460883617401,0.12828466296195984,0.1932864785194397,0.17504043877124786,0.09380265325307846,0.05100909247994423,0.022776668891310692,0.012794023379683495,-0.13560321927070618,0.00047217743122018874,-75.75,,,,,,,,,
546,4823.9,8.813,5.226683109998703,2.5438730716705322,1.9057719327975065e-05,1.0,0.95037841796875,,,0,0.0,0.0,0.00023188150703316036,0.13793277740478516,0.1716712862253189,0.12842883169651031,0.19386178255081177,0.17505590617656708,0.09377209097146988,0.05102551355957985,0.022761311382055283,0.013118835166096687,-0.1354072540998459,0.0003838877019006759,-156.76250000000002,,,,,,,,,
547,4833.3,9.36,4.050272524356842,1.8961914479732513,1.899562903417973e-05,1.0,0.944580078125,,,0,0.0,0.0,0.00023105722484924202,0.1376805454492569,0.1715797483921051,0.1286609023809433,0.19459497928619385,0.1750710904598236,0.09393198788166046,0.05104554072022438,0.02265612967312336,0.013562251813709736,-0.13512453436851501,0.00023683987092226744,-86.3625,,,,,,,,,
548,4841.9,8.659,4.34882265329361,1.9732622355222702,1.8938390439871e-05,1.0,0.9456787109375,,,0,0.0,0.0,0.0002302331503672697,0.13745537400245667,0.17147956788539886,0.12887513637542725,0.1953490674495697,0.1752069741487503,0.09384220093488693,0.05110231041908264,0.022509358823299408,0.014070089906454086,-0.134867861866951,-3.2265066693071276e-05,-23.5625,,,,,,,,,
549,4851.5,9.514,3.7018972635269165,1.7455461621284485,1.8878603441407904e-05,1.0,0.94329833984375,,,0,0.0,0.0,0.00022940929259919024,0.13734565675258636,0.1721654087305069,0.12913885712623596,0.19612742960453033,0.17567934095859528,0.09350336343050003,0.05124529078602791,0.02242356166243553,0.014616784639656544,-0.13471151888370514,-0.0004135505296289921,-37.875,,,,,,,,,
550,4859.9,8.487,5.359414100646973,2.4615085124969482,1.8875707155530108e-05,1.0,0.94317626953125,,,0,0.0,0.0,0.00022858566055457977,0.13747407495975494,0.17304885387420654,0.1290508359670639,0.19611218571662903,0.1757424920797348,0.09297371655702591,0.05137498676776886,0.022572673857212067,0.014918431639671326,-0.13478292524814606,-0.0007748351781629026,-104.67500000000001,,,,,,,,,
551,4869.2,9.272,6.362055540084839,2.5688601434230804,1.8894826098403428e-05,1.0,0.945068359375,,,0,0.0,0.0,0.00022776226324054666,0.13737863302230835,0.17302989959716797,0.12904058396816254,0.1963256299495697,0.17578235268592834,0.09261184185743332,0.05144248530268669,0.0224586334079504,0.015168435871601105,-0.1346769779920578,-0.0007258513942360878,-104.86250000000001,,,,,,,,,
552,4878.5,9.314,4.212324440479279,1.874769151210785,1.8863809145841515e-05,1.0,0.94659423828125,,,0,0.0,0.0,0.000226939109661632,0.1372453272342682,0.17247705161571503,0.12911009788513184,0.19678910076618195,0.17571522295475006,0.09245868772268295,0.0514773428440094,0.022222226485610008,0.015282182022929192,-0.1345687359571457,-0.00040390450158156455,-80.27499999999999,,,,,,,,,
553,4887.9,9.419,3.392788887023926,2.0956146717071533,1.8829633518180344e-05,1.0,0.945556640625,,,0,0.0,0.0,0.0002261162088197113,0.1371266096830368,0.17193415760993958,0.12919196486473083,0.1970394104719162,0.17591243982315063,0.09236125648021698,0.051454704254865646,0.022043712437152863,0.015295222401618958,-0.13447611033916473,-0.0001191135888802819,-96.9625,,,,,,,,,
554,4897.3,9.321,3.5735600292682648,2.2903303802013397,1.8791940419760067e-05,1.0,0.94293212890625,,,0,0.0,0.0,0.0002252935697138965,0.1370183676481247,0.1718958020210266,0.12907631695270538,0.1968790739774704,0.17591547966003418,0.09213573485612869,0.05137496441602707,0.02200315333902836,0.015162525698542595,-0.1343870311975479,0.0003430829383432865,-151.325,,,,,,,,,
555,4906.6,9.346,6.409825444221497,1.8707429766654968,1.8752095456875395e-05,1.0,0.93621826171875,,,0,0.0,0.0,0.00022447120134043693,0.13680917024612427,0.17203451693058014,0.12900634109973907,0.19710859656333923,0.17594467103481293,0.09173952043056488,0.051232583820819855,0.021851249039173126,0.015232650563120842,-0.13418889045715332,0.0007617388037033379,-84.05,,,,,,,,,
556,4915.3,8.734,3.666217863559723,1.9741599261760712,1.8708316474658204e-05,1.0,0.94659423828125,,,0,0.0,0.0,0.00022364911269262143,0.13677458465099335,0.17224980890750885,0.1288737803697586,0.19700974225997925,0.17590688169002533,0.09145396202802658,0.051124487072229385,0.02187836915254593,0.015221007168293,-0.1341489553451538,0.001001470722258091,-83.275,,,,,,,,,
557,4924.3,8.934,4.4854396879673,1.4176107197999954,1.8700140117289266e-05,1.0,0.94158935546875,,,0,0.0,0.0,0.00022282731276067967,0.13674767315387726,0.17233160138130188,0.12887859344482422,0.1970822662115097,0.17606303095817566,0.0913253203034401,0.05104377493262291,0.0218085628002882,0.015239308588206768,-0.1341295838356018,0.0011541537242010236,-120.51249999999999,,,,,,,,,
558,4932.9,8.654,3.851615935564041,1.7190952003002167,1.8692995126912137e-05,1.0,0.93914794921875,,,0,0.0,0.0,0.00022200581053168417,0.13663311302661896,0.1723272055387497,0.12887996435165405,0.19706863164901733,0.17621055245399475,0.09123306721448898,0.05100758373737335,0.02163303643465042,0.015215879306197166,-0.13404116034507751,0.0014371239813044667,-68.55,,,,,,,,,
559,4941.0,8.112,5.427791237831116,1.3877302408218384,1.8652004655450583e-05,1.0,0.9437255859375,,,0,0.0,0.0,0.0002211846149894516,0.13655394315719604,0.17230816185474396,0.1289103925228119,0.1973489373922348,0.17622315883636475,0.09110088646411896,0.050968561321496964,0.021456684917211533,0.015256870537996292,-0.13398215174674988,0.0016124481335282326,-81.5875,,,,,,,,,
560,4949.8,8.708,4.747943460941315,1.9377444386482239,1.8642050235939678e-05,1.0,0.94390869140625,,,0,0.0,0.0,0.00022036373511444488,0.13650116324424744,0.17231230437755585,0.12892071902751923,0.19769500195980072,0.17603373527526855,0.09098369628190994,0.050970446318387985,0.021327698603272438,0.015285679139196873,-0.13394388556480408,0.0017550375778228045,-155.025,,,,,,,,,
561,4958.7,8.9,4.004614293575287,1.3270152062177658,1.8636611912370427e-05,1.0,0.94012451171875,,,0,0.0,0.0,0.00021954317988367474,0.13652384281158447,0.1722518801689148,0.12883396446704865,0.19757024943828583,0.17593394219875336,0.09088028222322464,0.05095141753554344,0.02132945880293846,0.015156328678131104,-0.13398101925849915,0.001785073895007372,-43.825,,,,,,,,,
562,4967.4,8.792,5.001060426235199,2.4957220554351807,1.8650091988092754e-05,1.0,0.9434814453125,,,0,0.0,0.0,0.00021872295827060178,0.13660967350006104,0.17232663929462433,0.12874461710453033,0.19736053049564362,0.17593388259410858,0.09076184034347534,0.0509222112596035,0.021548325195908546,0.014974895864725113,-0.13405434787273407,0.0017490690806880593,-152.825,,,,,,,,,
