epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2,loss_A,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm_lam0,gnorm_A,gnorm_scale,lr,lambda0_norm,A_norm,A_frob,sigma_scale_mean,sigma_s1,sigma_s2,sigma_s3,sigma_s4,lambda0_v1,lambda0_v2,lambda0_v3,lambda0_v4,fwd_bias_diag_bp,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
145,2266.6,20.663,0.3703641244210303,0.7284480109810829,0.00014563007789547555,3.069460888127651e-06,1.0,0.9989013671875,,0,0.0,0.0,0.0,0.00019302874853555546,0.38158053159713745,0.055780064314603806,0.055780064314603806,0.02419946901500225,0.01792217418551445,0.03984561935067177,0.013252383098006248,0.025777697563171387,0.09282376617193222,0.35021665692329407,0.012871949002146721,0.11903809010982513,34.2125,,,,,,,,,
146,2286.4,19.819,0.051623903680592775,0.5585026070475578,0.00014561846910510212,3.1302697607316077e-06,1.0,0.99981689453125,,0,0.0,0.0,0.0,0.00019290948419164195,0.3816550374031067,0.05617751181125641,0.05617751181125641,0.024173583835363388,0.017870118841528893,0.039822958409786224,0.013237806037068367,0.02576345019042492,0.09266845136880875,0.35031479597091675,0.012979860417544842,0.11909738183021545,37.987500000000004,,,,,,,,,
147,2305.2,18.758,0.386631378903985,0.6447324752807617,0.000145663656439865,3.1738200618747214e-06,1.0,0.99908447265625,,0,0.0,0.0,0.0,0.00019278924579567964,0.38162872195243835,0.056641217321157455,0.056641217321157455,0.024124380201101303,0.017802037298679352,0.039771825075149536,0.013207737356424332,0.025715921074151993,0.09261390566825867,0.3502735495567322,0.013097034767270088,0.11916400492191315,2.025000000000002,,,,,,,,,
148,2320.3,15.114,1.268203929066658,0.8305066376924515,0.00014561265197698958,3.2324448397957894e-06,1.0,0.99761962890625,,0,0.0,0.0,0.0,0.0001926680346089124,0.38156193494796753,0.05714632570743561,0.05714632570743561,0.02408716082572937,0.017747072502970695,0.03974941745400429,0.013178070075809956,0.02567407861351967,0.09253029525279999,0.3501800298690796,0.013262325897812843,0.11927155405282974,7.15,,,,,,,,,
149,2341.1,20.847,0.43133425153791904,0.691690556704998,0.00014561116404365748,3.2848810178620624e-06,1.0,0.99853515625,,0,0.0,0.0,0.0,0.0001925458519027882,0.38162580132484436,0.057615820318460464,0.057615820318460464,0.02405441924929619,0.017685066908597946,0.03973430395126343,0.013155548833310604,0.025642763823270798,0.09253595024347305,0.35028862953186035,0.013210863806307316,0.1191582903265953,31.8375,,,,,,,,,
150,2360.7,19.534,0.6793469544500113,0.7047367766499519,0.00014563732838723809,3.344715935327258e-06,1.0,0.9984130859375,,0,0.0,0.0,0.0,0.0001924226989589458,0.38160303235054016,0.05821143463253975,0.05821143463253975,0.024013452231884003,0.01760382577776909,0.03974774107336998,0.013129385188221931,0.02557286247611046,0.09268603473901749,0.3502543866634369,0.01314945612102747,0.11907615512609482,-20.137500000000003,,,,,,,,,
151,2379.5,18.786,0.08959087170660496,0.4260546453297138,0.00014561580246663652,3.414830985093431e-06,1.0,0.99859619140625,,0,0.0,0.0,0.0,0.00019229857706920132,0.38160184025764465,0.05876161530613899,0.05876161530613899,0.023975983262062073,0.0175290759652853,0.03974713385105133,0.013111754320561886,0.0255159679800272,0.09273692220449448,0.3502499759197235,0.013196122832596302,0.11904057115316391,31.0625,,,,,,,,,
152,2395.3,15.874,0.42634756956249475,0.6574798449873924,0.00014563484000973403,3.472591345143883e-06,1.0,0.999755859375,,0,0.0,0.0,0.0,0.00019217348753553472,0.381644070148468,0.05924835801124573,0.05924835801124573,0.023950640112161636,0.017476005479693413,0.03975055366754532,0.01310031209141016,0.02547568455338478,0.09262052178382874,0.3502979874610901,0.013405006378889084,0.11910184472799301,8.425,,,,,,,,,
153,2417.7,22.381,0.3040088638663292,0.9492530673742294,0.00014564676166628487,3.5388869719099603e-06,1.0,0.99981689453125,,0,0.0,0.0,0.0,0.00019204743167007592,0.3816182315349579,0.05988683924078941,0.05988683924078941,0.023929499089717865,0.017429599538445473,0.03975473344326019,0.013091713190078735,0.025441953912377357,0.09243617206811905,0.35020712018013,0.013793141581118107,0.11938480287790298,52.7,,,,,,,,,
154,2436.9,19.129,0.5944027863442898,0.7698536477982998,0.00014563812510459684,3.615593413996976e-06,1.0,0.99737548828125,,0,0.0,0.0,0.0,0.00019192041079509132,0.38164231181144714,0.06051209941506386,0.06051209941506386,0.023892991244792938,0.017372455447912216,0.03973656892776489,0.013073640875518322,0.0253892969340086,0.09237711876630783,0.35018590092658997,0.014035257510840893,0.11954142898321152,38.800000000000004,,,,,,,,,
155,2457.0,20.155,0.07586236391216516,0.25684401392936707,0.00014566825120709836,3.684290504679666e-06,1.0,0.99951171875,,0,0.0,0.0,0.0,0.00019179242624296983,0.38170355558395386,0.06097741052508354,0.06097741052508354,0.0238628126680851,0.0173269622027874,0.03971467912197113,0.013060780242085457,0.025348827242851257,0.09225806593894958,0.3502449095249176,0.014208083972334862,0.11963562667369843,10.112500000000002,,,,,,,,,
156,2477.0,19.947,1.4349388545379043,0.7095514237880707,0.00014571558858733624,3.7389876297311275e-06,1.0,0.99700927734375,,0,0.0,0.0,0.0,0.00019166347935620882,0.38176751136779785,0.06141487509012222,0.06141487509012222,0.023821556940674782,0.017267437651753426,0.03967401385307312,0.01304347813129425,0.02530130185186863,0.0922570452094078,0.3503134250640869,0.014247583225369453,0.1196351945400238,10.175000000000002,,,,,,,,,
157,2497.0,20.053,0.42992405593395233,0.7454978078603745,0.00014573146108887158,3.795654492932954e-06,1.0,0.99908447265625,,0,0.0,0.0,0.0,0.0001915335714874001,0.3817187547683716,0.06194357946515083,0.06194357946515083,0.0237891748547554,0.017220454290509224,0.0396435484290123,0.013031299225986004,0.02526140585541725,0.09222318977117538,0.35019800066947937,0.014547140337526798,0.11980746686458588,26.6375,,,,,,,,,
158,2516.3,19.273,0.17358880629763007,0.4287840723991394,0.00014569126869901083,3.85882356113143e-06,1.0,0.9998779296875,,0,0.0,0.0,0.0,0.00019140270399921577,0.381649911403656,0.06240808963775635,0.06240808963775635,0.02375989407300949,0.017176955938339233,0.03962095454335213,0.013021919876337051,0.02521974965929985,0.09212877601385117,0.35005688667297363,0.014851427637040615,0.12003566324710846,13.900000000000002,,,,,,,,,
159,2534.8,18.476,0.5061480086296797,0.4839363358914852,0.00014562596697942354,3.920369636034593e-06,1.0,0.99786376953125,,0,0.0,0.0,0.0,0.00019127087826439383,0.3815664052963257,0.06297988444566727,0.06297988444566727,0.023715011775493622,0.01711280457675457,0.039591409265995026,0.013006548397243023,0.025149287655949593,0.09227398037910461,0.3498723804950714,0.014959569089114666,0.12018296122550964,-3.5,,,,,,,,,
160,2554.7,19.916,1.439011812210083,0.8391846939921379,0.0001455874262319412,3.9947826735442504e-06,1.0,0.99859619140625,,0,0.0,0.0,0.0,0.0001911380956657239,0.38154464960098267,0.06355750560760498,0.06355750560760498,0.023678991943597794,0.017048176378011703,0.03960273787379265,0.012987491674721241,0.02507755719125271,0.09246078133583069,0.3497934639453888,0.014944792725145817,0.12020193785429001,-32.0125,,,,,,,,,
161,2574.9,20.211,0.18655846267938614,0.7560603767633438,0.0001455504898331128,4.066221094944922e-06,1.0,0.9996337890625,,0,0.0,0.0,0.0,0.00019100435759603255,0.38143491744995117,0.06416372954845428,0.06416372954845428,0.023666059598326683,0.017016209661960602,0.039632707834243774,0.012965364381670952,0.025049956515431404,0.09261991083621979,0.34962746500968933,0.014958220534026623,0.12021250277757645,44.2875,,,,,,,,,
162,2592.1,17.243,0.31025463063269854,0.7613804489374161,0.00014546135207638144,4.150897325416736e-06,1.0,0.99932861328125,,0,0.0,0.0,0.0,0.0001908696654581689,0.38135841488838196,0.06483408063650131,0.06483408063650131,0.023641008883714676,0.016973964869976044,0.03962148353457451,0.012942861765623093,0.02502572536468506,0.09276065230369568,0.3494951128959656,0.014974786899983883,0.12024395912885666,53.42500000000001,,,,,,,,,
163,2613.0,20.872,0.4099438525736332,0.4407056048512459,0.00014542520511895418,4.237336838741612e-06,1.0,0.9990234375,,0,0.0,0.0,0.0,0.0001907340206649897,0.3813270330429077,0.06552862375974655,0.06552862375974655,0.023613516241312027,0.016928764060139656,0.03959980979561806,0.012919954024255276,0.025005536153912544,0.09283342212438583,0.349450021982193,0.014985736459493637,0.12021800130605698,5.875,,,,,,,,,
164,2632.1,19.132,0.06863844394683838,0.3901471644639969,0.00014539147014147602,4.328657837504579e-06,1.0,0.9991455078125,,0,0.0,0.0,0.0,0.00019059742463934466,0.38126426935195923,0.06622996181249619,0.06622996181249619,0.023583974689245224,0.016875119879841805,0.03957711160182953,0.01289974432438612,0.024983929470181465,0.09300216287374496,0.349331796169281,0.014987536706030369,0.12023190408945084,-10.837500000000002,,,,,,,,,
165,2653.1,20.942,1.2997412234544754,0.5602265745401382,0.00014538255345541984,4.418322077981429e-06,1.0,0.9970703125,,0,0.0,0.0,0.0,0.00019045987881406148,0.3813698887825012,0.06676692515611649,0.06676692515611649,0.023563377559185028,0.016831764951348305,0.03956505283713341,0.012892131693661213,0.024964559823274612,0.09325352311134338,0.34940579533576965,0.014864807948470116,0.1201723963022232,34.5625,,,,,,,,,
166,2671.3,18.197,0.2474720599129796,0.7826810404658318,0.00014547192404279485,4.4750440792995505e-06,1.0,0.9993896484375,,0,0.0,0.0,0.0,0.00019032138463193074,0.38141846656799316,0.06713884323835373,0.06713884323835373,0.023556450381875038,0.01680595614016056,0.03956933692097664,0.012896478176116943,0.02495402656495571,0.09336318075656891,0.3494015038013458,0.014931736513972282,0.1202455386519432,29.9375,,,,,,,,,
167,2691.6,20.299,0.43438059464097023,0.6610469818115234,0.00014547565297107212,4.526878001342993e-06,1.0,0.9998779296875,,0,0.0,0.0,0.0,0.0001901819435456909,0.3814060389995575,0.06754021346569061,0.06754021346569061,0.023544372990727425,0.01677081361413002,0.039578866213560104,0.012895242311060429,0.02493256889283657,0.09344304352998734,0.34930291771888733,0.01511965412646532,0.12040697038173676,78.6625,,,,,,,,,
168,2711.0,19.475,1.0009765718132257,0.7851847857236862,0.00014547003956977278,4.573898991111491e-06,1.0,0.996337890625,,0,0.0,0.0,0.0,0.00019004155701801294,0.38140997290611267,0.06775692105293274,0.06775692105293274,0.023538202047348022,0.016772964969277382,0.039521798491477966,0.01291756983846426,0.024940472096204758,0.09325367212295532,0.3492739498615265,0.015426145866513252,0.12061122804880142,60.887499999999996,,,,,,,,,
169,2729.3,18.281,1.5384700996801257,0.7254654914140701,0.00014548612671205774,4.606504376170051e-06,1.0,0.99267578125,,0,0.0,0.0,0.0,0.00018990022652148517,0.381450891494751,0.06801258027553558,0.06801258027553558,0.023548191413283348,0.016774212941527367,0.03952604904770851,0.012926338240504265,0.0249661672860384,0.09309697896242142,0.3493167757987976,0.01562290545552969,0.12071224302053452,42.1,,,,,,,,,
170,2751.4,22.119,0.3326656555291265,0.6415404453873634,0.00014550338164553978,4.637036909116432e-06,1.0,0.99957275390625,,0,0.0,0.0,0.0,0.00018975795353859756,0.38139086961746216,0.06829865276813507,0.06829865276813507,0.02357112430036068,0.01678687147796154,0.0395425520837307,0.012942453846335411,0.02501261979341507,0.09293104708194733,0.3491939604282379,0.01596103049814701,0.12096130102872849,-0.08750000000000124,,,,,,,,,
171,2771.0,19.58,0.4480051137506962,0.8325358927249908,0.0001453955155739095,4.6940410811657785e-06,1.0,0.99969482421875,,0,0.0,0.0,0.0,0.0001896147395617264,0.3811948895454407,0.06883803009986877,0.06883803009986877,0.023589961230754852,0.016798697412014008,0.03956196829676628,0.012952640652656555,0.025046540424227715,0.0926472395658493,0.34883493185043335,0.016568953171372414,0.1215142011642456,-12.587499999999997,,,,,,,,,
172,2787.1,16.028,1.5804049968719482,0.9055538177490234,0.0001452696269552689,4.764097752740781e-06,1.0,0.99755859375,,0,0.0,0.0,0.0,0.00018947058609311855,0.3810386657714844,0.06936125457286835,0.06936125457286835,0.023592393845319748,0.016786638647317886,0.03957653418183327,0.012944824062287807,0.025061581283807755,0.09248939901590347,0.3485443592071533,0.016994480043649673,0.12191880494356155,2.1875,,,,,,,,,
173,2808.9,21.864,0.2032443769276142,0.5818589851260185,0.0001451387070119381,4.841320105697378e-06,1.0,1.0,,0,0.0,0.0,0.0,0.00018932549464487566,0.3808915913105011,0.069915272295475,0.069915272295475,0.023587005212903023,0.01676866225898266,0.03959016129374504,0.012926707975566387,0.025062493979930878,0.09228616952896118,0.3483058214187622,0.017440369352698326,0.12223160266876221,23.974999999999998,,,,,,,,,
174,2828.0,19.083,0.8193743880838156,0.7920460104942322,0.00014505590297630988,4.916812486044364e-06,1.0,0.99945068359375,,0,0.0,0.0,0.0,0.0001891794667389384,0.3808342218399048,0.07044896483421326,0.07044896483421326,0.023562202230095863,0.01672564260661602,0.0395955815911293,0.012889998964965343,0.025037584826350212,0.09217574447393417,0.3482070565223694,0.01773770898580551,0.12237459421157837,2.6125000000000016,,,,,,,,,
175,2847.1,19.1,0.446179180406034,0.6042474061250687,0.0001450456584279891,4.987187253391312e-06,1.0,0.99957275390625,,0,0.0,0.0,0.0,0.00018903250390707037,0.3808788061141968,0.07091334462165833,0.07091334462165833,0.023537863045930862,0.016684016212821007,0.03958890587091446,0.012861069291830063,0.025017451494932175,0.09193126112222672,0.3482665419578552,0.01803390309214592,0.12248468399047852,49.824999999999996,,,,,,,,,
176,2866.3,19.219,0.2511435281485319,0.47043386846780777,0.0001451011121389456,5.049228093412239e-06,1.0,0.9998779296875,,0,0.0,0.0,0.0,0.00018888460769084215,0.3809738755226135,0.07128694653511047,0.07128694653511047,0.023517418652772903,0.016649190336465836,0.039576705545186996,0.012840326875448227,0.025003449991345406,0.09160076826810837,0.3483944833278656,0.01834077201783657,0.12261848896741867,36.325,,,,,,,,,
177,2886.6,20.235,0.08103305171243846,0.4731495976448059,0.00014516377632389776,5.096802397019928e-06,1.0,0.999755859375,,0,0.0,0.0,0.0,0.0001887357796416151,0.38104143738746643,0.0715687945485115,0.0715687945485115,0.023504992946982384,0.016628380864858627,0.03956957161426544,0.01282753050327301,0.024994486942887306,0.09123826771974564,0.34847491979599,0.01870291866362095,0.12281525135040283,63.6375,,,,,,,,,
178,2906.1,19.556,0.48235518857836723,0.9383639693260193,0.0001451685129723046,5.142801114743634e-06,1.0,0.99957275390625,,0,0.0,0.0,0.0,0.00018858602132052496,0.3809823989868164,0.07197201997041702,0.07197201997041702,0.023499011993408203,0.016614962369203568,0.03957219421863556,0.01281966082751751,0.024989236146211624,0.09098225086927414,0.34835684299468994,0.019042331725358963,0.1231045350432396,12.312500000000002,,,,,,,,,
179,2921.6,15.467,0.05717460252344608,0.5239605605602264,0.00014514904250972904,5.209575078879425e-06,1.0,0.99725341796875,,0,0.0,0.0,0.0,0.0001884353342984657,0.3810037076473236,0.07250670343637466,0.07250670343637466,0.023501601070165634,0.01661675237119198,0.039612993597984314,0.012802384793758392,0.024974269792437553,0.09079184383153915,0.34841224551200867,0.019159512594342232,0.123136006295681,22.562500000000007,,,,,,,,,
180,2943.7,22.112,0.33487287536263466,0.7900563031435013,0.00014514463327941485,5.290581498229585e-06,1.0,1.0,,0,0.0,0.0,0.0,0.00018828372015607288,0.38091883063316345,0.07311771810054779,0.07311771810054779,0.023503661155700684,0.016612054780125618,0.039649929851293564,0.012788455933332443,0.02496420219540596,0.09070068597793579,0.3482811152935028,0.019365958869457245,0.12327919155359268,-22.15,,,,,,,,,
181,2961.9,18.216,1.0915422961115837,0.7299585044384003,0.00014507795640383847,5.364218282011279e-06,1.0,0.99407958984375,,0,0.0,0.0,0.0,0.00018813118048370713,0.3808342516422272,0.07343584299087524,0.07343584299087524,0.023534752428531647,0.016638532280921936,0.03969932347536087,0.012843413278460503,0.02495773881673813,0.09045873582363129,0.34814807772636414,0.01969059556722641,0.12351986765861511,8.762499999999998,,,,,,,,,
182,2981.5,19.595,1.503759098239243,1.1619422510266304,0.00014498136806651019,5.414170686890429e-06,1.0,0.99652099609375,,0,0.0,0.0,0.0,0.00018797771688143736,0.38064858317375183,0.0738007053732872,0.0738007053732872,0.023585379123687744,0.01665165275335312,0.039833102375268936,0.012902186252176762,0.024954574182629585,0.0903395563364029,0.34785109758377075,0.020118996500968933,0.1238020732998848,4.637499999999999,,,,,,,,,
183,2998.9,17.394,0.53961968049407,0.7143898010253906,0.00014484412531601265,5.463322509058344e-06,1.0,0.99713134765625,,0,0.0,0.0,0.0,0.00018782333095902418,0.38047102093696594,0.07409113645553589,0.07409113645553589,0.023608965799212456,0.016650365665555,0.0399155430495739,0.012928483076393604,0.024941464886069298,0.09036406129598618,0.3475417494773865,0.02044617012143135,0.12405330687761307,-42.6875,,,,,,,,,
184,3019.5,20.625,0.8193771317601204,0.5730461776256561,0.00014471346366917714,5.51291134343046e-06,1.0,0.998291015625,,0,0.0,0.0,0.0,0.0001876680243359029,0.3802565932273865,0.074558325111866,0.074558325111866,0.023591088131070137,0.016609132289886475,0.039920054376125336,0.012918716296553612,0.024916447699069977,0.09057609736919403,0.3471629023551941,0.020680289715528488,0.12426300346851349,38.925000000000004,,,,,,,,,
185,3038.5,19.03,2.5656432434916496,1.440620869398117,0.00014452330651693046,5.589272973338666e-06,1.0,0.9974365234375,,0,0.0,0.0,0.0,0.00018751179864116642,0.38004299998283386,0.07510542869567871,0.07510542869567871,0.02355646714568138,0.016539836302399635,0.039901964366436005,0.012912421487271786,0.024871649220585823,0.09090977162122726,0.3467768728733063,0.02082635648548603,0.12441923469305038,9.812499999999993,,,,,,,,,
186,3058.5,19.91,0.06780857313424349,0.5482881665229797,0.00014441230814554729,5.671474355040118e-06,1.0,0.99957275390625,,0,0.0,0.0,0.0,0.00018735465551354843,0.37998250126838684,0.07566505670547485,0.07566505670547485,0.023514242842793465,0.01646263152360916,0.039865802973508835,0.01290576159954071,0.0248227808624506,0.09121120721101761,0.34665143489837646,0.02078496292233467,0.12437035888433456,28.6875,,,,,,,,,
187,3076.4,17.948,0.9425689652562141,0.7364915609359741,0.00014435713092098013,5.762998512182094e-06,1.0,0.9954833984375,,0,0.0,0.0,0.0,0.00018719659660140596,0.3798432946205139,0.07637336850166321,0.07637336850166321,0.02346956543624401,0.016394609585404396,0.03979776054620743,0.01288279052823782,0.024803100153803825,0.09152886271476746,0.34641963243484497,0.020812779664993286,0.12435292452573776,-3.4375,,,,,,,,,
188,3095.6,19.218,0.3887285164091736,0.594720296561718,0.00014424427354242653,5.875655347153952e-06,1.0,0.99835205078125,,0,0.0,0.0,0.0,0.0001870376235627022,0.3797417879104614,0.07705037295818329,0.07705037295818329,0.023397741839289665,0.016328763216733932,0.039622873067855835,0.012818554416298866,0.024820774793624878,0.09187538921833038,0.34625837206840515,0.020738601684570312,0.12424884736537933,37.1375,,,,,,,,,
189,3114.8,19.156,0.6443908605724573,0.5720333531498909,0.00014419451326830313,5.97008545355493e-06,1.0,0.9969482421875,,0,0.0,0.0,0.0,0.0001868777380649891,0.37973135709762573,0.07760470360517502,0.07760470360517502,0.023333385586738586,0.01627984456717968,0.039486732333898544,0.01276638824492693,0.024800574406981468,0.09210015088319778,0.3462434411048889,0.020634425804018974,0.12410946935415268,31.75,,,,,,,,,
190,3132.3,17.545,0.09339576214551926,0.4646553173661232,0.00014419436411117204,6.050512524780061e-06,1.0,0.99981689453125,,0,0.0,0.0,0.0,0.00018671694178538987,0.3796730041503906,0.07810535281896591,0.07810535281896591,0.023289117962121964,0.016248296946287155,0.03939977288246155,0.012729605659842491,0.02477880008518696,0.09204966574907303,0.3462051451206207,0.020723305642604828,0.1240604817867279,33.5,,,,,,,,,
191,3152.8,20.432,0.2888048985041678,0.7853826060891151,0.00014412347809411585,6.125990694272332e-06,1.0,0.99774169921875,,0,0.0,0.0,0.0,0.0001865552364105814,0.37960299849510193,0.07859209179878235,0.07859209179878235,0.02326195500791073,0.0162336528301239,0.039324142038822174,0.012720201164484024,0.024769822135567665,0.09199026972055435,0.34611210227012634,0.020919768139719963,0.1241169422864914,-11.8,,,,,,,,,
192,3172.7,19.937,0.7478016223758459,1.3769848048686981,0.00014412248492590152,6.203026373441389e-06,1.0,0.9940185546875,,0,0.0,0.0,0.0,0.00018639262363677654,0.3796863853931427,0.07900824397802353,0.07900824397802353,0.023235902190208435,0.016207385808229446,0.03927360475063324,0.012708730064332485,0.024753889068961143,0.09202462434768677,0.34620583057403564,0.020962689071893692,0.12407780438661575,9.725000000000003,,,,,,,,,
193,3191.0,18.346,1.3376864939928055,0.7770373001694679,0.00014418350474443287,6.271356824072427e-06,1.0,0.9989013671875,,0,0.0,0.0,0.0,0.00018622910516970635,0.37977612018585205,0.07949303090572357,0.07949303090572357,0.02319454774260521,0.016157807782292366,0.03920891880989075,0.01267369743436575,0.02473776414990425,0.09218987822532654,0.3463257849216461,0.020836537703871727,0.12391619384288788,18.0875,,,,,,,,,
194,3208.9,17.848,0.35198264475911856,0.8014088124036789,0.00014426505003939383,6.350977400870761e-06,1.0,0.9976806640625,,0,0.0,0.0,0.0,0.00018606468272460222,0.3798712491989136,0.08006678521633148,0.08006678521633148,0.023129932582378387,0.01608491688966751,0.03911961242556572,0.012617438100278378,0.024697767570614815,0.09237746894359589,0.34645915031433105,0.02067854255437851,0.12372149527072906,-8.274999999999999,,,,,,,,,
195,3229.7,20.783,1.4396563051268458,1.0835772901773453,0.00014431606541620567,6.449649958994996e-06,1.0,0.99798583984375,,0,0.0,0.0,0.0,0.00018589935802617772,0.379932165145874,0.08071549981832504,0.08071549981832504,0.023072324693202972,0.01600279100239277,0.03905501216650009,0.012584840878844261,0.024646656587719917,0.09255242347717285,0.3465413749217987,0.020594114437699318,0.12356151640415192,53.3,,,,,,,,,
196,3248.3,18.612,0.38068791292607784,1.0720787197351456,0.00014437770369113423,6.5533636188774835e-06,1.0,0.99749755859375,,0,0.0,0.0,0.0,0.00018573313280861078,0.38005539774894714,0.08127869665622711,0.08127869665622711,0.023009490221738815,0.01590627245604992,0.03897644951939583,0.012565257959067822,0.024589987471699715,0.09276140481233597,0.346710741519928,0.020411700010299683,0.1233387291431427,-27.599999999999998,,,,,,,,,
197,3269.0,20.702,0.278552926145494,0.6280745416879654,0.00014449462469201535,6.6281411363888765e-06,1.0,0.999755859375,,0,0.0,0.0,0.0,0.0001855660088155252,0.3802541494369507,0.08161558955907822,0.08161558955907822,0.022957203909754753,0.015814218670129776,0.038880787789821625,0.01257733628153801,0.02455647476017475,0.09288974851369858,0.34699827432632446,0.02019726298749447,0.12308114022016525,31.212500000000002,,,,,,,,,
198,3288.9,19.956,0.6354490774683654,0.7007857151329517,0.00014464790001511574,6.673914640487055e-06,1.0,0.99822998046875,,0,0.0,0.0,0.0,0.00018539798779997264,0.3804161548614502,0.08185191452503204,0.08185191452503204,0.022927869111299515,0.015760552138090134,0.03882523253560066,0.012582902796566486,0.02454278990626335,0.09281319379806519,0.34723547101020813,0.02019190974533558,0.12297149002552032,30.4625,,,,,,,,,
199,3308.9,19.985,0.4975049700587988,0.598385376855731,0.00014474464842351153,6.721318868585513e-06,1.0,0.9991455078125,5.2951848771837025,0,1.9999997615814067,1.9999992251394678,0.014000639001458573,0.00018522907152441402,0.3805084824562073,0.08220817148685455,0.08220817148685455,0.022902337834239006,0.01571497693657875,0.03878295421600342,0.01258128322660923,0.024530136957764626,0.09284956753253937,0.3473530411720276,0.0201815627515316,0.12289926409721375,-0.42499999999999893,5.022269248962402,5.311029434204102,5.1728596687316895,5.970280170440674,7.064372539520264,4.893686771392822,5.252888202667236,3.8208413124084473,5.148436546325684
200,3330.1,21.166,0.2594960369169712,0.5548301860690117,0.000144815265230136,6.780978537790361e-06,1.0,0.999755859375,,0,0.0,0.0,0.0,0.00018505926176070115,0.38062766194343567,0.08254750072956085,0.08254750072956085,0.022864650934934616,0.015661826357245445,0.03872693330049515,0.012574248015880585,0.02449559047818184,0.09289661794900894,0.347497820854187,0.02013174071907997,0.12283165007829666,30.6375,,,,,,,,,
201,3348.9,18.839,0.2745696073397994,0.5086483173072338,0.00014491501133306883,6.8341764745127875e-06,1.0,0.99981689453125,,0,0.0,0.0,0.0,0.00018488856029005813,0.38075727224349976,0.08288367092609406,0.08288367092609406,0.022829126566648483,0.015610768459737301,0.03867178410291672,0.01256080623716116,0.024473145604133606,0.09285847842693329,0.3476298749446869,0.02024121768772602,0.122870534658432,40.162499999999994,,,,,,,,,
202,3369.1,20.12,0.2353805061429739,0.8492718786001205,0.00014502504927804694,6.892239980516024e-06,1.0,0.99920654296875,,0,0.0,0.0,0.0,0.00018471696890306254,0.38094234466552734,0.08322668820619583,0.08322668820619583,0.022794175893068314,0.015563816763460636,0.03862367570400238,0.01254294067621231,0.02444627322256565,0.09271533042192459,0.34786373376846313,0.02037692815065384,0.12286791950464249,71.9125,,,,,,,,,
203,3385.8,16.767,0.42012848518788815,0.9336269944906235,0.00014514796566800214,6.951275054234429e-06,1.0,0.99993896484375,,0,0.0,0.0,0.0,0.00018454448939962692,0.3810039758682251,0.08365843445062637,0.08365843445062637,0.02277166023850441,0.015532944351434708,0.038595885038375854,0.012530309148132801,0.02442750707268715,0.09243439882993698,0.3479292094707489,0.02071957103908062,0.12302792072296143,11.55,,,,,,,,,
204,3408.4,22.552,0.13303572265431285,0.47515568882226944,0.00014516663577524014,7.033410497570003e-06,1.0,0.999755859375,,0,0.0,0.0,0.0,0.00018437112358897959,0.38104167580604553,0.08417922258377075,0.08417922258377075,0.022746296599507332,0.015498223714530468,0.038570065051317215,0.012514605186879635,0.02440229058265686,0.09215711802244186,0.34795787930488586,0.021066883578896523,0.12321251630783081,-16.6625,,,,,,,,,
205,3427.6,19.221,0.05442405818030238,0.5362130403518677,0.00014522877245326526,7.1119726499091485e-06,1.0,0.99981689453125,,0,0.0,0.0,0.0,0.00018419687328964586,0.38119301199913025,0.0845317393541336,0.0845317393541336,0.022729692980647087,0.015475508756935596,0.038553304970264435,0.012504363432526588,0.024385593831539154,0.09172124415636063,0.34817126393318176,0.02140657790005207,0.12334444373846054,5.7375,,,,,,,,,
206,3445.6,17.985,0.7663442380726337,0.6832468435168266,0.00014535452646669,7.160508630477125e-06,1.0,0.99505615234375,,0,0.0,0.0,0.0,0.00018402174032942892,0.3813419044017792,0.08471552282571793,0.08471552282571793,0.02271939441561699,0.015470580197870731,0.038492657244205475,0.012494266964495182,0.02442007139325142,0.09133906662464142,0.3484016954898834,0.021624190732836723,0.1233997642993927,3.7624999999999993,,,,,,,,,
207,3461.1,15.567,0.226626705378294,0.8351260423660278,0.00014544140140060335,7.196950605248276e-06,1.0,0.9976806640625,,0,0.0,0.0,0.0,0.0001838457265453907,0.38139837980270386,0.0850667878985405,0.0850667878985405,0.022695783525705338,0.01544941496104002,0.03840714693069458,0.012481767684221268,0.024444805458188057,0.09112026542425156,0.3484356701374054,0.02191879227757454,0.12358789891004562,18.137500000000006,,,,,,,,,
208,3483.5,22.317,0.12072143238037825,0.4616336300969124,0.00014547757382388227,7.258365826601221e-06,1.0,0.998779296875,,0,0.0,0.0,0.0,0.00018366883378383245,0.3814302086830139,0.08543088287115097,0.08543088287115097,0.022663243114948273,0.015412338078022003,0.03832279518246651,0.012470399029552937,0.02444743923842907,0.0911317691206932,0.3483999967575073,0.022079089656472206,0.12374953925609589,34.7125,,,,,,,,,
