n_obs,mean_norm_dz,max_norm_dz,mean_norm_dmu,max_norm_dmu,mean_abs_dr,max_abs_dr,mean_norm_dsigma,max_norm_dsigma,mean_norm_dL,max_norm_dL,kappa_old,kappa_new
170,0.0,0.0,0.01832976802986838,0.019609517821468834,0.003674828591639413,0.005470434770616112,0.0012434283140546948,0.0012666357273617142,0.0012434311257658569,0.0012666528613991708,0.1563072012809649,0.1534881039722187
