expiry,tenor,F0_bp,A0,offset_bp,strike_bp,price,stderr,n_valid,n_total,sigma_N_bp
10,1,140.1675,0.87374816,-25.00,115.1675,2.3248954069e-02,7.371124e-04,4489,10000,210.7666
10,1,140.1675,0.87374816,0.00,140.1675,2.2893231366e-02,7.400007e-04,4489,10000,207.6877
10,1,140.1675,0.87374816,25.00,165.1675,2.2546040971e-02,7.429764e-04,4489,10000,204.3851
10,1,140.1675,0.87374816,50.00,190.1675,2.2206881740e-02,7.460414e-04,4489,10000,200.8391
10,1,140.1675,0.87374816,75.00,215.1675,2.1874228782e-02,7.492008e-04,4489,10000,197.0175
10,1,140.1675,0.87374816,100.00,240.1675,2.1546390167e-02,7.524597e-04,4489,10000,192.8827
10,5,136.8232,4.25215989,-100.00,36.8232,1.0612778438e-01,2.602181e-03,4489,10000,195.2831
10,5,136.8232,4.25215989,-75.00,61.8232,1.0463380184e-01,2.630933e-03,4489,10000,193.6020
10,5,136.8232,4.25215989,-50.00,86.8232,1.0319095822e-01,2.660224e-03,4489,10000,191.7115
10,5,136.8232,4.25215989,-25.00,111.8232,1.0177788881e-01,2.690133e-03,4489,10000,189.5642
10,5,136.8232,4.25215989,0.00,136.8232,1.0039415979e-01,2.720647e-03,4489,10000,187.1496
10,5,136.8232,4.25215989,25.00,161.8232,9.9057082114e-02,2.751682e-03,4489,10000,184.4877
10,5,136.8232,4.25215989,50.00,186.8232,9.7756636290e-02,2.783268e-03,4489,10000,181.5447
10,5,136.8232,4.25215989,75.00,211.8232,9.6490435386e-02,2.815400e-03,4489,10000,178.2973
10,5,136.8232,4.25215989,100.00,236.8232,9.5246904766e-02,2.848107e-03,4489,10000,174.7001
10,10,129.3167,8.24189518,-100.00,29.3167,1.8239508760e-01,4.193329e-03,4489,10000,172.5288
10,10,129.3167,8.24189518,-75.00,54.3167,1.8026128642e-01,4.269367e-03,4489,10000,171.7314
10,10,129.3167,8.24189518,-50.00,79.3167,1.7826425585e-01,4.346654e-03,4489,10000,170.7142
10,10,129.3167,8.24189518,-25.00,104.3167,1.7635181039e-01,4.425378e-03,4489,10000,169.4222
10,10,129.3167,8.24189518,0.00,129.3167,1.7451163119e-01,4.505528e-03,4489,10000,167.8368
10,10,129.3167,8.24189518,25.00,154.3167,1.7274487863e-01,4.587035e-03,4489,10000,165.9494
10,10,129.3167,8.24189518,50.00,179.3167,1.7104646579e-01,4.669858e-03,4489,10000,163.7414
10,10,129.3167,8.24189518,75.00,204.3167,1.6942174701e-01,4.753915e-03,4489,10000,161.2000
10,10,129.3167,8.24189518,100.00,229.3167,1.6787062159e-01,4.839150e-03,4489,10000,158.3017
