expiry,tenor,F0_bp,A0,offset_bp,strike_bp,price,stderr,n_valid,n_total,sigma_N_bp
1,1,296.9322,0.93680411,-100.00,196.9322,2.5614604316e-02,8.652304e-04,5636,10000,678.0147
1,1,296.9322,0.93680411,-75.00,221.9322,2.5505517582e-02,8.681984e-04,5636,10000,678.3149
1,1,296.9322,0.93680411,-50.00,246.9322,2.5416695014e-02,8.712540e-04,5636,10000,678.2382
1,1,296.9322,0.93680411,-25.00,271.9322,2.5350277384e-02,8.743913e-04,5636,10000,677.8422
1,1,296.9322,0.93680411,0.00,296.9322,2.5308486692e-02,8.776042e-04,5636,10000,677.1850
1,1,296.9322,0.93680411,25.00,321.9322,2.5289373878e-02,8.808972e-04,5636,10000,676.2115
1,1,296.9322,0.93680411,50.00,346.9322,2.5293540498e-02,8.842679e-04,5636,10000,674.9339
1,1,296.9322,0.93680411,75.00,371.9322,2.5325554867e-02,8.877039e-04,5636,10000,673.4699
1,1,296.9322,0.93680411,100.00,396.9322,2.5388646872e-02,8.911960e-04,5636,10000,671.9020
1,5,254.3190,4.46701837,-100.00,154.3190,1.3625993164e-01,3.420156e-03,5636,10000,758.0241
1,5,254.3190,4.46701837,-75.00,179.3190,1.3565455450e-01,3.452191e-03,5636,10000,757.5038
1,5,254.3190,4.46701837,-50.00,204.3190,1.3514463534e-01,3.484680e-03,5636,10000,756.7010
1,5,254.3190,4.46701837,-25.00,229.3190,1.3473048584e-01,3.517612e-03,5636,10000,755.6148
1,5,254.3190,4.46701837,0.00,254.3190,1.3442734167e-01,3.550927e-03,5636,10000,754.3273
1,5,254.3190,4.46701837,25.00,279.3190,1.3422254464e-01,3.584659e-03,5636,10000,752.7630
1,5,254.3190,4.46701837,50.00,304.3190,1.3413133293e-01,3.618748e-03,5636,10000,751.0024
1,5,254.3190,4.46701837,75.00,329.3190,1.3417718862e-01,3.653108e-03,5636,10000,749.1725
1,5,254.3190,4.46701837,100.00,354.3190,1.3434990429e-01,3.687763e-03,5636,10000,747.2112
1,10,263.4724,8.39872294,-100.00,163.4724,2.3492503892e-01,4.520307e-03,5636,10000,693.9493
1,10,263.4724,8.39872294,-75.00,188.4724,2.3496153192e-01,4.607470e-03,5636,10000,697.2209
1,10,263.4724,8.39872294,-50.00,213.4724,2.3513761551e-01,4.696162e-03,5636,10000,699.9915
1,10,263.4724,8.39872294,-25.00,238.4724,2.3548765232e-01,4.786145e-03,5636,10000,702.3763
1,10,263.4724,8.39872294,0.00,263.4724,2.3603822817e-01,4.877231e-03,5636,10000,704.4644
1,10,263.4724,8.39872294,25.00,288.4724,2.3676142009e-01,4.969471e-03,5636,10000,706.1803
1,10,263.4724,8.39872294,50.00,313.4724,2.3766061186e-01,5.062782e-03,5636,10000,707.5405
1,10,263.4724,8.39872294,75.00,338.4724,2.3873015339e-01,5.157121e-03,5636,10000,708.5327
1,10,263.4724,8.39872294,100.00,363.4724,2.3995889502e-01,5.252467e-03,5636,10000,709.1265
5,1,249.5676,0.85101608,-100.00,149.5676,2.4617282538e-02,3.892662e-04,5047,10000,321.1617
5,1,249.5676,0.85101608,-75.00,174.5676,2.4187477776e-02,3.910815e-04,5047,10000,316.8351
5,1,249.5676,0.85101608,-50.00,199.5676,2.3767947265e-02,3.930344e-04,5047,10000,312.2823
5,1,249.5676,0.85101608,-25.00,224.5676,2.3356254486e-02,3.951405e-04,5047,10000,307.4563
5,1,249.5676,0.85101608,0.00,249.5676,2.2953039549e-02,3.973960e-04,5047,10000,302.3482
5,1,249.5676,0.85101608,25.00,274.5676,2.2558564714e-02,3.997996e-04,5047,10000,296.9415
5,1,249.5676,0.85101608,50.00,299.5676,2.2175004834e-02,4.023393e-04,5047,10000,291.2416
5,1,249.5676,0.85101608,75.00,324.5676,2.1802560207e-02,4.050144e-04,5047,10000,285.2237
5,1,249.5676,0.85101608,100.00,349.5676,2.1439926799e-02,4.078321e-04,5047,10000,278.8381
5,5,266.4196,4.03938301,-100.00,166.4196,1.1584620564e-01,2.589579e-03,5047,10000,318.3572
5,5,266.4196,4.03938301,-75.00,191.4196,1.1419693599e-01,2.616389e-03,5047,10000,315.1329
5,5,266.4196,4.03938301,-50.00,216.4196,1.1258899418e-01,2.643670e-03,5047,10000,311.6520
5,5,266.4196,4.03938301,-25.00,241.4196,1.1102305427e-01,2.671413e-03,5047,10000,307.9051
5,5,266.4196,4.03938301,0.00,266.4196,1.0949325754e-01,2.699634e-03,5047,10000,303.8626
5,5,266.4196,4.03938301,25.00,291.4196,1.0801043226e-01,2.728282e-03,5047,10000,299.5389
5,5,266.4196,4.03938301,50.00,316.4196,1.0657814639e-01,2.757337e-03,5047,10000,294.9254
5,5,266.4196,4.03938301,75.00,341.4196,1.0520703010e-01,2.786755e-03,5047,10000,290.0303
5,5,266.4196,4.03938301,100.00,366.4196,1.0391123424e-01,2.816481e-03,5047,10000,284.8683
5,10,274.1216,7.55629184,-100.00,174.1216,2.0199239397e-01,4.311439e-03,5047,10000,296.2930
5,10,274.1216,7.55629184,-75.00,199.1216,1.9998147463e-01,4.389853e-03,5047,10000,294.7722
5,10,274.1216,7.55629184,-50.00,224.1216,1.9805758445e-01,4.469276e-03,5047,10000,292.9714
5,10,274.1216,7.55629184,-25.00,249.1216,1.9621435825e-01,4.549694e-03,5047,10000,290.8750
5,10,274.1216,7.55629184,0.00,274.1216,1.9444379053e-01,4.631099e-03,5047,10000,288.4631
5,10,274.1216,7.55629184,25.00,299.1216,1.9275110317e-01,4.713426e-03,5047,10000,285.7333
5,10,274.1216,7.55629184,50.00,324.1216,1.9115399549e-01,4.796566e-03,5047,10000,282.6987
5,10,274.1216,7.55629184,75.00,349.1216,1.8965264943e-01,4.880486e-03,5047,10000,279.3441
