expiry,tenor,F0_bp,A0,offset_bp,strike_bp,price,stderr,n_valid,n_total,sigma_N_bp
5,10,274.1216,7.55629184,100.00,374.1216,1.8823166308e-01,4.965213e-03,5047,10000,275.6271
10,1,286.5447,0.74333764,-100.00,186.5447,2.0661471935e-02,7.094162e-04,4728,10000,218.0365
10,1,286.5447,0.74333764,-75.00,211.5447,2.0326797015e-02,7.123137e-04,4728,10000,215.4527
10,1,286.5447,0.74333764,-50.00,236.5447,1.9998771376e-02,7.152957e-04,4728,10000,212.6714
10,1,286.5447,0.74333764,-25.00,261.5447,1.9676807491e-02,7.183639e-04,4728,10000,209.6766
10,1,286.5447,0.74333764,0.00,286.5447,1.9364815563e-02,7.215070e-04,4728,10000,206.4986
10,1,286.5447,0.74333764,25.00,311.5447,1.9060112011e-02,7.247328e-04,4728,10000,203.0955
10,1,286.5447,0.74333764,50.00,336.5447,1.8761001414e-02,7.280458e-04,4728,10000,199.4333
10,1,286.5447,0.74333764,75.00,361.5447,1.8469102036e-02,7.314413e-04,4728,10000,195.5103
10,1,286.5447,0.74333764,100.00,386.5447,1.8185700868e-02,7.349156e-04,4728,10000,191.3175
10,5,282.9678,3.51690883,-100.00,182.9678,9.3533082228e-02,2.806365e-03,4728,10000,208.4169
10,5,282.9678,3.51690883,-75.00,207.9678,9.2239278780e-02,2.836712e-03,4728,10000,206.5351
10,5,282.9678,3.51690883,-50.00,232.9678,9.0984898306e-02,2.867498e-03,4728,10000,204.4570
10,5,282.9678,3.51690883,-25.00,257.9678,8.9755679649e-02,2.898761e-03,4728,10000,202.1430
10,5,282.9678,3.51690883,0.00,282.9678,8.8559314106e-02,2.930466e-03,4728,10000,199.6012
10,5,282.9678,3.51690883,25.00,307.9678,8.7403587271e-02,2.962577e-03,4728,10000,196.8376
10,5,282.9678,3.51690883,50.00,332.9678,8.6275787610e-02,2.995126e-03,4728,10000,193.8098
10,5,282.9678,3.51690883,75.00,357.9678,8.5188378687e-02,3.028064e-03,4728,10000,190.5293
10,5,282.9678,3.51690883,100.00,382.9678,8.4142675700e-02,3.061380e-03,4728,10000,186.9789
10,10,268.1090,6.60153595,-100.00,168.1090,1.6469061074e-01,4.327709e-03,4728,10000,195.1928
10,10,268.1090,6.60153595,-75.00,193.1090,1.6303373494e-01,4.412980e-03,4728,10000,194.3137
10,10,268.1090,6.60153595,-50.00,218.1090,1.6142901313e-01,4.499373e-03,4728,10000,193.1858
10,10,268.1090,6.60153595,-25.00,243.1090,1.5989101694e-01,4.586777e-03,4728,10000,191.8229
10,10,268.1090,6.60153595,0.00,268.1090,1.5841030329e-01,4.675176e-03,4728,10000,190.2078
10,10,268.1090,6.60153595,25.00,293.1090,1.5701810668e-01,4.764412e-03,4728,10000,188.3703
10,10,268.1090,6.60153595,50.00,318.1090,1.5570657331e-01,4.854472e-03,4728,10000,186.2908
10,10,268.1090,6.60153595,75.00,343.1090,1.5444626611e-01,4.945416e-03,4728,10000,183.9210
10,10,268.1090,6.60153595,100.00,368.1090,1.5324567340e-01,5.037172e-03,4728,10000,181.2549
