expiry,tenor,F0_bp,A0,offset_bp,strike_bp,price,stderr,n_valid,n_total,sigma_N_bp
1,1,-17.8190,1.00436882,-100.00,-117.8190,3.3277313629e-02,1.977047e-03,4831,10000,824.4530
1,1,-17.8190,1.00436882,-75.00,-92.8190,3.2727307827e-02,1.982856e-03,4831,10000,813.3280
1,1,-17.8190,1.00436882,-50.00,-67.8190,3.2232400334e-02,1.988632e-03,4831,10000,802.8756
1,1,-17.8190,1.00436882,-25.00,-42.8190,3.1788795734e-02,1.994384e-03,4831,10000,792.9668
1,1,-17.8190,1.00436882,0.00,-17.8190,3.1404928276e-02,2.000104e-03,4831,10000,783.7806
1,1,-17.8190,1.00436882,25.00,7.1810,3.1094142961e-02,2.005773e-03,4831,10000,775.6214
1,1,-17.8190,1.00436882,50.00,32.1810,3.0858713177e-02,2.011392e-03,4831,10000,768.5227
1,1,-17.8190,1.00436882,75.00,57.1810,3.0682030622e-02,2.016990e-03,4831,10000,762.0514
1,1,-17.8190,1.00436882,100.00,82.1810,3.0546878674e-02,2.022595e-03,4831,10000,755.7598
1,5,11.7032,5.01534168,-100.00,-88.2968,1.5382462231e-01,3.880482e-03,4831,10000,762.2532
1,5,11.7032,5.01534168,-75.00,-63.2968,1.5213474941e-01,3.921497e-03,4831,10000,756.6435
1,5,11.7032,5.01534168,-50.00,-38.2968,1.5062929303e-01,3.962621e-03,4831,10000,751.1699
1,5,11.7032,5.01534168,-25.00,-13.2968,1.4931931262e-01,4.003830e-03,4831,10000,745.8672
1,5,11.7032,5.01534168,0.00,11.7032,1.4827730789e-01,4.044865e-03,4831,10000,741.0783
1,5,11.7032,5.01534168,25.00,36.7032,1.4749065092e-01,4.085801e-03,4831,10000,736.7225
1,5,11.7032,5.01534168,50.00,61.7032,1.4686831350e-01,4.126991e-03,4831,10000,732.3300
1,5,11.7032,5.01534168,75.00,86.7032,1.4637990263e-01,4.168545e-03,4831,10000,727.7339
1,5,11.7032,5.01534168,100.00,111.7032,1.4601117090e-01,4.210509e-03,4831,10000,722.8462
1,10,45.3614,9.88725413,-100.00,-54.6386,2.5351031001e-01,4.837739e-03,4831,10000,634.8426
1,10,45.3614,9.88725413,-75.00,-29.6386,2.5221899286e-01,4.934803e-03,4831,10000,635.0046
1,10,45.3614,9.88725413,-50.00,-4.6386,2.5125641345e-01,5.033184e-03,4831,10000,635.0208
1,10,45.3614,9.88725413,-25.00,20.3614,2.5071207946e-01,5.132371e-03,4831,10000,635.1162
1,10,45.3614,9.88725413,0.00,45.3614,2.5048831970e-01,5.232817e-03,4831,10000,635.0409
1,10,45.3614,9.88725413,25.00,70.3614,2.5048817473e-01,5.334926e-03,4831,10000,634.5481
1,10,45.3614,9.88725413,50.00,95.3614,2.5072743275e-01,5.438529e-03,4831,10000,633.6755
1,10,45.3614,9.88725413,75.00,120.3614,2.5122868659e-01,5.543433e-03,4831,10000,632.4763
1,10,45.3614,9.88725413,100.00,145.3614,2.5200457111e-01,5.649501e-03,4831,10000,630.9773
5,1,53.9391,0.99670960,-100.00,-46.0609,2.9273577969e-02,5.650116e-04,4796,10000,326.1786
5,1,53.9391,0.99670960,-75.00,-21.0609,2.8698265014e-02,5.671923e-04,4796,10000,321.0184
5,1,53.9391,0.99670960,-50.00,3.9391,2.8157344453e-02,5.693267e-04,4796,10000,315.8943
5,1,53.9391,0.99670960,-25.00,28.9391,2.7660657583e-02,5.713760e-04,4796,10000,310.8981
5,1,53.9391,0.99670960,0.00,53.9391,2.7194471166e-02,5.734209e-04,4796,10000,305.8559
5,1,53.9391,0.99670960,25.00,78.9391,2.6748286519e-02,5.755202e-04,4796,10000,300.6298
5,1,53.9391,0.99670960,50.00,103.9391,2.6317392882e-02,5.777003e-04,4796,10000,295.1448
5,1,53.9391,0.99670960,75.00,128.9391,2.5899962815e-02,5.799726e-04,4796,10000,289.3548
5,1,53.9391,0.99670960,100.00,153.9391,2.5493174631e-02,5.823518e-04,4796,10000,283.1977
5,5,72.5350,4.91089290,-100.00,-27.4650,1.3452071617e-01,2.616994e-03,4796,10000,303.7814
5,5,72.5350,4.91089290,-75.00,-2.4650,1.3242581450e-01,2.644214e-03,4796,10000,300.4149
5,5,72.5350,4.91089290,-50.00,22.5350,1.3052282852e-01,2.671191e-03,4796,10000,297.1004
5,5,72.5350,4.91089290,-25.00,47.5350,1.2874948631e-01,2.698283e-03,4796,10000,293.6807
5,5,72.5350,4.91089290,0.00,72.5350,1.2705153564e-01,2.725778e-03,4796,10000,290.0176
5,5,72.5350,4.91089290,25.00,97.5350,1.2539779088e-01,2.753825e-03,4796,10000,286.0242
5,5,72.5350,4.91089290,50.00,122.5350,1.2378184725e-01,2.782447e-03,4796,10000,281.6669
5,5,72.5350,4.91089290,75.00,147.5350,1.2220159806e-01,2.811643e-03,4796,10000,276.9180
5,5,72.5350,4.91089290,100.00,172.5350,1.2067686358e-01,2.841312e-03,4796,10000,271.7953
5,10,85.4336,9.60637644,-100.00,-14.5664,2.2634596537e-01,3.924025e-03,4796,10000,260.2979
5,10,85.4336,9.60637644,-75.00,10.4336,2.2349182732e-01,4.000447e-03,4796,10000,258.6277
5,10,85.4336,9.60637644,-50.00,35.4336,2.2089561775e-01,4.077399e-03,4796,10000,256.7971
5,10,85.4336,9.60637644,-25.00,60.4336,2.1848516518e-01,4.155297e-03,4796,10000,254.7119
5,10,85.4336,9.60637644,0.00,85.4336,2.1623375160e-01,4.234265e-03,4796,10000,252.3300
5,10,85.4336,9.60637644,25.00,110.4336,2.1411121768e-01,4.314426e-03,4796,10000,249.6027
5,10,85.4336,9.60637644,50.00,135.4336,2.1210264772e-01,4.395809e-03,4796,10000,246.4957
5,10,85.4336,9.60637644,75.00,160.4336,2.1019482917e-01,4.478428e-03,4796,10000,242.9715
5,10,85.4336,9.60637644,100.00,185.4336,2.0840646534e-01,4.562141e-03,4796,10000,239.0245
10,1,91.2101,0.95772915,-100.00,-8.7899,2.5532321681e-02,6.880426e-04,4541,10000,208.9299
10,1,91.2101,0.95772915,-75.00,16.2101,2.5102801418e-02,6.907727e-04,4541,10000,206.4024
10,1,91.2101,0.95772915,-50.00,41.2101,2.4703629369e-02,6.935018e-04,4541,10000,203.8469
10,1,91.2101,0.95772915,-25.00,66.2101,2.4327833454e-02,6.962624e-04,4541,10000,201.1942
10,1,91.2101,0.95772915,0.00,91.2101,2.3965154388e-02,6.990970e-04,4541,10000,198.3478
10,1,91.2101,0.95772915,25.00,116.2101,2.3614572959e-02,7.020107e-04,4541,10000,195.2862
10,1,91.2101,0.95772915,50.00,141.2101,2.3273129307e-02,7.050153e-04,4541,10000,191.9695
10,1,91.2101,0.95772915,75.00,166.2101,2.2941755251e-02,7.081078e-04,4541,10000,188.3867
10,1,91.2101,0.95772915,100.00,191.2101,2.2618866552e-02,7.112942e-04,4541,10000,184.5019
10,5,98.9240,4.69548354,-100.00,-1.0760,1.1386053322e-01,2.681013e-03,4541,10000,189.5817
10,5,98.9240,4.69548354,-75.00,23.9240,1.1232114238e-01,2.711546e-03,4541,10000,188.1212
10,5,98.9240,4.69548354,-50.00,48.9240,1.1086921341e-01,2.742440e-03,4541,10000,186.4934
10,5,98.9240,4.69548354,-25.00,73.9240,1.0946567375e-01,2.773869e-03,4541,10000,184.6246
10,5,98.9240,4.69548354,0.00,98.9240,1.0812562742e-01,2.805759e-03,4541,10000,182.5317
10,5,98.9240,4.69548354,25.00,123.9240,1.0682041785e-01,2.838222e-03,4541,10000,180.1549
10,5,98.9240,4.69548354,50.00,148.9240,1.0554437513e-01,2.871268e-03,4541,10000,177.4703
10,5,98.9240,4.69548354,75.00,173.9240,1.0429455103e-01,2.904893e-03,4541,10000,174.4546
10,5,98.9240,4.69548354,100.00,198.9240,1.0307262505e-01,2.939073e-03,4541,10000,171.0873
10,10,104.0647,9.14857487,-100.00,4.0647,1.9382722022e-01,4.442786e-03,4541,10000,164.9163
10,10,104.0647,9.14857487,-75.00,29.0647,1.9183765655e-01,4.528192e-03,4541,10000,164.5084
10,10,104.0647,9.14857487,-50.00,54.0647,1.8999100445e-01,4.614772e-03,4541,10000,163.8528
10,10,104.0647,9.14857487,-25.00,79.0647,1.8827000201e-01,4.702555e-03,4541,10000,162.9321
10,10,104.0647,9.14857487,0.00,104.0647,1.8662929838e-01,4.791684e-03,4541,10000,161.7023
10,10,104.0647,9.14857487,25.00,129.0647,1.8507125771e-01,4.882084e-03,4541,10000,160.1573
10,10,104.0647,9.14857487,50.00,154.0647,1.8358174179e-01,4.973753e-03,4541,10000,158.2727
10,10,104.0647,9.14857487,75.00,179.0647,1.8214748823e-01,5.066680e-03,4541,10000,156.0199
10,10,104.0647,9.14857487,100.00,204.0647,1.8078781454e-01,5.160728e-03,4541,10000,153.3930
