expiry,tenor,F0_bp,A0,offset_bp,strike_bp,price,stderr,n_valid,n_total,sigma_N_bp
5,1,321.1596,0.86698848,25.00,346.1596,2.3154128302e-02,7.390663e-04,4995,10000,299.1692
5,1,321.1596,0.86698848,50.00,371.1596,2.2831348428e-02,7.424005e-04,4995,10000,294.3557
5,1,321.1596,0.86698848,75.00,396.1596,2.2522961345e-02,7.458061e-04,4995,10000,289.2749
5,1,321.1596,0.86698848,100.00,421.1596,2.2224865534e-02,7.492962e-04,4995,10000,283.8472
5,5,340.5041,4.05775597,-100.00,240.5041,1.1947593887e-01,3.102196e-03,4995,10000,327.0118
5,5,340.5041,4.05775597,-75.00,265.5041,1.1814759371e-01,3.134619e-03,4995,10000,324.6643
5,5,340.5041,4.05775597,-50.00,290.5041,1.1687165382e-01,3.167423e-03,4995,10000,322.0945
5,5,340.5041,4.05775597,-25.00,315.5041,1.1564559686e-01,3.200612e-03,4995,10000,319.2875
5,5,340.5041,4.05775597,0.00,340.5041,1.1447065800e-01,3.234175e-03,4995,10000,316.2374
5,5,340.5041,4.05775597,25.00,365.5041,1.1335635170e-01,3.268072e-03,4995,10000,312.9593
5,5,340.5041,4.05775597,50.00,390.5041,1.1230281484e-01,3.302301e-03,4995,10000,309.4409
5,5,340.5041,4.05775597,75.00,415.5041,1.1131128821e-01,3.336851e-03,4995,10000,305.6709
5,5,340.5041,4.05775597,100.00,440.5041,1.1039372068e-01,3.371679e-03,4995,10000,301.6655
5,10,353.7842,7.45564605,-100.00,253.7842,2.0766703730e-01,4.908269e-03,4995,10000,309.0085
5,10,353.7842,7.45564605,-75.00,278.7842,2.0632050562e-01,4.998773e-03,4995,10000,308.3923
5,10,353.7842,7.45564605,-50.00,303.7842,2.0505799018e-01,5.090167e-03,4995,10000,307.5036
5,10,353.7842,7.45564605,-25.00,328.7842,2.0388136210e-01,5.182402e-03,4995,10000,306.3431
5,10,353.7842,7.45564605,0.00,353.7842,2.0278156711e-01,5.275474e-03,4995,10000,304.8935
5,10,353.7842,7.45564605,25.00,378.7842,2.0175183117e-01,5.369371e-03,4995,10000,303.1391
5,10,353.7842,7.45564605,50.00,403.7842,2.0080571877e-01,5.464003e-03,4995,10000,301.0927
5,10,353.7842,7.45564605,75.00,428.7842,1.9995748111e-01,5.559287e-03,4995,10000,298.7665
5,10,353.7842,7.45564605,100.00,453.7842,1.9924630981e-01,5.655056e-03,4995,10000,296.2084
10,1,365.5939,0.72997690,-100.00,265.5939,2.0005158832e-02,6.517248e-04,4655,10000,214.9091
10,1,365.5939,0.72997690,-75.00,290.5939,1.9685434098e-02,6.548864e-04,4655,10000,212.4371
10,1,365.5939,0.72997690,-50.00,315.5939,1.9374063414e-02,6.581417e-04,4655,10000,209.7830
10,1,365.5939,0.72997690,-25.00,340.5939,1.9071115585e-02,6.614903e-04,4655,10000,206.9380
10,1,365.5939,0.72997690,0.00,365.5939,1.8776820063e-02,6.649313e-04,4655,10000,203.8933
10,1,365.5939,0.72997690,25.00,390.5939,1.8490915545e-02,6.684653e-04,4655,10000,200.6329
10,1,365.5939,0.72997690,50.00,415.5939,1.8212059576e-02,6.720959e-04,4655,10000,197.1269
10,1,365.5939,0.72997690,75.00,440.5939,1.7939432469e-02,6.758249e-04,4655,10000,193.3474
10,1,365.5939,0.72997690,100.00,465.5939,1.7676095647e-02,6.796428e-04,4655,10000,189.3056
10,5,369.6433,3.39789008,-100.00,269.6433,8.7796734550e-02,2.086162e-03,4655,10000,202.3477
10,5,369.6433,3.39789008,-75.00,294.6433,8.6566564822e-02,2.114407e-03,4655,10000,200.5431
10,5,369.6433,3.39789008,-50.00,319.6433,8.5368668562e-02,2.143270e-03,4655,10000,198.5201
10,5,369.6433,3.39789008,-25.00,344.6433,8.4201873312e-02,2.172735e-03,4655,10000,196.2683
10,5,369.6433,3.39789008,0.00,369.6433,8.3088403883e-02,2.202694e-03,4655,10000,193.8300
10,5,369.6433,3.39789008,25.00,394.6433,8.2020663333e-02,2.233166e-03,4655,10000,191.1757
10,5,369.6433,3.39789008,50.00,419.6433,8.0991665395e-02,2.264163e-03,4655,10000,188.2752
10,5,369.6433,3.39789008,75.00,444.6433,8.0009039946e-02,2.295643e-03,4655,10000,185.1293
10,5,369.6433,3.39789008,100.00,469.6433,7.9093420578e-02,2.327515e-03,4655,10000,181.7666
10,10,360.1084,6.24430356,-100.00,260.1084,1.5490851712e-01,3.832894e-03,4655,10000,194.0736
10,10,360.1084,6.24430356,-75.00,285.1084,1.5341784913e-01,3.908822e-03,4655,10000,193.2988
10,10,360.1084,6.24430356,-50.00,310.1084,1.5198503202e-01,3.985942e-03,4655,10000,192.2834
10,10,360.1084,6.24430356,-25.00,335.1084,1.5062780725e-01,4.064121e-03,4655,10000,191.0467
10,10,360.1084,6.24430356,0.00,360.1084,1.4932183030e-01,4.143401e-03,4655,10000,189.5524
10,10,360.1084,6.24430356,25.00,385.1084,1.4807340629e-01,4.223702e-03,4655,10000,187.8012
10,10,360.1084,6.24430356,50.00,410.1084,1.4687318423e-01,4.305007e-03,4655,10000,185.7715
10,10,360.1084,6.24430356,75.00,435.1084,1.4573174233e-01,4.387226e-03,4655,10000,183.4642
10,10,360.1084,6.24430356,100.00,460.1084,1.4467953072e-01,4.470208e-03,4655,10000,180.9024
