expiry,tenor,F0_bp,A0,offset_bp,strike_bp,price,stderr,n_valid,n_total,sigma_N_bp
1,1,29.3393,0.99432401,-100.00,-70.6607,2.8942314510e-02,9.814074e-04,4931,10000,722.7102
1,1,29.3393,0.99432401,-75.00,-45.6607,2.8464805438e-02,9.846916e-04,4931,10000,713.6424
1,1,29.3393,0.99432401,-50.00,-20.6607,2.8047930890e-02,9.879248e-04,4931,10000,705.2991
1,1,29.3393,0.99432401,-25.00,4.3393,2.7697607967e-02,9.910984e-04,4931,10000,697.7915
1,1,29.3393,0.99432401,0.00,29.3393,2.7425939749e-02,9.941863e-04,4931,10000,691.3907
1,1,29.3393,0.99432401,25.00,54.3393,2.7214294346e-02,9.972474e-04,4931,10000,685.5995
1,1,29.3393,0.99432401,50.00,79.3393,2.7044421318e-02,1.000336e-03,4931,10000,679.9353
1,1,29.3393,0.99432401,75.00,104.3393,2.6906887522e-02,1.003479e-03,4931,10000,674.1380
1,1,29.3393,0.99432401,100.00,129.3393,2.6799875231e-02,1.006683e-03,4931,10000,668.1385
1,5,70.4428,4.90991647,-100.00,-29.5572,1.4439683185e-01,3.583413e-03,4931,10000,730.3445
1,5,70.4428,4.90991647,-75.00,-4.5572,1.4307150668e-01,3.616837e-03,4931,10000,726.5462
1,5,70.4428,4.90991647,-50.00,20.4428,1.4202633605e-01,3.650051e-03,4931,10000,723.3506
1,5,70.4428,4.90991647,-25.00,45.4428,1.4120393116e-01,3.683308e-03,4931,10000,720.4457
1,5,70.4428,4.90991647,0.00,70.4428,1.4053420798e-01,3.716891e-03,4931,10000,717.4603
1,5,70.4428,4.90991647,25.00,95.4428,1.4000319973e-01,3.750852e-03,4931,10000,714.3119
1,5,70.4428,4.90991647,50.00,120.4428,1.3957553795e-01,3.785319e-03,4931,10000,710.8082
1,5,70.4428,4.90991647,75.00,145.4428,1.3924603015e-01,3.820302e-03,4931,10000,706.9090
1,5,70.4428,4.90991647,100.00,170.4428,1.3900263587e-01,3.855832e-03,4931,10000,702.5362
1,10,125.9562,9.47635741,-100.00,25.9562,2.4332065647e-01,4.905137e-03,4931,10000,635.7686
1,10,125.9562,9.47635741,-75.00,50.9562,2.4294304709e-01,4.997686e-03,4931,10000,638.2164
1,10,125.9562,9.47635741,-50.00,75.9562,2.4283967563e-01,5.091605e-03,4931,10000,640.3938
1,10,125.9562,9.47635741,-25.00,100.9562,2.4296919229e-01,5.187018e-03,4931,10000,642.2007
1,10,125.9562,9.47635741,0.00,125.9562,2.4333836673e-01,5.283809e-03,4931,10000,643.6638
1,10,125.9562,9.47635741,25.00,150.9562,2.4393430082e-01,5.381960e-03,4931,10000,644.7555
1,10,125.9562,9.47635741,50.00,175.9562,2.4474665194e-01,5.481435e-03,4931,10000,645.4533
1,10,125.9562,9.47635741,75.00,200.9562,2.4574482221e-01,5.582292e-03,4931,10000,645.6782
1,10,125.9562,9.47635741,100.00,225.9562,2.4693008504e-01,5.684442e-03,4931,10000,645.4331
5,1,135.6542,0.96265444,-100.00,35.6542,2.7948820782e-02,6.864648e-04,4850,10000,322.3632
5,1,135.6542,0.96265444,-75.00,60.6542,2.7488068348e-02,6.888429e-04,4850,10000,318.3295
5,1,135.6542,0.96265444,-50.00,85.6542,2.7044921865e-02,6.912740e-04,4850,10000,314.1390
5,1,135.6542,0.96265444,-25.00,110.6542,2.6612226720e-02,6.937891e-04,4850,10000,309.6940
5,1,135.6542,0.96265444,0.00,135.6542,2.6195067303e-02,6.963697e-04,4850,10000,305.0381
5,1,135.6542,0.96265444,25.00,160.6542,2.5789402990e-02,6.990333e-04,4850,10000,300.1059
5,1,135.6542,0.96265444,50.00,185.6542,2.5395118992e-02,7.017815e-04,4850,10000,294.8754
5,1,135.6542,0.96265444,75.00,210.6542,2.5007623550e-02,7.046319e-04,4850,10000,289.2681
5,1,135.6542,0.96265444,100.00,235.6542,2.4628134406e-02,7.075802e-04,4850,10000,283.2684
5,5,171.2052,4.65121474,-100.00,71.2052,1.2757827847e-01,2.836705e-03,4850,10000,304.1974
5,5,171.2052,4.65121474,-75.00,96.2052,1.2588852661e-01,2.864992e-03,4850,10000,301.5429
5,5,171.2052,4.65121474,-50.00,121.2052,1.2425619883e-01,2.893732e-03,4850,10000,298.6355
5,5,171.2052,4.65121474,-25.00,146.2052,1.2265569768e-01,2.923031e-03,4850,10000,295.4033
5,5,171.2052,4.65121474,0.00,171.2052,1.2109916114e-01,2.952827e-03,4850,10000,291.8634
5,5,171.2052,4.65121474,25.00,196.2052,1.1960218350e-01,2.983047e-03,4850,10000,288.0386
5,5,171.2052,4.65121474,50.00,221.2052,1.1814928297e-01,3.013752e-03,4850,10000,283.8736
5,5,171.2052,4.65121474,75.00,246.2052,1.1673626825e-01,3.044948e-03,4850,10000,279.3371
5,5,171.2052,4.65121474,100.00,271.2052,1.1535639245e-01,3.076653e-03,4850,10000,274.3862
5,10,194.8238,8.85426128,-100.00,94.8238,2.1313437004e-01,3.931647e-03,4850,10000,266.0906
5,10,194.8238,8.85426128,-75.00,119.8238,2.1104662971e-01,4.011360e-03,4850,10000,265.0775
5,10,194.8238,8.85426128,-50.00,144.8238,2.0909324423e-01,4.092213e-03,4850,10000,263.7764
5,10,194.8238,8.85426128,-25.00,169.8238,2.0726752178e-01,4.174194e-03,4850,10000,262.1737
5,10,194.8238,8.85426128,0.00,194.8238,2.0555212273e-01,4.257341e-03,4850,10000,260.2403
5,10,194.8238,8.85426128,25.00,219.8238,2.0393708650e-01,4.341650e-03,4850,10000,257.9533
5,10,194.8238,8.85426128,50.00,244.8238,2.0240527794e-01,4.427145e-03,4850,10000,255.2775
5,10,194.8238,8.85426128,75.00,269.8238,2.0092303882e-01,4.513923e-03,4850,10000,252.1521
5,10,194.8238,8.85426128,100.00,294.8238,1.9949990432e-01,4.601873e-03,4850,10000,248.5656
10,1,207.3336,0.87788064,-100.00,107.3336,2.3989997253e-02,8.539696e-04,4546,10000,214.2839
10,1,207.3336,0.87788064,-75.00,132.3336,2.3639504989e-02,8.572137e-04,4546,10000,212.1239
10,1,207.3336,0.87788064,-50.00,157.3336,2.3296321368e-02,8.605366e-04,4546,10000,209.7540
10,1,207.3336,0.87788064,-25.00,182.3336,2.2962915178e-02,8.639310e-04,4546,10000,207.1884
10,1,207.3336,0.87788064,0.00,207.3336,2.2635300028e-02,8.674089e-04,4546,10000,204.3811
10,1,207.3336,0.87788064,25.00,232.3336,2.2313895734e-02,8.709687e-04,4546,10000,201.3238
10,1,207.3336,0.87788064,50.00,257.3336,2.1996266258e-02,8.746170e-04,4546,10000,197.9800
10,1,207.3336,0.87788064,75.00,282.3336,2.1685705114e-02,8.783442e-04,4546,10000,194.3617
10,1,207.3336,0.87788064,100.00,307.3336,2.1379399137e-02,8.821575e-04,4546,10000,190.4214
10,5,220.9609,4.20304654,-100.00,120.9609,1.0337795920e-01,2.573339e-03,4546,10000,192.3704
10,5,220.9609,4.20304654,-75.00,145.9609,1.0207930016e-01,2.604256e-03,4546,10000,191.0442
10,5,220.9609,4.20304654,-50.00,170.9609,1.0080760250e-01,2.635800e-03,4546,10000,189.4568
10,5,220.9609,4.20304654,-25.00,195.9609,9.9568192712e-02,2.667933e-03,4546,10000,187.6122
10,5,220.9609,4.20304654,0.00,220.9609,9.8358351566e-02,2.700649e-03,4546,10000,185.4970
10,5,220.9609,4.20304654,25.00,245.9609,9.7174436926e-02,2.733945e-03,4546,10000,183.0936
10,5,220.9609,4.20304654,50.00,270.9609,9.6024027352e-02,2.767776e-03,4546,10000,180.4022
10,5,220.9609,4.20304654,75.00,295.9609,9.4910691324e-02,2.802113e-03,4546,10000,177.4121
10,5,220.9609,4.20304654,100.00,320.9609,9.3825001526e-02,2.836976e-03,4546,10000,174.0831
10,10,227.9675,7.94945910,-100.00,127.9675,1.7948488399e-01,4.531590e-03,4546,10000,176.1389
10,10,227.9675,7.94945910,-75.00,152.9675,1.7795087266e-01,4.616984e-03,4546,10000,175.8434
10,10,227.9675,7.94945910,-50.00,177.9675,1.7647465226e-01,4.703707e-03,4546,10000,175.2556
10,10,227.9675,7.94945910,-25.00,202.9675,1.7504019924e-01,4.791757e-03,4546,10000,174.3589
10,10,227.9675,7.94945910,0.00,227.9675,1.7366842762e-01,4.880983e-03,4546,10000,173.1702
10,10,227.9675,7.94945910,25.00,252.9675,1.7234429253e-01,4.971386e-03,4546,10000,171.6679
10,10,227.9675,7.94945910,50.00,277.9675,1.7106068149e-01,5.062933e-03,4546,10000,169.8345
10,10,227.9675,7.94945910,75.00,302.9675,1.6984101272e-01,5.155482e-03,4546,10000,167.6793
10,10,227.9675,7.94945910,100.00,327.9675,1.6867258109e-01,5.249029e-03,4546,10000,165.1708
