epoch,time_total_sec,time_interval_sec,loss_total,loss_recon,loss_price,loss_eig,swaption_priced_frac,path_finite_frac,train_mse,train_rmse,avg_rmse_bps,n_good,n_bad,nan_batches,grad_norm_total,gnorm_H,gnorm_K,gnorm_G,gnorm_enc,gnorm_R,lr_H,lr_K,lr_G,lr_enc,lr_R,lambda_min_K,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD,torch_version,python_version,numpy_version
21,2625.1,59.597,555323203601.4408,0.007729996025030102,5553232036014.331,0.0005842965512004282,1.0,0.5427911931818182,0.007729996025030102,0.087920395955831,925.1655773586697,1415,55,35,0.9999999653764456,0.298976294241604,0.9537595372079388,0.030916846853271097,0.0,0.0,2.9725163798913822e-05,5.977537507199338e-06,2.9725163798913822e-05,,,0.001655931817367673,137.85267639160156,87.9877700805664,1191.10791015625,1547.439208984375,2762.5986328125,114.76889038085938,1039.74658203125,1253.1373291015625,191.8511962890625,2.11.0+cpu,3.13.3,2.2.5
22,2703.8,78.728,305509203322.6659,0.014441178926310614,3055092033226.5137,0.0005842902312416056,1.0,0.527099609375,0.014441178926310614,0.12017145637093117,978.6745495266384,1416,54,34,1.0000000159063516,0.6449591978792567,0.7641152950683369,0.012469191083538712,0.0,0.0,2.8177064177429387e-05,5.6703995061433075e-06,2.8177064177429387e-05,,,0.0016556908376514912,147.30612182617188,93.05982208251953,1441.021728515625,1606.9610595703125,2705.087890625,123.63720703125,1131.275390625,1347.336181640625,212.3855438232422,2.11.0+cpu,3.13.3,2.2.5
23,2769.5,65.764,523436174995.1586,0.018636349617736414,5234361749951.399,0.0005842962154102596,0.9772727272727273,0.5293412642045454,0.018636349617736414,0.13651501608884062,993.9583290947809,1417,53,35,0.0,0.0,0.0,0.0,0.0,0.0,2.661662346225636e-05,5.360813071670102e-06,2.661662346225636e-05,,,0.0016552108572795987,150.71910095214844,94.78365325927734,1451.8251953125,1605.1038818359375,2760.360595703125,126.60734558105469,1159.9158935546875,1376.9876708984375,219.32162475585938,2.11.0+cpu,3.13.3,2.2.5
24,2869.8,100.237,4302357414986.4985,0.013260284279628347,43023574149864.85,0.0005843132850714028,0.9666666666666667,0.5165690104166667,0.013260284279628347,0.11515330772334917,993.4972169664172,1415,55,31,0.0,0.0,0.0,0.0,0.0,0.0,2.504999999999999e-05,5.050000000000001e-06,2.504999999999999e-05,,,0.0016545995604246855,157.4154052734375,97.82169342041016,1380.9478759765625,1605.890380859375,2718.393310546875,131.36505126953125,1199.890869140625,1420.0296630859375,229.720703125,2.11.0+cpu,3.13.3,2.2.5
25,2955.4,85.597,3.565837013278419e+18,0.016938631356294667,3.5658370132784185e+19,0.000584320564355169,1.0,0.5277273995535714,0.016938631356294667,0.13014849732630288,995.3786663479275,1415,55,32,0.0,0.0,0.0,0.0,0.0,0.0,2.348337653774362e-05,4.739186928329899e-06,2.348337653774362e-05,,,0.001654805731959641,160.74571228027344,98.93621063232422,1382.4342041015625,1604.52978515625,2716.05517578125,132.4912109375,1205.30810546875,1426.624267578125,231.2833251953125,2.11.0+cpu,3.13.3,2.2.5
26,3022.0,66.658,554477478522.3872,0.013189248447971685,5544774785223.74,0.0005843145110910492,1.0,0.5249467329545454,0.013189248447971685,0.11484445327473018,1004.4717958238391,1415,55,35,0.999999968844349,0.3260171231907989,0.9426094770849279,0.07211204327137802,0.0,0.0,2.19229358225706e-05,4.429600493856695e-06,2.19229358225706e-05,,,0.0016545807011425495,165.03567504882812,101.02643585205078,1394.5987548828125,1536.5869140625,2771.421875,136.0269012451172,1235.953369140625,1459.9871826171875,239.6090545654297,2.11.0+cpu,3.13.3,2.2.5
27,3081.5,59.485,786661121.7984817,0.014872326889474477,7866611217.835509,0.0005843120590517563,1.0,0.5223277698863636,0.014872326889474477,0.1219521499993931,1011.7682495117188,1415,55,35,1.0000001000667018,0.4904618590333547,0.8714627395331237,0.00024201731813588973,0.0,0.0,2.0374836201086162e-05,4.122462492800664e-06,2.0374836201086162e-05,,,0.0016553915338590741,168.0624237060547,102.47476196289062,1402.7357177734375,1540.160888671875,2767.95556640625,138.49273681640625,1256.8333740234375,1483.7144775390625,245.4842987060547,2.11.0+cpu,3.13.3,2.2.5
28,3112.7,31.138,1349.1049025509958,0.012886798515853523,13490.919573221247,0.000584303552165986,1.0,0.5221028645833333,0.012886798515853523,0.11352003574635415,1021.6244311862522,1415,55,31,0.9999999631634815,0.30386534825646294,0.9527094513595786,0.003236934672407522,0.0,0.0,1.8845187315236865e-05,3.8189850585339696e-06,1.8845187315236865e-05,,,0.0016555716283619404,170.2747802734375,103.51209259033203,1497.6561279296875,1543.4473876953125,2718.52587890625,140.23648071289062,1270.961669921875,1500.39453125,249.61093139648438,2.11.0+cpu,3.13.3,2.2.5
29,3163.2,50.491,903918781031.6641,0.015725754297467892,9039187810316.482,0.0005842893939849507,0.9821428571428571,0.5124162946428571,0.015725754297467892,0.12540236958474066,1022.8746939765082,1414,56,32,0.999999981479889,0.6885362152878362,0.7252015883844295,0.0007066835086670136,0.0,0.0,1.7340025990345066e-05,3.520365877844013e-06,1.7340025990345066e-05,,,0.001656161854043603,172.8437042236328,104.77050018310547,1502.5645751953125,1548.49072265625,2666.165771484375,142.47474670410156,1289.8157958984375,1523.6473388671875,255.09909057617188,2.11.0+cpu,3.13.3,2.2.5
30,3257.3,94.119,7032211849691.64,0.01838479665457271,70322118496916.21,0.0005842827293755752,1.0,0.5125209263392857,0.01838479665457271,0.1355905478068907,1023.1978573269314,1414,56,32,0.0,0.0,0.0,0.0,0.0,0.0,1.586529241051729e-05,3.2277834642108464e-06,1.586529241051729e-05,,,0.0016561392694711685,173.1729278564453,104.87496948242188,1502.8829345703125,1548.8857421875,2665.7763671875,142.6032257080078,1290.66650390625,1524.5616455078125,255.3563995361328,2.11.0+cpu,3.13.3,2.2.5
31,3318.9,61.659,9268554334334.96,0.018501931939452723,92685543343349.44,0.0005842800187708446,0.9545454545454546,0.52294921875,0.018501931939452723,0.13602180685262463,1021.3959342108832,1413,57,36,1.0000000182275526,0.4107196480611262,0.9116536703148104,0.014035403563320946,0.0,0.0,1.4426806675451437e-05,2.942392506752891e-06,1.4426806675451437e-05,,,0.0016564730321988463,174.3708953857422,105.52025604248047,1506.3201904296875,1553.1119384765625,2613.23291015625,143.8311309814453,1300.7845458984375,1536.8812255859375,258.51031494140625,2.11.0+cpu,3.13.3,2.2.5
32,3362.1,43.133,207751876265.50815,0.01791108409608049,2077518762654.9016,0.0005842719692736864,1.0,0.5258440290178571,0.01791108409608049,0.1338322984039372,1027.828886244032,1413,57,32,0.0,0.0,0.0,0.0,0.0,0.0,1.30302458311622e-05,2.665319313196509e-06,1.30302458311622e-05,,,0.0016567467246204615,176.24708557128906,106.56767272949219,1511.7791748046875,1560.2314453125,2609.174560546875,145.8954315185547,1317.718017578125,1558.9774169921875,263.8691711425781,2.11.0+cpu,3.13.3,2.2.5
33,3417.8,55.699,5.122900726747258e+31,0.016796533367596567,5.1229007267472575e+32,0.0005842653141977886,1.0,0.518310546875,0.016796533367596567,0.12960144045340147,992.9755020141602,1411,59,34,0.0,0.0,0.0,0.0,0.0,0.0,1.1681121465274027e-05,2.3976573648539658e-06,1.1681121465274027e-05,,,0.00165696965996176,178.58717346191406,107.79866790771484,1517.3955078125,1568.1907958984375,2657.278076171875,148.21734619140625,1335.275146484375,1154.314453125,269.72235107421875,2.11.0+cpu,3.13.3,2.2.5
34,3457.9,40.096,195993603111.5914,0.012102904031053185,1959936031115.792,0.0005842616519657895,0.90625,0.52325439453125,0.012102904031053185,0.11001319934922893,994.5511169433594,1411,59,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0384757955302797e-05,2.140463001152259e-06,1.0384757955302797e-05,,,0.001656858017668128,180.08851623535156,108.37525939941406,1518.50537109375,1569.17041015625,2654.44580078125,149.00253295898438,1340.0198974609375,1160.005615234375,271.3466491699219,2.11.0+cpu,3.13.3,2.2.5
