as_of_date,ccy,z_1,z_2
2010-01-29,AUD,0.10894939,-0.10200809
2010-02-26,AUD,0.109457836,-0.099784955
2010-03-31,AUD,0.11303017,-0.10826017
2010-04-30,AUD,0.11254378,-0.11015941
2010-05-31,AUD,0.1063251,-0.10409634
2010-06-30,AUD,0.10304405,-0.102216855
2010-07-30,AUD,0.1040767,-0.1021839
2010-08-31,AUD,0.09692482,-0.09768981
2010-09-30,AUD,0.10365473,-0.10907644
2010-10-29,AUD,0.10505726,-0.107336454
2010-11-30,AUD,0.10981834,-0.10980497
2010-12-31,AUD,0.111849725,-0.11083847
2011-01-31,AUD,0.11078748,-0.11061499
2011-02-28,AUD,0.11112324,-0.11150923
2011-03-31,AUD,0.1103545,-0.10886971
2011-04-29,AUD,0.11051601,-0.11044585
2011-05-31,AUD,0.10706181,-0.10904282
2011-06-30,AUD,0.10926053,-0.10681793
2011-07-29,AUD,0.10515973,-0.10255498
2011-08-31,AUD,0.09768762,-0.0911614
2011-09-30,AUD,0.091070026,-0.08785906
2011-10-31,AUD,0.09642505,-0.091761276
2011-11-30,AUD,0.08967336,-0.08186928
2011-12-30,AUD,0.08788282,-0.083291695
2012-01-31,AUD,0.08739582,-0.08275582
2012-02-29,AUD,0.09260386,-0.090174064
2012-03-30,AUD,0.09062182,-0.08472589
2012-04-30,AUD,0.08478616,-0.07874033
2012-05-31,AUD,0.071073785,-0.06280013
2012-06-29,AUD,0.07538066,-0.06878813
2012-07-31,AUD,0.07424644,-0.06824231
2012-08-31,AUD,0.074058294,-0.0662657
2012-09-28,AUD,0.07133232,-0.06181744
2012-10-31,AUD,0.072768,-0.0601864
2012-11-30,AUD,0.074118584,-0.061384812
2012-12-31,AUD,0.07592626,-0.05528851
2013-01-31,AUD,0.08011147,-0.056329947
2013-02-28,AUD,0.07872565,-0.055965398
2013-03-29,AUD,0.07981848,-0.06150869
2013-04-30,AUD,0.07477738,-0.055090778
2013-05-31,AUD,0.077740654,-0.052775096
2013-06-28,AUD,0.08083578,-0.054340877
2013-07-31,AUD,0.07784705,-0.04979067
2013-08-30,AUD,0.08268767,-0.05119793
2013-09-30,AUD,0.08164705,-0.05150155
2013-10-31,AUD,0.08407335,-0.053924255
2013-11-29,AUD,0.086628705,-0.052945208
2013-12-31,AUD,0.08635451,-0.05434406
2014-01-31,AUD,0.08390865,-0.05298951
2014-02-28,AUD,0.08397128,-0.052866563
2014-03-31,AUD,0.08462241,-0.055436105
2014-04-30,AUD,0.08125017,-0.054813065
2014-05-30,AUD,0.078193955,-0.053564385
2014-06-30,AUD,0.076860346,-0.052909765
2014-07-31,AUD,0.07609229,-0.052662924
2014-08-29,AUD,0.07275221,-0.052373666
2014-09-30,AUD,0.07623565,-0.05473555
2014-10-31,AUD,0.07450869,-0.05353003
2014-11-28,AUD,0.070857406,-0.052803233
2014-12-31,AUD,0.06533619,-0.049828667
2015-01-30,AUD,0.055423304,-0.046252575
2015-02-27,AUD,0.0566253,-0.041138183
2015-03-31,AUD,0.05342216,-0.038868453
2015-04-30,AUD,0.05803782,-0.042497445
2015-05-29,AUD,0.060525425,-0.04112193
2015-06-30,AUD,0.06580837,-0.042890824
