time,z1_p5,z2_p5,z1_p25,z2_p25,z1_p50,z2_p50,z1_p75,z2_p75,z1_p95,z2_p95,z1_mean,z2_mean
0.0,0.05196969572169499,-0.02763206747535383,0.05196969572169499,-0.02763206747535383,0.05196969572169499,-0.02763206747535383,0.05196969572169499,-0.02763206747535383,0.05196969572169499,-0.02763206747535383,0.05196969572169498,-0.027632067475353836
0.08333333333333333,-0.16095271273091888,-0.17957793381047202,-0.040162551239846134,-0.0961907519649531,0.05181087500377417,-0.03262097201859451,0.13920586443432434,0.026252660997620792,0.26851727949325493,0.10963808276624198,0.05123583378978759,-0.03458210654615973
0.16666666666666666,-0.27813016199597557,-0.2144495946921386,-0.05340238411684957,-0.12500129361790224,0.0729522372394806,-0.050767387022082014,0.17829727653252242,0.030420178412575244,0.31861169970542297,0.17898696961218258,0.05250420026245301,-0.040471442287817384
0.25,-0.3939926012884128,-0.23951884614839314,-0.048650623563497704,-0.14884762319221811,0.09761779891673611,-0.0672996201750731,0.20769812778262184,0.028467207422717276,0.34714971333049166,0.2479865348943225,0.05685469591355552,-0.043415338019042723
0.3333333333333333,-0.4356634460642669,-0.25571183513813794,-0.04009913914145852,-0.1647998209534457,0.1130745630699522,-0.0865126927022082,0.21598275163442482,0.022250692688053242,0.36170880818850265,0.31619493415033423,0.05971560172037016,-0.04634200835117737
0.41666666666666663,-0.5399129562375422,-0.27382399160723897,-0.029463178520259658,-0.18315219030123692,0.12999008948301646,-0.10663981363372854,0.23267395468325852,0.01464821701083547,0.376248552593329,0.3361783933389121,0.05680295992140677,-0.05160891548857205
0.5,-0.6223032283817568,-0.2776353244305412,-0.01405331404864509,-0.19265914496750108,0.14247567734484934,-0.1193151244233227,0.24370133548702794,-0.012924435318705775,0.38179653838596656,0.4367188848453469,0.05667861653103189,-0.05422628725607028
0.5833333333333333,-0.6949199528232739,-0.2829423612400262,0.011616660083992519,-0.2042288623351376,0.15610301303163107,-0.13584835425978833,0.24823695768647142,-0.03488341906820396,0.3866807381629199,0.4660929301506733,0.05882225541883123,-0.060861277291261
0.6666666666666666,-0.604289557727269,-0.2869673847492865,0.026534559750999415,-0.21364035762025635,0.1661251711142347,-0.1483673458128563,0.25749467189364855,-0.039966395105946885,0.386487138797041,0.47272093942214766,0.06825877818928033,-0.06484970837690726
0.75,-0.645730395206447,-0.295501275662335,0.039110124082281594,-0.2199719947742065,0.1750533928217366,-0.1581945987806701,0.2581016463102854,-0.06185243153160704,0.3803597324970828,0.49521819900457964,0.06991289188059435,-0.07096632909123397
0.8333333333333333,-0.6591612855053861,-0.30199212125542985,0.05905112331086648,-0.227030842942056,0.18721956457122862,-0.16703085940125045,0.264029466225816,-0.07708818987607824,0.388225013837516,0.5035104361363905,0.08138915205666326,-0.07817501798915731
0.9166666666666666,-0.6691805827401707,-0.3074000440245774,0.08081395648102488,-0.23283678422832102,0.19451967558581662,-0.17727213051792015,0.26800793314116383,-0.09515755064426436,0.3818172148728899,0.502442082611789,0.08366432513325947,-0.08432788924601983
1.0,-0.7476320367312225,-0.3118335931347911,0.08671860484116067,-0.23956426551140086,0.200151094324081,-0.18333388169553871,0.2731523393316855,-0.10015647119382974,0.3878598274680385,0.511096659411732,0.07979523784962803,-0.08382692622951916
1.0833333333333333,-0.7036757840731561,-0.3126803695142299,0.1029059148172526,-0.24333482716669966,0.2096283223425131,-0.19066479951486398,0.27680982482961003,-0.10812128468517314,0.38553653744687477,0.4772056115725164,0.0818303369923781,-0.08619232452947376
