epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2,swaption_priced_frac,path_finite_frac,anchor_rmse_bp,recon_rmse_bps,nan_batches,gnorm_lam0,gnorm_scale,lr,lambda0_norm,lambda0_l1,sigma_scale_mean,sigma_s1,sigma_s2,sigma_s3,sigma_s4,lambda0_v1,lambda0_v2,lambda0_v3,lambda0_v4,fwd_bias_diag_bp,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
10,185.5,17.054,7.8369386196136475,4.888864815235138,6.872651336919944e-10,1.0,0.880126953125,190.43582463264465,,0,0.0,0.0,0.00011038999999999998,0.0009773880010470748,0.0016511597204953432,0.16468338668346405,0.16455581784248352,0.1644415408372879,0.1648719757795334,0.1648641973733902,0.0005982075235806406,9.664833487477154e-05,-0.0007339208386838436,-0.00022238311066757888,-108.975,,,,,,,,,
11,204.0,18.449,17.017624735832214,9.037479162216187,1.1429318047539994e-09,1.0,0.8778076171875,179.6429226398468,,0,0.0,0.0,0.00012037999999999998,0.0012400421546772122,0.0020385319367051125,0.1645824909210205,0.16429932415485382,0.16438829898834229,0.1649022102355957,0.16474011540412903,0.0008173790411092341,8.059722313191742e-05,-0.0008963655564002693,-0.0002441901306156069,-132.0375,,,,,,,,,
12,220.9,16.917,7.842247366905212,3.3496599793434143,1.7259321472007372e-09,1.0,0.87298583984375,166.3506602048874,,0,0.0,0.0,0.00013037,0.0014302764320746064,0.0023692650720477104,0.16448530554771423,0.16417105495929718,0.16428816318511963,0.16489940881729126,0.16458262503147125,0.0010231202468276024,0.00017551872588228434,-0.000961428799200803,-0.00020919731468893588,-125.675,,,,,,,,,
13,239.0,18.075,8.7686927318573,3.4687227606773376,2.375236118901114e-09,1.0,0.8720703125,187.34651792049408,,0,0.0,0.0,0.00014036,0.0017443802207708359,0.0028184244874864817,0.16437111794948578,0.1639743447303772,0.16423368453979492,0.16493107378482819,0.1643453687429428,0.0013110896106809378,0.00018213852308690548,-0.0011168333003297448,-0.0002083631989080459,-172.2875,,,,,,,,,
14,259.4,20.464,4.729230046272278,8.140749454498291,3.56003948542849e-09,1.0,0.87469482421875,122.89474606513977,,0,0.0,0.0,0.00015035,0.002116437768563628,0.0032863356173038483,0.1643150895833969,0.163814976811409,0.16424719989299774,0.16516776382923126,0.16403043270111084,0.0016346822958439589,0.00013816957653034478,-0.001323626027442515,-0.00018985757196787745,-246.46249999999998,,,,,,,,,
15,281.1,21.644,7.308394074440002,3.5811223685741425,5.145160186792452e-09,1.0,0.88623046875,106.86070346832275,,0,0.0,0.0,0.00016034,0.002447830978780985,0.003981828689575195,0.16426371037960052,0.16383327543735504,0.16430549323558807,0.16513071954250336,0.16378533840179443,0.0019479900365695357,0.00028209289303049445,-0.0014159325510263443,-0.0003358131507411599,-188.9625,,,,,,,,,
16,300.6,19.523,10.116489291191101,6.397919595241547,6.4812963884719466e-09,1.0,0.88311767578125,182.43421232700348,,0,0.0,0.0,0.00017033,0.002690156688913703,0.0046498775482177734,0.16424550116062164,0.1638195663690567,0.1646289825439453,0.16506776213645935,0.1634656935930252,0.002137831412255764,0.0005130530335009098,-0.001449724193662405,-0.0005492687923833728,-208.9,,,,,,,,,
17,320.0,19.419,6.5702643394470215,5.075427174568176,7.73493125105773e-09,1.0,0.87677001953125,154.1128227710724,,0,0.0,0.0,0.00018032,0.0029150915797799826,0.0053252242505550385,0.16426753997802734,0.16397491097450256,0.16502422094345093,0.16499392688274384,0.16307711601257324,0.002230052836239338,0.000948810251429677,-0.001473773387260735,-0.0006725874845869839,-103.97500000000001,,,,,,,,,
18,337.7,17.636,7.345004200935364,4.149481236934662,9.189657923514005e-09,1.0,0.89190673828125,162.65090596675873,,0,0.0,0.0,0.00019031,0.0032406288664788008,0.006094880402088165,0.16426227986812592,0.1641586273908615,0.16509240865707397,0.1651277393102646,0.16267029941082,0.0023420487996190786,0.0012567420490086079,-0.0016491995193064213,-0.0008468899759463966,-97.9,,,,,,,,,
19,356.3,18.652,8.412778437137604,4.369565069675446,1.1098443053469964e-08,1.0,0.875244140625,125.65049767494202,,0,0.0,0.0,0.00020030000000000002,0.0034163084346801043,0.006541243754327297,0.16406553983688354,0.16415756940841675,0.165205180644989,0.16504061222076416,0.16185881197452545,0.0023291283287107944,0.0015236403560265899,-0.001738505670800805,-0.0009499695734120905,-205.82500000000002,,,,,,,,,
20,373.8,17.436,8.950331807136536,4.346435010433197,1.210106503890529e-08,1.0,0.89007568359375,111.42445039749146,,0,0.0,0.0,0.00021029,0.003557369112968445,0.006831308361142874,0.16386990249156952,0.16442516446113586,0.1651425063610077,0.16489148139953613,0.1610204428434372,0.002363927196711302,0.0017336959717795253,-0.0017696479335427284,-0.0009640369680710137,-168.175,,,,,,,,,
21,392.6,18.815,21.634880542755127,10.75947591662407,1.350902989472047e-08,1.0,0.87713623046875,171.9567230939865,,0,0.0,0.0,0.00022027999999999997,0.0038478851784020662,0.007390682119876146,0.16374965012073517,0.16494861245155334,0.1646876037120819,0.16502147912979126,0.16034090518951416,0.0024407783057540655,0.0020642720628529787,-0.0019033411517739296,-0.0009822907159104943,-126.9625,,,,,,,,,
22,411.9,19.359,5.756990671157837,6.564515233039856,1.5645878370662558e-08,1.0,0.873779296875,106.68810534477234,,0,0.0,0.0,0.00023026999999999998,0.004183759447187185,0.007999157533049583,0.16373929381370544,0.16538256406784058,0.16455824673175812,0.16512887179851532,0.15988749265670776,0.00243918364867568,0.0025005957577377558,-0.0020870717708021402,-0.00097230589017272,-204.58749999999998,,,,,,,,,
23,429.9,17.923,14.180992484092712,5.876708447933197,1.867795473842193e-08,1.0,0.8848876953125,126.87807893753052,,0,0.0,0.0,0.00024025999999999998,0.004585905931890011,0.008571979589760303,0.1635405570268631,0.1657283753156662,0.1643911600112915,0.16504737734794617,0.15899531543254852,0.002431501168757677,0.0029061802197247744,-0.0024662986397743225,-0.0007679992122575641,-6.525000000000006,,,,,,,,,
24,448.8,18.964,7.187834203243256,4.416222870349884,2.2722530079732906e-08,1.0,0.8780517578125,167.53255760669708,,0,0.0,0.0,0.00025025,0.005057285539805889,0.00923539511859417,0.16332873702049255,0.1658424735069275,0.164203479886055,0.16495800018310547,0.15831102430820465,0.002765946788713336,0.0029835442546755075,-0.0029571130871772766,-0.0005287910462357104,-130.77499999999998,,,,,,,,,
25,467.4,18.557,16.637648820877075,7.59550279378891,2.7807764979570493e-08,1.0,0.8720703125,175.07439804077148,,0,0.0,0.0,0.00026023999999999996,0.0055938302539289,0.009783157147467136,0.16312949359416962,0.1658163070678711,0.1641313135623932,0.16464611887931824,0.15792424976825714,0.0033045117743313313,0.002879577921703458,-0.0034732313361018896,-0.00012583534407895058,59.3875,,,,,,,,,
26,485.0,17.613,14.72457504272461,7.173654198646545,3.285486105397695e-08,1.0,0.88446044921875,144.11015391349792,,0,0.0,0.0,0.00027022999999999994,0.00593029148876667,0.010583022609353065,0.1630288064479828,0.16543087363243103,0.1647280603647232,0.1642766296863556,0.15767967700958252,0.003445787588134408,0.002944852225482464,-0.0038042187225073576,0.00038816453889012337,-98.05,,,,,,,,,
27,503.7,18.723,13.213560223579407,7.333154141902924,3.627778077941457e-08,1.0,0.87841796875,200.8519504070282,,0,0.0,0.0,0.0002802199999999999,0.00613443274050951,0.0111602284014225,0.16276618838310242,0.16513243317604065,0.16472919285297394,0.16370651125907898,0.1574966013431549,0.003563100937753916,0.0031240812968462706,-0.003844569204375148,0.0006284769624471664,-43.08749999999999,,,,,,,,,
28,522.0,18.292,7.289519906044006,5.403293073177338,3.881793997351224e-08,1.0,0.89111328125,133.04366087913513,,0,0.0,0.0,0.00029020999999999995,0.006401035934686661,0.01202726736664772,0.1624576598405838,0.16451705992221832,0.16458828747272491,0.16349506378173828,0.15723024308681488,0.003636944340541959,0.003064858727157116,-0.004107074812054634,0.0012183897197246552,-223.38750000000002,,,,,,,,,
29,541.2,19.196,8.600922286510468,5.973285019397736,4.317075408266646e-08,1.0,0.869384765625,192.90297317504883,,0,0.0,0.0,0.0003001999999999999,0.006842858158051968,0.013001360930502415,0.16226118803024292,0.16384169459342957,0.16478733718395233,0.16363562643527985,0.15678013861179352,0.003844072576612234,0.002893070923164487,-0.004556493833661079,0.0017077235970646143,-66.075,,,,,,,,,
30,558.6,17.426,13.632184505462646,6.071240246295929,4.8815643083344185e-08,1.0,0.9010009765625,123.28383934497833,,0,0.0,0.0,0.0003101899999999999,0.007195939775556326,0.013730878010392189,0.1621212661266327,0.1630602777004242,0.16510465741157532,0.16392913460731506,0.1563909947872162,0.004210917744785547,0.00266009452752769,-0.004742322489619255,0.0021175432484596968,-14.624999999999986,,,,,,,,,
31,576.9,18.299,6.580603003501892,3.304567962884903,5.52803829378945e-08,1.0,0.8909912109375,142.86284041404724,,0,0.0,0.0,0.0003201799999999999,0.007852237671613693,0.014852570369839668,0.16187117993831635,0.16292525827884674,0.1646929532289505,0.16365428268909454,0.1562121957540512,0.0047510829754173756,0.00274809543043375,-0.005176135338842869,0.0021772568579763174,-156.625,,,,,,,,,
32,595.6,18.652,18.520596861839294,10.313731670379639,6.586127376806417e-08,1.0,0.88751220703125,159.82754242420197,,0,0.0,0.0,0.0003301699999999999,0.008576164953410625,0.01591808907687664,0.1613924205303192,0.16252082586288452,0.16431447863578796,0.16263848543167114,0.15609592199325562,0.005392577964812517,0.0026981113478541374,-0.005724335554987192,0.0021030649077147245,-179.96249999999998,,,,,,,,,
33,614.0,18.401,10.175032258033752,4.166938483715057,7.865090267955566e-08,1.0,0.89019775390625,142.68912029266357,,0,0.0,0.0,0.0003401599999999999,0.009306561201810837,0.016921967267990112,0.16074104607105255,0.16190172731876373,0.1642652153968811,0.1615656018257141,0.15523166954517365,0.006037690211087465,0.002542107133194804,-0.006280606146901846,0.0020615647081285715,-15.587500000000002,,,,,,,,,
34,633.7,19.718,6.896218717098236,4.9602357149124146,8.936833495454266e-08,1.0,0.88177490234375,141.60125648975372,,0,0.0,0.0,0.0003501499999999999,0.009738730266690254,0.017599862068891525,0.16022765636444092,0.16206657886505127,0.16424331068992615,0.1603664755821228,0.15423424541950226,0.0062862783670425415,0.002529642777517438,-0.00666657742112875,0.0021173637360334396,-209.775,,,,,,,,,
35,652.4,18.744,4.921257972717285,3.031246602535248,9.882741913713744e-08,1.0,0.8951416015625,171.87907373905182,,0,0.0,0.0,0.0003601399999999999,0.010325852781534195,0.01846228912472725,0.15979328751564026,0.1622515767812729,0.16382168233394623,0.1599453240633011,0.15315452218055725,0.006667713634669781,0.002258209278807044,-0.007175898179411888,0.0023604666348546743,-131.325,,,,,,,,,
36,670.9,18.427,8.549845576286316,5.3641437292099,1.0934492244984995e-07,1.0,0.8941650390625,151.07816588878632,,0,0.0,0.0,0.00037012999999999993,0.010560235939919949,0.018500585108995438,0.1595502495765686,0.16246359050273895,0.1633324772119522,0.15965589880943298,0.15274906158447266,0.006909418851137161,0.0017554846126586199,-0.007400428410619497,0.002435253467410803,-159.6125,,,,,,,,,
37,689.2,18.381,19.758212089538574,9.252355694770813,1.1106833675000871e-07,1.0,0.886474609375,156.43187642097473,,0,0.0,0.0,0.00038011999999999996,0.01052809040993452,0.018242880702018738,0.15972748398780823,0.16311736404895782,0.16383714973926544,0.15937203168869019,0.15258340537548065,0.006976739037781954,0.0014352115103974938,-0.007342641241848469,0.002488289726898074,-135.55,,,,,,,,,
38,709.7,20.452,4.804820775985718,3.1605214029550552,1.1281421308240169e-07,1.0,0.8858642578125,205.30172717571259,,0,0.0,0.0,0.00039010999999999994,0.010713130235671997,0.018328310921788216,0.15986834466457367,0.16355104744434357,0.1647961288690567,0.15891550481319427,0.15221071243286133,0.007204827852547169,0.001245896564796567,-0.007441393099725246,0.002436192473396659,-178.77499999999998,,,,,,,,,
39,727.1,17.441,7.224207639694214,2.7339321076869965,1.141378884739197e-07,1.0,0.90802001953125,128.79346656799316,,0,0.0,0.0,0.0004000999999999999,0.010686335153877735,0.018232937902212143,0.1599685102701187,0.1641257107257843,0.16583849489688873,0.15817135572433472,0.1517384797334671,0.007151064928621054,0.0012104872148483992,-0.007472680881619453,0.0023987058084458113,-174.0,,,,,,,,,
40,745.4,18.287,6.403965532779694,3.3029066920280457,1.1370488550710434e-07,1.0,0.8858642578125,159.4133254289627,,0,0.0,0.0,0.0004100899999999999,0.010683656670153141,0.018205760046839714,0.15998466312885284,0.16442643105983734,0.1666998714208603,0.15785528719425201,0.15095703303813934,0.007116517052054405,0.0011726673692464828,-0.007503019645810127,0.0024135555140674114,-147.36249999999998,,,,,,,,,
41,762.7,17.291,6.415279924869537,2.61829075217247,1.1419995082917467e-07,1.0,0.8974609375,145.11027789115906,,0,0.0,0.0,0.00042007999999999987,0.010651622898876667,0.018344584852457047,0.15980662405490875,0.16508692502975464,0.16694992780685425,0.15724608302116394,0.149943545460701,0.007000402081757784,0.0014157522236928344,-0.007529387250542641,0.0023990420158952475,-167.8375,,,,,,,,,
42,781.9,19.17,5.944634020328522,4.038142025470734,1.1320718051877066e-07,1.0,0.88470458984375,166.6151007413864,,0,0.0,0.0,0.00043006999999999984,0.010578081011772156,0.018527178093791008,0.15962731838226318,0.16569216549396515,0.167192742228508,0.1567009538412094,0.1489233821630478,0.006795999128371477,0.0017361300997436047,-0.007521959953010082,0.0024730879813432693,-195.075,,,,,,,,,
43,799.7,17.766,5.5233959555625916,4.25885882973671,1.1030713054083208e-07,1.0,0.89947509765625,164.5466994047165,,0,0.0,0.0,0.0004400599999999998,0.010297204367816448,0.018457256257534027,0.1596832275390625,0.16665494441986084,0.16793584823608398,0.15627256035804749,0.14786958694458008,0.006537796463817358,0.002040417864918709,-0.00721202977001667,0.00266701215878129,-98.275,,,,,,,,,
44,817.0,17.327,8.408606708049774,3.1024803519248962,1.0310935572022117e-07,1.0,0.8974609375,140.83843982219696,,0,0.0,0.0,0.00045004999999999985,0.01002200786024332,0.018392574042081833,0.1599450260400772,0.1681739240884781,0.1686403453350067,0.1558443307876587,0.14712150394916534,0.006227484438568354,0.0024970124941319227,-0.006918284110724926,0.002749792765825987,-139.63750000000002,,,,,,,,,
45,834.6,17.665,9.158998370170593,4.053477168083191,9.725069460841951e-08,1.0,0.89453125,112.2085952758789,,0,0.0,0.0,0.00046003999999999983,0.009573064744472504,0.01789041981101036,0.16009454429149628,0.1695423573255539,0.16928493976593018,0.15513311326503754,0.14641772210597992,0.0057776994071900845,0.0030656796880066395,-0.006515867076814175,0.0025311727076768875,-100.94999999999999,,,,,,,,,
46,852.2,17.539,9.919480800628662,4.12240868806839,9.06095873887125e-08,1.0,0.88916015625,183.40226221084595,,0,0.0,0.0,0.0004700299999999998,0.009389965794980526,0.017551373690366745,0.16044019162654877,0.1711726039648056,0.16971877217292786,0.1549956351518631,0.1458737850189209,0.005346445366740227,0.003547235857695341,-0.006511308252811432,0.0021463846787810326,-150.95,,,,,,,,,
47,869.2,17.041,9.31002938747406,4.360811829566956,8.683005958687318e-08,1.0,0.90081787109375,133.763121008873,,0,0.0,0.0,0.0004800199999999998,0.00925200991332531,0.01721656508743763,0.16071003675460815,0.1727163940668106,0.16980618238449097,0.15543071925640106,0.1448868364095688,0.005289904307574034,0.0036216024309396744,-0.006390117108821869,0.0019149401923641562,-115.4375,,,,,,,,,
48,888.7,19.501,13.419918537139893,9.05865478515625,8.730580169924451e-08,1.0,0.88690185546875,153.8457134962082,,0,0.0,0.0,0.0004900099999999998,0.009438034147024155,0.017407996580004692,0.16070754826068878,0.17319442331790924,0.16946470737457275,0.15616662800312042,0.1440044790506363,0.0055793942883610725,0.003393143881112337,-0.006547423079609871,0.0018880354473367333,-272.7,,,,,,,,,
49,906.8,18.075,6.310186147689819,3.6103391647338867,8.910317284005487e-08,1.0,0.88787841796875,167.9180269241333,,0,0.0,0.0,0.0005,0.009341965429484844,0.01721007190644741,0.16071462631225586,0.17390966415405273,0.16898134350776672,0.15687531232833862,0.14309217035770416,0.005606398452073336,0.0032172745559364557,-0.006465193349868059,0.00192120554856956,-136.225,,,,,,,,,
50,926.5,19.746,4.720149040222168,3.4891967177391052,8.751264068962428e-08,1.0,0.877685546875,164.23403799533844,,0,0.0,0.0,0.0004999986332934228,0.009360432624816895,0.017202625051140785,0.16067661345005035,0.17453567683696747,0.16855745017528534,0.15722528100013733,0.14238806068897247,0.005815275479108095,0.0030470313504338264,-0.006376447156071663,0.0019638705998659134,-180.3,,,,,,,,,
51,944.6,18.013,6.79873651266098,2.948294371366501,8.861350053734895e-08,1.0,0.8896484375,139.69490242004395,,0,0.0,0.0,0.0004999945331886371,0.009593125432729721,0.017745837569236755,0.16068926453590393,0.17497561872005463,0.16835704445838928,0.15792076289653778,0.14150364696979523,0.005939022172242403,0.002791870152577758,-0.006547926459461451,0.002467019949108362,-153.03750000000002,,,,,,,,,
52,962.3,17.73,15.842868328094482,7.137237191200256,9.63987787372389e-08,1.0,0.89141845703125,177.51356279850006,,0,0.0,0.0,0.0004999876997304812,0.010226339101791382,0.019039971753954887,0.16080349683761597,0.1754489243030548,0.16859346628189087,0.15835176408290863,0.14081984758377075,0.006026530638337135,0.0028693871572613716,-0.007142610382288694,0.003001444274559617,-79.2125,,,,,,,,,
53,980.6,18.276,13.844791173934937,6.347348928451538,1.1177127845485302e-07,1.0,0.8883056640625,162.71870052814484,,0,0.0,0.0,0.0004999781329936845,0.011218305677175522,0.020611051470041275,0.1606510579586029,0.17629550397396088,0.1676499843597412,0.1588570922613144,0.13980165123939514,0.006723600439727306,0.0027905041351914406,-0.007923925295472145,0.0031730211339890957,-221.0125,,,,,,,,,
54,1002.2,21.637,8.236297011375427,4.756131708621979,1.3510446805753418e-07,1.0,0.8902587890625,131.8713082075119,,0,0.0,0.0,0.0004999658330828676,0.012144481763243675,0.021855484694242477,0.16057516634464264,0.17680126428604126,0.1666913777589798,0.15985852479934692,0.13894951343536377,0.007397797890007496,0.002775078872218728,-0.008741158060729504,0.002941450336948037,-135.5,,,,,,,,,
55,1022.7,20.464,4.843084752559662,5.380573511123657,1.5644563688965718e-07,1.0,0.89141845703125,105.86717247962952,,0,0.0,0.0,0.0004999508001325401,0.013198868371546268,0.02318679727613926,0.160361185669899,0.17618106305599213,0.16594198346138,0.16100195050239563,0.13831980526447296,0.008326278999447823,0.0023000244982540607,-0.00949817057698965,0.0030623245984315872,-223.23749999999998,,,,,,,,,
56,1041.6,18.964,10.653559923171997,3.626805543899536,1.8788450262263723e-07,1.0,0.90155029296875,130.13897025585175,,0,0.0,0.0,0.0004999330343071,0.014504282735288143,0.024763640016317368,0.15996406972408295,0.17485077679157257,0.16562901437282562,0.16167354583740234,0.13770292699337006,0.009447731077671051,0.0018455610843375325,-0.01040827576071024,0.0030620736069977283,-129.21249999999998,,,,,,,,,
57,1063.4,21.732,8.118323922157288,4.268933475017548,2.2017158940457193e-07,1.0,0.90386962890625,105.97227811813354,,0,0.0,0.0,0.0004999125358008315,0.01529734581708908,0.02617466077208519,0.1599235236644745,0.17459943890571594,0.16595439612865448,0.16218076646327972,0.136959508061409,0.00980951264500618,0.0018916457192972302,-0.01107490062713623,0.003398601897060871,-140.5375,,,,,,,,,
58,1083.4,20.07,4.2094020545482635,2.8078120946884155,2.3786272507209105e-07,1.0,0.88714599609375,142.69422829151154,,0,0.0,0.0,0.000499889304837903,0.01569247990846634,0.027367372065782547,0.1601569652557373,0.17373943328857422,0.16738493740558624,0.1633143126964569,0.13618922233581543,0.00964509416371584,0.0023398869670927525,-0.011527991853654385,0.003854398149996996,-100.45,,,,,,,,,
59,1102.4,18.934,12.958807826042175,7.608134031295776,2.523375144392048e-07,1.0,0.899658203125,148.1563241481781,,0,0.0,0.0,0.0004998633416723646,0.01613488234579563,0.02827616035938263,0.16042642295360565,0.1732484996318817,0.16892310976982117,0.16399848461151123,0.1355356127023697,0.009839811362326145,0.0029989159666001797,-0.011923586949706078,0.0035138470120728016,-180.075,,,,,,,,,
60,1119.5,17.149,11.784928798675537,2.4365127086639404,2.680261701470954e-07,1.0,0.89788818359375,154.90756344795227,,0,0.0,0.0,0.0004998346465881452,0.016726259142160416,0.02965220995247364,0.16048943996429443,0.17354491353034973,0.1694214940071106,0.16446392238140106,0.13452745974063873,0.009662608616054058,0.0035204910673201084,-0.012615884654223919,0.0038532258477061987,-75.7,,,,,,,,,
61,1138.5,18.974,19.786713361740112,7.095679342746735,2.8497670712113177e-07,1.0,0.8978271484375,163.76013147830963,,0,0.0,0.0,0.0004998032198990499,0.017022009938955307,0.031313639134168625,0.16057154536247253,0.1750739961862564,0.1692265123128891,0.16430418193340302,0.13368146121501923,0.009025040082633495,0.005388572346419096,-0.01271940115839243,0.00418062461540103,-62.275,,,,,,,,,
62,1156.9,18.37,8.741310238838196,4.1450076550245285,2.9562114178816046e-07,1.0,0.89886474609375,141.9084428548813,,0,0.0,0.0,0.0004997690619487556,0.017460351809859276,0.032556939870119095,0.16075056791305542,0.17660968005657196,0.1695474237203598,0.1636747419834137,0.13317044079303741,0.008538939990103245,0.006955735385417938,-0.012890473008155823,0.004171791020780802,-196.4875,,,,,,,,,
63,1174.6,17.744,8.585582613945007,3.5309113264083862,3.146848399637747e-07,1.0,0.89910888671875,122.97993922233582,,0,0.0,0.0,0.0004997321731108086,0.018235163763165474,0.03371255844831467,0.16115295886993408,0.17780327796936035,0.16973929107189178,0.16411389410495758,0.13295535743236542,0.008279250003397465,0.007738142274320126,-0.013722874224185944,0.003972292877733707,-134.2625,,,,,,,,,
64,1192.1,17.466,9.550381183624268,2.7361740469932556,3.3884367667269544e-07,1.0,0.8961181640625,132.53695785999298,,0,0.0,0.0,0.0004996925537886188,0.01861552894115448,0.034198205918073654,0.16163581609725952,0.1793319582939148,0.1696762889623642,0.16489875316619873,0.13263627886772156,0.007716583088040352,0.008418705314397812,-0.014178454875946045,0.0038844612427055836,-141.8125,,,,,,,,,
65,1209.7,17.596,6.602756500244141,5.191522598266602,3.4894895151182936e-07,1.0,0.89678955078125,142.57394993305206,,0,0.0,0.0,0.0004996502044154572,0.01877821795642376,0.034314632415771484,0.1620282232761383,0.18073228001594543,0.16949407756328583,0.16531147062778473,0.13257509469985962,0.007280978839844465,0.00900736078619957,-0.01430477388203144,0.003721517976373434,-127.2375,,,,,,,,,
66,1229.6,19.976,12.540581077337265,7.406342804431915,3.5729960501384994e-07,1.0,0.88482666015625,166.7208490371704,,0,0.0,0.0,0.0004996051254544496,0.019100923091173172,0.034795861691236496,0.16186340153217316,0.18100818991661072,0.16952453553676605,0.1650974303483963,0.13182349503040314,0.007460761349648237,0.00921085849404335,-0.014543832279741764,0.003580409334972501,-137.0375,,,,,,,,,
