as_of_date,ccy,z_1,z_2
2010-01-29,AUD,3.65477e-40,-1.681823e-39
2010-02-26,AUD,3.58472e-40,-1.687877e-39
2010-03-31,AUD,3.88115e-40,-1.758068e-39
2010-04-30,AUD,3.9993e-40,-1.759306e-39
2010-05-31,AUD,3.83212e-40,-1.651147e-39
2010-06-30,AUD,3.84983e-40,-1.603175e-39
2010-07-30,AUD,3.84944e-40,-1.618078e-39
2010-08-31,AUD,3.70908e-40,-1.515834e-39
2010-09-30,AUD,4.12025e-40,-1.643652e-39
2010-10-29,AUD,4.0215e-40,-1.657093e-39
2010-11-30,AUD,4.14864e-40,-1.724302e-39
2010-12-31,AUD,4.10688e-40,-1.755391e-39
2011-01-31,AUD,4.12e-40,-1.73221e-39
2011-02-28,AUD,4.14672e-40,-1.738291e-39
2011-03-31,AUD,4.02506e-40,-1.721484e-39
2011-04-29,AUD,4.10845e-40,-1.731884e-39
2011-05-31,AUD,4.11896e-40,-1.67793e-39
2011-06-30,AUD,4.00586e-40,-1.700717e-39
2011-07-29,AUD,3.944e-40,-1.626846e-39
2011-08-31,AUD,3.43328e-40,-1.501864e-39
2011-09-30,AUD,3.39191e-40,-1.405962e-39
2011-10-31,AUD,3.50767e-40,-1.483483e-39
2011-11-30,AUD,3.08294e-40,-1.370805e-39
2011-12-30,AUD,3.19322e-40,-1.355054e-39
2012-01-31,AUD,3.20334e-40,-1.340971e-39
2012-02-29,AUD,3.4387e-40,-1.433362e-39
2012-03-30,AUD,3.21925e-40,-1.391233e-39
2012-04-30,AUD,2.96548e-40,-1.29709e-39
2012-05-31,AUD,2.31745e-40,-1.074057e-39
2012-06-29,AUD,2.6012e-40,-1.147731e-39
2012-07-31,AUD,2.61072e-40,-1.133411e-39
2012-08-31,AUD,2.54118e-40,-1.123072e-39
2012-09-28,AUD,2.33786e-40,-1.075338e-39
2012-10-31,AUD,2.23409e-40,-1.087801e-39
2012-11-30,AUD,2.29914e-40,-1.109594e-39
2012-12-31,AUD,2.00274e-40,-1.118029e-39
2013-01-31,AUD,2.03829e-40,-1.173718e-39
2013-02-28,AUD,2.0388e-40,-1.156071e-39
2013-03-29,AUD,2.26779e-40,-1.189194e-39
2013-04-30,AUD,2.02779e-40,-1.104131e-39
2013-05-31,AUD,1.91001e-40,-1.135567e-39
2013-06-28,AUD,1.91119e-40,-1.173729e-39
2013-07-31,AUD,1.7406e-40,-1.120836e-39
2013-08-30,AUD,1.73032e-40,-1.18789e-39
2013-09-30,AUD,1.74386e-40,-1.179057e-39
2013-10-31,AUD,1.83378e-40,-1.220412e-39
2013-11-29,AUD,1.7754e-40,-1.24666e-39
