epoch,time_total_sec,time_interval_sec,loss_vol,loss_bias,loss_l2,swaption_priced_frac,path_finite_frac,recon_rmse_bps,nan_batches,gnorm_lam,gnorm_scale,lr,sigma_scale_mean,sigma_s1,sigma_s2,sigma_s3,sigma_s4,lam_1Y_norm,lam_5Y_norm,lam_10Y_norm,lam_1Y_v1,lam_1Y_v2,lam_1Y_v3,lam_1Y_v4,lam_5Y_v1,lam_5Y_v2,lam_5Y_v3,lam_5Y_v4,lam_10Y_v1,lam_10Y_v2,lam_10Y_v3,lam_10Y_v4,fwd_bias_diag_bp,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD
10,276.8,26.382,0.2151320744305849,1.057107925415039,0.00043290066241752356,1.0,0.99908447265625,,0,0.0,0.0,7.346000000000002e-05,0.0293959341943264,0.024777235463261604,0.04592910408973694,0.01739470474421978,0.029482688754796982,0.380066841840744,0.379816472530365,0.3798840343952179,0.0967402458190918,0.3526606261730194,-0.005671795457601547,0.10339464992284775,0.09540337324142456,0.3527740240097046,-0.005721496418118477,0.10332713276147842,0.09513168036937714,0.3529924154281616,-0.0036184072960168123,0.1031750813126564,73.2125,,,,,,,,,
11,302.1,25.222,0.7625323683023453,1.370663970708847,0.0004330990632297471,1.0,0.99822998046875,,0,0.0,0.0,8.012000000000003e-05,0.02939402498304844,0.024747231975197792,0.04595831781625748,0.017378371208906174,0.029492178931832314,0.38020309805870056,0.37986883521080017,0.3799622654914856,0.09689129143953323,0.3528239130973816,-0.005875120870769024,0.10318559408187866,0.09528082609176636,0.3528966009616852,-0.005835247691720724,0.10320772975683212,0.094935841858387,0.35318630933761597,-0.0034226272255182266,0.10298651456832886,66.67500000000001,,,,,,,,,
12,332.7,30.662,0.9506179038435221,1.9409373104572296,0.0004333178876549937,1.0,0.999755859375,,0,0.0,0.0,8.678000000000003e-05,0.029382456094026566,0.024708639830350876,0.04596671089529991,0.0173561442643404,0.029498333111405373,0.3803776204586029,0.37993165850639343,0.38004928827285767,0.09706822037696838,0.35303083062171936,-0.00612924387678504,0.10293956100940704,0.0951499417424202,0.35304364562034607,-0.005996179301291704,0.1030474454164505,0.09471792727708817,0.3534022867679596,-0.003210215363651514,0.10277396440505981,71.8875,,,,,,,,,
13,363.0,30.303,1.0302469790913165,1.3790937960147858,0.00043357386311981827,1.0,0.9991455078125,,0,0.0,0.0,9.344000000000004e-05,0.029347896575927734,0.024657323956489563,0.045928195118904114,0.017323534935712814,0.029482526704669,0.3805405795574188,0.3799843490123749,0.38014912605285645,0.09729345142841339,0.3532177805900574,-0.006384316366165876,0.1026720181107521,0.09504029154777527,0.3531670868396759,-0.006139804143458605,0.10291138291358948,0.09447018057107925,0.353647917509079,-0.002965166000649333,0.10253347456455231,80.6,,,,,,,,,
14,393.5,30.494,0.816549782641232,1.084418624639511,0.0004338035432738252,1.0,0.99951171875,,0,0.0,0.0,0.00010010000000000003,0.029318932443857193,0.02462504617869854,0.045907218009233475,0.01728680543601513,0.02945665642619133,0.3807269334793091,0.38001662492752075,0.3802631199359894,0.09752672165632248,0.3534415364265442,-0.006685860920697451,0.10235191881656647,0.09499242156744003,0.3532487452030182,-0.006307100877165794,0.10278427600860596,0.0941905677318573,0.353922963142395,-0.0026837317273020744,0.102271668612957,54.6,,,,,,,,,
15,422.2,28.639,0.866619236767292,1.5827933549880981,0.00043407442717580125,1.0,0.99884033203125,,0,0.0,0.0,0.00010676000000000003,0.029284225776791573,0.02458142302930355,0.045886363834142685,0.017247719690203667,0.02942139469087124,0.38093164563179016,0.3800572156906128,0.3803972899913788,0.09781849384307861,0.3536764979362488,-0.007011064328253269,0.1020011231303215,0.09491618722677231,0.35334524512290955,-0.006442561279982328,0.10266466438770294,0.09386155754327774,0.3542487621307373,-0.002365199150517583,0.10195250809192657,82.41250000000001,,,,,,,,,
16,455.7,33.541,0.25303798727691174,1.5230227410793304,0.00043437001295387745,1.0,0.999755859375,,0,0.0,0.0,0.00011342000000000004,0.029241103678941727,0.02453080378472805,0.04584839567542076,0.017211448401212692,0.029373768717050552,0.3811224102973938,0.3801175653934479,0.3805556893348694,0.09810333698987961,0.3538914620876312,-0.007313902489840984,0.10167280584573746,0.09479933977127075,0.3534855544567108,-0.006611086428165436,0.10250218957662582,0.09347601979970932,0.3546313941478729,-0.0019968049600720406,0.1015748456120491,108.17500000000001,,,,,,,,,
17,487.0,31.298,1.2047904431819916,1.6278255581855774,0.00043471370736369863,1.0,0.9989013671875,,0,0.0,0.0,0.00012008000000000003,0.02919100411236286,0.024466075003147125,0.045802026987075806,0.017180699855089188,0.02931521087884903,0.3813733756542206,0.38020363450050354,0.38072407245635986,0.09843847155570984,0.3541751801967621,-0.007685224991291761,0.10127376765012741,0.09463125467300415,0.3536842167377472,-0.006835881620645523,0.10227638483047485,0.09307070821523666,0.35503289103507996,-0.0016094757011160254,0.10118154436349869,104.9125,,,,,,,,,
18,515.6,28.636,0.7424818174913526,1.4118704795837402,0.000435086949437391,1.0,0.99945068359375,,0,0.0,0.0,0.00012674000000000005,0.02914298139512539,0.02441403456032276,0.04576082155108452,0.01714280992746353,0.029254257678985596,0.38157543540000916,0.38030368089675903,0.38088682293891907,0.0987444818019867,0.35439828038215637,-0.008010308258235455,0.10093079507350922,0.09447428584098816,0.35391882061958313,-0.007165941875427961,0.10195890069007874,0.09268327057361603,0.3554166257381439,-0.0012370904441922903,0.10080710798501968,74.0,,,,,,,,,
19,549.5,33.838,0.3784677730873227,1.0430434793233871,0.0004354340853751637,1.0,1.0,,0,0.0,0.0,0.00013340000000000007,0.029101409018039703,0.024373887106776237,0.04572940990328789,0.017110886052250862,0.029191460460424423,0.38174793124198914,0.38038402795791626,0.3810847997665405,0.0989869236946106,0.35458996891975403,-0.008284651674330235,0.10064993053674698,0.09435266256332397,0.3541061580181122,-0.007437075022608042,0.10170107334852219,0.09221949428319931,0.35587435960769653,-0.0007820158498361707,0.100369393825531,90.15,,,,,,,,,
20,579.9,30.443,0.5137744322419167,1.0955370217561722,0.00043578484473982826,1.0,0.99951171875,,0,0.0,0.0,0.0001400600000000001,0.029052747413516045,0.02431340329349041,0.04569163918495178,0.017079047858715057,0.02912689745426178,0.3819001019001007,0.3804997503757477,0.3812887966632843,0.0993146300315857,0.354743629693985,-0.008564973250031471,0.10033885389566422,0.09413684159517288,0.3543660044670105,-0.007715831510722637,0.10140766948461533,0.09174720197916031,0.35633984208106995,-0.0003237652126699686,0.09992705285549164,71.3875,,,,,,,,,
21,611.0,31.053,0.1442814487963915,1.3614576011896133,0.00043614346213871613,1.0,0.99884033203125,,0,0.0,0.0,0.00014672000000000009,0.028997469693422318,0.024234618991613388,0.04564208537340164,0.017049582675099373,0.029063597321510315,0.3820820748806,0.3805448114871979,0.38153815269470215,0.0996369868516922,0.35493752360343933,-0.008871916681528091,0.09999917447566986,0.09407280385494232,0.3544749617576599,-0.007923344150185585,0.10123925656080246,0.09125698357820511,0.3569050133228302,-0.00041783598135225475,0.0993083044886589,78.975,,,,,,,,,
22,637.0,26.023,0.7848153151571751,1.1398764997720718,0.00043654134060489014,1.0,0.99896240234375,,0,0.0,0.0,0.00015338000000000008,0.028940044343471527,0.024146810173988342,0.04558685049414635,0.017019804567098618,0.029006708413362503,0.38238266110420227,0.3805878758430481,0.3818020820617676,0.10002760589122772,0.3552708923816681,-0.009306077845394611,0.09953370690345764,0.09401506930589676,0.3545779883861542,-0.0081229442730546,0.10107795149087906,0.09073702991008759,0.35746949911117554,-0.000401019788114354,0.09876748919487,69.025,,,,,,,,,
23,667.2,30.169,0.7250096090137959,1.5053883492946625,0.00043704028212232515,1.0,0.99945068359375,,0,0.0,0.0,0.00016004000000000007,0.028886083513498306,0.024056002497673035,0.045522477477788925,0.016992881894111633,0.028972972184419632,0.3827348053455353,0.38067513704299927,0.3820722699165344,0.10045377910137177,0.3556601107120514,-0.009792179800570011,0.09902012348175049,0.09384553134441376,0.3547721803188324,-0.008350223302841187,0.10086400806903839,0.09020516276359558,0.35802972316741943,-0.00032831565476953983,0.09826929122209549,73.19999999999999,,,,,,,,,
24,697.8,30.622,0.1502397283911705,0.9137098342180252,0.0004376165379653685,1.0,0.9993896484375,,0,0.0,0.0,0.00016670000000000007,0.02882656455039978,0.02396119385957718,0.045459192246198654,0.016956709325313568,0.028929170221090317,0.38315877318382263,0.38077759742736816,0.38236790895462036,0.10087211430072784,0.3561404049396515,-0.010357458144426346,0.09844901412725449,0.09366128593683243,0.35500994324684143,-0.008649094961583614,0.10055989772081375,0.08962615579366684,0.358614057302475,-0.00015277281636372209,0.09781768172979355,60.15,,,,,,,,,
25,724.8,27.002,0.6060615093447268,1.088210552930832,0.00043821743020089343,1.0,0.99920654296875,,0,0.0,0.0,0.00017336000000000006,0.0287677850574255,0.02386496774852276,0.04539979249238968,0.0169245433062315,0.028881831094622612,0.3835759460926056,0.38082683086395264,0.3826700747013092,0.10131482779979706,0.3566040098667145,-0.010921255685389042,0.09787806868553162,0.0935993418097496,0.35513681173324585,-0.008911645971238613,0.10033265501260757,0.08903767168521881,0.35919228196144104,7.999032095540315e-05,0.0974145233631134,3.9624999999999995,,,,,,,,,
26,755.0,30.208,0.12401728820987046,1.0970286130905151,0.00043887217179872096,1.0,0.9993896484375,,0,0.0,0.0,0.00018002000000000008,0.028712984174489975,0.023782901465892792,0.045342084020376205,0.01690245233476162,0.028824500739574432,0.3840356171131134,0.3810023367404938,0.3830103576183319,0.10169331729412079,0.3571307063102722,-0.01151637639850378,0.09729788452386856,0.09325231611728668,0.3555239737033844,-0.009285327978432178,0.09991637617349625,0.08838121592998505,0.35982489585876465,0.00039645563811063766,0.09701334685087204,98.9125,,,,,,,,,
27,785.5,30.488,0.08354389783926308,0.6519027575850487,0.00043961179471807554,1.0,0.99981689453125,,0,0.0,0.0,0.0001866800000000001,0.028664374724030495,0.02371017262339592,0.0453004390001297,0.016877155750989914,0.028769725933670998,0.38435617089271545,0.3812199831008911,0.38336053490638733,0.10201575607061386,0.35749033093452454,-0.011962678283452988,0.09685049951076508,0.09280729293823242,0.3559929430484772,-0.009686560370028019,0.09945182502269745,0.08772323280572891,0.36049309372901917,0.0005762262153439224,0.09651079773902893,41.362500000000004,,,,,,,,,
28,818.0,32.504,0.36679110396653414,1.1070062518119812,0.0004402655831654556,1.0,0.99993896484375,,0,0.0,0.0,0.0001933400000000001,0.028597380965948105,0.023600393906235695,0.045242272317409515,0.01683880388736725,0.02870805934071541,0.3846839964389801,0.3814193904399872,0.38363364338874817,0.1023387610912323,0.3578559458255768,-0.012406202033162117,0.09640417993068695,0.09241912513971329,0.35642310976982117,-0.010118396952748299,0.09899304062128067,0.08723076432943344,0.3610565662384033,0.000456429086625576,0.09593496471643448,106.80000000000001,,,,,,,,,
29,850.9,32.951,0.41021726140752435,0.8841216936707497,0.0004408700988278724,1.0,0.99969482421875,,0,0.0,0.0,0.0002,0.028536610305309296,0.023497749119997025,0.0451979823410511,0.016803961247205734,0.02864675037562847,0.38497990369796753,0.3816242814064026,0.3839539885520935,0.10260806977748871,0.3581876754760742,-0.012796148657798767,0.09601534903049469,0.09205055236816406,0.3568674325942993,-0.010675223544239998,0.09846550226211548,0.08665042370557785,0.36170494556427,0.0003550667897798121,0.09529834240674973,21.9625,,,,,,,,,
30,878.5,27.593,1.286065498366952,1.4418680518865585,0.0004415454968693666,1.0,0.999267578125,,0,0.0,0.0,0.0001999994757858978,0.028437994420528412,0.023351341485977173,0.04508548229932785,0.0167644415050745,0.028550712391734123,0.3854842782020569,0.38182902336120605,0.38423290848731995,0.10300227254629135,0.3587595224380493,-0.01342795044183731,0.09539372473955154,0.0917319506406784,0.3573152422904968,-0.011351514607667923,0.0978551059961319,0.08614775538444519,0.36228787899017334,0.00017816050967667252,0.09466236084699631,81.4375,,,,,,,,,
31,908.4,29.915,0.226469530723989,0.8414785712957382,0.00044231883657630533,1.0,0.99981689453125,,0,0.0,0.0,0.00019999790314908985,0.02833346091210842,0.02320021018385887,0.044961754232645035,0.016710665076971054,0.028461210429668427,0.38605597615242004,0.38200199604034424,0.38452577590942383,0.1034698411822319,0.3593975901603699,-0.014136794954538345,0.09469275921583176,0.09151523560285568,0.35769787430763245,-0.012055444531142712,0.09724917262792587,0.0856209322810173,0.36287379264831543,8.514995715813711e-05,0.09408365935087204,53.5125,,,,,,,,,
32,934.1,25.615,0.73655073530972,1.0752888470888138,0.0004431107663549483,1.0,0.9990234375,,0,0.0,0.0,0.00019999528210607237,0.028249938040971756,0.023065978661179543,0.04489230364561081,0.01665343903005123,0.02838803268969059,0.38656938076019287,0.38216570019721985,0.38478946685791016,0.10392552614212036,0.3599592447280884,-0.014792011119425297,0.09405259788036346,0.09127417206764221,0.3580469787120819,-0.012590405531227589,0.09676522016525269,0.08514983206987381,0.363396018743515,5.7352372095920146e-06,0.09357228130102158,58.075,,,,,,,,,
33,964.2,30.18,0.7132671745494008,0.7676082104444504,0.0004437483148649335,1.0,0.9993896484375,,0,0.0,0.0,0.00019999161268433895,0.028182970359921455,0.022937530651688576,0.04486430063843727,0.01661599986255169,0.028314044699072838,0.38679778575897217,0.3822760283946991,0.3850453197956085,0.10446732491254807,0.3601422905921936,-0.015155819244682789,0.09363190829753876,0.09111721813678741,0.3582823872566223,-0.012993439100682735,0.09642373770475388,0.08469457924365997,0.3638994097709656,-6.47667984594591e-05,0.09308043122291565,12.300000000000004,,,,,,,,,
34,993.3,29.106,0.3702998459339142,0.6888795047998428,0.0004442187419044785,1.0,0.9998779296875,,0,0.0,0.0,0.00019998689492237997,0.028130773454904556,0.02283482998609543,0.044856589287519455,0.016593482345342636,0.028238188475370407,0.3871036469936371,0.38239786028862,0.3853376507759094,0.10488072037696838,0.36044639348983765,-0.015575212426483631,0.09319377690553665,0.0910557359457016,0.3585447669029236,-0.013614094816148281,0.09590257704257965,0.08417240530252457,0.36446699500083923,-0.0001373215054627508,0.09254140406847,51.425,,,,,,,,,
35,1026.0,32.625,0.4956661071628332,0.8067723959684372,0.0004447473256732337,1.0,0.99969482421875,,0,0.0,0.0,0.0001999811288696826,0.02807166613638401,0.022725991904735565,0.04483839124441147,0.016550982370972633,0.028171299025416374,0.38737013936042786,0.3825099766254425,0.38555875420570374,0.10532120615243912,0.36069542169570923,-0.015952210873365402,0.09277608245611191,0.09100961685180664,0.3587764501571655,-0.014145015738904476,0.0954490378499031,0.08378618955612183,0.3649344742298126,-0.00038244787720032036,0.09196787327528,79.725,,,,,,,,,
36,1055.6,29.66,0.30402776040136814,0.7111544162034988,0.00044519112998386845,1.0,0.99981689453125,,0,0.0,0.0,0.00019997431458672996,0.02801496535539627,0.022631773725152016,0.044811513274908066,0.01650223508477211,0.028114333748817444,0.3877418637275696,0.38257095217704773,0.3857381045818329,0.10568209737539291,0.3610951006412506,-0.016426194459199905,0.09227985143661499,0.09101216495037079,0.35890325903892517,-0.014502235688269138,0.0951600968837738,0.08347693085670471,0.36535337567329407,-0.0007705151801928878,0.09133344143629074,57.975,,,,,,,,,
37,1085.1,29.461,1.1296864425530657,0.6422171741724014,0.0004456927490537055,1.0,0.99951171875,,0,0.0,0.0,0.0001999664521450007,0.027956828474998474,0.022537849843502045,0.04475362226366997,0.016472909599542618,0.028062941506505013,0.388145387172699,0.38260170817375183,0.3859381377696991,0.10592237114906311,0.3615587055683136,-0.01692657731473446,0.09179367870092392,0.09119098633527756,0.3589920699596405,-0.015093727968633175,0.09468449652194977,0.08313202112913132,0.3658139705657959,-0.0012023360468447208,0.09064221382141113,50.3875,,,,,,,,,
38,1108.9,23.801,0.330418698489666,0.7763140648603439,0.000446138386905659,1.0,0.9998779296875,,0,0.0,0.0,0.0001999575416269681,0.027898281812667847,0.022443780675530434,0.04468628019094467,0.01644851453602314,0.02801455557346344,0.3884727954864502,0.3827624022960663,0.386010080575943,0.10627208650112152,0.36190855503082275,-0.017411399632692337,0.09130387008190155,0.09103589504957199,0.35931283235549927,-0.01566193997859955,0.09417267888784409,0.08301041275262833,0.3660224974155426,-0.0015632315771654248,0.09021161496639252,33.800000000000004,,,,,,,,,
39,1136.9,28.03,0.11827490106225014,0.6966667026281357,0.00044662041182164103,1.0,0.99981689453125,,0,0.0,0.0,0.00019994758312609926,0.027836661785840988,0.022353477776050568,0.04461038112640381,0.016423732042312622,0.027959059923887253,0.38885682821273804,0.3830088973045349,0.3861662745475769,0.1067100465297699,0.3623119294643402,-0.018010176718235016,0.09070989489555359,0.09066114574670792,0.3597860634326935,-0.01620638370513916,0.0936361625790596,0.082743801176548,0.3663647770881653,-0.0018689478747546673,0.08972865343093872,32.037499999999994,,,,,,,,,
40,1164.7,27.82,0.44694427808281034,0.8166040182113647,0.00044730783702107146,1.0,0.9998779296875,,0,0.0,0.0,0.00019993657674685414,0.027771800756454468,0.022253846749663353,0.04454410448670387,0.016398807987570763,0.027890445664525032,0.3893362581729889,0.3832516670227051,0.3864113688468933,0.10708308219909668,0.3628421127796173,-0.01867746002972126,0.09007042646408081,0.09026587009429932,0.3602452576160431,-0.016668610274791718,0.09316349029541016,0.08232831209897995,0.36687779426574707,-0.002261466346681118,0.08905825763940811,55.1375,,,,,,,,,
41,1189.9,25.144,2.1736638294532895,0.5337053760886192,0.00044798816088587046,1.0,0.999267578125,,0,0.0,0.0,0.00019992452260468444,0.027742478996515274,0.02217925153672695,0.04452703148126602,0.016405519098043442,0.027858106419444084,0.38959285616874695,0.38341453671455383,0.38664060831069946,0.10735024511814117,0.36311155557632446,-0.01904108002781868,0.08969913423061371,0.09001120924949646,0.36055341362953186,-0.017012231051921844,0.09282524138689041,0.08194563537836075,0.36735379695892334,-0.002628743415698409,0.08843161910772324,38.375,,,,,,,,,
42,1220.3,30.407,0.4024238744750619,0.7760804146528244,0.0004484398232307285,1.0,0.99993896484375,,0,0.0,0.0,0.00019991142082603243,0.02768963947892189,0.022074129432439804,0.044496193528175354,0.016389677301049232,0.027798553928732872,0.38995009660720825,0.38344699144363403,0.3868050277233124,0.10758893936872482,0.3635105788707733,-0.019505256786942482,0.08924849331378937,0.09008390456438065,0.3606332838535309,-0.017421195283532143,0.09250200539827347,0.08167219907045364,0.3676913380622864,-0.0028756754472851753,0.08799199759960175,58.724999999999994,,,,,,,,,
43,1250.8,30.468,0.11094548739492893,0.6366894245147705,0.0004489342973101884,1.0,0.99993896484375,,0,0.0,0.0,0.0001998972715483296,0.027639470994472504,0.021987462416291237,0.04445065185427666,0.016376225277781487,0.027743538841605186,0.3903997242450714,0.38367488980293274,0.3868989050388336,0.10763349384069443,0.3640691339969635,-0.020060261711478233,0.0887593924999237,0.08980654180049896,0.3610664904117584,-0.018081963062286377,0.09189791232347488,0.08153006434440613,0.36793747544288635,-0.0033066575415432453,0.08749102056026459,32.10000000000001,,,,,,,,,
44,1281.1,30.384,0.4803259498439729,0.6801316142082214,0.00044951701420359313,1.0,0.99969482421875,,0,0.0,0.0,0.00019988207491999512,0.027616869658231735,0.021950582042336464,0.044430360198020935,0.016368817538022995,0.027717720717191696,0.39081189036369324,0.38390052318573,0.38696449995040894,0.10745085030794144,0.3646313548088074,-0.020555788651108742,0.08837244659662247,0.08952995389699936,0.3614880442619324,-0.018695054575800896,0.0913284569978714,0.08144509047269821,0.3681625723838806,-0.003880077740177512,0.08688794076442719,65.88749999999999,,,,,,,,,
45,1311.0,29.876,1.3399373218417168,0.8007285594940186,0.0004500158902374096,1.0,0.9990234375,,0,0.0,0.0,0.00019986583110043446,0.02758580446243286,0.021893106400966644,0.04438706859946251,0.016351934522390366,0.027711112052202225,0.3910977840423584,0.3839782476425171,0.3870137929916382,0.10723070055246353,0.3650530278682709,-0.020892687141895294,0.08808428794145584,0.08939798176288605,0.3616327941417694,-0.018838154152035713,0.09118197858333588,0.08142194151878357,0.36841076612472534,-0.004766887053847313,0.08602862805128098,76.9625,,,,,,,,,
46,1340.2,29.156,1.1372156124562025,0.6638820469379425,0.00045026213774690405,1.0,0.99945068359375,,0,0.0,0.0,0.00019984854026003758,0.027532948181033134,0.02182144671678543,0.04427560046315193,0.016340188682079315,0.02769455499947071,0.3911725878715515,0.38409870862960815,0.3871757388114929,0.10715581476688385,0.36518529057502747,-0.02101202867925167,0.08793074637651443,0.08916933089494705,0.3618505895137787,-0.018981991335749626,0.09101922810077667,0.08125381171703339,0.3688421845436096,-0.005755565129220486,0.0850011333823204,44.625,,,,,,,,,
47,1370.7,30.52,0.1492320375982672,0.7316647619009018,0.0004505332180997357,1.0,0.9998779296875,,0,0.0,0.0,0.00019983020258017726,0.027487775310873985,0.021765336394309998,0.044176843017339706,0.016330335289239883,0.027678586542606354,0.3912055790424347,0.3842381238937378,0.38724613189697266,0.10704879462718964,0.36526504158973694,-0.02106691710650921,0.08786355704069138,0.08903583884239197,0.36210310459136963,-0.019413510337471962,0.09064216911792755,0.08122677356004715,0.36908698081970215,-0.006573275197297335,0.08422218263149261,21.1375,,,,,,,,,
