as_of_date,ccy,z_1,z_2
2010-01-29,AUD,-0.09341614,-0.062515505
2010-02-26,AUD,-0.09389411,-0.060619
2010-03-31,AUD,-0.09626065,-0.066761866
2010-04-30,AUD,-0.09579751,-0.0683982
2010-05-31,AUD,-0.09055731,-0.06479702
2010-06-30,AUD,-0.08714431,-0.0639711
2010-07-30,AUD,-0.087864764,-0.063761264
2010-08-31,AUD,-0.08168534,-0.061414316
2010-09-30,AUD,-0.08689961,-0.06929229
2010-10-29,AUD,-0.08903009,-0.06759173
2010-11-30,AUD,-0.093168475,-0.068795756
2010-12-31,AUD,-0.095164865,-0.0691345
2011-01-31,AUD,-0.093839586,-0.0692655
2011-02-28,AUD,-0.09412596,-0.06992172
2011-03-31,AUD,-0.09364181,-0.06790388
2011-04-29,AUD,-0.09349747,-0.06913779
2011-05-31,AUD,-0.0901631,-0.06874599
2011-06-30,AUD,-0.092453316,-0.06650597
2011-07-29,AUD,-0.088122725,-0.06397994
2011-08-31,AUD,-0.08281809,-0.055996682
2011-09-30,AUD,-0.07665062,-0.054635473
2011-10-31,AUD,-0.080998816,-0.056843244
2011-11-30,AUD,-0.07623687,-0.049974807
2011-12-30,AUD,-0.073625356,-0.05149304
2012-01-31,AUD,-0.073325984,-0.05123269
2012-02-29,AUD,-0.077378444,-0.056175515
2012-03-30,AUD,-0.07638663,-0.05213965
2012-04-30,AUD,-0.07147448,-0.048347592
2012-05-31,AUD,-0.060790733,-0.037921626
2012-06-29,AUD,-0.063931964,-0.04201774
2012-07-31,AUD,-0.06232814,-0.041802302
2012-08-31,AUD,-0.062349968,-0.040274013
2012-09-28,AUD,-0.06042297,-0.03712862
2012-10-31,AUD,-0.061653756,-0.035522558
2012-11-30,AUD,-0.06267196,-0.036249038
2012-12-31,AUD,-0.06451816,-0.030958353
2013-01-31,AUD,-0.06786653,-0.03105654
2013-02-28,AUD,-0.06703617,-0.030999409
2013-03-29,AUD,-0.06764297,-0.035286132
2013-04-30,AUD,-0.06379634,-0.031021485
2013-05-31,AUD,-0.06682816,-0.028583962
2013-06-28,AUD,-0.07045204,-0.029305005
2013-07-31,AUD,-0.06803177,-0.026179772
2013-08-30,AUD,-0.07263451,-0.026359804
2013-09-30,AUD,-0.0714483,-0.026763968
2013-10-31,AUD,-0.07363422,-0.028253293
2013-11-29,AUD,-0.07603127,-0.02701261
2013-12-31,AUD,-0.07573618,-0.028170915
2014-01-31,AUD,-0.07319856,-0.027587302
2014-02-28,AUD,-0.073077604,-0.027545143
2014-03-31,AUD,-0.07336289,-0.02942185
2014-04-30,AUD,-0.070124775,-0.029596895
2014-05-30,AUD,-0.067076206,-0.029189225
2014-06-30,AUD,-0.065751955,-0.028912645
2014-07-31,AUD,-0.0650763,-0.02882531
2014-08-29,AUD,-0.061960105,-0.029158227
2014-09-30,AUD,-0.06477879,-0.0304829
2014-10-31,AUD,-0.063041344,-0.029873678
2014-11-28,AUD,-0.0592672,-0.029996628
