epoch,time_total_sec,time_interval_sec,loss_total,loss_recon,loss_price,train_mse,train_rmse,avg_rmse_bps,n_good,n_bad,nan_batches,grad_norm_total,gnorm_H,gnorm_K,gnorm_G,gnorm_enc,gnorm_R,lr_H,lr_K,lr_G,lr_enc,lr_R,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD,torch_version,python_version,numpy_version
10,536.0,61.287,22709.038114219853,0.0017226182915853197,75696.78797200522,0.0017226182915853197,0.04150443701082235,433.571044921875,1470,0,0,0.9999999929366767,0.014656455447549706,0.008950978838978092,0.10334640243213668,2.996590202817722e-10,0.9944971469387062,0.001,0.0001,0.0005,0.001,0.001,313.04693603515625,377.7377014160156,472.1075744628906,490.827880859375,560.6802978515625,365.1912536621094,454.337646484375,461.78887939453125,406.4212341308594,2.11.0+cpu,3.13.3,2.2.5
11,593.4,57.312,5767.31773831283,0.0018998454853917668,19224.386128224483,0.0018998454853917668,0.04358721699525868,400.35334947374133,1470,0,0,0.9999999477727888,0.014117408397833413,0.009554274466937114,0.11038943343471093,9.601912512335649e-10,0.9937421613029624,0.001,0.0001,0.0005,0.001,0.001,283.24322509765625,344.6864013671875,438.504150390625,457.10150146484375,525.6229858398438,332.3365478515625,420.8716125488281,427.5464782714844,373.2672424316406,2.11.0+cpu,3.13.3,2.2.5
12,652.9,59.536,23272.353921242488,0.0015709156344714415,77574.50783442284,0.0015709156344714415,0.03963477809287497,371.0695495605469,1470,0,0,1.0000000921135541,0.010787369654894241,0.007109765922239558,0.07979016539623371,1.3682412243677094e-10,0.9967280459672127,0.001,0.0001,0.0005,0.001,0.001,257.75347900390625,315.6311950683594,408.7429504394531,427.1964111328125,494.3277282714844,303.4805908203125,391.27508544921875,397.149658203125,344.06884765625,2.11.0+cpu,3.13.3,2.2.5
13,713.4,60.493,29297.649226377656,0.0015930469822594707,97658.82544443558,0.0015930469822594707,0.039912992649755924,436.0545315212674,1470,0,0,1.0000000450783293,0.01708293049236917,0.011652896325914864,0.1270635667788284,5.949799773486063e-12,0.9916790426580131,0.001,0.0001,0.0005,0.001,0.001,315.4015808105469,380.2515563964844,474.5898742675781,493.2995910644531,563.129150390625,367.6887512207031,456.8318176269531,464.33282470703125,408.96563720703125,2.11.0+cpu,3.13.3,2.2.5
14,773.0,59.625,17640.74388359321,0.001925644566634429,58802.47319316215,0.001925644566634429,0.04388216684069315,400.6397772894965,1470,0,0,0.9999999551158238,0.011673211208151462,0.00874308079083962,0.09053127628195654,5.887469812120601e-11,0.9957867708122983,0.001,0.0001,0.0005,0.001,0.001,283.5841064453125,345.00469970703125,438.7709045410156,457.3542175292969,525.7960205078125,332.6454162597656,421.155029296875,427.8358154296875,373.6117858886719,2.11.0+cpu,3.13.3,2.2.5
15,834.2,61.166,15110.393929022277,0.0014030698794542122,50367.97508650799,0.0014030698794542122,0.037457574393628484,375.88238186306427,1470,0,0,0.9999999713024876,0.021756753071864053,0.02194755263827978,0.34116095616009373,1.816821581703993e-09,0.9394967233715436,0.001,0.0001,0.0005,0.001,0.001,261.8865051269531,320.3255920410156,413.674072265625,432.1675109863281,499.552001953125,308.140380859375,396.161376953125,402.17779541015625,348.856201171875,2.11.0+cpu,3.13.3,2.2.5
16,893.7,59.484,20662.993919336393,0.001138761517636123,68876.64260191626,0.001138761517636123,0.033745540707419745,322.7782270643446,1470,0,0,1.0000000052714064,0.026165166869959452,0.05655179101483516,0.38879099654631993,7.454515076647534e-09,0.9192164329052293,0.001,0.0001,0.0005,0.001,0.001,217.85145568847656,267.5029296875,359.4451904296875,377.67364501953125,442.2944641113281,255.83230590820312,342.2426452636719,346.4700927734375,295.6913146972656,2.11.0+cpu,3.13.3,2.2.5
17,954.4,60.738,36574.0187050866,0.0012799792319574221,121913.39141702457,0.0012799792319574221,0.03577679739660081,343.10599602593317,1470,0,0,0.9999999264910708,0.028061841178860507,0.02370682525069921,0.2991215276045584,1.9766846730827535e-10,0.9535075690375235,0.001,0.0001,0.0005,0.001,0.001,234.21412658691406,287.71319580078125,380.28131103515625,398.62774658203125,464.4039611816406,275.78564453125,362.9446716308594,367.9139099121094,316.06939697265625,2.11.0+cpu,3.13.3,2.2.5
18,1011.0,56.647,31846.509967020957,0.0012034017109584544,106155.02921206415,0.0012034017109584544,0.03469008087275748,356.79602559407556,1470,0,0,1.0000000546505892,0.01675107438077928,0.012903539282724218,0.15990432145177153,1.2037850645392825e-11,0.9869060834057609,0.001,0.0001,0.0005,0.001,0.001,245.5564727783203,301.25244140625,394.29425048828125,412.7347412109375,479.3057556152344,289.1731872558594,376.85223388671875,382.26806640625,329.7270812988281,2.11.0+cpu,3.13.3,2.2.5
19,1071.1,60.058,7007.32426805714,0.0014561547589150253,23357.742706341272,0.0014561547589150253,0.03815959589559388,351.41742112901477,1470,0,1,1.000000051126302,0.0116251741822958,0.012333845710597875,0.08541770669059073,3.858561094434749e-11,0.9962011088186689,0.001,0.0001,0.0005,0.001,0.001,241.0509796142578,295.87542724609375,388.818359375,407.2383728027344,473.5500793457031,283.8493957519531,371.3998718261719,376.6424865722656,324.3318176269531,2.11.0+cpu,3.13.3,2.2.5
20,1131.4,60.295,23636.939789823962,0.0010838107283537588,78789.79568671077,0.0010838107283537588,0.03292128078240211,342.33543056911896,1470,0,0,0.999999994028153,0.017623658249296105,0.010064809274021284,0.1394375599185715,2.435911155120533e-10,0.9900228589403632,0.001,0.0001,0.0005,0.001,0.001,233.60365295410156,286.9175720214844,379.5065612792969,397.85626220703125,463.5832824707031,274.9840393066406,362.1666259765625,367.1004943847656,315.3003845214844,2.11.0+cpu,3.13.3,2.2.5
21,1190.3,58.856,28401.528557944977,0.0013241080855507226,94671.75744612298,0.0013241080855507226,0.03638829599679989,338.3599836561415,1470,0,0,0.9999999657593744,0.01716597404809172,0.014048976146708268,0.15477856462564812,7.606711200705645e-11,0.9877000977297631,0.001,0.0001,0.0005,0.001,0.001,230.3397979736328,282.9076232910156,375.4605407714844,393.80548095703125,459.37762451171875,271.0091857910156,358.13153076171875,362.9214172363281,311.2866516113281,2.11.0+cpu,3.13.3,2.2.5
22,1244.9,54.6,15190.436849727916,0.0008794090632970134,50634.78656772951,0.0008794090632970134,0.029654832039602137,253.92364162868927,1470,0,0,0.9999999302348328,0.04135134331468853,0.043476413171097024,0.637237732977078,3.7094790460144517e-10,0.7683279248105925,0.001,0.0001,0.0005,0.001,0.001,170.62327575683594,199.2527618408203,287.56256103515625,305.2281494140625,364.654296875,188.906494140625,271.0419921875,271.6675109863281,226.375732421875,2.11.0+cpu,3.13.3,2.2.5
23,1300.3,55.425,33458.05613180532,0.0007210343838192438,111526.85136923648,0.0007210343838192438,0.026852083416734052,277.66057162814667,1470,0,2,1.0000000019704869,0.034287107687488744,0.07238954715386402,0.9200926865599344,1.7786236728178065e-10,0.38342352534655627,0.001,0.0001,0.0005,0.001,0.001,185.33621215820312,222.28939819335938,312.78125,330.7913513183594,392.54144287109375,211.3542938232422,295.87109375,297.8713073730469,250.10879516601562,2.11.0+cpu,3.13.3,2.2.5
24,1338.8,38.529,3262.8344541063,0.0008237525709119134,10876.112101179098,0.0008237525709119134,0.028701090064872335,249.09296162923178,1470,0,2,0.99999990117673,0.01399314460170356,0.00774058346514774,0.146409079750555,3.625118567812981e-11,0.9890947674474071,0.001,0.0001,0.0005,0.001,0.001,167.90103149414062,192.96713256835938,283.0560607910156,301.0851135253906,361.240234375,183.1222381591797,266.23077392578125,266.0174255371094,220.21664428710938,2.11.0+cpu,3.13.3,2.2.5
25,1401.9,63.054,45406.347335235994,0.000611852310981196,151354.48907794562,0.000611852310981196,0.024735648586224616,257.27269660101996,1470,0,0,0.99999997350379,0.019887091807298567,0.012407590952906986,0.16349615255401942,1.4346995837195923e-11,0.9862654360636425,0.001,0.0001,0.0005,0.001,0.001,171.99668884277344,201.03152465820312,291.8525695800781,309.984130859375,370.98724365234375,190.89828491210938,274.9125061035156,275.27777099609375,228.5135498046875,2.11.0+cpu,3.13.3,2.2.5
26,1459.6,57.746,41266.950523870335,0.0007520172661043653,137556.49923951025,0.0007520172661043653,0.027422933214817945,257.62469482421875,1470,0,0,0.9999999756621919,0.009471677027491769,0.006677173864952052,0.06678754906940859,1.7230548602671412e-12,0.997699893403397,0.001,0.0001,0.0005,0.001,0.001,172.17323303222656,201.53921508789062,292.1670837402344,310.26287841796875,371.1827697753906,191.3353271484375,275.2680358886719,275.6856689453125,229.00804138183594,2.11.0+cpu,3.13.3,2.2.5
27,1519.5,59.906,36457.734725294635,0.0006395763627310493,121525.78028572757,0.0006395763627310493,0.025289847028620978,264.4219038221571,1470,0,0,1.0000000114355148,0.011739277112238603,0.008134390280686944,0.09450575736905355,2.3128074365875893e-11,0.9954218732591598,0.001,0.0001,0.0005,0.001,0.001,176.09312438964844,208.232421875,299.3959655761719,317.5736083984375,379.1388854980469,197.8009033203125,282.4028015136719,283.2657165527344,235.89370727539062,2.11.0+cpu,3.13.3,2.2.5
28,1575.3,55.83,14792.84810189436,0.0007599032619515997,49309.491139970334,0.0007599032619515997,0.02756634291942984,275.87141079372833,1470,0,1,0.9999999608508267,0.007147361722278684,0.013526599415582033,0.04057488468116172,2.637747291703104e-11,0.9990593309525849,0.001,0.0001,0.0005,0.001,0.001,183.21600341796875,219.27149963378906,311.5926208496094,329.96832275390625,392.7230224609375,208.5194549560547,294.3828430175781,295.8759765625,247.29295349121094,2.11.0+cpu,3.13.3,2.2.5
29,1633.9,58.573,29675.02352531546,0.0007621418339434732,98916.7425439121,0.0007621418339434732,0.027606916414976035,239.26028272840713,1470,0,0,1.0000000644635525,0.01686797373153976,0.012331662857700229,0.14609662234190715,1.2678031369648699e-11,0.9890496991662002,0.001,0.0001,0.0005,0.001,0.001,163.4790496826172,183.3258819580078,272.4032897949219,290.3150329589844,349.38067626953125,173.7663116455078,255.7508087158203,254.667724609375,210.25376892089844,2.11.0+cpu,3.13.3,2.2.5
30,1688.5,54.572,14691.748149563484,0.0005835583237899455,48972.49188668387,0.0005835583237899455,0.02415695187290701,220.89700147840713,1470,0,0,1.0000000504815305,0.020895630306023576,0.014805537603991144,0.17539928149151993,3.973657244548442e-12,0.9841642960937432,0.001,0.0001,0.0005,0.001,0.001,156.71920776367188,165.6549072265625,252.1069793701172,269.6739807128906,326.31591796875,157.0112762451172,235.8657989501953,233.08981323242188,191.6351318359375,2.11.0+cpu,3.13.3,2.2.5
31,1744.6,56.103,41668.44049964285,0.0004153271466667834,138894.80028105236,0.0004153271466667834,0.020379576704798934,184.95544857449002,1470,0,0,0.9999999685442091,0.009796891430091971,0.007821006587596135,0.14445815934541872,1.3322791421875452e-10,0.9894314680973193,0.001,0.0001,0.0005,0.001,0.001,152.4310760498047,132.93368530273438,210.19908142089844,226.67942810058594,276.60614013671875,127.3486099243164,195.27239990234375,187.76502990722656,155.36358642578125,2.11.0+cpu,3.13.3,2.2.5
32,1800.2,55.578,18286.791307186497,0.0004880137356682395,60955.96939724254,0.0004880137356682395,0.022091032924429755,222.3677012125651,1470,0,0,0.9999999353593992,0.009191389458590585,0.010079041093594176,0.06986579249235529,2.0256602015702773e-11,0.9974630685136527,0.001,0.0001,0.0005,0.001,0.001,157.31234741210938,167.00640869140625,253.75106811523438,271.3632507324219,328.24169921875,158.28599548339844,237.4577178955078,234.8066864013672,193.08413696289062,2.11.0+cpu,3.13.3,2.2.5
33,1855.3,55.177,35116.59429843814,0.0004541575078310787,117055.31281426878,0.0004541575078310787,0.02131097153653673,194.86190965440537,1470,0,0,0.9999999959397812,0.02457307124541682,0.03443005371105922,0.40046342589122585,2.7159916632033315e-12,0.9153358793219275,0.001,0.0001,0.0005,0.001,0.001,153.4015350341797,141.19378662109375,222.09732055664062,239.05618286132812,291.3523864746094,134.75852966308594,206.61691284179688,200.391845703125,164.88868713378906,2.11.0+cpu,3.13.3,2.2.5
34,1908.9,53.58,53535.392682124,0.00030214612014230305,178451.3079332596,0.00030214612014230305,0.017382350823243187,142.1497048272027,1470,0,1,1.0000000413181098,0.009786272512819463,0.008629490499269433,0.08706013964027179,8.499770857315358e-10,0.9961176514278148,0.001,0.0001,0.0005,0.001,0.001,182.2506561279297,110.97228240966797,148.44601440429688,160.7290496826172,189.5618133544922,115.21277618408203,138.6837921142578,116.07183074951172,117.41912841796875,2.11.0+cpu,3.13.3,2.2.5
35,1967.4,58.5,9827.877903171728,0.000220352751408786,32759.592276063257,0.000220352751408786,0.014844283458920676,151.0054651896159,1470,0,0,0.9999999292706316,0.006477940051712025,0.0077938117316256016,0.03879344500255233,1.3884125112592097e-12,0.9991957865991432,0.001,0.0001,0.0005,0.001,0.001,169.10403442382812,110.57354736328125,164.060791015625,178.09910583496094,215.10345458984375,111.75135803222656,152.15277099609375,135.0596466064453,123.14447784423828,2.11.0+cpu,3.13.3,2.2.5
36,2020.1,52.721,3539.382510996418,0.0003303223912014949,11797.940602246757,0.0003303223912014949,0.01817477348418667,177.50625016954208,1470,0,0,1.0000000643722071,0.01078563373760066,0.00989019599981299,0.08664017917478688,6.49243115388984e-12,0.9961322513727495,0.001,0.0001,0.0005,0.001,0.001,154.47242736816406,126.534423828125,200.8999481201172,217.11215209960938,265.23687744140625,122.21198272705078,186.3126983642578,177.18246459960938,147.59327697753906,2.11.0+cpu,3.13.3,2.2.5
37,2080.1,59.925,30300.737035633625,0.000277329622835869,101002.45586101335,0.000277329622835869,0.016653216591273563,167.45819261338974,1470,0,1,0.9999999931516205,0.008652839141327943,0.007699986746711378,0.0603764871236537,9.084616835951509e-13,0.9981084633869923,0.001,0.0001,0.0005,0.001,0.001,157.9600830078125,119.12361907958984,187.7607421875,203.37246704101562,248.23818969726562,116.47554779052734,173.9142608642578,162.4291229248047,137.84970092773438,2.11.0+cpu,3.13.3,2.2.5
38,2141.5,61.466,29248.989776062368,0.00028233030818079654,97496.63164577354,0.00028233030818079654,0.01680268752851152,146.56754642062717,1470,0,0,1.0000000161161775,0.004036157670933688,0.010279496775024466,0.03754691243594289,2.609221672087953e-11,0.9992338580013143,0.001,0.0001,0.0005,0.001,0.001,175.14859008789062,110.12757873535156,156.53819274902344,169.83248901367188,203.2711944580078,112.78297424316406,145.54600524902344,125.94892883300781,119.9119644165039,2.11.0+cpu,3.13.3,2.2.5
39,2200.0,58.483,37937.946936060944,0.00022583095286339268,126459.8223674333,0.00022583095286339268,0.015027672902462067,154.36528778076172,1470,0,0,0.999999915878864,0.007088054328056011,0.008971075353137554,0.05662803597351225,1.722107388056267e-13,0.9983297935013101,0.001,0.0001,0.0005,0.001,0.001,168.12229919433594,112.20720672607422,168.7489471435547,183.15350341796875,221.7140350341797,112.74330139160156,156.41354370117188,140.23757934570312,125.94717407226562,2.11.0+cpu,3.13.3,2.2.5
40,2255.8,55.81,28513.66794069412,0.00023987599948284907,95045.55900272707,0.00023987599948284907,0.01548793076827402,141.89166174994574,1470,0,0,0.9999999842008832,0.017818648008537892,0.02504614171695584,0.24683570159528664,8.775435952848826e-13,0.9685697142632383,0.001,0.0001,0.0005,0.001,0.001,184.10609436035156,111.67252349853516,147.53060913085938,159.6375732421875,187.60699462890625,116.18119812011719,137.98780822753906,114.77832794189453,117.5238265991211,2.11.0+cpu,3.13.3,2.2.5
41,2312.6,56.724,49304.06205704395,0.0002210623169502746,164346.87278660547,0.0002210623169502746,0.014868164545439851,141.00013648139105,1470,0,1,0.9999999839827688,0.009143428008842248,0.010030835928865193,0.08634002208654085,1.0305813253215432e-12,0.9961732523042609,0.001,0.0001,0.0005,0.001,0.001,185.8355255126953,112.13624572753906,145.75729370117188,157.59352111816406,184.3689422607422,116.99040985107422,136.53627014160156,112.59413146972656,117.18888854980469,2.11.0+cpu,3.13.3,2.2.5
42,2367.1,54.529,40463.89934223463,0.00020339909933024295,134879.66379611846,0.00020339909933024295,0.014261805612552815,141.20202043321396,1470,0,1,0.9999999087237239,0.00928690757837216,0.011857595432676744,0.1057446315964337,2.634177878869857e-12,0.9942791565320961,0.001,0.0001,0.0005,0.001,0.001,185.9843292236328,112.1916732788086,146.0221405029297,157.89666748046875,184.81117248535156,117.08403015136719,136.75352478027344,112.81316375732422,117.26148223876953,2.11.0+cpu,3.13.3,2.2.5
43,2423.9,56.767,18699.68708761916,0.00020206880191068615,62332.28961850121,0.00020206880191068615,0.014215090640255734,135.39006890190973,1470,0,0,0.9999999284718629,0.013262193661697298,0.023994340577978897,0.271091408549388,4.821413794342462e-11,0.9621630272432772,0.001,0.0001,0.0005,0.001,0.001,218.46400451660156,130.85842895507812,126.52440643310547,132.67088317871094,134.22775268554688,140.00262451171875,123.72710418701172,87.95714569091797,124.0782699584961,2.11.0+cpu,3.13.3,2.2.5
44,2479.3,55.408,43944.830783820755,0.00022345574269368992,146482.76853455006,0.00022345574269368992,0.014948436128695534,161.94443342420792,1470,0,0,1.0000000194885255,0.010015520261393462,0.010226230262012867,0.06800332771397269,2.886426273394051e-12,0.9975824276546772,0.001,0.0001,0.0005,0.001,0.001,161.52618408203125,115.64111328125,180.07142639160156,195.27085876464844,237.9024658203125,114.24895477294922,166.73997497558594,153.51425170898438,132.5846710205078,2.11.0+cpu,3.13.3,2.2.5
45,2535.2,55.904,59009.46658017139,0.0002631821962062358,196698.22105663066,0.0002631821962062358,0.01622289111737596,158.10321384006076,1470,0,0,0.9999999958984205,0.05354018894755321,0.060639671769841454,0.6198471187113446,5.482448766294768e-12,0.7805420037366289,0.001,0.0001,0.0005,0.001,0.001,163.81991577148438,113.54673767089844,174.6190185546875,189.46441650390625,230.3398895263672,112.98939514160156,161.7258758544922,147.27700805664062,129.14666748046875,2.11.0+cpu,3.13.3,2.2.5
46,2591.9,56.782,43633.53730208631,0.0002300050388982038,145445.12357360424,0.0002300050388982038,0.015165917014747371,143.64066484239365,1470,0,0,1.0000000190226934,0.007257875214741789,0.004951578992960968,0.05598793964037497,1.3195490752757533e-11,0.9983928053492056,0.001,0.0001,0.0005,0.001,0.001,178.98252868652344,110.23530578613281,151.461669921875,164.1675262451172,194.95437622070312,113.83740997314453,141.1876983642578,119.85237884521484,118.08708953857422,2.11.0+cpu,3.13.3,2.2.5
47,2651.9,59.908,15986.423791592057,0.0002722222348192632,53288.07839789941,0.0002722222348192632,0.016499158609434093,149.08817715115018,1470,0,1,0.999999965171335,0.01220130797781886,0.007189807469115426,0.12255208812218099,5.63207935668438e-12,0.9923609982217922,0.001,0.0001,0.0005,0.001,0.001,172.46702575683594,110.46868133544922,160.65809631347656,174.37107849121094,209.7353515625,112.41616821289062,149.16465759277344,130.8074188232422,121.70511627197266,2.11.0+cpu,3.13.3,2.2.5
48,2708.2,56.389,35920.23866908306,0.000204608748271551,119734.12821491438,0.000204608748271551,0.01430415143486502,135.50810156928168,1470,0,1,0.9999999503258398,0.010213925441972065,0.011348578357959414,0.08773794240531786,9.53219928999596e-13,0.9960265255556612,0.001,0.0001,0.0005,0.001,0.001,204.6507110595703,121.10725402832031,131.7099609375,140.4019775390625,153.37612915039062,128.92721557617188,126.1425552368164,94.70407104492188,118.55303955078125,2.11.0+cpu,3.13.3,2.2.5
49,2764.6,56.383,37493.149211789925,0.00019839208731095174,124977.1633779928,0.00019839208731095174,0.014085172604939982,142.0316145155165,1470,0,0,0.9999999789776142,0.012126691947914738,0.017569265294574723,0.1499286758177172,1.6024384986323675e-11,0.9884662940040919,0.001,0.0001,0.0005,0.001,0.001,183.79660034179688,111.46476745605469,147.86146545410156,160.0432586669922,188.33592224121094,115.98828887939453,138.2318572998047,115.11941528320312,117.44295501708984,2.11.0+cpu,3.13.3,2.2.5
50,2811.4,46.814,62145.67560020674,0.00020887797617600583,207152.25130442923,0.00020887797617600583,0.014452611396422649,136.02465057373047,1470,0,0,0.006655740159627062,2.198516828931653e-06,0.00012590710975963343,0.0001653939493202288,1.9021188534028494e-05,0.006652465909316875,0.001,0.0001,0.0005,0.001,0.001,205.34573364257812,121.57080078125,132.2291717529297,140.94786071777344,153.92596435546875,129.4338836669922,126.6499252319336,95.11852264404297,118.99999237060547,2.11.0+cpu,3.13.3,2.2.5
51,2850.1,38.651,11865.922829995341,0.00019587376791276606,39553.07544707191,0.00019587376791276606,0.013995490985055368,134.81442769368488,1470,0,1,0.9999999458063463,0.0356567859413241,0.060305039365631204,0.9025021688519119,5.2571314484546e-11,0.4249489647872258,0.001,0.0001,0.0005,0.001,0.001,218.0831298828125,130.69717407226562,125.806884765625,131.82237243652344,132.7861785888672,139.93251037597656,123.18758392333984,87.2059555053711,123.80805969238281,2.11.0+cpu,3.13.3,2.2.5
52,2891.8,41.688,12688.786339499857,0.00019684873339851928,42295.953808837075,0.00019684873339851928,0.014030279163242593,134.38219197591144,1470,0,4,0.9999999595498706,0.0070687199179122785,0.005612874780944879,0.14041608435863565,1.166928243934042e-10,0.9900513982559426,0.001,0.0001,0.0005,0.001,0.001,223.8858184814453,135.71971130371094,122.94807434082031,127.33502960205078,120.87654113769531,145.4247589111328,122.0096435546875,84.3056640625,126.93448638916016,2.11.0+cpu,3.13.3,2.2.5
53,2941.4,49.607,4409.621109007405,0.00019944635708022608,14698.736365203491,0.00019944635708022608,0.014122547825382857,134.13804965549045,1470,0,2,,,,,1.3124457844198252e-05,,0.001,0.0001,0.0005,0.001,0.001,224.2389373779297,136.11947631835938,122.44445037841797,126.62621307373047,119.24195861816406,145.86825561523438,121.70995330810547,83.85758209228516,127.1356201171875,2.11.0+cpu,3.13.3,2.2.5
54,2997.7,56.326,31725.723329165914,0.000205438823032132,105752.41041242363,0.000205438823032132,0.01433313723621357,155.6190880669488,1470,0,1,0.9999999940248188,0.013692581762107445,0.02192655543536588,0.17930147780248004,1.4865394505911624e-13,0.9834544765666137,0.001,0.0001,0.0005,0.001,0.001,157.44134521484375,110.82745361328125,172.78982543945312,187.52517700195312,228.55429077148438,110.13554382324219,159.99783325195312,146.3059844970703,126.99433898925781,2.11.0+cpu,3.13.3,2.2.5
55,3055.5,57.753,16255.343125995028,0.00023199790196293225,54184.47631332376,0.00023199790196293225,0.015231477340131267,132.15270063612198,1470,0,2,0.9999999748432898,0.0049251920654775115,0.007763135722781834,0.043953971208446345,1.539442532116896e-11,0.9989912283441007,0.001,0.0001,0.0005,0.001,0.001,200.46926879882812,118.49103546142578,128.2079620361328,136.63046264648438,148.81236267089844,126.2945785522461,122.96774291992188,91.57411193847656,115.9267807006836,2.11.0+cpu,3.13.3,2.2.5
