epoch,time_total_sec,time_interval_sec,loss_total,loss_recon,loss_price,train_mse,train_rmse,avg_rmse_bps,n_good,n_bad,nan_batches,grad_norm_total,gnorm_H,gnorm_K,gnorm_G,gnorm_enc,gnorm_R,lr_H,lr_K,lr_G,lr_enc,lr_R,rmse_bps_AUD,rmse_bps_CAD,rmse_bps_DKK,rmse_bps_EUR,rmse_bps_JPY,rmse_bps_NOK,rmse_bps_SEK,rmse_bps_GBP,rmse_bps_USD,torch_version,python_version,numpy_version
251,12541.3,2.888,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
252,12546.5,5.212,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
253,12550.1,3.599,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
254,12553.4,3.311,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
255,12556.7,3.251,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
256,12561.6,4.961,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
257,12564.5,2.922,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
258,12567.4,2.905,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
259,12570.4,2.925,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
260,12574.2,3.844,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
261,12577.2,2.969,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
262,12580.1,2.932,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
263,12583.0,2.912,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
264,12585.9,2.883,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
265,12590.2,4.255,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
266,12593.1,2.899,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
267,12596.0,2.957,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
268,12598.9,2.914,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
269,12601.9,2.962,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
270,12605.9,3.997,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
271,12608.8,2.908,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
272,12611.7,2.894,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
273,12614.6,2.918,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
274,12618.6,3.959,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
275,12621.5,2.955,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
276,12624.4,2.886,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
277,12627.4,2.96,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
278,12630.3,2.923,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
279,12634.5,4.186,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
280,12637.4,2.911,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
281,12640.3,2.952,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
282,12643.3,2.937,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
283,12646.2,2.95,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
284,12650.3,4.025,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
285,12653.2,2.904,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
286,12656.0,2.879,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
287,12658.9,2.889,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
288,12661.8,2.887,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
289,12665.8,3.963,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
290,12668.7,2.896,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
291,12671.6,2.911,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
292,12674.5,2.926,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
293,12677.5,2.962,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
294,12681.3,3.832,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
295,12684.2,2.897,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
296,12687.1,2.888,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
297,12690.0,2.897,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
298,12694.2,4.264,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
299,12697.2,2.915,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
300,12700.1,2.905,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
301,12703.0,2.921,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
302,12705.9,2.885,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
303,12709.9,4.003,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
304,12712.8,2.912,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
305,12715.7,2.887,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
306,12718.6,2.898,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
307,12721.5,2.922,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
308,12725.4,3.88,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
309,12728.4,2.994,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
310,12731.2,2.879,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
311,12734.1,2.884,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
312,12737.0,2.888,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
313,12741.2,4.196,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
314,12744.1,2.887,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
315,12747.0,2.869,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
316,12749.8,2.867,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
317,12753.7,3.894,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
318,12757.0,3.28,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
319,12759.9,2.874,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
320,12762.8,2.915,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
321,12765.7,2.902,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
322,12769.7,4.017,0.0,0.0,0.0,0.0,0.0,1592.1473253038196,1042,428,46,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0001,0.0005,0.001,0.001,1316.27197265625,1441.8223876953125,1696.02978515625,1676.0172119140625,1666.9486083984375,1262.259765625,1786.30517578125,1865.0238037109375,1618.647216796875,2.11.0+cpu,3.13.3,2.2.5
