as_of_date,ccy,z_1,z_2,z_3,z_4
2019-02-28,AUD,-0.013977206,-0.053978514,-0.040121846,0.04371824
2019-03-29,AUD,-0.011537847,-0.046077818,-0.03498572,0.037718594
2019-04-30,AUD,-0.008738999,-0.04145807,-0.036954403,0.03626717
2019-05-31,AUD,-0.0068990644,-0.03539806,-0.032579936,0.031675056
2019-06-28,AUD,-0.0037652366,-0.028425548,-0.03140253,0.027786937
2019-07-31,AUD,-0.0022047674,-0.02397998,-0.029196162,0.024810277
2019-08-30,AUD,-0.0029872344,-0.021106426,-0.022470977,0.020306874
2019-09-30,AUD,-0.004043296,-0.023679856,-0.023198321,0.021990797
2019-10-31,AUD,-0.0046236836,-0.02575308,-0.024895329,0.023631157
2019-11-29,AUD,-0.002456136,-0.021432843,-0.024892071,0.021532174
2019-12-31,AUD,-0.0028025527,-0.025965333,-0.030807938,0.026416097
2020-01-31,AUD,-0.0022476637,-0.019699119,-0.022735914,0.019756524
2020-02-28,AUD,-0.002251747,-0.016726613,-0.01878615,0.0163541
2020-03-31,AUD,-0.0004924345,-0.011233283,-0.01726432,0.012362882
2020-04-30,AUD,0.004868759,-0.004279918,-0.022523545,0.011714211
2020-05-29,AUD,0.0047651464,-0.0044045234,-0.021937022,0.01171458
2020-06-30,AUD,0.00607384,-0.002773012,-0.023171846,0.01151989
2020-07-31,AUD,0.005700767,-0.002418787,-0.021051832,0.010579187
2020-08-31,AUD,0.008145152,-0.00049082236,-0.025544345,0.011638098
2020-09-30,AUD,0.007974373,0.00055966654,-0.023454702,0.010201799
2020-10-30,AUD,0.009776588,0.0030298573,-0.025084507,0.009730611
2020-11-30,AUD,0.011301182,0.0032277694,-0.028937917,0.0116484435
2020-12-31,AUD,0.011900414,0.003656419,-0.030514985,0.011965598
2021-01-29,AUD,0.013613922,0.004220465,-0.035066858,0.013603406
2021-02-26,AUD,0.015335636,0.0008560684,-0.046496786,0.019860957
2021-03-31,AUD,0.016448056,0.0016380734,-0.049010515,0.020486612
2021-04-30,AUD,0.015896406,0.0016378592,-0.047066893,0.019737119
2021-05-31,AUD,0.015285362,0.00086799916,-0.045908887,0.019918134
2021-06-30,AUD,0.011743453,-0.0023268047,-0.040249433,0.019081054
2021-07-30,AUD,0.010680224,-0.0007889006,-0.034493387,0.015803626
2021-08-31,AUD,0.010619623,-0.0014715728,-0.03504048,0.01656771
2021-09-30,AUD,0.011200601,-0.0032488727,-0.040162187,0.019518206
2021-10-29,AUD,-0.00044447463,-0.02651883,-0.041670732,0.0321414
2021-11-30,AUD,0.00057203043,-0.022952763,-0.03926827,0.029320532
2021-12-31,AUD,-0.00014228188,-0.023958132,-0.0381094,0.029282322
2022-01-31,AUD,-0.0039395066,-0.031822424,-0.038994037,0.033459537
2022-02-28,AUD,-0.0048675323,-0.03543106,-0.042364314,0.03680805
2022-03-31,AUD,-0.01640639,-0.061692953,-0.04790286,0.052306205
2022-04-29,AUD,-0.026157446,-0.083511844,-0.05181471,0.063812084
2022-05-31,AUD,-0.029843194,-0.090994425,-0.051885113,0.066866115
2022-06-30,AUD,-0.03597341,-0.10464386,-0.054825682,0.0738423
2022-07-29,AUD,-0.032032743,-0.09358169,-0.047990777,0.06565038
2022-08-31,AUD,-0.03908566,-0.1108858,-0.05413858,0.0767414
2022-09-30,AUD,-0.045585956,-0.124417216,-0.05521651,0.08343785
2022-10-31,AUD,-0.044321515,-0.124895394,-0.059824735,0.08565595
2022-11-30,AUD,-0.040055953,-0.112340026,-0.053006373,0.076690964
2022-12-30,AUD,-0.04432193,-0.12422359,-0.059133634,0.08488302
2023-01-31,AUD,-0.039721094,-0.11278838,-0.05435444,0.07736197
2023-02-28,AUD,-0.04717219,-0.12916914,-0.057107925,0.08652054
2023-03-31,AUD,-0.03778795,-0.10723984,-0.051232744,0.07321371
2023-04-28,AUD,-0.03887473,-0.10881941,-0.050257046,0.073458575
2023-05-31,AUD,-0.04425174,-0.12103642,-0.05240093,0.080377534
2023-06-30,AUD,-0.0540237,-0.13989818,-0.051696215,0.08929771
2023-07-31,AUD,-0.05053193,-0.1347214,-0.054350168,0.08784366
2023-08-31,AUD,-0.0463408,-0.12750275,-0.05608628,0.085213505
2023-09-29,AUD,-0.04706242,-0.13341606,-0.063143246,0.0914295
2023-10-31,AUD,-0.04964108,-0.1439158,-0.071235545,0.10024208
2023-11-30,AUD,-0.047020428,-0.13431704,-0.06399208,0.09227337
2023-12-29,AUD,-0.044285037,-0.12279171,-0.05429753,0.0822643
2024-01-31,AUD,-0.042049363,-0.11988674,-0.056652658,0.081855506
2024-02-29,AUD,-0.04433486,-0.12571792,-0.058699116,0.08572495
2010-01-29,CAD,0.01214198,-0.0282784,-0.08161281,0.051224124
2010-02-26,CAD,0.012166375,-0.028415924,-0.081794634,0.051383767
2010-03-31,CAD,0.0025880095,-0.04444831,-0.07722528,0.057301093
2010-04-30,CAD,-0.0019226242,-0.052566335,-0.07624875,0.060493723
2010-05-31,CAD,-0.0020513386,-0.050034232,-0.07263132,0.05721196
2010-06-30,CAD,0.005245244,-0.03720806,-0.07403234,0.051590268
2010-07-30,CAD,0.0049626604,-0.03714583,-0.073008634,0.05085322
2010-08-31,CAD,0.006289866,-0.030387774,-0.066240266,0.044422142
2010-09-30,CAD,0.0012235921,-0.037251525,-0.061621144,0.045387067
2010-10-29,CAD,0.0026544966,-0.03596428,-0.064287156,0.04588917
2010-11-30,CAD,-0.0010719709,-0.04434163,-0.06600319,0.050646335
2010-12-31,CAD,-0.00092657097,-0.04589691,-0.068642296,0.052841086
2011-01-31,CAD,0.0016242359,-0.04383631,-0.07321516,0.053987738
2011-02-28,CAD,-0.0018638317,-0.05056113,-0.072548755,0.057282776
2011-03-31,CAD,-0.0015071072,-0.05083749,-0.07476193,0.05828366
2011-04-29,CAD,-0.00060466304,-0.04787281,-0.07267876,0.055812545
2011-05-31,CAD,0.00041614473,-0.04335831,-0.06896569,0.051873192
2011-06-30,CAD,0.001159193,-0.04307824,-0.07080649,0.052441914
2011-07-29,CAD,0.0017316509,-0.038637742,-0.065281816,0.04771789
2011-08-31,CAD,0.0050360877,-0.028475774,-0.059940353,0.040118672
2011-09-30,CAD,0.006412695,-0.022600817,-0.05513089,0.034900807
2011-10-31,CAD,0.0057396386,-0.02640156,-0.058477603,0.038430363
2011-11-30,CAD,0.0020137103,-0.028356403,-0.051061295,0.035732158
2011-12-30,CAD,0.00093838386,-0.028336175,-0.047472224,0.0342001
2012-01-31,CAD,0.0006923871,-0.029062644,-0.047390737,0.03457751
2012-02-29,CAD,-8.149259e-05,-0.032969497,-0.050860003,0.038404673
2012-03-30,CAD,-0.000913322,-0.035795115,-0.053036977,0.040759336
2012-04-30,CAD,-0.004677886,-0.041751016,-0.050432786,0.042660847
2012-05-31,CAD,-0.0035495209,-0.03358874,-0.04132316,0.034422215
2012-06-29,CAD,-0.0013550762,-0.032185655,-0.045482535,0.035724696
2012-07-31,CAD,-0.003588492,-0.03513053,-0.0429563,0.036137998
2012-08-31,CAD,-0.00510046,-0.037494205,-0.042467203,0.036894668
2012-09-28,CAD,-0.0033703484,-0.034587055,-0.043185096,0.035834104
2012-10-31,CAD,-0.0024022227,-0.03400196,-0.04504164,0.03644619
2012-11-30,CAD,-0.0032495847,-0.03461468,-0.04335104,0.036036223
2012-12-31,CAD,-0.0038482603,-0.036651127,-0.04486078,0.037654046
2013-01-31,CAD,-0.0023738882,-0.036557198,-0.04932017,0.03965472
2013-02-28,CAD,0.00032542087,-0.031434037,-0.049060754,0.037056252
2013-03-29,CAD,-0.000824742,-0.03342291,-0.04873671,0.037927046
2013-04-30,CAD,-0.0015031137,-0.03268434,-0.04539924,0.03607472
2013-05-31,CAD,-0.0016027968,-0.036544815,-0.051605165,0.04063177
2013-06-28,CAD,-0.0010966901,-0.039887942,-0.05881364,0.04547159
2013-07-31,CAD,0.0001342874,-0.03844758,-0.060065933,0.045326717
2013-08-30,CAD,0.0011481829,-0.03844618,-0.0631922,0.046815217
2013-09-30,CAD,0.0023183562,-0.03655481,-0.063665666,0.046110313
2013-10-31,CAD,0.0030173957,-0.0343057,-0.06214696,0.0442378
2013-11-29,CAD,0.0045222454,-0.032622524,-0.06434194,0.04422463
2013-12-31,CAD,0.0047137737,-0.03418863,-0.06776829,0.046425983
2014-01-31,CAD,0.0048635714,-0.03007375,-0.061216302,0.04161319
2014-02-28,CAD,0.003644228,-0.031901672,-0.06033395,0.04218423
2014-03-31,CAD,0.0026944783,-0.033884358,-0.060441367,0.043275766
2014-04-30,CAD,0.001994554,-0.034519322,-0.059086375,0.043089993
2014-05-30,CAD,0.001329571,-0.033798363,-0.056068473,0.041348573
2014-06-30,CAD,0.0006857868,-0.035298117,-0.05629693,0.042338867
2014-07-31,CAD,-8.5102394e-05,-0.035621062,-0.054302804,0.04166931
2014-08-29,CAD,-0.0014496036,-0.03638921,-0.0509656,0.04070186
2014-09-30,CAD,-0.0011215638,-0.036970597,-0.05321632,0.041925725
2014-10-31,CAD,-0.0014518108,-0.036240112,-0.051150803,0.040485863
2014-11-28,CAD,-0.0024171686,-0.03605603,-0.047595635,0.0388965
2014-12-31,CAD,-0.003951708,-0.037577383,-0.04528591,0.038635448
2015-01-30,CAD,0.0033608088,-0.018608328,-0.038347766,0.026106525
2015-02-27,CAD,0.0035588732,-0.019762326,-0.040799093,0.027753662
2015-03-31,CAD,0.0036383746,-0.02034074,-0.041886203,0.028524876
2015-04-30,CAD,0.0018234169,-0.025412932,-0.044467382,0.032143846
2015-05-29,CAD,0.003422252,-0.023025861,-0.04595622,0.031540096
2015-06-30,CAD,0.006280073,-0.019820794,-0.050108418,0.031664733
2015-07-31,CAD,0.008092492,-0.014587383,-0.047210403,0.028091546
2015-08-31,CAD,0.008689919,-0.0139319245,-0.04799576,0.028100677
2015-09-30,CAD,0.0058076167,-0.017159589,-0.0440233,0.027950939
2015-10-30,CAD,0.005282607,-0.018841047,-0.045027256,0.029157946
2015-11-30,CAD,0.0044542337,-0.019810013,-0.043885566,0.02921868
2015-12-31,CAD,0.0056664534,-0.018156784,-0.044932246,0.028919116
2016-01-29,CAD,0.0057726344,-0.014730823,-0.039760705,0.024923593
2016-02-29,CAD,0.001301419,-0.018724192,-0.032277472,0.02355151
2016-03-31,CAD,0.0012559574,-0.020581834,-0.03480818,0.025632534
2016-04-29,CAD,-0.00043876842,-0.02561723,-0.037559785,0.029315181
2016-05-31,CAD,-0.00091055967,-0.024456806,-0.03446815,0.027363895
2016-06-30,CAD,-0.0012325542,-0.021646373,-0.02890292,0.023551267
2016-07-29,CAD,-0.0028647003,-0.023539256,-0.026887523,0.023548726
2016-08-31,CAD,-0.003977796,-0.024492,-0.025250856,0.023247633
2016-09-30,CAD,-0.0029740748,-0.023138184,-0.02606387,0.022992691
2016-10-31,CAD,-0.0012455182,-0.022794742,-0.031091409,0.024950773
2016-11-30,CAD,-0.00026134495,-0.02548387,-0.038429495,0.029601913
2016-12-30,CAD,-0.0008128574,-0.027835421,-0.04028629,0.031701438
2017-01-31,CAD,6.651413e-05,-0.027428363,-0.04217845,0.03234101
2017-02-28,CAD,-0.0007211948,-0.027576415,-0.039727315,0.031458765
2017-03-31,CAD,-0.0006698817,-0.02793818,-0.040419485,0.031995773
2017-04-28,CAD,-0.00071494095,-0.026905227,-0.038364615,0.03065002
2017-05-31,CAD,-0.00085948687,-0.026285939,-0.037282187,0.02979517
2017-06-30,CAD,-0.0063838214,-0.038268875,-0.03934876,0.036393844
2017-07-31,CAD,-0.008387174,-0.04433728,-0.042322516,0.0406844
2017-08-31,CAD,-0.009819427,-0.04457552,-0.038212672,0.038916968
2017-09-29,CAD,-0.013103555,-0.052205782,-0.040120598,0.043520737
2017-10-31,CAD,-0.011663515,-0.048777208,-0.039345816,0.0414436
2017-11-30,CAD,-0.012566109,-0.049443655,-0.037702333,0.041060515
2017-12-29,CAD,-0.016215865,-0.056421172,-0.037949067,0.044751592
2018-07-31,CAD,-0.02219493,-0.06931411,-0.039148066,0.05113307
2018-08-31,CAD,-0.022905784,-0.06974988,-0.037406553,0.050568484
2018-09-28,CAD,-0.02405795,-0.073757544,-0.04021269,0.053732924
2018-10-31,CAD,-0.025756264,-0.07788663,-0.041218568,0.05621555
2018-11-30,CAD,-0.023774015,-0.073047996,-0.03954596,0.053090274
2018-12-31,CAD,-0.020585233,-0.06522617,-0.03691158,0.047940426
2019-01-31,CAD,-0.019817704,-0.06326061,-0.03618341,0.046791896
2019-02-28,CAD,-0.019008499,-0.06217007,-0.037188,0.04666391
2019-03-29,CAD,-0.017298942,-0.05562375,-0.031964187,0.04108743
2019-04-30,CAD,-0.01596848,-0.054817975,-0.034707423,0.041996807
2019-05-31,CAD,-0.015586913,-0.051618308,-0.030671682,0.038620368
2019-06-28,CAD,-0.01691681,-0.05232272,-0.027805328,0.03767073
2019-07-31,CAD,-0.0178044,-0.05402197,-0.027784023,0.038518846
2019-08-30,CAD,-0.017060779,-0.0489794,-0.022145867,0.03355976
2019-09-30,CAD,-0.020154063,-0.055501245,-0.02299968,0.037068978
2019-10-31,CAD,-0.018158332,-0.053509183,-0.026116496,0.037518308
2019-11-29,CAD,-0.01906965,-0.0553463,-0.026392873,0.03849999
2019-12-31,CAD,-0.019524554,-0.05906851,-0.031153662,0.042348698
2020-01-31,CAD,-0.0171269,-0.05065681,-0.024636034,0.035512
2020-02-28,CAD,-0.013222681,-0.04178245,-0.023173064,0.030429903
2020-03-31,CAD,-0.002343662,-0.020248972,-0.022729483,0.020411663
2020-04-30,CAD,0.00048739742,-0.014830375,-0.023126729,0.017950993
2020-05-29,CAD,0.0012076264,-0.013441294,-0.02330833,0.017367385
2020-06-30,CAD,0.00077933073,-0.013952602,-0.02315823,0.017390886
2020-07-31,CAD,0.00060834596,-0.013195891,-0.021380365,0.016236378
2020-08-31,CAD,0.0023379754,-0.012565911,-0.025789633,0.017878618
2020-09-30,CAD,0.0022112834,-0.012528533,-0.02512446,0.017660934
2020-10-30,CAD,0.003683031,-0.011404415,-0.028100785,0.018380383
2020-11-30,CAD,0.0031492072,-0.012456335,-0.028189823,0.018882442
2020-12-31,CAD,0.0045240154,-0.0107296705,-0.029642992,0.01873386
2021-01-29,CAD,0.0065999767,-0.009744827,-0.034488223,0.020374123
2021-02-26,CAD,0.006229488,-0.014345763,-0.041283794,0.02558244
2021-03-31,CAD,0.009434633,-0.012834687,-0.048360594,0.02805523
2021-04-30,CAD,0.008692519,-0.013190426,-0.046583056,0.027659647
2021-05-31,CAD,0.00754836,-0.0141432565,-0.044598438,0.027286457
2021-06-30,CAD,0.0036069667,-0.019110765,-0.04021484,0.027976956
2021-07-30,CAD,0.0037232656,-0.017485365,-0.0376143,0.026158761
2021-08-31,CAD,0.0032595946,-0.018379502,-0.037708294,0.026602592
2021-09-30,CAD,0.00254066,-0.02231714,-0.041970972,0.030396085
2021-10-29,CAD,-0.008200893,-0.0408227,-0.038921233,0.038100004
2021-11-30,CAD,-0.009199269,-0.040137857,-0.03464151,0.035774443
2021-12-31,CAD,-0.009997546,-0.040771313,-0.033086136,0.035347745
2022-01-31,CAD,-0.012382397,-0.049283966,-0.038474765,0.04200175
2022-02-28,CAD,-0.014456019,-0.053077593,-0.03820265,0.04337277
2022-03-31,CAD,-0.025317144,-0.07609627,-0.041314457,0.055818643
2022-04-29,CAD,-0.030226232,-0.08904604,-0.04651298,0.06371368
2022-05-31,CAD,-0.030179441,-0.08910894,-0.046620205,0.063540444
2022-06-30,CAD,-0.037209563,-0.10432161,-0.048431437,0.07134928
2022-07-29,CAD,-0.038103852,-0.10146595,-0.039300907,0.06575372
2022-08-31,CAD,-0.049068596,-0.12362419,-0.041224673,0.07755992
2022-09-30,CAD,-0.051438585,-0.12831931,-0.04085452,0.079309404
2022-10-31,CAD,-0.053439442,-0.1327407,-0.041472666,0.081478775
2022-11-30,CAD,-0.055398863,-0.13256082,-0.034434423,0.078165784
2022-12-30,CAD,-0.05572816,-0.13694906,-0.040417716,0.082786635
2023-01-31,CAD,-0.054029696,-0.13028699,-0.03441409,0.07671831
2023-02-28,CAD,-0.058729492,-0.14140491,-0.03853752,0.08438685
2023-03-31,CAD,-0.0536486,-0.12932122,-0.034017622,0.076464996
2023-04-28,CAD,-0.054126296,-0.12987687,-0.033325776,0.07635667
2023-05-31,CAD,-0.06165523,-0.14570118,-0.035353176,0.08500341
2023-06-30,CAD,-0.06870181,-0.15760998,-0.032391094,0.08951448
2023-07-31,CAD,-0.06895772,-0.1607056,-0.036339622,0.09281901
2023-08-31,CAD,-0.06764945,-0.1594724,-0.038385183,0.09310031
2023-09-29,CAD,-0.06759445,-0.16374332,-0.045817006,0.09839784
2023-10-31,CAD,-0.061843783,-0.15490106,-0.04961045,0.0954691
2023-11-30,CAD,-0.05767352,-0.141426,-0.04120166,0.08516279
2023-12-29,CAD,-0.05433979,-0.13036937,-0.034049742,0.07661052
2024-01-31,CAD,-0.0559292,-0.13659167,-0.038265344,0.08147001
2024-02-29,CAD,-0.05769829,-0.14107351,-0.040474493,0.084911264
2010-01-29,DKK,-0.0074359775,-0.05809,-0.06829198,0.0585651
2010-02-26,DKK,-0.0046875924,-0.052619644,-0.06840077,0.0556182
2010-03-31,DKK,-0.0039187595,-0.05093374,-0.06798345,0.054682102
2010-04-30,DKK,-0.003911566,-0.049412563,-0.06563921,0.05276116
2010-05-31,DKK,-0.0034643486,-0.04450842,-0.059591044,0.047428694
2010-06-30,DKK,-0.003906045,-0.04468392,-0.058520854,0.046954446
2010-07-30,DKK,-0.0034620408,-0.045644023,-0.060967844,0.048995163
2010-08-31,DKK,-0.0068152677,-0.04264054,-0.046022773,0.040627588
2010-09-30,DKK,-0.008743201,-0.04897406,-0.05006551,0.04567527
2010-10-29,DKK,-0.009610374,-0.052340332,-0.0529525,0.04843426
2010-11-30,DKK,-0.007012423,-0.05089684,-0.05912298,0.05019049
2010-12-31,DKK,-0.006598305,-0.05333286,-0.06474689,0.05426786
2011-01-31,DKK,-0.009975312,-0.060774997,-0.06481084,0.058570918
2011-02-28,DKK,-0.011018126,-0.062065437,-0.064200446,0.059018712
2011-03-31,DKK,-0.014585788,-0.07048988,-0.06597108,0.06378776
2011-04-29,DKK,-0.0140104415,-0.06897643,-0.06509187,0.06270869
2011-05-31,DKK,-0.011616607,-0.062696144,-0.062366985,0.05807709
2011-06-30,DKK,-0.011012923,-0.063625574,-0.06538687,0.06009859
2011-08-31,DKK,-0.0042161588,-0.045233093,-0.057438366,0.046904493
2011-09-30,DKK,-0.004757817,-0.039540216,-0.047326013,0.039433718
2011-10-31,DKK,-0.005156764,-0.04164712,-0.049649604,0.041597344
2011-11-30,DKK,-0.002417107,-0.035371758,-0.048770264,0.037813038
2011-12-30,DKK,-0.00039397832,-0.028664468,-0.044268616,0.032592453
2012-01-31,DKK,0.00030310266,-0.02787813,-0.044983394,0.03241636
2012-02-29,DKK,-0.00018837955,-0.029994953,-0.04685484,0.03456481
2012-03-30,DKK,-2.2190623e-05,-0.030229297,-0.047676846,0.035103325
2012-04-30,DKK,0.0020717178,-0.026215903,-0.04770986,0.0330918
2012-05-31,DKK,-0.00010755658,-0.021272726,-0.033040833,0.024309373
2012-06-29,DKK,0.0054609394,-0.017100746,-0.043739572,0.027116505
2012-07-31,DKK,0.009303607,-0.009181119,-0.043064956,0.023061266
2012-08-31,DKK,0.008668378,-0.010210611,-0.042628963,0.023475377
2012-09-28,DKK,0.008570561,-0.012046976,-0.044855453,0.0255443
