tau,G_mean,G_std,G_min,G_max,pct_neg,pct_abs_lt001,pct_abs_lt005
1.0,-0.5133198421193716,0.02714204089957511,-0.5574706283234359,-0.42586762163559877,100.0,0.0,0.0
2.0,-0.8474699498845873,0.025985256361297292,-0.8896236841663551,-0.7634561716635242,100.0,0.0,0.0
3.0,-1.0420586443045483,0.023971552907257377,-1.0809009841593442,-0.9644402543585298,100.0,0.0,0.0
4.0,-1.150328177528086,0.02207681312377089,-1.1860747283258184,-1.0787741742543415,100.0,0.0,0.0
5.0,-1.2154992854122242,0.02041806508192165,-1.2485350017198216,-1.1492469784299442,100.0,0.0,0.0
6.0,-1.2584026882859762,0.018863370444312348,-1.2889000805179844,-1.1971218247451536,100.0,0.0,0.0
7.0,-1.2882761036771917,0.01734074777090348,-1.3162939364123618,-1.2318792563673846,100.0,0.0,0.0
8.0,-1.30944087285313,0.015840770597903498,-1.3350233350974183,-1.2578747908098697,100.0,0.0,0.0
9.0,-1.3241996575524975,0.014380795049719675,-1.3474182869949767,-1.2773541396951302,100.0,0.0,0.0
10.0,-1.3339965574353494,0.012983649750829267,-1.3549584715580276,-1.2916845278710012,100.0,0.0,0.0
11.0,-1.339874122370904,0.011668573032722387,-1.3587160478167921,-1.3018423978227762,100.0,0.0,0.0
12.0,-1.3426543302152842,0.01044843349229253,-1.3595323765689726,-1.3086041521568808,100.0,0.0,0.0
13.0,-1.3430124580612612,0.009329748983754974,-1.3580920402809395,-1.3126203925224558,100.0,0.0,0.0
14.0,-1.341510201875571,0.008313786241725445,-1.354957788951471,-1.3144457004993109,100.0,0.0,0.0
15.0,-1.3386138393317522,0.0073979319963289785,-1.3505909263254017,-1.314552445430179,100.0,0.0,0.0
16.0,-1.3347071277039781,0.00657697455949792,-1.3453662616412358,-1.3133395264107666,100.0,0.0,0.0
17.0,-1.3301022967000022,0.005844157847897649,-1.3395847750600371,-1.3111398901988485,100.0,0.0,0.0
18.0,-1.3250501034517475,0.005191979821101051,-1.3334849266191002,-1.3082279098160248,100.0,0.0,0.0
19.0,-1.31974909828153,0.004612758119106853,-1.3272527994905028,-1.3048267182414075,100.0,0.0,0.0
20.0,-1.3143540352026513,0.004099004956959012,-1.3210310827851988,-1.301115307983277,100.0,0.0,0.0
21.0,-1.308983355890175,0.00364365632185007,-1.3149268971878072,-1.2972351869708585,100.0,0.0,0.0
22.0,-1.3037257258058148,0.0032401958666447043,-1.3090185080127,-1.2932964421009254,100.0,0.0,0.0
23.0,-1.298645651425241,0.0028827064287479556,-1.3033610077304658,-1.2893831333991472,100.0,0.0,0.0
24.0,-1.2937882428752634,0.002565874358302379,-1.2979910724249601,-1.2855580004881613,100.0,0.0,0.0
25.0,-1.2891832060093575,0.002284964990768453,-1.2929309050914874,-1.2818665040816815,100.0,0.0,0.0
26.0,-1.2848481555801172,0.0020357820550549253,-1.2881914773098495,-1.2783402505046297,100.0,0.0,0.0
27.0,-1.2807913407032503,0.0018146195796787615,-1.283775173574291,-1.2749998605176924,100.0,0.0,0.0
28.0,-1.2770138684970649,0.0016182117765657681,-1.2796779323643677,-1.2718573486344174,100.0,0.0,0.0
29.0,-1.2735115039341316,0.0014436842185295408,-1.2758909668101026,-1.2689180785939154,100.0,0.0,0.0
30.0,-1.2702761150747568,0.0012885081605961022,-1.2724021366812792,-1.266182356859341,100.0,0.0,0.0
