finite_pct,max_abs_p0_err,mean_abs_p0_err,min_p,max_p,pct_nonpos,pct_above_one,pct_upticks,max_uptick,g0_min,g0_max,g0_mean,g0_pct_neg,G_global_min,G_global_abs_min,G_any_neg,G_any_abs_tiny,sigma_min,sigma_max,pct_sigma_nonpos,rho_abs_max,pct_rho_out,min_cov_eig,max_cond,mean_cond,diag_err_max,chol_any_neg,K_max_real_eig,K_all_neg,K_eig_real_0,ODE_max_A0,ODE_max_B0,ODE_boundary_ok,gamma_min,gamma_max,gamma_nonneg,cov_max_sym_err,cov_sym_ok,r_mean,r_std,r_min,r_max,r_p5,r_p95,r_pct_neg,r_pct_very_neg,r_pct_high,max_abs_sr,mean_abs_sr
100.0,0.0,0.0,0.23549312566411063,1.2304936045999262,0.0,3.0283080974325216,3.1292517006802725,0.010213321540593956,-0.14356199181321916,-0.01342052463134294,-0.09967024765533129,100.0,-1.3595323765689726,0.42586762163559877,1,0,0.9963722376232041,1.0698184444330447,0.0,0.0,0.0,0.9927576359062708,1.0,1.0,0.0,0,1.8021771907806396,0,1.8021771907806396,0.0,0.0,1,0.00047871195171062214,0.23316613489908222,1,0.0,1,0.003095759801605235,0.002234274069040988,-0.0005499949116891731,0.01027768622928735,0.0001220825264324132,0.0072980927783598,3.1292517006802725,0.0,0.0,1.5612511283791264e-17,1.9408489704907277e-18
