epoch,train_nll,train_sigma_loss,train_total,val_nll,val_sigma_loss,val_total,curve_rmse_bp,kappa,hl_y,sigma_mean,lr,time_sec
27,-9.767199016618425,0.00020277397173235252,-9.70636682509872,-7.068758500337108,0.00017726245104898863,-7.0155797650224105,74.34865894336622,0.16771131267327483,9.427553332308326,0.021583491501627812,9.528893909706794e-05,1.2226477000222076
28,-9.7679278781116,0.0002023346491430395,-9.707227483368687,-7.065941078949608,0.00017684634529845485,-7.0128871753600714,74.34949268579639,0.16770696718224762,9.441766331543466,0.021567851007265493,9.495236500015045e-05,1.2825391000078525
29,-9.768740587114948,0.00020191106642457622,-9.708167267187576,-7.063714484598398,0.00017646243959722408,-7.010775752719231,74.34925818145823,0.16770084005562422,9.45682897278637,0.021553368499602817,9.460482294732418e-05,1.3523587000090629
30,-9.769464851910698,0.00020150117535597945,-9.709014499303903,-7.061258398437529,0.0001760644011469295,-7.00843907809345,74.34728639084213,0.16770671365451795,9.462535746611163,0.02153837682489093,9.424639868939032e-05,1.4220277999993414
31,-9.770238262929784,0.0002010975840245711,-9.709908987722411,-7.0588274550083145,0.0001756667381870333,-7.006127433552204,74.34742376353597,0.16769142046934737,9.48165269364215,0.021523377824932712,9.387718066217123e-05,1.4943681000149809
32,-9.77099342038836,0.00020066039226110516,-9.710795302710029,-7.0562231213812,0.00017526336594295193,-7.003644111598315,74.3489273563194,0.16767757446568796,9.502375653864522,0.021508158117116816,9.349725996469046e-05,1.567846300022211
33,-9.771736768922354,0.00020024254767536648,-9.711664004619744,-7.053536168578335,0.0001748616359674103,-7.001077677788111,74.34931312460479,0.16766496831591637,9.520091340645257,0.02149296208856434,9.31067303366952e-05,1.6395997000217903
34,-9.772516347773976,0.00019983720988797564,-9.712565184807582,-7.051239482256913,0.00017447877768547425,-6.99889584895127,74.34813538321666,0.1676657926617651,9.52986492293874,0.021478451028304767,9.270568813552755e-05,1.711607000004733
35,-9.773243480127135,0.00019942197976283952,-9.713416886198281,-7.048927089944703,0.00017409507860557719,-6.996698566363029,74.34643631400984,0.16766744293379504,9.537618745306903,0.021463931594170538,9.229423231234973e-05,1.7859794000105467
36,-9.774008886164486,0.00019902951035438802,-9.71430003305817,-7.047056019533746,0.00017373484335528186,-6.994935566527161,74.3431203267586,0.16767096966047076,9.542198591285937,0.02145028685756492,9.187246438772937e-05,1.8554062000184786
37,-9.774746757017063,0.00019865704673535146,-9.715149642996456,-7.044995474573954,0.00017336694037700057,-6.992985392460853,74.34291537486583,0.16767100183047015,9.553463726476359,0.02143634122435034,9.144048842659079e-05,1.9283922000031453
38,-9.775442828203467,0.0001982607596096178,-9.71596460032058,-7.042559764258419,0.0001729878428821932,-6.990663411393762,74.34297671047288,0.16767063231178436,9.56480650497166,0.021421933457657763,9.099841101253865e-05,2.0067204000079073
39,-9.776182151733,0.00019786328495200166,-9.7168231662474,-7.040141114806886,0.00017261087208681237,-6.988357853180842,74.34173160577139,0.16766461141705222,9.576194025028016,0.021407556741205216,9.054634122155989e-05,2.0787343000120018
40,-9.776885732942683,0.00019745501249671278,-9.717649229193672,-7.037584580320389,0.00017222798148931628,-6.985916185873593,74.34088248572532,0.1676655489386576,9.584710454510954,0.021392969776126255,9.008439059511098e-05,2.1513829000177793
41,-9.777636782592834,0.0001970688604391388,-9.718516124461093,-7.035395189126328,0.00017186496159298051,-6.9838357006484335,74.33891755640525,0.16766482712314265,9.592858921992685,0.02137908107437826,8.961267311259666e-05,2.2400992000184488
42,-9.778351887957081,0.0001966784196810244,-9.719348362052772,-7.033186442198035,0.00017150182335819427,-6.981735895190577,74.33628640810745,0.16766491217041757,9.599125194680502,0.021365189061044287,8.91313051632473e-05,2.3084931000194047
43,-9.779087995740156,0.00019630131960569796,-9.720197599858444,-7.031171863954987,0.0001711479484525465,-6.979827479419223,74.33275887754655,0.16767887752284474,9.597000540481336,0.02135165218490153,8.864040551740155e-05,2.3849719999998342
44,-9.779751170560887,0.0001959200819367969,-9.720975145979848,-7.028765743500774,0.00017078017093837054,-6.977531692219262,74.33100038778556,0.1676816990804374,9.60238054607154,0.021337577572946385,8.814009529720152e-05,2.4692837000184227
45,-9.780496918283438,0.0001955414851286148,-9.721834472744854,-7.026662085974773,0.00017042692118677784,-6.975534009618739,74.32940167501788,0.16769376765724914,9.60444097379173,0.021324040923101157,8.763049794670774e-05,2.541398300003493
46,-9.781175319285582,0.00019516522809727918,-9.722625750856398,-7.0244471990101225,0.0001700733741814253,-6.973425186755695,74.32601292536141,0.16770432413219696,9.603547218646352,0.021310451059492145,8.711173920144116e-05,2.614357500016922
47,-9.781890345956116,0.00019479236940321936,-9.723452635135152,-7.022292491125104,0.00016972551633797725,-6.971374836223712,74.32492611226287,0.16770779997358617,9.61098832779725,0.021297053243137524,8.658394705735986e-05,2.703518000023905
48,-9.782560267182086,0.00019442235118588617,-9.72423356182632,-7.019961116385622,0.00016937111693836026,-6.9691497813041146,74.32458195688257,0.16771239817291772,9.618820831661415,0.021283421692728142,8.604725173927785e-05,2.7746342000027653
49,-9.783292753944572,0.00019405875552006276,-9.725075127288553,-7.01811578290947,0.00016903883017960439,-6.967404133855587,74.32440431483367,0.16772961629352348,9.620410698562043,0.02127063407028153,8.550178566873408e-05,2.842591699998593
50,-9.783948336967823,0.00019370625575031126,-9.725836460242729,-7.015983060764449,0.00016870145692916963,-6.965372623685697,74.32382576833118,0.1677363497338722,9.625496592126744,0.021257645689889814,8.494768343131954e-05,2.9084794000082184
51,-9.784602541701336,0.0001933458809495571,-9.726598777416466,-7.0136651023460335,0.00016835482021080114,-6.9631586562827925,74.32563206429823,0.16773693592549688,9.638371797726617,0.0212443216016996,8.438508174347008e-05,2.981371300003957
52,-9.78528962356185,0.0001929860786113403,-9.727393799978449,-7.011469909833833,0.00016801504228394808,-6.961065397148649,74.3253554083582,0.16773159465809392,9.65116768811829,0.021231210054651804,8.381411941873377e-05,3.057570200006012
53,-9.785928668383706,0.00019262679400386786,-9.728140630182544,-7.009117065506274,0.0001676726352409236,-6.958815274933997,74.32590838908273,0.167727152558213,9.66409999032979,0.021217969173099226,8.323493733352075e-05,3.13370480001322
54,-9.786610822164041,0.0001922719705978096,-9.7289292309847,-7.007182875017424,0.00016735013864428177,-6.95697783342414,74.32262659868861,0.1677368195801259,9.66345902741124,0.021205482196000547,8.264767839234407e-05,3.2036509000172373
55,-9.787272611910124,0.00019193118258090125,-9.729693257135853,-7.005230824470498,0.00016702739903777264,-6.9551226047591665,74.31855062568201,0.16772863840606803,9.670376608386015,0.021192956941511715,8.205248749256012e-05,3.274479700019583
56,-9.787926329474795,0.0001915859571971183,-9.73045054231566,-7.003131226821891,0.0001667000977162788,-6.9531211975070075,74.3165565512421,0.16772097950993087,9.680205298245877,0.021180253716577488,8.144951148861738e-05,3.352963000012096
57,-9.788550185215879,0.00019123685924991716,-9.731179127440905,-7.00086179101998,0.00016636857589370126,-6.95095121825187,74.3139142740752,0.16772457901746132,9.682772408959172,0.021167392634246787,8.083889915582232e-05,3.4283848000050057
58,-9.789227819576846,0.0001908989992678539,-9.731958119796492,-6.998837424382516,0.00016604866206020112,-6.949022825764455,74.3111581264309,0.16772836627795384,9.684627016342866,0.02115496484204462,8.022080115363124e-05,3.5022626999998465
59,-9.78984619961349,0.00019055613561423264,-9.73267935892922,-6.996749141234495,0.0001657302621099999,-6.9470300626014945,74.30807420391454,0.16773219188146443,9.686745422304778,0.021142556063586518,7.959536998847741e-05,3.6366815000073984
60,-9.790476460946211,0.00019021814819589428,-9.733411016487443,-6.9946127714298365,0.00016541184968442332,-6.94498921652451,74.30496207789517,0.1677406570754351,9.686105326856204,0.021130131152752106,7.896275997614227e-05,3.7181606000231113
61,-9.791132892126937,0.0001898875477409693,-9.734166627804646,-6.992672222821718,0.0001651012417654424,-6.943141850292085,74.30545987209608,0.16774406084404453,9.69469581519507,0.021118024908383926,7.832312720368045e-05,3.7923662000102922
62,-9.791708060623819,0.00018954845972235778,-9.73484352270711,-6.990444393555975,0.00016478466409349768,-6.941008994327925,74.30544338676418,0.16774422932033997,9.703722310211246,0.021105699012434816,7.76766294909075e-05,3.868532399996184
63,-9.792365961764707,0.0001892279342140496,-9.73559758150049,-6.988473957406741,0.0001644817512764355,-6.939129432023811,74.30501279547566,0.16774617845049566,9.711321538961297,0.021093870684947877,7.70234263514603e-05,3.9407050000154413
64,-9.792960920387728,0.00018890911670876333,-9.736288185375098,-6.986450520012581,0.00016417857183387204,-6.93719694846242,74.3035182401049,0.1677464276552773,9.717617235437459,0.021082014180574454,7.636367895343944e-05,4.018385500006843
65,-9.793578878915428,0.00018858328387203412,-9.737003893753815,-6.98453698180776,0.0001638786567491172,-6.935373384783024,74.30199868101207,0.16774289437466688,9.72581808044597,0.02107031677340836,7.569755007964335e-05,4.093137400021078
66,-9.794179130426468,0.00018827824968134177,-9.737695655522066,-6.982556503491263,0.00016357883250292526,-6.933482853740385,74.30126816221679,0.16774233277424672,9.733534368270787,0.021058611233567896,7.502520408740416e-05,4.165492500003893
67,-9.794752843183012,0.00018796130712487986,-9.738364451045546,-6.980487786548191,0.00016327873834732045,-6.931504165043995,74.29999549470524,0.1677377880646732,9.742015046945907,0.021046873090034106,7.434680686803488e-05,4.243528499995591
68,-9.79535518945546,0.00018764735472678464,-9.739060983037424,-6.978776805962639,0.0001630000807628739,-6.9298767817337765,74.2978552301518,0.16774055981546143,9.745229600804471,0.021035920916714808,7.366252580589836e-05,4.316426700010197
69,-9.795928302729376,0.00018736305414818207,-9.73971938648492,-6.977138033837966,0.00016272634657404038,-6.928320129865754,74.29535450915249,0.16774406749129397,9.7476744131632,0.021025147327425643,7.297252973710754e-05,4.392138399998657
70,-9.796494325437198,0.00018706021840228824,-9.740376259916511,-6.975409474169916,0.0001624478369567215,-6.9266751230829,74.29479276286754,0.1677398725116538,9.757679929116915,0.021014214940331035,7.227698890786777e-05,4.4687618000025395
71,-9.7970902636158,0.0001867810776708107,-9.741055940314556,-6.9738243718377975,0.00016218054888514157,-6.925170207172256,74.29453582878708,0.16773303956858077,9.769474847558907,0.021003686192397647,7.157607493247107e-05,4.54019640001934
72,-9.797602261016863,0.00018648011131060967,-9.74165822762368,-6.971865289442982,0.00016190432126425255,-6.923293993063707,74.29322424426499,0.16773408383638,9.774000420515428,0.02099280320878932,7.086996075095286e-05,4.612673800002085
73,-9.798158002681767,0.00018619252151526945,-9.742300246227183,-6.970197780417238,0.00016164237429756997,-6.9217050681279675,74.29092991867265,0.16773439648340696,9.777746469198965,0.020982475638667654,7.015882058642161e-05,4.687613000016427
74,-9.798694220637621,0.00018591499598012633,-9.742919721843583,-6.968570693123433,0.0001613840237143275,-6.9201554860091345,74.29073062684644,0.1677395148467756,9.783277463011355,0.02097229460148781,6.944282990207193e-05,4.761568000016268
75,-9.799239050890607,0.0001856479700503271,-9.74354465987551,-6.967195486307416,0.00016113834032981906,-6.91885398420847,74.29009917253478,0.1677430290555753,9.78942871382465,0.020962576480895386,6.872216535789155e-05,4.829745499999262
76,-9.799771377131568,0.000185390950801387,-9.744154091891154,-6.965824434396292,0.00016089406197490974,-6.917556215803819,74.28955661897906,0.16774068675623896,9.798642757647995,0.020952915542291624,6.79970047670732e-05,4.901542900013737
77,-9.800274921563073,0.00018512420495795973,-9.744737660075684,-6.9641750850231725,0.00016064026817764424,-6.915983004569879,74.28826269214949,0.1677423170587023,9.803639437017411,0.020942865399435646,6.726752705214191e-05,4.973766000010073
78,-9.800805312960733,0.00018485497331534442,-9.745348820966127,-6.962541691407045,0.00016038666052137018,-6.914425693250634,74.2861802026561,0.16774974609913396,9.803952712770508,0.020932827024298873,6.653391220080837e-05,5.0402943000080995
79,-9.801321009117109,0.00018458342032307741,-9.745945983020185,-6.960779041321932,0.0001601298636437835,-6.912740082228797,74.28596409946896,0.16774489531762837,9.813825605115277,0.02092265388060181,6.579634122155987e-05,5.121111200016458
80,-9.801833160259912,0.0001843123212578505,-9.746539463882558,-6.958952980364202,0.00015987303613771236,-6.910991069522889,74.2865609700092,0.16773948998328045,9.825003611627492,0.02091248308521914,6.505499609899902e-05,5.197196000022814
81,-9.802358428500813,0.00018404625276526913,-9.747144552671234,-6.957464256648778,0.000159631279152715,-6.909574872902963,74.28627200111696,0.16773767710992285,9.832867407490754,0.02090290514574422,6.431005974894184e-05,5.270092599996133
82,-9.802853472329987,0.0001837910971416278,-9.7477161431875,-6.955872102474824,0.00015938769357990443,-6.908055794400852,74.28529568149041,0.16773191011986952,9.841371848997273,0.020893246322864566,6.356171597328593e-05,5.350857700017514
83,-9.803358964766641,0.00018353771984374806,-9.74829764881352,-6.954548672600172,0.0001591583221615233,-6.906801175951715,74.28390449628066,0.16772991169544607,9.848013598789594,0.020884141962296064,6.281014941466028e-05,5.436258200003067
84,-9.803844375120294,0.00018329358840489727,-9.748856298598824,-6.953024175536648,0.0001589228268027184,-6.905347327495833,74.28306359651543,0.16772841934882968,9.855241993397405,0.020874800149548737,6.20555455108673e-05,5.507969500002218
85,-9.804324539722353,0.00018304297629663616,-9.749411646833362,-6.9513813360216306,0.00015868338197394858,-6.903776321429446,74.28267700669676,0.16772587939577574,9.863645002994064,0.020865298144166603,6.129809044912884e-05,5.586416700010886
86,-9.804797486477066,0.00018279254202841153,-9.749959723868542,-6.949773366794781,0.00015844861223677194,-6.9022387831237495,74.2827591781439,0.16772514041066802,9.872138494082455,0.0208559788990655,6.053797112014735e-05,5.657758400018793
87,-9.805293229056863,0.0001825539439513259,-9.750527045871467,-6.948400045163012,0.00015822908737445895,-6.900931318950675,74.282050600191,0.16772176960326896,9.880054212001337,0.020847241090413388,5.977537507199336e-05,5.731796700012637
88,-9.805730528722439,0.00018232603833899264,-9.75103271722074,-6.946842529229183,0.00015800580568298231,-6.899440787524289,74.2812971413931,0.16772192021122354,9.885472800870058,0.020838339030686107,5.901049046383074e-05,5.804652100021485
89,-9.806175941679841,0.0001820827034332431,-9.751551130649867,-6.945380095349842,0.00015778710608247863,-6.898043963525098,74.27969256354864,0.16772309011322722,9.888409936503146,0.02082961430076518,5.82435060194914e-05,5.8700364000105765
90,-9.806642412170039,0.00018186643771340148,-9.752082480856018,-6.94412825111955,0.00015757664038517136,-6.896855259003999,74.27889684608395,0.16771713193291377,9.89696668144583,0.02082122001751081,5.747461098091032e-05,5.9474692000076175
91,-9.807098962221444,0.0001816358796672633,-9.752608198321264,-6.943014428131367,0.00015737203332174206,-6.895802818134844,74.277816434079,0.16771697907062402,9.902198206436584,0.02081307091646703,5.670399506143304e-05,6.018001799995545
92,-9.807521354560148,0.00018141642333294457,-9.753096427560264,-6.941521993770701,0.00015715659940629254,-6.894375013948813,74.27705754001246,0.1677156426260352,9.907988952545951,0.020804479127444327,5.593184839900672e-05,6.0906834000197705
93,-9.807974315991812,0.0001811961817666403,-9.75361546146182,-6.940178720076552,0.00015694825300787693,-6.893094244174189,74.27725232557827,0.16771124335244283,9.91693469895384,0.020796157250687092,5.5158361509266434e-05,6.161263900023187
94,-9.808397699363383,0.00018097260169417796,-9.754105918855128,-6.938863420459564,0.00015674399545165154,-6.891840221824068,74.27670333483346,0.16770689319274107,9.924831040779615,0.02078798819982474,5.43837252385283e-05,6.251298600021983
95,-9.808831150321687,0.00018076150950076383,-9.754602697471455,-6.937544992073677,0.00015654246600299712,-6.890582252272778,74.27580930104071,0.16770806260463575,9.929324796349606,0.020779935182983066,5.360813071670099e-05,6.325719500018749
96,-9.809245329788826,0.00018054595706869367,-9.755081542668217,-6.936173140216188,0.00015633994078505204,-6.889271157980673,74.27531273097297,0.16770818621410594,9.934719534127488,0.02077184428047115,5.283176931012728e-05,6.412181399995461
97,-9.809661602846933,0.00018033152967597877,-9.75556214394414,-6.934802553951,0.00015613961930640256,-6.88796066815908,74.27625771330325,0.1677060729493283,9.943918812708299,0.020763824303994878,5.2054832574367325e-05,6.485268200020073
98,-9.810064632469597,0.00018012285269066328,-9.756027776662396,-6.933432084020063,0.00015594265835431185,-6.886649286513769,74.27659073005853,0.16769949221339336,9.954339320937624,0.020755933527183697,5.12775122069351e-05,6.557341200008523
99,-9.810462153545158,0.00017991739609729974,-9.75648693471597,-6.932177716701391,0.00015575277050855653,-6.885451885548824,74.2753616418832,0.16770049206907287,9.957588473303923,0.020748318886780213,5.0499999999999974e-05,6.632944700017106
100,-9.810870704193128,0.0001797214859601355,-9.756954258405088,-6.931158471841547,0.0001555753251290761,-6.8844858743028245,74.27421526258549,0.16769375944387152,9.965630086528469,0.020741183381043117,4.972248779306486e-05,6.706082999997307
101,-9.81125531709258,0.00017953695466785282,-9.757394230692224,-6.930081643685744,0.00015539698160488077,-6.88346254920428,74.27380488693225,0.16769733585543586,9.968636790931317,0.020734021173000574,4.894516742563262e-05,6.780582200008212
102,-9.811639393604464,0.0001793430217798247,-9.757836487070515,-6.928941091851442,0.0001552183036132319,-6.882375600767473,74.27287886359494,0.1677013028610194,9.97093824065763,0.020726837571424135,4.8168230689872665e-05,6.847062100016046
103,-9.812011602009415,0.00017915567286030335,-9.758264900151325,-6.927731978109642,0.00015503994817866478,-6.8812199936560425,74.2728815874405,0.16770026337122615,9.977044387917218,0.02071966169004967,4.739186928329896e-05,6.926489000004949
104,-9.81235739879986,0.00017897002376156002,-9.758666391671394,-6.926606077913157,0.00015486923671666742,-6.880145306898157,74.27124459958195,0.16770302369287007,9.978064565604656,0.020712796157316055,4.661627476147166e-05,7.003435799997533
105,-9.812730540684475,0.0001787993279235996,-9.759090742307393,-6.925833174599325,0.00015471614362251796,-6.87941833151257,74.26919283499092,0.16771061681948915,9.976316541404088,0.020706636442278832,4.584163849073352e-05,7.074494400003459
106,-9.8130684668508,0.00017862838345830177,-9.759479951813308,-6.924858083315396,0.0001545549052862094,-6.878491611729533,74.26875838270057,0.16770982650004715,9.98156190358828,0.020700156028728187,4.506815160099324e-05,7.14237780001713
107,-9.813422014038862,0.00017846641032819501,-9.759882090940401,-6.923877050351068,0.00015439490592388896,-6.877558578573901,74.26775584930277,0.16770875247427264,9.985828799253913,0.02069370330790247,4.429600493856693e-05,7.213562600023579
108,-9.813756496892532,0.00017828843108738288,-9.760269967566321,-6.922779677613883,0.00015423123231111688,-6.8765103079205465,74.26762607523018,0.16770822972669572,9.991178614994963,0.020687126504532784,4.3525389019089654e-05,7.2823514000047
109,-9.814092935351274,0.00017812196325153076,-9.760656346375814,-6.921837486619359,0.00015407641532243623,-6.875614562022628,74.26643234021783,0.1677076429216119,9.994679374115334,0.020680893369664895,4.275649398050856e-05,7.36084470001515
110,-9.814415483209503,0.0001779622088101116,-9.761026820566471,-6.920820178916231,0.00015392094271742814,-6.874643896101004,74.26670186925043,0.16770792290635295,10.000026802297441,0.020674626948914684,4.1989509536169206e-05,7.432657099998323
111,-9.814748276817708,0.00017779608458913485,-9.76140945144097,-6.919943254931601,0.00015377313820286404,-6.873811313470741,74.26486651283915,0.1677096824249504,10.00057238972703,0.02066867090439683,4.122462492800662e-05,7.502076400007354
112,-9.81505840129893,0.00017764730747633307,-9.761764209056034,-6.9190269733695455,0.0001536262806451813,-6.872939089175991,74.26426227232551,0.16771005836678773,10.004114844661029,0.02066275220546735,4.0462028879852624e-05,7.578972000017529
113,-9.815383815942742,0.00017748891760533203,-9.762137140661142,-6.918199134819366,0.00015348320327693616,-6.872154173836285,74.26264840298194,0.16771225395886807,10.005062713193468,0.020656997675950056,3.970190955087115e-05,7.645597399998223
114,-9.815692429822793,0.00017734309948523553,-9.762489499977221,-6.917275014704628,0.00015333866054137522,-6.871273416542215,74.261372606912,0.16771565105448177,10.005846036791347,0.02065118209595013,3.894445448913267e-05,7.715310800005682
115,-9.81598575361558,0.00017718862955849808,-9.762829164748032,-6.9162184767904575,0.00015319188192388673,-6.870260912213292,74.26090340941478,0.16771706153666563,10.008760300147141,0.020645267321494708,3.8189850585339674e-05,7.790757400012808
116,-9.816290000910609,0.00017703671918465493,-9.763178985155212,-6.915175826121409,0.00015304791259418415,-6.869261452343154,74.25985415657979,0.16771614453490669,10.011759894151076,0.020639451843550382,3.743828402671403e-05,7.861860400007572
117,-9.816589795458524,0.00017688173245149612,-9.763525275723074,-6.914188604627454,0.00015290802411437062,-6.868316197393143,74.2580738701211,0.1677181682195081,10.011565056623246,0.020633797201458977,3.6689940251058145e-05,7.935594000009587
118,-9.816875576410299,0.0001767374215852175,-9.763854349934732,-6.913175791643068,0.0001527688276836028,-6.867345143337987,74.25743537434005,0.16771655867932386,10.015614536127506,0.020628175029660325,3.594500390100095e-05,8.034525099996245
119,-9.817166199989426,0.0001766077364104623,-9.764183879066286,-6.912258911911637,0.00015263779591875016,-6.8664675731360125,74.25674759334078,0.16771805110576235,10.017730378745211,0.020622865005490543,3.520365877844011e-05,8.108770699996967
120,-9.81743340600443,0.0001764511229545524,-9.764498069118064,-6.911271820535396,0.0001525069889259599,-6.8655197238576084,74.2570431843658,0.16771813366310825,10.021949383754507,0.020617557435736594,3.4466087799191594e-05,8.18395160001819
121,-9.817691823594712,0.00017631990918145677,-9.764795850840278,-6.910270760373802,0.00015237690139559336,-6.864557689955124,74.25765387040214,0.16771745163743443,10.027284942630757,0.020612281369132672,3.373247294785807e-05,8.273999600001844
122,-9.817956466879307,0.0001761772779760394,-9.765103283486495,-6.909372788935444,0.00015225142641257447,-6.863697361011672,74.25786200404931,0.16771620112964253,10.031959132046605,0.020607196884358272,3.300299523292677e-05,8.344858399999794
