as_of_date,ccy,z_1,z_2
2010-01-29,AUD,0.088988036,-0.13916326
2010-02-26,AUD,0.08946302,-0.1378223
2010-03-31,AUD,0.092364326,-0.14593807
2010-04-30,AUD,0.09191486,-0.14696956
2010-05-31,AUD,0.08677534,-0.13879725
2010-06-30,AUD,0.08391244,-0.13461882
2010-07-30,AUD,0.08473979,-0.13498062
2010-08-31,AUD,0.07888727,-0.12750083
2010-09-30,AUD,0.08443157,-0.13980857
2010-10-29,AUD,0.08563902,-0.13998532
2010-11-30,AUD,0.089552164,-0.14458074
2010-12-31,AUD,0.09128172,-0.14687064
2011-01-31,AUD,0.090340964,-0.1457077
2011-02-28,AUD,0.09063069,-0.1466439
2011-03-31,AUD,0.09003589,-0.14435995
2011-04-29,AUD,0.09012284,-0.1453413
2011-05-31,AUD,0.087175116,-0.14180394
2011-06-30,AUD,0.088966265,-0.1414888
2011-07-29,AUD,0.08538704,-0.13477668
2011-08-31,AUD,0.0794107,-0.12285562
2011-09-30,AUD,0.07395756,-0.1162218
2011-10-31,AUD,0.07832162,-0.12201798
2011-11-30,AUD,0.07296334,-0.111690044
2011-12-30,AUD,0.071418256,-0.110863894
2012-01-31,AUD,0.07093473,-0.110058144
2012-02-29,AUD,0.07518968,-0.11843251
2012-03-30,AUD,0.07361095,-0.11365859
2012-04-30,AUD,0.06891007,-0.10606742
2012-05-31,AUD,0.057870902,-0.08730122
2012-06-29,AUD,0.061235674,-0.09352504
2012-07-31,AUD,0.0601981,-0.091737516
2012-08-31,AUD,0.060020078,-0.09014301
2012-09-28,AUD,0.05783724,-0.08557686
2012-10-31,AUD,0.059027582,-0.08513395
2012-11-30,AUD,0.060084444,-0.08657244
2012-12-31,AUD,0.061647266,-0.0831682
2013-01-31,AUD,0.06506877,-0.08609153
2013-02-28,AUD,0.063922964,-0.08524917
2013-03-29,AUD,0.06483693,-0.09001975
2013-04-30,AUD,0.06069362,-0.08250054
2013-05-31,AUD,0.063187644,-0.08280805
2013-06-28,AUD,0.065905064,-0.0869299
2013-07-31,AUD,0.063420646,-0.081716195
2013-08-30,AUD,0.06742863,-0.08589137
2013-09-30,AUD,0.0666164,-0.085457325
2013-10-31,AUD,0.06861303,-0.08875926
2013-11-29,AUD,0.070687965,-0.08949525
2013-12-31,AUD,0.070450746,-0.09039861
2014-01-31,AUD,0.06835444,-0.08742263
2014-02-28,AUD,0.06835023,-0.08710098
2014-03-31,AUD,0.06896682,-0.08951178
2014-04-30,AUD,0.06612776,-0.086728655
2014-05-30,AUD,0.063560955,-0.0836272
2014-06-30,AUD,0.062451564,-0.08220995
2014-07-31,AUD,0.06184344,-0.08162607
2014-08-29,AUD,0.059105724,-0.0793653
2014-09-30,AUD,0.061913665,-0.0829001
2014-10-31,AUD,0.060443304,-0.08068355
2014-11-28,AUD,0.05737464,-0.07747689
2014-12-31,AUD,0.05275607,-0.07161294
2015-01-30,AUD,0.044798672,-0.064289674
2015-02-27,AUD,0.045855254,-0.06156115
2015-03-31,AUD,0.043284595,-0.058440026
2015-04-30,AUD,0.047046926,-0.06393205
2015-05-29,AUD,0.04907502,-0.063859
2015-06-30,AUD,0.0534678,-0.06859147
2015-07-31,AUD,0.049556904,-0.06479833
2015-08-31,AUD,0.048952196,-0.062204756
2015-09-30,AUD,0.046459354,-0.061166726
2015-10-30,AUD,0.046944954,-0.06078405
2015-11-30,AUD,0.048603695,-0.0658905
2015-12-31,AUD,0.050329056,-0.067395136
2016-01-29,AUD,0.045619678,-0.06234645
2016-02-29,AUD,0.042330977,-0.059807647
2016-03-31,AUD,0.043897253,-0.062385984
2016-04-29,AUD,0.043631922,-0.061272383
2016-05-31,AUD,0.040421292,-0.05644448
2016-06-30,AUD,0.03654591,-0.053519007
2016-07-29,AUD,0.03470625,-0.051498435
2016-08-31,AUD,0.034627452,-0.04922159
2016-09-30,AUD,0.036310107,-0.051063545
2016-10-31,AUD,0.04025947,-0.055773474
2016-11-30,AUD,0.046173807,-0.06186645
2016-12-30,AUD,0.047827303,-0.06446577
2017-01-31,AUD,0.047540583,-0.0624479
2017-02-28,AUD,0.04823707,-0.06330693
2017-03-31,AUD,0.047742,-0.06239233
2017-04-28,AUD,0.046055645,-0.060061194
2017-05-31,AUD,0.043340065,-0.055304863
2017-06-30,AUD,0.046523824,-0.060488787
2017-07-31,AUD,0.04625441,-0.059225433
2017-08-31,AUD,0.045486324,-0.06082377
2017-09-29,AUD,0.047707565,-0.06351329
2017-10-31,AUD,0.045768388,-0.060117945
2017-11-30,AUD,0.044106662,-0.05899757
2017-12-29,AUD,0.04493533,-0.06193588
2018-01-31,AUD,0.04654726,-0.06325997
2018-02-28,AUD,0.046258733,-0.063157514
2018-03-30,AUD,0.044514656,-0.063042685
2018-04-30,AUD,0.04591611,-0.064815864
2018-05-31,AUD,0.045150176,-0.06345532
2018-06-29,AUD,0.044706397,-0.063262224
2018-07-31,AUD,0.044484496,-0.063717656
2018-08-31,AUD,0.042685527,-0.060958352
2018-09-28,AUD,0.04474058,-0.062718384
2018-10-31,AUD,0.044216815,-0.06160821
2018-11-30,AUD,0.0441435,-0.062299766
2018-12-31,AUD,0.0410895,-0.05837831
2019-01-31,AUD,0.039743748,-0.056817412
2019-02-28,AUD,0.039127193,-0.053997293
2019-03-29,AUD,0.03414364,-0.046145517
2019-04-30,AUD,0.033842698,-0.043724112
2019-05-31,AUD,0.029817497,-0.03742393
2019-06-28,AUD,0.027223064,-0.031999957
2019-07-31,AUD,0.024782885,-0.027809406
2019-08-30,AUD,0.01989006,-0.023289794
2019-09-30,AUD,0.020944515,-0.025368104
2019-10-31,AUD,0.022456229,-0.027597051
2019-11-29,AUD,0.021252457,-0.024561413
2019-12-31,AUD,0.025940754,-0.03012246
2020-01-31,AUD,0.019634021,-0.022330828
2020-02-28,AUD,0.016342316,-0.018838711
2020-03-31,AUD,0.013105815,-0.0150357485
2020-04-30,AUD,0.014520729,-0.011908121
2020-05-29,AUD,0.014406816,-0.011501327
2020-06-30,AUD,0.014897304,-0.010714715
2020-07-31,AUD,0.013622621,-0.0094823055
2020-08-31,AUD,0.015978452,-0.009752876
2020-09-30,AUD,0.014451334,-0.008168403
2020-10-30,AUD,0.014828006,-0.006971955
2020-11-30,AUD,0.017189883,-0.008148206
2020-12-31,AUD,0.017855529,-0.008658122
2021-01-29,AUD,0.020489924,-0.0100608375
2021-02-26,AUD,0.027482893,-0.017586488
2021-03-31,AUD,0.028904006,-0.017977817
2021-04-30,AUD,0.027794011,-0.017168164
2021-05-31,AUD,0.027297042,-0.017217288
2021-06-30,AUD,0.024473408,-0.01745964
2021-07-30,AUD,0.020797454,-0.013955393
2021-08-31,AUD,0.021199485,-0.014749883
2021-09-30,AUD,0.024472283,-0.018242877
2021-10-29,AUD,0.0310275,-0.03539089
2021-11-30,AUD,0.028281976,-0.03223529
2021-12-31,AUD,0.028047632,-0.03256216
2022-01-31,AUD,0.030634388,-0.038420398
2022-02-28,AUD,0.03326024,-0.042464994
2022-03-31,AUD,0.043377206,-0.063453704
2022-04-29,AUD,0.052075043,-0.08044426
2022-05-31,AUD,0.054557074,-0.085673876
2022-06-30,AUD,0.05990789,-0.09716417
2022-07-29,AUD,0.05376131,-0.08595313
2022-08-31,AUD,0.061471704,-0.101028964
2022-09-30,AUD,0.065735124,-0.1112506
2022-10-31,AUD,0.068903275,-0.11316848
2022-11-30,AUD,0.061620068,-0.101399675
2022-12-30,AUD,0.06823285,-0.11256863
2023-01-31,AUD,0.062751085,-0.10233627
2023-02-28,AUD,0.068824686,-0.11493811
2023-03-31,AUD,0.059657052,-0.097011976
2023-04-28,AUD,0.05969789,-0.09758758
2023-05-31,AUD,0.06438102,-0.107091874
2023-06-30,AUD,0.06899907,-0.12025839
2023-07-31,AUD,0.06930554,-0.1175707
2023-08-31,AUD,0.06827702,-0.11320274
2023-09-29,AUD,0.07395509,-0.12023231
2023-10-31,AUD,0.08162211,-0.13096002
2023-11-30,AUD,0.074961744,-0.12116383
2023-12-29,AUD,0.06621754,-0.109100506
