p_target,p_actual,n_train,n_regime_train,n_nonregime_train,rmse_bps_eval_regime,rmse_bps_eval_nonregime,rmse_bps_train_overall
0.05,0.05,2000,100,1900,16.39992332458496,11.366975784301758,10.173564910888672
0.15,0.15,2000,300,1700,69.9022216796875,12.331440925598145,12.18445110321045
0.3,0.3,2000,600,1400,8.34310245513916,11.60368824005127,8.997692108154297
0.5,0.5,2000,1000,1000,18.063201904296875,15.349077224731445,16.23247718811035
0.75,0.75,2000,1500,500,10.128684997558594,13.660930633544922,10.435680389404297
