date,expiry,tenor,sigma_mkt,sigma_mod1,ratio,path_frac
2015-06-30,10,10,33.4,190.6,5.707,1.0
2015-07-31,1,1,0.0,783.3,,1.0
2015-07-31,1,5,76.4,628.2,8.222,1.0
2015-07-31,1,10,57.7,560.7,9.718,1.0
2015-07-31,5,1,68.9,458.7,6.657,1.0
2015-07-31,5,5,46.0,362.3,7.877,1.0
2015-07-31,5,10,41.7,302.8,7.261,1.0
2015-07-31,10,1,39.6,293.3,7.407,1.0
2015-07-31,10,5,37.3,228.0,6.114,1.0
2015-07-31,10,10,38.2,193.7,5.07,1.0
2015-08-31,1,1,0.0,733.9,,1.0
2015-08-31,1,5,70.2,606.5,8.64,1.0
2015-08-31,1,10,57.2,541.2,9.461,1.0
2015-08-31,5,1,64.0,459.9,7.186,1.0
2015-08-31,5,5,43.4,367.5,8.468,1.0
2015-08-31,5,10,39.7,291.5,7.343,1.0
2015-08-31,10,1,37.1,299.5,8.073,1.0
2015-08-31,10,5,35.5,234.1,6.595,1.0
2015-08-31,10,10,36.5,188.1,5.152,1.0
2015-09-30,1,1,0.0,727.8,,1.0
2015-09-30,1,5,85.0,634.8,7.469,1.0
2015-09-30,1,10,60.2,537.0,8.92,1.0
2015-09-30,5,1,74.0,471.5,6.372,1.0
2015-09-30,5,5,46.6,375.9,8.067,1.0
2015-09-30,5,10,41.3,311.4,7.54,1.0
2015-09-30,10,1,38.4,290.7,7.57,1.0
2015-09-30,10,5,36.1,228.3,6.324,1.0
2015-09-30,10,10,36.7,194.9,5.311,1.0
2015-10-30,1,1,0.0,755.8,,1.0
2015-10-30,1,5,91.0,645.3,7.091,1.0
2015-10-30,1,10,58.1,541.0,9.312,1.0
2015-10-30,5,1,75.7,462.6,6.111,1.0
2015-10-30,5,5,46.4,373.1,8.041,1.0
2015-10-30,5,10,41.2,317.5,7.707,1.0
2015-10-30,10,1,39.5,302.6,7.661,1.0
2015-10-30,10,5,36.7,233.8,6.371,1.0
2015-10-30,10,10,36.5,195.7,5.363,1.0
2015-11-30,1,1,0.0,750.3,,1.0
2015-11-30,1,5,128.5,634.9,4.941,1.0
2015-11-30,1,10,61.8,544.9,8.817,1.0
2015-11-30,5,1,83.9,486.8,5.802,1.0
2015-11-30,5,5,48.0,383.9,7.997,1.0
2015-11-30,5,10,42.4,320.3,7.553,1.0
2015-11-30,10,1,37.5,309.0,8.239,1.0
2015-11-30,10,5,35.5,231.6,6.524,1.0
2015-11-30,10,10,36.1,190.4,5.275,1.0
2015-12-31,1,1,0.0,722.8,,1.0
2015-12-31,1,5,79.5,609.1,7.662,1.0
2015-12-31,1,10,52.2,561.6,10.759,1.0
2015-12-31,5,1,65.0,490.5,7.546,1.0
2015-12-31,5,5,42.6,376.0,8.827,1.0
2015-12-31,5,10,38.4,304.1,7.918,1.0
2015-12-31,10,1,34.4,309.3,8.991,1.0
2015-12-31,10,5,32.9,238.1,7.237,1.0
2015-12-31,10,10,33.9,192.8,5.688,1.0
2016-01-29,1,1,0.0,790.2,,1.0
2016-01-29,1,5,211.6,611.0,2.887,1.0
2016-01-29,1,10,77.7,584.3,7.52,1.0
2016-01-29,5,1,126.7,484.5,3.824,1.0
2016-01-29,5,5,58.5,374.6,6.404,1.0
2016-01-29,5,10,50.4,312.5,6.201,1.0
2016-01-29,10,1,44.6,318.9,7.151,1.0
2016-01-29,10,5,42.1,236.8,5.624,1.0
2016-01-29,10,10,43.2,202.4,4.685,1.0
2016-02-29,1,1,0.0,708.1,,1.0
2016-02-29,1,5,0.0,626.6,,1.0
2016-02-29,1,10,108.7,606.7,5.581,1.0
2016-02-29,5,1,0.0,493.5,,1.0
2016-02-29,5,5,78.1,380.6,4.874,1.0
2016-02-29,5,10,64.3,320.4,4.983,1.0
2016-02-29,10,1,58.1,300.6,5.174,1.0
2016-02-29,10,5,55.3,246.9,4.465,1.0
2016-02-29,10,10,58.1,196.7,3.385,1.0
2016-03-31,1,1,0.0,717.7,,1.0
2016-03-31,1,5,391.6,618.7,1.58,1.0
2016-03-31,1,10,91.2,579.2,6.35,1.0
2016-03-31,5,1,0.0,485.3,,1.0
2016-03-31,5,5,70.2,388.7,5.537,1.0
2016-03-31,5,10,58.5,324.3,5.543,1.0
2016-03-31,10,1,53.0,304.0,5.735,1.0
2016-03-31,10,5,50.3,248.6,4.943,1.0
2016-03-31,10,10,53.3,195.7,3.672,1.0
2016-04-29,1,1,0.0,789.3,,1.0
2016-04-29,1,5,205.5,656.3,3.194,1.0
2016-04-29,1,10,75.7,599.9,7.925,1.0
2016-04-29,5,1,149.4,494.6,3.311,1.0
2016-04-29,5,5,57.8,373.8,6.467,1.0
2016-04-29,5,10,49.6,304.1,6.131,1.0
2016-04-29,10,1,44.2,302.2,6.838,1.0
2016-04-29,10,5,41.6,249.7,6.001,1.0
2016-04-29,10,10,43.0,197.9,4.601,1.0
2016-05-31,1,1,0.0,770.7,,1.0
2016-05-31,1,5,0.0,636.3,,1.0
2016-05-31,1,10,86.4,600.4,6.949,1.0
2016-05-31,5,1,0.0,498.0,,1.0
2016-05-31,5,5,66.7,400.4,6.004,1.0
2016-05-31,5,10,54.1,310.7,5.743,1.0
2016-05-31,10,1,48.6,309.5,6.369,1.0
2016-05-31,10,5,45.3,243.2,5.369,1.0
2016-05-31,10,10,46.3,203.6,4.398,1.0
2016-06-30,1,1,0.0,749.1,,1.0
2016-06-30,1,5,0.0,667.4,,1.0
2016-06-30,1,10,124.5,583.5,4.686,1.0
2016-06-30,5,1,0.0,487.1,,1.0
2016-06-30,5,5,95.3,385.1,4.041,1.0
2016-06-30,5,10,73.4,328.8,4.48,1.0
2016-06-30,10,1,66.0,318.9,4.831,1.0
2016-06-30,10,5,61.1,242.9,3.976,1.0
2016-06-30,10,10,66.4,208.6,3.142,1.0
2016-07-29,1,1,0.0,761.2,,1.0
2016-07-29,1,5,0.0,656.8,,1.0
2016-07-29,1,10,152.2,621.4,4.083,1.0
2016-07-29,5,1,0.0,490.1,,1.0
2016-07-29,5,5,119.2,386.5,3.242,1.0
2016-07-29,5,10,82.7,323.5,3.911,1.0
2016-07-29,10,1,75.7,312.1,4.123,1.0
2016-07-29,10,5,68.1,249.8,3.668,1.0
2016-07-29,10,10,74.7,199.5,2.671,1.0
2016-08-31,1,1,0.0,747.7,,1.0
2016-08-31,1,5,0.0,646.5,,1.0
2016-08-31,1,10,141.8,586.2,4.134,1.0
2016-08-31,5,1,0.0,504.7,,1.0
2016-08-31,5,5,115.4,387.9,3.361,1.0
2016-08-31,5,10,81.1,334.8,4.128,1.0
2016-08-31,10,1,76.4,306.4,4.01,1.0
2016-08-31,10,5,66.4,248.2,3.738,1.0
2016-08-31,10,10,69.9,204.3,2.923,1.0
2016-09-30,1,1,0.0,780.0,,1.0
2016-09-30,1,5,0.0,670.7,,1.0
2016-09-30,1,10,145.3,584.0,4.019,1.0
2016-09-30,5,1,0.0,507.0,,1.0
2016-09-30,5,5,110.0,387.4,3.522,1.0
2016-09-30,5,10,77.2,331.6,4.295,1.0
2016-09-30,10,1,71.5,313.2,4.38,1.0
2016-09-30,10,5,63.0,245.7,3.899,1.0
2016-09-30,10,10,66.4,198.2,2.985,1.0
2016-10-31,1,1,0.0,760.9,,1.0
2016-10-31,1,5,0.0,633.0,,1.0
2016-10-31,1,10,87.2,590.6,6.772,1.0
2016-10-31,5,1,0.0,480.4,,1.0
2016-10-31,5,5,68.0,385.2,5.665,1.0
2016-10-31,5,10,56.5,331.9,5.874,1.0
2016-10-31,10,1,53.5,327.9,6.129,1.0
2016-10-31,10,5,48.9,247.5,5.061,1.0
2016-10-31,10,10,50.6,194.6,3.845,1.0
2016-11-30,1,1,0.0,776.4,,1.0
2016-11-30,1,5,181.4,648.2,3.574,1.0
2016-11-30,1,10,72.9,575.1,7.889,1.0
2016-11-30,5,1,123.7,488.2,3.946,1.0
2016-11-30,5,5,54.7,366.0,6.691,1.0
2016-11-30,5,10,48.3,324.9,6.726,1.0
2016-11-30,10,1,44.0,313.8,7.133,1.0
2016-11-30,10,5,41.4,246.3,5.95,1.0
2016-11-30,10,10,42.7,197.5,4.626,1.0
2016-12-30,1,1,0.0,763.3,,1.0
2016-12-30,1,5,198.2,663.9,3.35,1.0
2016-12-30,1,10,77.7,578.1,7.44,1.0
2016-12-30,5,1,155.3,496.3,3.195,1.0
2016-12-30,5,5,58.3,378.5,6.493,1.0
2016-12-30,5,10,50.2,316.3,6.301,1.0
2016-12-30,10,1,44.7,310.7,6.951,1.0
2016-12-30,10,5,42.1,245.9,5.841,1.0
2016-12-30,10,10,44.0,191.8,4.358,1.0
2017-01-31,1,1,0.0,771.5,,1.0
2017-01-31,1,5,119.7,622.1,5.197,1.0
2017-01-31,1,10,61.5,556.7,9.052,1.0
2017-01-31,5,1,84.9,498.5,5.871,1.0
2017-01-31,5,5,47.3,370.5,7.834,1.0
2017-01-31,5,10,41.7,296.0,7.098,1.0
2017-01-31,10,1,36.9,306.5,8.305,1.0
2017-01-31,10,5,35.9,242.5,6.755,1.0
2017-01-31,10,10,36.7,189.9,5.175,1.0
2017-02-28,1,5,207.8,619.2,2.98,1.0
2017-02-28,1,10,73.2,598.3,8.174,1.0
2017-02-28,5,1,151.0,491.0,3.251,1.0
2017-02-28,5,5,55.4,383.3,6.918,1.0
2017-02-28,5,10,46.6,320.8,6.885,1.0
2017-02-28,10,1,40.6,310.1,7.639,1.0
2017-02-28,10,5,38.3,234.9,6.133,1.0
2017-02-28,10,10,39.2,196.2,5.005,1.0
2017-03-31,1,5,129.2,646.6,5.005,1.0
2017-03-31,1,10,63.8,577.3,9.048,1.0
2017-03-31,5,1,110.0,482.3,4.385,1.0
2017-03-31,5,5,53.0,367.6,6.935,1.0
2017-03-31,5,10,44.1,317.1,7.191,1.0
2017-03-31,10,1,41.0,308.4,7.521,1.0
2017-03-31,10,5,37.9,236.1,6.229,1.0
2017-03-31,10,10,37.6,195.0,5.186,1.0
2017-04-28,1,5,118.8,621.8,5.234,1.0
2017-04-28,1,10,59.6,568.5,9.538,1.0
2017-04-28,5,1,97.0,485.5,5.005,1.0
2017-04-28,5,5,50.3,378.1,7.516,1.0
2017-04-28,5,10,42.0,311.7,7.421,1.0
2017-04-28,10,1,39.1,315.7,8.073,1.0
2017-04-28,10,5,36.2,247.8,6.845,1.0
2017-04-28,10,10,36.1,188.8,5.229,1.0
2017-05-31,1,5,119.7,596.4,4.982,1.0
2017-05-31,1,10,55.5,568.3,10.239,1.0
2017-05-31,5,1,95.6,476.6,4.986,1.0
2017-05-31,5,5,48.2,384.9,7.986,1.0
2017-05-31,5,10,40.0,303.3,7.582,1.0
2017-05-31,10,1,37.6,306.9,8.163,1.0
2017-05-31,10,5,34.8,240.0,6.897,1.0
2017-05-31,10,10,34.4,193.7,5.63,1.0
2017-06-30,1,5,90.5,638.8,7.059,1.0
2017-06-30,1,10,50.6,551.6,10.902,1.0
2017-06-30,5,1,72.0,491.3,6.824,1.0
2017-06-30,5,5,43.2,379.3,8.781,1.0
2017-06-30,5,10,37.4,311.3,8.323,1.0
2017-06-30,10,1,35.2,301.3,8.56,1.0
2017-06-30,10,5,33.2,229.1,6.9,1.0
2017-06-30,10,10,33.1,200.7,6.063,1.0
2017-07-31,1,5,81.9,649.1,7.925,1.0
2017-07-31,1,10,46.6,570.5,12.243,1.0
2017-07-31,5,1,64.6,483.4,7.484,1.0
2017-07-31,5,5,40.2,367.1,9.131,1.0
2017-07-31,5,10,35.0,307.7,8.793,1.0
2017-07-31,10,1,33.4,309.6,9.27,1.0
2017-07-31,10,5,31.1,231.9,7.456,1.0
2017-07-31,10,10,30.9,185.0,5.987,1.0
2017-08-31,1,5,115.6,632.2,5.469,1.0
2017-08-31,1,10,53.5,575.5,10.756,1.0
2017-08-31,5,1,85.9,496.8,5.783,1.0
2017-08-31,5,5,46.2,376.1,8.141,1.0
2017-08-31,5,10,38.6,308.9,8.002,1.0
2017-08-31,10,1,36.6,308.5,8.43,1.0
2017-08-31,10,5,33.6,244.1,7.266,1.0
2017-08-31,10,10,33.2,190.1,5.725,1.0
2017-09-29,1,5,87.5,632.0,7.223,1.0
2017-09-29,1,10,46.8,548.3,11.716,1.0
2017-09-29,5,1,69.5,497.1,7.153,1.0
2017-09-29,5,5,41.9,357.3,8.528,1.0
2017-09-29,5,10,35.6,300.0,8.428,1.0
2017-09-29,10,1,34.2,314.8,9.206,1.0
2017-09-29,10,5,31.6,251.4,7.955,1.0
2017-09-29,10,10,31.5,193.2,6.134,1.0
2017-10-31,1,5,92.3,618.5,6.701,1.0
2017-10-31,1,10,45.6,546.2,11.977,1.0
2017-10-31,5,1,73.4,496.3,6.761,1.0
2017-10-31,5,5,42.8,373.4,8.725,1.0
2017-10-31,5,10,35.9,299.0,8.329,1.0
2017-10-31,10,1,35.1,316.5,9.017,1.0
2017-10-31,10,5,31.9,240.4,7.535,1.0
2017-10-31,10,10,31.5,195.8,6.214,1.0
2017-11-30,1,5,85.6,617.9,7.218,1.0
2017-11-30,1,10,44.5,550.8,12.376,1.0
2017-11-30,5,1,73.5,488.5,6.646,1.0
2017-11-30,5,5,44.5,373.0,8.382,1.0
2017-11-30,5,10,37.3,310.7,8.329,1.0
2017-11-30,10,1,37.2,324.1,8.711,1.0
2017-11-30,10,5,33.7,237.0,7.034,1.0
2017-11-30,10,10,33.2,195.1,5.876,1.0
2017-12-29,1,5,72.6,605.9,8.346,1.0
2017-12-29,1,10,42.2,558.5,13.235,1.0
2017-12-29,5,1,66.5,493.2,7.417,1.0
2017-12-29,5,5,43.2,376.6,8.719,1.0
2017-12-29,5,10,36.2,314.9,8.7,1.0
2017-12-29,10,1,37.3,313.8,8.413,1.0
2017-12-29,10,5,33.3,241.1,7.24,1.0
2017-12-29,10,10,32.9,192.6,5.855,1.0
2018-01-31,1,5,53.8,600.7,11.165,1.0
2018-01-31,1,10,36.7,556.2,15.156,1.0
2018-01-31,5,1,49.4,478.5,9.687,1.0
2018-01-31,5,5,37.8,379.0,10.026,1.0
2018-01-31,5,10,33.3,296.9,8.916,1.0
2018-01-31,10,1,34.1,309.4,9.073,1.0
2018-01-31,10,5,31.6,232.0,7.342,1.0
2018-01-31,10,10,31.6,188.7,5.973,1.0
2018-02-28,1,5,57.2,600.2,10.494,1.0
2018-02-28,1,10,37.3,539.6,14.465,1.0
2018-02-28,5,1,50.7,499.9,9.861,1.0
2018-02-28,5,5,37.6,383.5,10.201,1.0
2018-02-28,5,10,33.3,303.3,9.109,1.0
2018-02-28,10,1,33.5,305.4,9.117,1.0
2018-02-28,10,5,30.9,245.7,7.95,1.0
2018-02-28,10,10,30.7,193.0,6.287,1.0
2018-03-30,1,5,63.5,606.5,9.551,1.0
2018-03-30,1,10,39.2,556.8,14.204,1.0
2018-03-30,5,1,57.2,492.2,8.606,1.0
2018-03-30,5,5,40.4,375.4,9.292,1.0
2018-03-30,5,10,34.9,307.0,8.795,1.0
2018-03-30,10,1,35.3,294.2,8.335,1.0
2018-03-30,10,5,32.1,244.0,7.601,1.0
2018-03-30,10,10,32.1,188.7,5.877,1.0
2018-04-30,1,5,57.3,624.2,10.894,1.0
2018-04-30,1,10,36.1,560.6,15.528,1.0
2018-04-30,5,1,53.0,485.0,9.152,1.0
2018-04-30,5,5,38.1,365.3,9.589,1.0
2018-04-30,5,10,33.1,312.6,9.444,1.0
2018-04-30,10,1,33.7,316.4,9.388,1.0
2018-04-30,10,5,30.7,235.3,7.664,1.0
2018-04-30,10,10,30.8,194.8,6.323,1.0
2018-05-31,1,5,77.4,631.7,8.162,1.0
2018-05-31,1,10,42.1,553.6,13.149,1.0
2018-05-31,5,1,61.8,489.6,7.923,1.0
2018-05-31,5,5,41.2,366.4,8.894,1.0
2018-05-31,5,10,34.5,303.7,8.804,1.0
2018-05-31,10,1,35.3,304.3,8.62,1.0
2018-05-31,10,5,32.0,239.7,7.491,1.0
2018-05-31,10,10,31.7,194.8,6.145,1.0
2018-06-29,1,5,81.7,632.7,7.744,1.0
2018-06-29,1,10,41.9,546.3,13.039,1.0
2018-06-29,5,1,65.4,491.6,7.516,1.0
2018-06-29,5,5,42.8,377.3,8.816,1.0
2018-06-29,5,10,35.6,309.8,8.701,1.0
2018-06-29,10,1,36.4,315.0,8.653,1.0
2018-06-29,10,5,32.8,242.3,7.386,1.0
2018-06-29,10,10,32.4,196.9,6.077,1.0
2018-07-31,1,5,65.3,608.6,9.32,1.0
2018-07-31,1,10,36.6,544.8,14.885,1.0
2018-07-31,5,1,60.1,496.2,8.256,1.0
2018-07-31,5,5,40.3,384.6,9.544,1.0
2018-07-31,5,10,33.5,313.7,9.363,1.0
2018-07-31,10,1,35.8,309.4,8.643,1.0
2018-07-31,10,5,32.0,234.4,7.324,1.0
2018-07-31,10,10,31.1,193.8,6.232,1.0
2018-08-31,1,5,78.6,601.6,7.654,1.0
2018-08-31,1,10,40.3,601.3,14.921,1.0
2018-08-31,5,1,67.3,501.1,7.446,1.0
2018-08-31,5,5,42.7,368.9,8.64,1.0
2018-08-31,5,10,35.1,319.2,9.093,1.0
2018-08-31,10,1,36.6,305.9,8.359,1.0
2018-08-31,10,5,32.6,239.8,7.355,1.0
2018-08-31,10,10,31.9,196.5,6.158,1.0
2018-09-28,1,5,61.1,618.2,10.118,1.0
2018-09-28,1,10,35.3,573.0,16.232,1.0
2018-09-28,5,1,55.3,484.3,8.757,1.0
2018-09-28,5,5,38.9,366.1,9.411,1.0
2018-09-28,5,10,32.7,297.6,9.101,1.0
2018-09-28,10,1,35.0,301.8,8.623,1.0
2018-09-28,10,5,31.4,232.3,7.399,1.0
2018-09-28,10,10,30.7,193.8,6.313,1.0
2018-10-31,1,5,68.1,598.6,8.79,1.0
2018-10-31,1,10,38.6,538.6,13.953,1.0
2018-10-31,5,1,60.0,495.2,8.253,1.0
2018-10-31,5,5,40.7,378.6,9.302,1.0
2018-10-31,5,10,33.8,304.7,9.013,1.0
2018-10-31,10,1,35.4,309.1,8.731,1.0
2018-10-31,10,5,31.8,239.5,7.53,1.0
2018-10-31,10,10,31.2,179.3,5.746,1.0
2018-11-30,1,5,77.9,614.7,7.891,1.0
2018-11-30,1,10,39.8,559.9,14.067,1.0
2018-11-30,5,1,64.7,466.8,7.215,1.0
2018-11-30,5,5,42.7,371.9,8.71,1.0
2018-11-30,5,10,35.1,317.5,9.045,1.0
2018-11-30,10,1,36.9,300.0,8.131,1.0
2018-11-30,10,5,33.2,232.2,6.995,1.0
2018-11-30,10,10,32.7,191.6,5.86,1.0
2018-12-31,1,5,92.4,630.5,6.823,1.0
2018-12-31,1,10,42.4,561.1,13.234,1.0
2018-12-31,5,1,69.3,474.2,6.842,1.0
2018-12-31,5,5,44.3,386.2,8.717,1.0
2018-12-31,5,10,36.4,302.4,8.307,1.0
2018-12-31,10,1,37.6,316.8,8.425,1.0
2018-12-31,10,5,34.2,241.6,7.065,1.0
2018-12-31,10,10,33.9,189.3,5.584,1.0
2019-01-31,1,5,114.5,614.5,5.367,1.0
2019-01-31,1,10,46.5,588.9,12.665,1.0
2019-01-31,5,1,88.5,493.5,5.576,1.0
2019-01-31,5,5,49.2,370.4,7.529,1.0
2019-01-31,5,10,38.6,323.3,8.375,1.0
2019-01-31,10,1,40.8,303.8,7.447,1.0
2019-01-31,10,5,36.0,233.4,6.484,1.0
2019-01-31,10,10,35.4,197.0,5.566,1.0
2019-02-28,1,5,93.8,637.3,6.794,1.0
2019-02-28,1,10,43.7,560.5,12.827,1.0
2019-02-28,5,1,78.7,483.9,6.149,1.0
2019-02-28,5,5,44.6,371.0,8.317,1.0
2019-02-28,5,10,35.6,308.4,8.663,1.0
2019-02-28,10,1,37.8,313.7,8.298,1.0
2019-02-28,10,5,33.3,245.5,7.372,1.0
2019-02-28,10,10,32.7,189.2,5.786,1.0
2019-03-29,1,5,239.2,661.4,2.765,1.0
2019-03-29,1,10,61.9,562.5,9.087,1.0
2019-03-29,5,1,140.5,478.0,3.402,1.0
2019-03-29,5,5,54.2,387.8,7.155,1.0
2019-03-29,5,10,40.3,323.6,8.03,1.0
2019-03-29,10,1,42.0,310.0,7.381,1.0
2019-03-29,10,5,36.5,250.2,6.854,1.0
2019-03-29,10,10,36.0,200.9,5.579,1.0
2019-04-30,1,5,177.0,643.0,3.632,1.0
2019-04-30,1,10,56.7,574.3,10.128,1.0
2019-04-30,5,1,116.6,490.1,4.203,1.0
2019-04-30,5,5,51.4,372.7,7.25,1.0
2019-04-30,5,10,38.5,326.8,8.489,1.0
2019-04-30,10,1,42.1,309.1,7.342,1.0
2019-04-30,10,5,35.9,244.5,6.81,1.0
2019-04-30,10,10,34.4,196.4,5.708,1.0
2019-05-31,1,5,659.5,665.9,1.01,1.0
2019-05-31,1,10,82.1,586.2,7.141,1.0
2019-05-31,5,1,305.6,479.3,1.569,1.0
2019-05-31,5,5,68.6,384.5,5.605,1.0
2019-05-31,5,10,47.3,323.5,6.838,1.0
2019-05-31,10,1,52.3,316.6,6.054,1.0
2019-05-31,10,5,42.2,245.5,5.817,1.0
2019-05-31,10,10,40.2,198.4,4.936,1.0
2019-06-28,1,10,134.7,611.5,4.54,1.0
2019-06-28,5,5,104.0,375.9,3.615,1.0
2019-06-28,5,10,61.5,326.4,5.307,1.0
2019-06-28,10,1,68.2,320.8,4.703,1.0
2019-06-28,10,5,52.3,248.5,4.751,1.0
2019-06-28,10,10,49.6,203.3,4.099,1.0
2019-07-31,1,10,584.8,612.4,1.047,1.0
2019-07-31,5,5,235.7,401.8,1.705,1.0
2019-07-31,5,10,90.0,333.7,3.708,1.0
2019-07-31,10,1,115.2,328.2,2.849,1.0
2019-07-31,10,5,69.0,245.8,3.562,1.0
2019-07-31,10,10,64.5,207.0,3.209,1.0
2019-08-30,5,10,293.7,327.5,1.115,1.0
2019-08-30,10,1,153.8,330.9,2.152,1.0
2019-08-30,10,5,226.5,258.4,1.141,1.0
2019-08-30,10,10,0.9,210.9,234.37,1.0
2019-09-30,5,10,195.6,336.7,1.722,1.0
2019-09-30,10,1,229.6,317.4,1.382,1.0
2019-09-30,10,5,176.3,267.4,1.517,1.0
2019-09-30,10,10,190.3,206.2,1.084,1.0
2019-10-31,1,10,502.4,619.5,1.233,1.0
2019-10-31,5,10,126.8,326.4,2.574,1.0
2019-10-31,10,1,171.9,321.7,1.872,1.0
2019-10-31,10,5,101.0,253.4,2.508,1.0
2019-10-31,10,10,96.7,199.7,2.065,1.0
2019-11-29,1,10,552.9,611.5,1.106,1.0
2019-11-29,5,5,211.7,392.2,1.853,1.0
2019-11-29,5,10,116.2,321.1,2.764,1.0
2019-11-29,10,1,173.7,329.8,1.898,1.0
2019-11-29,10,5,95.7,256.1,2.676,1.0
2019-11-29,10,10,93.6,207.4,2.216,1.0
2019-12-31,1,10,149.3,603.6,4.043,1.0
2019-12-31,5,5,115.0,386.3,3.359,1.0
2019-12-31,5,10,76.2,320.1,4.201,1.0
2019-12-31,10,1,81.8,313.4,3.832,1.0
2019-12-31,10,5,63.9,245.2,3.837,1.0
2019-12-31,10,10,63.6,206.9,3.254,1.0
2020-01-31,1,10,767.0,624.1,0.814,1.0
2020-01-31,5,5,364.8,397.5,1.09,1.0
2020-01-31,5,10,246.7,346.6,1.405,1.0
2020-01-31,10,1,181.3,320.7,1.769,1.0
2020-01-31,10,5,175.5,258.2,1.471,1.0
2020-01-31,10,10,193.2,208.4,1.079,1.0
2020-02-28,5,10,208.9,338.8,1.622,1.0
2020-02-28,10,5,188.7,259.2,1.373,1.0
2020-02-28,10,10,208.8,209.7,1.004,1.0
2020-03-31,1,10,547.6,625.5,1.142,1.0
2021-02-26,1,10,564.6,593.0,1.05,1.0
2021-02-26,5,10,136.0,328.1,2.413,1.0
2021-02-26,10,1,181.1,333.8,1.843,1.0
2021-02-26,10,5,110.7,254.0,2.294,1.0
2021-02-26,10,10,132.5,204.0,1.54,1.0
2021-03-31,1,10,573.5,585.8,1.021,1.0
2021-03-31,5,5,300.6,388.8,1.293,1.0
2021-03-31,5,10,103.0,326.5,3.17,1.0
2021-03-31,10,1,105.5,332.4,3.151,1.0
2021-03-31,10,5,78.8,251.3,3.189,1.0
2021-03-31,10,10,83.0,201.7,2.43,1.0
2021-04-30,1,10,234.2,590.5,2.521,1.0
2021-04-30,5,5,169.5,395.9,2.336,1.0
2021-04-30,5,10,91.8,314.2,3.423,1.0
2021-04-30,10,1,89.8,337.5,3.758,1.0
2021-04-30,10,5,73.2,256.5,3.504,1.0
2021-04-30,10,10,76.4,199.0,2.604,1.0
2021-05-31,1,10,237.2,616.3,2.598,1.0
2021-05-31,5,5,282.8,397.8,1.407,1.0
2021-05-31,5,10,98.5,330.8,3.358,1.0
2021-05-31,10,1,103.8,326.6,3.146,1.0
2021-05-31,10,5,78.3,254.2,3.247,1.0
2021-05-31,10,10,80.8,205.4,2.542,1.0
2021-06-30,1,10,250.5,611.9,2.443,1.0
2021-06-30,5,5,288.4,394.2,1.367,1.0
2021-06-30,5,10,100.3,326.0,3.25,1.0
2021-06-30,10,1,107.6,330.3,3.07,1.0
2021-06-30,10,5,81.8,256.1,3.131,1.0
2021-06-30,10,10,86.7,214.1,2.469,1.0
2021-07-30,1,10,704.0,609.4,0.866,1.0
2021-07-30,5,5,208.3,410.2,1.969,1.0
2021-07-30,5,10,276.2,328.8,1.19,1.0
2021-07-30,10,1,194.9,336.4,1.726,1.0
2021-07-30,10,5,205.8,256.1,1.244,1.0
2021-07-30,10,10,193.9,202.5,1.044,1.0
2021-08-31,5,10,243.2,329.4,1.355,1.0
2021-08-31,10,5,173.4,254.3,1.466,1.0
2021-09-30,1,10,188.4,605.5,3.214,1.0
2021-09-30,5,5,170.9,398.5,2.332,1.0
2021-09-30,5,10,94.0,323.6,3.443,1.0
2021-09-30,10,1,106.8,314.9,2.948,1.0
2021-09-30,10,5,83.0,256.2,3.086,1.0
2021-09-30,10,10,86.2,202.6,2.35,1.0
2021-10-29,1,10,194.7,602.3,3.094,1.0
2021-10-29,5,5,218.6,378.0,1.729,1.0
2021-10-29,5,10,318.9,320.8,1.006,1.0
2021-10-29,10,1,178.5,314.5,1.762,1.0
2021-10-29,10,5,208.0,254.2,1.222,1.0
2021-10-29,10,10,180.9,201.4,1.113,1.0
2021-11-30,1,10,608.4,620.8,1.02,1.0
2021-11-30,5,10,269.9,326.4,1.209,1.0
2021-11-30,10,1,177.0,316.3,1.787,1.0
2021-11-30,10,5,194.9,256.3,1.315,1.0
2021-12-31,1,10,161.8,593.4,3.668,1.0
2021-12-31,5,5,188.6,404.7,2.146,1.0
2021-12-31,5,10,102.1,325.6,3.189,1.0
2021-12-31,10,1,110.6,327.6,2.962,1.0
2021-12-31,10,5,99.1,245.4,2.477,1.0
2021-12-31,10,10,114.3,205.0,1.794,1.0
2022-01-31,1,5,186.9,615.2,3.292,1.0
2022-01-31,1,10,115.3,593.9,5.151,1.0
2022-01-31,5,5,133.5,392.9,2.943,1.0
2022-01-31,5,10,94.7,312.0,3.294,1.0
2022-01-31,10,1,111.6,312.9,2.804,1.0
2022-01-31,10,5,101.2,248.1,2.451,1.0
2022-01-31,10,10,141.7,206.8,1.46,1.0
2022-02-28,1,1,243.8,806.6,3.308,1.0
2022-02-28,1,5,107.7,573.3,5.323,1.0
2022-02-28,1,10,75.2,586.6,7.801,1.0
2022-02-28,5,1,122.4,489.6,4.0,1.0
2022-02-28,5,5,72.6,372.4,5.13,1.0
2022-02-28,5,10,61.9,304.5,4.919,1.0
2022-02-28,10,1,62.7,319.3,5.092,1.0
2022-02-28,10,5,62.4,243.1,3.897,1.0
2022-02-28,10,10,71.0,193.7,2.728,1.0
2022-03-31,1,1,105.9,776.1,7.328,1.0
2022-03-31,1,5,82.4,543.5,6.596,1.0
2022-03-31,1,10,62.5,533.9,8.542,1.0
