date,expiry,tenor,sigma_mkt,sigma_mod_s1,sigma_mod_scal,err_s1_bp,err_cal_bp
2014-10-31,10,5,29.4,229.3,105.9,199.9,76.5
2014-10-31,10,10,28.4,188.6,93.2,160.2,64.8
2014-11-28,1,1,187.8,748.2,258.0,560.4,70.2
2014-11-28,1,5,66.8,597.6,132.1,530.8,65.3
2014-11-28,1,10,47.1,563.4,140.7,516.3,93.6
2014-11-28,5,1,79.1,456.9,202.9,377.8,123.8
2014-11-28,5,5,43.5,358.6,138.1,315.1,94.6
2014-11-28,5,10,35.8,310.3,128.0,274.5,92.2
2014-11-28,10,1,35.7,299.2,147.7,263.5,112.0
2014-11-28,10,5,32.2,242.9,113.0,210.7,80.8
2014-11-28,10,10,31.4,190.8,92.8,159.4,61.4
2014-12-31,1,1,343.0,679.5,249.6,336.5,-93.4
2014-12-31,1,5,75.1,627.6,153.6,552.5,78.5
2014-12-31,1,10,57.8,580.5,147.1,522.7,89.3
2014-12-31,5,1,89.0,460.3,192.5,371.3,103.5
2014-12-31,5,5,49.8,370.8,140.4,321.0,90.6
2014-12-31,5,10,43.0,299.5,120.6,256.5,77.6
2014-12-31,10,1,42.3,293.3,140.6,251.0,98.3
2014-12-31,10,5,38.3,238.1,110.3,199.8,72.0
2014-12-31,10,10,37.4,196.2,93.6,158.8,56.2
2015-01-30,1,1,0.0,752.7,228.0,752.7,228.0
2015-01-30,1,5,83.6,616.1,156.4,532.5,72.8
2015-01-30,1,10,67.1,578.3,165.7,511.2,98.6
2015-01-30,5,1,101.2,488.8,181.7,387.6,80.5
2015-01-30,5,5,60.9,367.5,146.5,306.6,85.6
2015-01-30,5,10,53.2,318.3,131.7,265.1,78.5
2015-01-30,10,1,55.9,289.9,142.5,234.0,86.6
2015-01-30,10,5,49.8,237.7,115.0,187.9,65.2
2015-01-30,10,10,48.1,193.1,104.7,145.0,56.6
2015-02-27,1,1,0.0,691.4,239.3,691.4,239.3
2015-02-27,1,5,91.8,619.5,155.5,527.7,63.7
2015-02-27,1,10,70.7,597.1,159.5,526.4,88.8
2015-02-27,5,1,101.0,439.3,177.5,338.3,76.5
2015-02-27,5,5,58.8,378.4,141.4,319.6,82.6
2015-02-27,5,10,51.5,314.4,130.2,262.9,78.7
2015-02-27,10,1,54.0,296.5,142.4,242.5,88.4
2015-02-27,10,5,50.1,244.1,115.5,194.0,65.4
2015-02-27,10,10,46.9,193.9,96.0,147.0,49.1
2015-03-31,1,1,0.0,700.6,235.3,700.6,235.3
2015-03-31,1,5,104.8,594.8,146.2,490.0,41.4
2015-03-31,1,10,89.0,586.1,160.4,497.1,71.4
2015-03-31,5,1,143.8,462.0,189.9,318.2,46.1
2015-03-31,5,5,82.6,367.8,143.7,285.2,61.1
2015-03-31,5,10,82.3,334.0,134.8,251.7,52.5
2015-03-31,10,1,103.7,298.4,155.7,194.7,52.0
2015-03-31,10,5,90.9,247.7,121.5,156.8,30.6
2015-03-31,10,10,95.4,196.6,105.6,101.2,10.2
2015-04-30,1,1,0.0,730.7,230.1,730.7,230.1
2015-04-30,1,5,93.8,626.7,159.0,532.9,65.2
2015-04-30,1,10,73.0,577.1,144.1,504.1,71.1
2015-04-30,5,1,103.5,461.9,191.9,358.4,88.4
2015-04-30,5,5,66.7,395.0,137.0,328.3,70.3
2015-04-30,5,10,62.9,321.5,121.3,258.6,58.4
2015-04-30,10,1,66.3,292.7,134.4,226.4,68.1
2015-04-30,10,5,61.0,249.2,106.1,188.2,45.1
2015-04-30,10,10,60.8,198.7,97.0,137.9,36.2
2015-05-29,1,1,0.0,739.8,250.2,739.8,250.2
2015-05-29,1,5,83.5,582.0,153.7,498.5,70.2
2015-05-29,1,10,64.8,590.5,148.4,525.7,83.6
2015-05-29,5,1,81.2,462.1,204.3,380.9,123.1
2015-05-29,5,5,52.9,373.0,135.9,320.1,83.0
2015-05-29,5,10,50.5,320.6,121.2,270.1,70.7
2015-05-29,10,1,48.4,294.9,142.2,246.5,93.8
2015-05-29,10,5,44.8,235.2,108.0,190.4,63.2
2015-05-29,10,10,47.0,188.7,99.5,141.7,52.5
2015-06-30,1,1,0.0,720.7,274.1,720.7,274.1
2015-06-30,1,5,66.7,585.0,142.7,518.3,76.0
2015-06-30,1,10,54.2,526.7,129.4,472.5,75.2
2015-06-30,5,1,55.6,487.0,207.5,431.4,151.9
2015-06-30,5,5,40.4,352.4,135.6,312.0,95.2
2015-06-30,5,10,37.6,302.6,116.9,265.0,79.3
2015-06-30,10,1,35.0,294.5,148.0,259.5,113.0
2015-06-30,10,5,33.1,224.0,104.7,190.9,71.6
2015-06-30,10,10,33.4,190.6,90.6,157.2,57.2
2015-07-31,1,1,0.0,783.3,267.5,783.3,267.5
2015-07-31,1,5,76.4,628.2,151.4,551.8,75.0
2015-07-31,1,10,57.7,560.7,141.6,503.0,83.9
2015-07-31,5,1,68.9,458.7,186.1,389.8,117.2
2015-07-31,5,5,46.0,362.3,136.0,316.3,90.0
2015-07-31,5,10,41.7,302.8,120.5,261.1,78.8
2015-07-31,10,1,39.6,293.3,147.4,253.7,107.8
2015-07-31,10,5,37.3,228.0,106.1,190.7,68.8
2015-07-31,10,10,38.2,193.7,86.0,155.5,47.8
2015-08-31,1,1,0.0,733.9,271.4,733.9,271.4
2015-08-31,1,5,70.2,606.5,147.8,536.3,77.6
2015-08-31,1,10,57.2,541.2,135.4,484.0,78.2
2015-08-31,5,1,64.0,459.9,198.9,395.9,134.9
2015-08-31,5,5,43.4,367.5,131.7,324.1,88.3
2015-08-31,5,10,39.7,291.5,110.6,251.8,70.9
2015-08-31,10,1,37.1,299.5,145.6,262.4,108.5
2015-08-31,10,5,35.5,234.1,103.4,198.6,67.9
2015-08-31,10,10,36.5,188.1,89.5,151.6,53.0
2015-09-30,1,1,0.0,727.8,250.6,727.8,250.6
2015-09-30,1,5,85.0,634.8,153.0,549.8,68.0
2015-09-30,1,10,60.2,537.0,146.8,476.8,86.6
2015-09-30,5,1,74.0,471.5,201.2,397.5,127.2
2015-09-30,5,5,46.6,375.9,136.0,329.3,89.4
2015-09-30,5,10,41.3,311.4,119.5,270.1,78.2
2015-09-30,10,1,38.4,290.7,145.1,252.3,106.7
2015-09-30,10,5,36.1,228.3,106.5,192.2,70.4
2015-09-30,10,10,36.7,194.9,91.5,158.2,54.8
2015-10-30,1,1,0.0,755.8,265.8,755.8,265.8
2015-10-30,1,5,91.0,645.3,137.3,554.3,46.3
2015-10-30,1,10,58.1,541.0,146.8,482.9,88.7
2015-10-30,5,1,75.7,462.6,200.9,386.9,125.2
2015-10-30,5,5,46.4,373.1,142.4,326.7,96.0
2015-10-30,5,10,41.2,317.5,115.4,276.3,74.2
2015-10-30,10,1,39.5,302.6,147.3,263.1,107.8
2015-10-30,10,5,36.7,233.8,116.2,197.1,79.5
2015-10-30,10,10,36.5,195.7,89.8,159.2,53.3
2015-11-30,1,1,0.0,750.3,277.4,750.3,277.4
2015-11-30,1,5,128.5,634.9,153.4,506.4,24.9
2015-11-30,1,10,61.8,544.9,145.1,483.1,83.3
2015-11-30,5,1,83.9,486.8,204.7,402.9,120.8
2015-11-30,5,5,48.0,383.9,137.0,335.9,89.0
2015-11-30,5,10,42.4,320.3,114.0,277.9,71.6
2015-11-30,10,1,37.5,309.0,151.2,271.5,113.7
2015-11-30,10,5,35.5,231.6,113.8,196.1,78.3
2015-11-30,10,10,36.1,190.4,94.7,154.3,58.6
2015-12-31,1,1,0.0,722.8,258.6,722.8,258.6
2015-12-31,1,5,79.5,609.1,144.3,529.6,64.8
2015-12-31,1,10,52.2,561.6,137.6,509.4,85.4
2015-12-31,5,1,65.0,490.5,193.6,425.5,128.6
2015-12-31,5,5,42.6,376.0,140.4,333.4,97.8
2015-12-31,5,10,38.4,304.1,118.7,265.7,80.3
2015-12-31,10,1,34.4,309.3,152.4,274.9,118.0
2015-12-31,10,5,32.9,238.1,113.2,205.2,80.3
2015-12-31,10,10,33.9,192.8,91.1,158.9,57.2
2016-01-29,1,1,0.0,790.2,269.1,790.2,269.1
2016-01-29,1,5,211.6,611.0,145.1,399.4,-66.5
2016-01-29,1,10,77.7,584.3,142.9,506.6,65.2
2016-01-29,5,1,126.7,484.5,214.1,357.8,87.4
2016-01-29,5,5,58.5,374.6,145.2,316.1,86.7
2016-01-29,5,10,50.4,312.5,122.9,262.1,72.5
2016-01-29,10,1,44.6,318.9,154.1,274.3,109.5
2016-01-29,10,5,42.1,236.8,119.2,194.7,77.1
2016-01-29,10,10,43.2,202.4,97.1,159.2,53.9
2016-02-29,1,1,0.0,708.1,259.1,708.1,259.1
2016-02-29,1,5,0.0,626.6,165.0,626.6,165.0
2016-02-29,1,10,108.7,606.7,152.8,498.0,44.1
2016-02-29,5,1,0.0,493.5,206.3,493.5,206.3
2016-02-29,5,5,78.1,380.6,151.3,302.5,73.2
2016-02-29,5,10,64.3,320.4,133.1,256.1,68.8
2016-02-29,10,1,58.1,300.6,159.8,242.5,101.7
2016-02-29,10,5,55.3,246.9,114.2,191.6,58.9
2016-02-29,10,10,58.1,196.7,97.9,138.6,39.8
2016-03-31,1,1,0.0,717.7,252.5,717.7,252.5
2016-03-31,1,5,391.6,618.7,163.2,227.1,-228.4
2016-03-31,1,10,91.2,579.2,160.3,488.0,69.1
2016-03-31,5,1,0.0,485.3,195.8,485.3,195.8
2016-03-31,5,5,70.2,388.7,140.6,318.5,70.4
2016-03-31,5,10,58.5,324.3,127.2,265.8,68.7
2016-03-31,10,1,53.0,304.0,152.8,251.0,99.8
2016-03-31,10,5,50.3,248.6,109.8,198.3,59.5
2016-03-31,10,10,53.3,195.7,95.8,142.4,42.5
2016-04-29,1,1,0.0,789.3,272.3,789.3,272.3
2016-04-29,1,5,205.5,656.3,148.0,450.8,-57.5
2016-04-29,1,10,75.7,599.9,141.6,524.2,65.9
2016-04-29,5,1,149.4,494.6,209.4,345.2,60.0
2016-04-29,5,5,57.8,373.8,147.5,316.0,89.7
2016-04-29,5,10,49.6,304.1,126.4,254.5,76.8
2016-04-29,10,1,44.2,302.2,147.7,258.0,103.5
2016-04-29,10,5,41.6,249.7,117.6,208.1,76.0
2016-04-29,10,10,43.0,197.9,96.3,154.9,53.3
2016-05-31,1,1,0.0,770.7,257.3,770.7,257.3
2016-05-31,1,5,0.0,636.3,158.0,636.3,158.0
2016-05-31,1,10,86.4,600.4,144.9,514.0,58.5
2016-05-31,5,1,0.0,498.0,198.6,498.0,198.6
2016-05-31,5,5,66.7,400.4,138.3,333.7,71.6
2016-05-31,5,10,54.1,310.7,120.7,256.6,66.6
2016-05-31,10,1,48.6,309.5,151.0,260.9,102.4
2016-05-31,10,5,45.3,243.2,111.5,197.9,66.2
2016-05-31,10,10,46.3,203.6,94.4,157.3,48.1
2016-06-30,1,1,0.0,749.1,243.8,749.1,243.8
2016-06-30,1,5,0.0,667.4,161.4,667.4,161.4
2016-06-30,1,10,124.5,583.5,165.1,459.0,40.6
2016-06-30,5,1,0.0,487.1,198.9,487.1,198.9
2016-06-30,5,5,95.3,385.1,151.4,289.8,56.1
2016-06-30,5,10,73.4,328.8,130.0,255.4,56.6
2016-06-30,10,1,66.0,318.9,156.2,252.9,90.2
2016-06-30,10,5,61.1,242.9,117.2,181.8,56.1
2016-06-30,10,10,66.4,208.6,101.2,142.2,34.8
2016-07-29,1,1,0.0,761.2,242.6,761.2,242.6
2016-07-29,1,5,0.0,656.8,165.5,656.8,165.5
2016-07-29,1,10,152.2,621.4,167.5,469.2,15.3
2016-07-29,5,1,0.0,490.1,198.2,490.1,198.2
2016-07-29,5,5,119.2,386.5,141.5,267.3,22.3
2016-07-29,5,10,82.7,323.5,132.0,240.8,49.3
2016-07-29,10,1,75.7,312.1,155.6,236.4,79.9
2016-07-29,10,5,68.1,249.8,115.9,181.7,47.8
2016-07-29,10,10,74.7,199.5,104.5,124.8,29.8
2016-08-31,1,1,0.0,747.7,253.3,747.7,253.3
2016-08-31,1,5,0.0,646.5,166.5,646.5,166.5
2016-08-31,1,10,141.8,586.2,166.9,444.4,25.1
2016-08-31,5,1,0.0,504.7,205.7,504.7,205.7
2016-08-31,5,5,115.4,387.9,149.2,272.5,33.8
2016-08-31,5,10,81.1,334.8,133.1,253.7,52.0
2016-08-31,10,1,76.4,306.4,150.9,230.0,74.5
2016-08-31,10,5,66.4,248.2,125.5,181.8,59.1
2016-08-31,10,10,69.9,204.3,107.1,134.4,37.2
2016-09-30,1,1,0.0,780.0,240.2,780.0,240.2
2016-09-30,1,5,0.0,670.7,165.1,670.7,165.1
2016-09-30,1,10,145.3,584.0,169.5,438.7,24.2
2016-09-30,5,1,0.0,507.0,208.3,507.0,208.3
2016-09-30,5,5,110.0,387.4,150.2,277.4,40.2
2016-09-30,5,10,77.2,331.6,137.6,254.4,60.4
2016-09-30,10,1,71.5,313.2,149.1,241.7,77.6
2016-09-30,10,5,63.0,245.7,119.7,182.7,56.7
2016-09-30,10,10,66.4,198.2,102.3,131.8,35.9
2016-10-31,1,1,0.0,760.9,245.7,760.9,245.7
2016-10-31,1,5,0.0,633.0,164.0,633.0,164.0
2016-10-31,1,10,87.2,590.6,146.9,503.4,59.7
2016-10-31,5,1,0.0,480.4,205.6,480.4,205.6
2016-10-31,5,5,68.0,385.2,149.2,317.2,81.2
2016-10-31,5,10,56.5,331.9,130.5,275.4,74.0
2016-10-31,10,1,53.5,327.9,150.4,274.4,96.9
2016-10-31,10,5,48.9,247.5,112.0,198.6,63.1
2016-10-31,10,10,50.6,194.6,102.2,144.0,51.6
2016-11-30,1,1,0.0,776.4,269.6,776.4,269.6
2016-11-30,1,5,181.4,648.2,158.0,466.8,-23.4
2016-11-30,1,10,72.9,575.1,154.2,502.2,81.3
2016-11-30,5,1,123.7,488.2,212.8,364.5,89.1
2016-11-30,5,5,54.7,366.0,144.7,311.3,90.0
2016-11-30,5,10,48.3,324.9,118.9,276.6,70.6
2016-11-30,10,1,44.0,313.8,152.7,269.8,108.7
2016-11-30,10,5,41.4,246.3,109.9,204.9,68.5
2016-11-30,10,10,42.7,197.5,95.7,154.8,53.0
2016-12-30,1,1,0.0,763.3,262.2,763.3,262.2
2016-12-30,1,5,198.2,663.9,154.1,465.7,-44.1
2016-12-30,1,10,77.7,578.1,151.0,500.4,73.3
2016-12-30,5,1,155.3,496.3,211.2,341.0,55.9
2016-12-30,5,5,58.3,378.5,141.7,320.2,83.4
2016-12-30,5,10,50.2,316.3,124.4,266.1,74.2
2016-12-30,10,1,44.7,310.7,159.4,266.0,114.7
2016-12-30,10,5,42.1,245.9,116.0,203.8,73.9
2016-12-30,10,10,44.0,191.8,92.6,147.8,48.6
2017-01-31,1,1,0.0,771.5,268.1,771.5,268.1
2017-01-31,1,5,119.7,622.1,153.6,502.4,33.9
2017-01-31,1,10,61.5,556.7,139.5,495.2,78.0
2017-01-31,5,1,84.9,498.5,198.6,413.6,113.7
2017-01-31,5,5,47.3,370.5,135.1,323.2,87.8
2017-01-31,5,10,41.7,296.0,118.6,254.3,76.9
2017-01-31,10,1,36.9,306.5,154.1,269.6,117.2
2017-01-31,10,5,35.9,242.5,113.2,206.6,77.3
2017-01-31,10,10,36.7,189.9,95.1,153.2,58.4
2017-02-28,1,5,207.8,619.2,155.6,411.4,-52.2
2017-02-28,1,10,73.2,598.3,139.3,525.1,66.1
2017-02-28,5,1,151.0,491.0,206.9,340.0,55.9
2017-02-28,5,5,55.4,383.3,139.6,327.9,84.2
2017-02-28,5,10,46.6,320.8,129.2,274.2,82.6
2017-02-28,10,1,40.6,310.1,153.0,269.5,112.4
2017-02-28,10,5,38.3,234.9,116.2,196.6,77.9
2017-02-28,10,10,39.2,196.2,96.8,157.0,57.6
2017-03-31,1,5,129.2,646.6,158.9,517.4,29.7
2017-03-31,1,10,63.8,577.3,145.2,513.5,81.4
2017-03-31,5,1,110.0,482.3,216.3,372.3,106.3
2017-03-31,5,5,53.0,367.6,142.9,314.6,89.9
2017-03-31,5,10,44.1,317.1,121.4,273.0,77.3
2017-03-31,10,1,41.0,308.4,152.9,267.4,111.9
2017-03-31,10,5,37.9,236.1,108.0,198.2,70.1
2017-03-31,10,10,37.6,195.0,97.6,157.4,60.0
2017-04-28,1,5,118.8,621.8,147.6,503.0,28.8
2017-04-28,1,10,59.6,568.5,157.3,508.9,97.7
2017-04-28,5,1,97.0,485.5,206.0,388.5,109.0
2017-04-28,5,5,50.3,378.1,143.7,327.8,93.4
2017-04-28,5,10,42.0,311.7,116.9,269.7,74.9
2017-04-28,10,1,39.1,315.7,164.7,276.6,125.6
2017-04-28,10,5,36.2,247.8,115.6,211.6,79.4
2017-04-28,10,10,36.1,188.8,97.2,152.7,61.1
2017-05-31,1,5,119.7,596.4,148.9,476.7,29.2
2017-05-31,1,10,55.5,568.3,144.2,512.8,88.7
2017-05-31,5,1,95.6,476.6,210.4,381.0,114.8
2017-05-31,5,5,48.2,384.9,144.2,336.7,96.0
2017-05-31,5,10,40.0,303.3,119.4,263.3,79.4
2017-05-31,10,1,37.6,306.9,165.5,269.3,127.9
2017-05-31,10,5,34.8,240.0,111.7,205.2,76.9
2017-05-31,10,10,34.4,193.7,96.4,159.3,62.0
2017-06-30,1,5,90.5,638.8,155.2,548.3,64.7
2017-06-30,1,10,50.6,551.6,130.3,501.0,79.7
2017-06-30,5,1,72.0,491.3,206.6,419.3,134.6
2017-06-30,5,5,43.2,379.3,128.2,336.1,85.0
2017-06-30,5,10,37.4,311.3,118.8,273.9,81.4
2017-06-30,10,1,35.2,301.3,162.3,266.1,127.1
2017-06-30,10,5,33.2,229.1,115.9,195.9,82.7
2017-06-30,10,10,33.1,200.7,94.1,167.6,61.0
2017-07-31,1,5,81.9,649.1,153.6,567.2,71.7
2017-07-31,1,10,46.6,570.5,135.4,523.9,88.8
2017-07-31,5,1,64.6,483.4,209.7,418.8,145.1
2017-07-31,5,5,40.2,367.1,133.5,326.9,93.3
2017-07-31,5,10,35.0,307.7,119.1,272.7,84.1
2017-07-31,10,1,33.4,309.6,155.7,276.2,122.3
2017-07-31,10,5,31.1,231.9,106.4,200.8,75.3
2017-07-31,10,10,30.9,185.0,88.0,154.1,57.1
2017-08-31,1,5,115.6,632.2,147.2,516.6,31.6
2017-08-31,1,10,53.5,575.5,143.5,522.0,90.0
2017-08-31,5,1,85.9,496.8,204.4,410.9,118.5
2017-08-31,5,5,46.2,376.1,138.3,329.9,92.1
2017-08-31,5,10,38.6,308.9,123.6,270.3,85.0
2017-08-31,10,1,36.6,308.5,157.7,271.9,121.1
2017-08-31,10,5,33.6,244.1,115.9,210.5,82.3
2017-08-31,10,10,33.2,190.1,93.6,156.9,60.4
2017-09-29,1,5,87.5,632.0,156.7,544.5,69.2
2017-09-29,1,10,46.8,548.3,125.4,501.5,78.6
2017-09-29,5,1,69.5,497.1,216.2,427.6,146.7
2017-09-29,5,5,41.9,357.3,134.5,315.4,92.6
2017-09-29,5,10,35.6,300.0,118.9,264.4,83.3
2017-09-29,10,1,34.2,314.8,161.0,280.6,126.8
2017-09-29,10,5,31.6,251.4,108.4,219.8,76.8
2017-09-29,10,10,31.5,193.2,93.1,161.7,61.6
2017-10-31,1,5,92.3,618.5,152.4,526.2,60.1
2017-10-31,1,10,45.6,546.2,128.0,500.6,82.4
2017-10-31,5,1,73.4,496.3,206.2,422.9,132.8
2017-10-31,5,5,42.8,373.4,142.8,330.6,100.0
2017-10-31,5,10,35.9,299.0,117.6,263.1,81.7
2017-10-31,10,1,35.1,316.5,158.0,281.4,122.9
2017-10-31,10,5,31.9,240.4,107.9,208.5,76.0
2017-10-31,10,10,31.5,195.8,90.8,164.3,59.3
2017-11-30,1,5,85.6,617.9,153.9,532.3,68.3
2017-11-30,1,10,44.5,550.8,131.7,506.3,87.2
2017-11-30,5,1,73.5,488.5,212.5,415.0,139.0
2017-11-30,5,5,44.5,373.0,132.7,328.5,88.2
2017-11-30,5,10,37.3,310.7,123.8,273.4,86.5
2017-11-30,10,1,37.2,324.1,158.8,286.9,121.6
2017-11-30,10,5,33.7,237.0,108.9,203.3,75.2
2017-11-30,10,10,33.2,195.1,100.4,161.9,67.2
2017-12-29,1,5,72.6,605.9,152.3,533.3,79.7
2017-12-29,1,10,42.2,558.5,132.8,516.3,90.6
2017-12-29,5,1,66.5,493.2,198.7,426.7,132.2
2017-12-29,5,5,43.2,376.6,140.0,333.4,96.8
2017-12-29,5,10,36.2,314.9,126.5,278.7,90.3
2017-12-29,10,1,37.3,313.8,157.2,276.5,119.9
2017-12-29,10,5,33.3,241.1,108.3,207.8,75.0
2017-12-29,10,10,32.9,192.6,89.9,159.7,57.0
2018-01-31,1,5,53.8,600.7,141.2,546.9,87.4
2018-01-31,1,10,36.7,556.2,126.0,519.5,89.3
2018-01-31,5,1,49.4,478.5,217.2,429.1,167.8
2018-01-31,5,5,37.8,379.0,127.8,341.2,90.0
2018-01-31,5,10,33.3,296.9,117.4,263.6,84.1
2018-01-31,10,1,34.1,309.4,158.6,275.3,124.5
2018-01-31,10,5,31.6,232.0,104.3,200.4,72.7
2018-01-31,10,10,31.6,188.7,88.8,157.1,57.2
2018-02-28,1,5,57.2,600.2,160.0,543.0,102.8
2018-02-28,1,10,37.3,539.6,131.8,502.3,94.5
2018-02-28,5,1,50.7,499.9,213.7,449.2,163.0
2018-02-28,5,5,37.6,383.5,141.4,345.9,103.8
2018-02-28,5,10,33.3,303.3,112.9,270.0,79.6
2018-02-28,10,1,33.5,305.4,157.8,271.9,124.3
2018-02-28,10,5,30.9,245.7,107.9,214.8,77.0
2018-02-28,10,10,30.7,193.0,90.2,162.3,59.5
2018-03-30,1,5,63.5,606.5,137.4,543.0,73.9
2018-03-30,1,10,39.2,556.8,135.1,517.6,95.9
2018-03-30,5,1,57.2,492.2,213.9,435.0,156.7
2018-03-30,5,5,40.4,375.4,141.4,335.0,101.0
2018-03-30,5,10,34.9,307.0,115.5,272.1,80.6
2018-03-30,10,1,35.3,294.2,163.4,258.9,128.1
2018-03-30,10,5,32.1,244.0,115.9,211.9,83.8
2018-03-30,10,10,32.1,188.7,91.3,156.6,59.2
2018-04-30,1,5,57.3,624.2,146.7,566.9,89.4
2018-04-30,1,10,36.1,560.6,133.2,524.5,97.1
2018-04-30,5,1,53.0,485.0,218.1,432.0,165.1
2018-04-30,5,5,38.1,365.3,136.8,327.2,98.7
2018-04-30,5,10,33.1,312.6,107.5,279.5,74.4
2018-04-30,10,1,33.7,316.4,156.5,282.7,122.8
2018-04-30,10,5,30.7,235.3,110.9,204.6,80.2
2018-04-30,10,10,30.8,194.8,92.3,164.0,61.5
2018-05-31,1,5,77.4,631.7,139.7,554.3,62.3
2018-05-31,1,10,42.1,553.6,139.9,511.5,97.8
2018-05-31,5,1,61.8,489.6,219.9,427.8,158.1
2018-05-31,5,5,41.2,366.4,138.9,325.2,97.7
2018-05-31,5,10,34.5,303.7,118.2,269.2,83.7
2018-05-31,10,1,35.3,304.3,164.3,269.0,129.0
2018-05-31,10,5,32.0,239.7,109.0,207.7,77.0
2018-05-31,10,10,31.7,194.8,92.8,163.1,61.1
2018-06-29,1,5,81.7,632.7,152.1,551.0,70.4
2018-06-29,1,10,41.9,546.3,145.5,504.4,103.6
2018-06-29,5,1,65.4,491.6,200.8,426.2,135.4
2018-06-29,5,5,42.8,377.3,142.4,334.5,99.6
2018-06-29,5,10,35.6,309.8,109.8,274.2,74.2
2018-06-29,10,1,36.4,315.0,153.8,278.6,117.4
2018-06-29,10,5,32.8,242.3,107.5,209.5,74.7
2018-06-29,10,10,32.4,196.9,93.9,164.5,61.5
2018-07-31,1,5,65.3,608.6,149.6,543.3,84.3
2018-07-31,1,10,36.6,544.8,140.2,508.2,103.6
2018-07-31,5,1,60.1,496.2,214.5,436.1,154.4
2018-07-31,5,5,40.3,384.6,139.0,344.3,98.7
2018-07-31,5,10,33.5,313.7,116.8,280.2,83.3
2018-07-31,10,1,35.8,309.4,155.0,273.6,119.2
2018-07-31,10,5,32.0,234.4,100.6,202.4,68.6
2018-07-31,10,10,31.1,193.8,90.2,162.7,59.1
2018-08-31,1,5,78.6,601.6,147.6,523.0,69.0
2018-08-31,1,10,40.3,601.3,139.4,561.0,99.1
2018-08-31,5,1,67.3,501.1,212.6,433.8,145.3
2018-08-31,5,5,42.7,368.9,136.3,326.2,93.6
2018-08-31,5,10,35.1,319.2,123.3,284.1,88.2
2018-08-31,10,1,36.6,305.9,145.0,269.3,108.4
2018-08-31,10,5,32.6,239.8,115.9,207.2,83.3
2018-08-31,10,10,31.9,196.5,92.8,164.6,60.9
2018-09-28,1,5,61.1,618.2,151.5,557.1,90.4
2018-09-28,1,10,35.3,573.0,142.8,537.7,107.5
2018-09-28,5,1,55.3,484.3,202.4,429.0,147.1
2018-09-28,5,5,38.9,366.1,139.4,327.2,100.5
2018-09-28,5,10,32.7,297.6,120.9,264.9,88.2
2018-09-28,10,1,35.0,301.8,149.0,266.8,114.0
2018-09-28,10,5,31.4,232.3,107.2,200.9,75.8
2018-09-28,10,10,30.7,193.8,88.5,163.1,57.8
2018-10-31,1,5,68.1,598.6,154.3,530.5,86.2
2018-10-31,1,10,38.6,538.6,136.1,500.0,97.5
2018-10-31,5,1,60.0,495.2,205.3,435.2,145.3
2018-10-31,5,5,40.7,378.6,133.1,337.9,92.4
2018-10-31,5,10,33.8,304.7,113.9,270.9,80.1
2018-10-31,10,1,35.4,309.1,160.8,273.7,125.4
2018-10-31,10,5,31.8,239.5,116.3,207.7,84.5
2018-10-31,10,10,31.2,179.3,89.4,148.1,58.2
2018-11-30,1,5,77.9,614.7,146.5,536.8,68.6
2018-11-30,1,10,39.8,559.9,136.1,520.1,96.3
2018-11-30,5,1,64.7,466.8,210.6,402.1,145.9
2018-11-30,5,5,42.7,371.9,134.6,329.2,91.9
2018-11-30,5,10,35.1,317.5,118.3,282.4,83.2
2018-11-30,10,1,36.9,300.0,158.7,263.1,121.8
2018-11-30,10,5,33.2,232.2,105.3,199.0,72.1
2018-11-30,10,10,32.7,191.6,94.0,158.9,61.3
2018-12-31,1,5,92.4,630.5,148.5,538.1,56.1
2018-12-31,1,10,42.4,561.1,142.7,518.7,100.3
2018-12-31,5,1,69.3,474.2,207.2,404.9,137.9
2018-12-31,5,5,44.3,386.2,139.2,341.9,94.9
2018-12-31,5,10,36.4,302.4,120.2,266.0,83.8
2018-12-31,10,1,37.6,316.8,148.1,279.2,110.5
2018-12-31,10,5,34.2,241.6,113.4,207.4,79.2
2018-12-31,10,10,33.9,189.3,90.3,155.4,56.4
2019-01-31,1,5,114.5,614.5,171.3,500.0,56.8
2019-01-31,1,10,46.5,588.9,146.1,542.4,99.6
2019-01-31,5,1,88.5,493.5,201.0,405.0,112.5
2019-01-31,5,5,49.2,370.4,143.2,321.2,94.0
2019-01-31,5,10,38.6,323.3,125.1,284.7,86.5
2019-01-31,10,1,40.8,303.8,148.9,263.0,108.1
2019-01-31,10,5,36.0,233.4,117.4,197.4,81.4
2019-01-31,10,10,35.4,197.0,100.1,161.6,64.7
2019-02-28,1,5,93.8,637.3,155.3,543.5,61.5
2019-02-28,1,10,43.7,560.5,150.5,516.8,106.8
2019-02-28,5,1,78.7,483.9,201.7,405.2,123.0
2019-02-28,5,5,44.6,371.0,139.1,326.4,94.5
2019-02-28,5,10,35.6,308.4,124.0,272.8,88.4
2019-02-28,10,1,37.8,313.7,152.7,275.9,114.9
2019-02-28,10,5,33.3,245.5,115.2,212.2,81.9
2019-02-28,10,10,32.7,189.2,97.2,156.5,64.5
2019-03-29,1,5,239.2,661.4,156.3,422.2,-82.9
2019-03-29,1,10,61.9,562.5,169.5,500.6,107.6
2019-03-29,5,1,140.5,478.0,203.3,337.5,62.8
2019-03-29,5,5,54.2,387.8,146.6,333.6,92.4
