tau1,error,abs_error
1.0,0.0056036117649320635,0.0056036117649320635
1.0,0.004270156033866553,0.004270156033866553
1.0,0.00787216089799165,0.00787216089799165
1.0,0.009702485052194246,0.009702485052194246
1.0,0.00909152082306551,0.00909152082306551
1.0,0.009733252205964438,0.009733252205964438
1.0,0.009188645807507397,0.009188645807507397
1.0,0.010088347574497253,0.010088347574497253
1.0,0.014553157629179435,0.014553157629179435
1.0,0.012241622225067195,0.012241622225067195
1.0,0.011895497578473933,0.011895497578473933
1.0,0.010994002234751832,0.010994002234751832
1.0,0.011349707514204659,0.011349707514204659
1.0,0.011836115101384034,0.011836115101384034
1.0,0.010231833590950278,0.010231833590950278
1.0,0.011440323514694338,0.011440323514694338
1.0,0.012304690881871236,0.012304690881871236
1.0,0.00911921875196521,0.00911921875196521
1.0,0.008643785190900657,0.008643785190900657
1.0,0.005142447450699306,0.005142447450699306
1.0,0.006755215750493641,0.006755215750493641
1.0,0.006321132166617616,0.006321132166617616
1.0,0.0042455310213591405,0.0042455310213591405
1.0,0.00614761142875505,0.00614761142875505
1.0,0.005869030404922558,0.005869030404922558
1.0,0.0072885799163224865,0.0072885799163224865
1.0,0.005147682668228078,0.005147682668228078
1.0,0.004719472882346629,0.004719472882346629
1.0,0.0029568138644987044,0.0029568138644987044
1.0,0.0038261445154584572,0.0038261445154584572
1.0,0.0040083442538032844,0.0040083442538032844
1.0,0.003230608851613973,0.003230608851613973
1.0,0.0022716635418819388,0.0022716635418819388
1.0,0.0010952425850633343,0.0010952425850633343
1.0,0.0010627683427067262,0.0010627683427067262
1.0,-0.0018520563892212606,0.0018520563892212606
1.0,-0.002888040182460628,0.002888040182460628
1.0,-0.002653122745809134,0.002653122745809134
1.0,-0.0008460085871733955,0.0008460085871733955
1.0,-0.0014519181939987406,0.0014519181939987406
1.0,-0.00345232372003906,0.00345232372003906
1.0,-0.004167871147607548,0.004167871147607548
1.0,-0.004643056846970167,0.004643056846970167
1.0,-0.0062875671524783815,0.0062875671524783815
1.0,-0.0056265329895514166,0.0056265329895514166
1.0,-0.005784588067865325,0.005784588067865325
1.0,-0.007293934528643846,0.007293934528643846
1.0,-0.006983360044995619,0.006983360044995619
1.0,-0.006128470068430324,0.006128470068430324
1.0,-0.00611213873918192,0.00611213873918192
1.0,-0.005424777799893997,0.005424777799893997
1.0,-0.004163254911766903,0.004163254911766903
1.0,-0.0033220211617492022,0.0033220211617492022
1.0,-0.0029884902559118055,0.0029884902559118055
1.0,-0.002765874988624139,0.002765874988624139
1.0,-0.0015615642012519575,0.0015615642012519575
1.0,-0.0019282242785138015,0.0019282242785138015
1.0,-0.0016714495386325155,0.0016714495386325155
1.0,-0.0005897692343694201,0.0005897692343694201
1.0,0.000219420658736022,0.000219420658736022
1.0,0.0018279154234930907,0.0018279154234930907
1.0,-0.00018882835358663766,0.00018882835358663766
1.0,-0.0001141279469516962,0.0001141279469516962
1.0,-0.00028931138622646443,0.00028931138622646443
1.0,-0.0013841313851182535,0.0013841313851182535
1.0,-0.0023406872285656154,0.0023406872285656154
1.0,-0.0013255834388737411,0.0013255834388737411
1.0,-0.0020693459003953765,0.0020693459003953765
1.0,-0.0008428609532555274,0.0008428609532555274
1.0,-0.0014020960732650384,0.0014020960732650384
1.0,-8.200296895362336e-05,8.200296895362336e-05
1.0,-0.0004842783879235313,0.0004842783879235313
1.0,0.0005045788998396597,0.0005045788998396597
1.0,0.0014722374145085988,0.0014722374145085988
1.0,0.001716854659841005,0.001716854659841005
1.0,0.001317447318618506,0.001317447318618506
1.0,0.0011037610584456181,0.0011037610584456181
1.0,0.00204721077339811,0.00204721077339811
1.0,0.002104143579404227,0.002104143579404227
1.0,0.0012278784866770996,0.0012278784866770996
1.0,0.0011695470675972576,0.0011695470675972576
1.0,0.000808502759745023,0.000808502759745023
1.0,-0.0004810470958536185,0.0004810470958536185
1.0,-0.00042858593371814663,0.00042858593371814663
1.0,-0.0010101635705927411,0.0010101635705927411
1.0,-0.001266252156358151,0.001266252156358151
1.0,-0.001256323828678487,0.001256323828678487
1.0,-0.0011636996863556882,0.0011636996863556882
1.0,-0.0013388180171055829,0.0013388180171055829
1.0,-0.001348458500163588,0.001348458500163588
1.0,-0.001700840619238888,0.001700840619238888
1.0,-0.0004728399532291233,0.0004728399532291233
1.0,-0.0008110489958078025,0.0008110489958078025
1.0,-0.0009837932979491447,0.0009837932979491447
1.0,-0.0003465831794957769,0.0003465831794957769
1.0,0.000349163086161796,0.000349163086161796
1.0,-0.00038685280469006114,0.00038685280469006114
1.0,-0.0001486429046823473,0.0001486429046823473
1.0,0.0010612702879916683,0.0010612702879916683
1.0,0.0009406248414019526,0.0009406248414019526
1.0,0.0007781783295551965,0.0007781783295551965
1.0,0.0011418049343901032,0.0011418049343901032
1.0,0.00134434873564852,0.00134434873564852
1.0,0.0013519412971137353,0.0013519412971137353
1.0,0.0007434248472233534,0.0007434248472233534
1.0,0.000619258855120753,0.000619258855120753
1.0,0.0009947824029266188,0.0009947824029266188
1.0,0.0013525872729401658,0.0013525872729401658
1.0,0.0014580699386755984,0.0014580699386755984
1.0,0.0005587222777659571,0.0005587222777659571
1.0,8.602249770183965e-05,8.602249770183965e-05
1.0,-0.0009311748174269247,0.0009311748174269247
1.0,-0.0012847803841534201,0.0012847803841534201
1.0,-0.0020442271434658703,0.0020442271434658703
1.0,-0.0024114137978183472,0.0024114137978183472
1.0,-0.0018471034018081667,0.0018471034018081667
1.0,-0.0017207915246251074,0.0017207915246251074
1.0,-0.0015952831925557867,0.0015952831925557867
1.0,-0.0020715985585346743,0.0020715985585346743
1.0,-0.0022627332549868383,0.0022627332549868383
1.0,-0.0020701482559141093,0.0020701482559141093
1.0,-0.0018662991106867914,0.0018662991106867914
1.0,-0.0019153112452288189,0.0019153112452288189
1.0,-0.0029722034699502108,0.0029722034699502108
1.0,-0.002943694306706114,0.002943694306706114
1.0,-0.0031796601213151016,0.0031796601213151016
1.0,-0.0029344346232341584,0.0029344346232341584
1.0,-0.0037541101684229194,0.0037541101684229194
1.0,-0.003475809642144029,0.003475809642144029
1.0,-0.003928888589205753,0.003928888589205753
1.0,-0.004865847858969876,0.004865847858969876
1.0,-0.005166476591672017,0.005166476591672017
1.0,-0.006266364541494884,0.006266364541494884
1.0,-0.008211689521254955,0.008211689521254955
1.0,-0.009161647869144002,0.009161647869144002
1.0,-0.00862008473675726,0.00862008473675726
1.0,-0.008185641890091213,0.008185641890091213
1.0,-0.006232556000791402,0.006232556000791402
1.0,-0.005309031678234766,0.005309031678234766
