T,"E[D(0,T)]_mc","P(0,T)_curve",abs_error,rel_error_pct
0.08333333333333333,0.9980817565409692,1.0,0.0019182434590307995,0.19182434590307995
0.16666666666666666,0.9959641089121295,1.0,0.004035891087870502,0.40358910878705023
0.25,0.9913634097703627,1.0,0.008636590229637253,0.8636590229637253
0.3333333333333333,0.9818328372271357,1.0,0.018167162772864343,1.8167162772864343
0.41666666666666663,0.9675232288137613,1.0,0.032476771186238707,3.2476771186238707
0.5,0.9492900890922811,1.0,0.050709910907718925,5.0709910907718925
0.5833333333333333,0.9277236269321133,0.9857503082385082,0.05802668130639488,5.886549648671779
0.6666666666666666,0.9037234706590741,0.9857503082385082,0.08202683757943408,8.321259135694554
0.75,0.8783342935683733,0.9857503082385082,0.10741601467013484,10.896878628633905
0.8333333333333333,0.8521553723636256,0.9857503082385082,0.13359493587488258,13.552614161857152
0.9166666666666666,0.8258025068503337,0.9857503082385082,0.15994780138817444,16.225995574274183
1.0,0.8000910201814264,0.9857503082385082,0.18565928805708176,18.83431194547092
1.0833333333333333,0.7757068766310503,0.9857503082385082,0.21004343160745786,21.307975239976958
1.1666666666666665,0.7531835264925468,0.9857503082385082,0.23256678174596135,23.592869289744158
1.25,0.7330268347696225,0.9857503082385082,0.2527234734688857,25.637676332101915
1.3333333333333333,0.7155368786255197,0.9857503082385082,0.27021342961298844,27.41195486875858
1.4166666666666665,0.7007908031987578,0.9857503082385082,0.2849595050397504,28.907878867312792
1.5,0.6888087979266245,0.9857503082385082,0.29694151031188365,30.123400198829753
1.5833333333333333,0.6795812624189593,0.9679856416258632,0.28840437920690387,29.794282766683356
1.6666666666666665,0.6731141253474195,0.9679856416258632,0.29487151627844366,30.462385349349496
1.75,0.6695148596655793,0.9679856416258632,0.29847078196028387,30.834215831854873
1.8333333333333333,0.668848985684038,0.9679856416258632,0.29913665594182515,30.903005486670704
1.9166666666666665,0.6711486667163963,0.9679856416258632,0.2968369749094669,30.665431608147507
2.0,0.6764350032469375,0.9679856416258632,0.2915506383789257,30.119314361856325
2.083333333333333,0.6847756370352048,0.9679856416258632,0.28321000459065837,29.257665859068815
2.1666666666666665,0.6962094794935543,0.9679856416258632,0.27177616213230893,28.076466266154938
2.25,0.7107833786408362,0.9679856416258632,0.257202262985027,26.570875839957804
2.333333333333333,0.7285771230706967,0.9679856416258632,0.23940851855516654,24.732651834901954
2.4166666666666665,0.7496752965374417,0.9679856416258632,0.2183103450884215,22.55305613022727
2.5,0.7741711312580721,0.9679856416258632,0.19381451036779107,20.022457155692237
2.583333333333333,0.8021700312379758,0.9433998204136593,0.14122978917568352,14.970300621189168
2.6666666666666665,0.8337987728315631,0.9433998204136593,0.10960104758209621,11.61766678459178
2.75,0.869189140935401,0.9433998204136593,0.07421067947825832,7.86630205692838
2.833333333333333,0.9085010769959933,0.9433998204136593,0.03489874341766608,3.699252709457139
2.9166666666666665,0.9519277421466533,0.9433998204136593,0.008527921732993993,0.9039562599508121
3.0,0.999671433591846,0.9433998204136593,0.05627161317818663,5.964768273277051
3.083333333333333,1.0519446738764184,0.9433998204136593,0.1085448534627591,11.505710634454505
3.1666666666666665,1.1089780402177596,0.9433998204136593,0.16557821980410026,17.551224435414667
3.25,1.1710295936125172,0.9433998204136593,0.2276297731988579,24.128664037591978
3.333333333333333,1.2383655591259002,0.9433998204136593,0.29496573871224085,31.266249190391527
3.4166666666666665,1.311290635730752,0.9433998204136593,0.3678908153170928,38.99627786189116
3.5,1.3901493750782465,0.9433998204136593,0.4467495546645872,47.355272387978374
3.583333333333333,1.4752986173309293,0.9143872165059749,0.5609114008249544,61.34287429873416
3.6666666666666665,1.567123667525343,0.9143872165059749,0.6527364510193682,71.38512429270199
3.75,1.6660400390986572,0.9143872165059749,0.7516528225926823,82.20290146496933
3.833333333333333,1.772495334109979,0.9143872165059749,0.8581081176040041,93.8451568563018
3.9166666666666665,1.8869712686644604,0.9143872165059749,0.9725840521584855,106.36457231706393
4.0,2.009985852705348,0.9143872165059749,1.095598636199373,119.81779889550917
4.083333333333333,2.1420957340376643,0.9143872165059749,1.2277085175316893,134.2657131869108
4.166666666666666,2.283898717190348,0.9143872165059749,1.3695115006843732,149.77369280352625
4.25,2.4360364685148577,0.9143872165059749,1.5216492520088827,166.41191221191355
4.333333333333333,2.5991974197609395,0.9143872165059749,1.6848102032549646,184.2556602762781
4.416666666666666,2.774119883268423,0.9143872165059749,1.859732666762448,203.38568094475283
4.5,2.961595392871444,0.9143872165059749,2.047208176365469,223.88853862023473
4.583333333333333,3.1624722856328766,0.8823347613065483,2.2801375243263284,258.42091055666157
4.666666666666666,3.3776595406165195,0.8823347613065483,2.4953247793099713,282.80930194962866
4.75,3.608130892067701,0.8823347613065483,2.725796130761153,308.92992663292944
4.833333333333333,3.8549292356146587,0.8823347613065483,2.9725944743081105,336.90098187975013
4.916666666666666,4.1191713474290115,0.8823347613065483,3.2368365861224633,366.84903826404883
5.0,4.402052937699778,0.8823347613065483,3.5197181763932295,398.9096123994121
5.083333333333333,4.704854061288202,0.8823347613065483,3.822519299981654,433.2277801592361
5.166666666666666,5.0289449100468815,0.8823347613065483,4.146610148740333,469.9588331530873
5.25,5.375792013013784,0.8823347613065483,4.493457251707236,509.2689814298363
5.333333333333333,5.746964872537349,0.8823347613065483,4.864630111230801,551.3361055873314
5.416666666666666,6.1441430663615355,0.8823347613065483,5.261808305054987,596.3505616919567
5.5,6.569123847808123,0.8823347613065483,5.686789086501574,644.5160426503724
5.583333333333333,7.023830278447518,0.8484139856462776,6.17541629280124,727.8777103252405
5.666666666666666,7.5103199300588575,0.8484139856462776,6.66190594441258,785.2187796430403
5.75,8.03079419525625,0.8484139856462776,7.182380209609973,846.5655129599037
5.833333333333333,8.587608248912264,0.8484139856462776,7.739194263265987,912.1955076413163
5.916666666666666,9.183281705454645,0.8484139856462776,8.334867719808367,982.4057430476348
6.0,9.82051002026114,0.8484139856462776,8.972096034614863,1057.5139243821384
6.083333333333333,10.502176686744342,0.8484139856462776,9.653762701098064,1137.8599203246667
6.166666666666666,11.231366284319066,0.8484139856462776,10.382952298672787,1223.8073009562183
6.25,12.011378436295013,0.8484139856462776,11.162964450648735,1315.7449829336995
6.333333333333333,12.845742740854973,0.8484139856462776,11.997328755208695,1414.0889893593344
6.416666666666666,13.738234742682073,0.8484139856462776,12.889820757035794,1519.2843323082423
6.5,14.692893017508526,0.8484139856462776,13.844479031862248,1631.8070265327187
6.583333333333333,15.714037446894485,0.8135625252925857,14.9004749216019,1831.5094978401526
6.666666666666666,16.806288765931324,0.8135625252925857,15.992726240638738,1965.7648605295815
6.75,17.974589472323796,0.8135625252925857,17.16102694703121,2109.3679236097437
6.833333333333333,19.22422619146587,0.8135625252925857,18.410663666173285,2262.968498893452
6.916666666666666,20.56085359871339,0.8135625252925857,19.747291073420804,2427.261637489876
7.0,21.990520007103193,0.8135625252925857,21.176957481810607,2602.9907749493045
7.083333333333333,23.519694736304558,0.8135625252925857,22.706132211011973,2790.9510953501763
7.166666666666666,25.155297386648954,0.8135625252925857,24.341734861356368,2991.9931295510723
7.25,26.904729150704732,0.8135625252925857,26.091166625412146,3207.0266038899526
7.333333333333333,28.775906304083346,0.8135625252925857,27.96234377879076,3437.0245567462093
7.416666666666666,30.77729602702491,0.8135625252925857,29.963733501732325,3683.027741593224
7.5,32.91795471885762,0.8135625252925857,32.10439219356503,3946.149336465463
7.583333333333333,35.207568978706306,0.7785186949078393,34.42905028379847,4422.379386518671
7.666666666666666,37.65649943788983,0.7785186949078393,36.87798074298199,4736.942219139335
7.75,40.275827642351565,0.7785186949078393,39.49730894744373,5073.392483159239
7.833333333333333,43.077406197268495,0.7785186949078393,42.29888750236066,5433.25263465484
7.916666666666666,46.07391240074594,0.7785186949078393,45.2953937058381,5818.1510607398
8.0,49.27890560929358,0.7785186949078393,48.50038691438574,6229.829448106856
8.083333333333332,52.70688859466452,0.7785186949078393,51.92836989975668,6670.150664256552
8.166666666666666,56.37337316970061,0.7785186949078393,55.594854474792776,7141.107187075843
8.25,60.29495038014451,0.7785186949078393,59.516431685236675,7644.830120910867
8.333333333333332,64.48936558004056,0.7785186949078393,63.71084688513272,8183.598839932132
8.416666666666666,68.97559873044435,0.7785186949078393,68.1970800355365,8759.851302428857
8.5,73.77395028479773,0.7785186949078393,72.99543158988989,9376.195082705246
8.583333333333332,78.90613304960473,0.7438629245670615,78.16227012503767,10507.617404178221
8.666666666666666,84.39537043608344,0.7438629245670615,83.65150751151637,11245.554086487467
