bad_rate_all,bad_rate_inside_2,bad_rate_inside_3,bad_rate_outside_3,nonfinite_rate_all,above1_rate_all,mono_rate_all,nonfinite_rate_inside_3,nonfinite_rate_outside_3,above1_rate_inside_3,above1_rate_outside_3,mono_rate_inside_3,mono_rate_outside_3,outside_3_count,total_count
18.73333333333333,2.7777777777777777,7.6923076923076925,18.878757176629517,7.533333333333333,18.5,12.7,2.564102564102564,7.598784194528875,7.6923076923076925,18.642350557244175,7.6923076923076925,12.76595744680851,2961,3000
