finite_z_paths_pct,finite_r_paths_pct,finite_discount_paths_pct,finite_P_full_paths_pct,max_abs_D0_minus_1,min_D,pct_D_nonpos,pct_outside_3std,pct_outside_5std,max_std_dist,discount_min_p,discount_max_p,discount_max_p0_err,discount_pct_nonpos,discount_pct_above_one,discount_pct_upticks,discount_pct_curves_with_uptick,discount_max_uptick,edge_bad_rate_all,edge_bad_rate_inside_2,edge_bad_rate_inside_3,edge_bad_rate_outside_3,edge_nonfinite_rate_all,edge_above1_rate_all,edge_mono_rate_all,g0_pct_neg,g0_pct_tiny,sigma_min,sigma_max,pct_sigma_nonpos,pct_sigma_low,pct_sigma_high,rho_abs_max,pct_rho_out,min_cov_eig,max_abs_sr,mean_abs_sr
100.0,100.0,100.0,94.40842270851135,0.0,0.00034538118770960406,0.0,98.85768595041323,98.33553719008265,4.534943233629581e+22,0.0,6.1431924299383996e+237,0.0,0.2645161290322581,16.33763440860215,10.76,12.7,6.1431924299383996e+237,18.73333333333333,2.7777777777777777,7.6923076923076925,18.878757176629517,7.533333333333333,18.5,12.7,2.8666666666666667,0.0,0.0004890129630090014,2044.9355654025735,0.0,0.0,13.950000000000001,0.9999794862100159,94.5,9.770344762471204e-12,64.0,0.0008528477475772583
