finite_pct,max_abs_p0_err,mean_abs_p0_err,min_p,max_p,pct_nonpos,pct_above_one,pct_upticks,max_uptick,g0_min,g0_max,g0_mean,g0_pct_neg,G_global_min,G_any_neg,G_any_tiny,sigma_min,sigma_max,pct_sigma_nonpos,rho_abs_max,pct_rho_out,min_cov_eig,r_mean,r_std,r_min,r_max,r_p5,r_p95,r_pct_neg,r_pct_very_neg,r_pct_high,max_abs_sr,mean_abs_sr
100.0,0.0,0.0,0.17411869623471668,1.1881285297397965,0.0,1.902567478604345,1.9160997732426304,0.012026564475863921,0.045330684732561966,0.10205278533955786,0.0793709354527762,0.0,0.07529269364444013,0,0,0.07297348885661313,1.2442725456057615,0.0,0.9365447553598225,0.0,0.0005992713233290833,0.0136903899134838,0.008844754743074626,-0.0017170552499897412,0.04271936929074368,0.0009586106105950344,0.02961167919952005,1.7006802721088436,0.0,0.0,1.8106176280507924e-17,1.868460726333e-18
