as_of_date,ccy,z_1,z_2
2010-01-29,AUD,0.017513976,-0.16647193
2010-02-26,AUD,0.016494483,-0.16519186
2010-03-31,AUD,0.019728908,-0.17421375
2010-04-30,AUD,0.02103188,-0.17504555
2010-05-31,AUD,0.020120725,-0.16513175
2010-06-30,AUD,0.020266358,-0.15999833
2010-07-30,AUD,0.01984109,-0.1606059
2010-08-31,AUD,0.020007532,-0.1513141
2010-09-30,AUD,0.023988178,-0.1652123
2010-10-29,AUD,0.022273796,-0.16590491
2010-11-30,AUD,0.022564545,-0.1714935
2010-12-31,AUD,0.021963116,-0.17458294
2011-01-31,AUD,0.022172863,-0.17301556
2011-02-28,AUD,0.022576926,-0.17403278
2011-03-31,AUD,0.021305015,-0.17164823
2011-04-29,AUD,0.022136882,-0.172624
2011-05-31,AUD,0.022553343,-0.16807851
2011-06-30,AUD,0.020255955,-0.1685442
2011-07-29,AUD,0.019480433,-0.16068661
2011-08-31,AUD,0.015392021,-0.14727873
2011-09-30,AUD,0.016272668,-0.13872752
2011-10-31,AUD,0.01635776,-0.1458226
2011-11-30,AUD,0.01347412,-0.13404197
2011-12-30,AUD,0.015216446,-0.132548
2012-01-31,AUD,0.014928501,-0.13158748
2012-02-29,AUD,0.016791152,-0.14140089
2012-03-30,AUD,0.014411272,-0.13621801
2012-04-30,AUD,0.013215551,-0.12722297
2012-05-31,AUD,0.009279714,-0.105167985
2012-06-29,AUD,0.010942489,-0.11240088
2012-07-31,AUD,0.010881543,-0.110318005
2012-08-31,AUD,0.009815156,-0.108687505
2012-09-28,AUD,0.008068877,-0.103613086
2012-10-31,AUD,0.006509479,-0.10367797
2012-11-30,AUD,0.0066550625,-0.105473116
2012-12-31,AUD,0.0025286304,-0.10269135
2013-01-31,AUD,0.0019010878,-0.106667295
2013-02-28,AUD,0.0019973726,-0.10552483
2013-03-29,AUD,0.004887745,-0.11033745
2013-04-30,AUD,0.002977939,-0.101667754
2013-05-31,AUD,0.00065371674,-0.102888815
2013-06-28,AUD,0.00075913314,-0.10769458
2013-07-31,AUD,-0.00084534194,-0.10182712
2013-08-30,AUD,-0.002034726,-0.107435584
2013-09-30,AUD,-0.0013599154,-0.10670247
2013-10-31,AUD,-0.00086932024,-0.11060758
2013-11-29,AUD,-0.0024248739,-0.11209598
2013-12-31,AUD,-0.0020420006,-0.11300254
2014-01-31,AUD,-0.0015511443,-0.10928321
2014-02-28,AUD,-0.0015298165,-0.10888268
2014-03-31,AUD,-0.00035357755,-0.11145224
2014-04-30,AUD,0.0005590324,-0.107666135
2014-05-30,AUD,0.0009874934,-0.10372703
2014-06-30,AUD,0.0011306782,-0.10194066
2014-07-31,AUD,0.0012467676,-0.101162806
2014-08-29,AUD,0.0023196712,-0.09803376
2014-09-30,AUD,0.0025009415,-0.102378026
2014-10-31,AUD,0.0024764633,-0.09965256
2014-11-28,AUD,0.0033434397,-0.09542461
2014-12-31,AUD,0.003774677,-0.08802502
2015-01-30,AUD,0.0055059018,-0.07806763
2015-02-27,AUD,0.0021391283,-0.07591993
2015-03-31,AUD,0.0020168766,-0.07198842
2015-04-30,AUD,0.0021147195,-0.07873296
2015-05-29,AUD,0.00051447423,-0.07940894
2015-06-30,AUD,-0.0001256403,-0.085454226
2015-07-31,AUD,0.00073259,-0.08045124
2015-08-31,AUD,-0.0006373443,-0.07775935
2015-09-30,AUD,0.001100034,-0.07582974
2015-10-30,AUD,0.00018123351,-0.075708315
2015-11-30,AUD,0.0026489734,-0.08119777
2015-12-31,AUD,0.0022613818,-0.083212435
2016-01-29,AUD,0.003271732,-0.07663559
2016-02-29,AUD,0.0046842704,-0.072953865
2016-03-31,AUD,0.0051789125,-0.075979784
2016-04-29,AUD,0.004498523,-0.07477603
2016-05-31,AUD,0.003927499,-0.06896778
2016-06-30,AUD,0.00561138,-0.06473024
2016-07-29,AUD,0.005789812,-0.062128708
2016-08-31,AUD,0.0041213636,-0.05993761
2016-09-30,AUD,0.004008805,-0.062294666
2016-10-31,AUD,0.0033491543,-0.06829606
2016-11-30,AUD,0.0016264895,-0.07644184
2016-12-30,AUD,0.0019071477,-0.07959238
2017-01-31,AUD,0.0008822214,-0.0774337
2017-02-28,AUD,0.00052810786,-0.07863442
2017-03-31,AUD,0.0004489019,-0.07754833
2017-04-28,AUD,0.00034881802,-0.07468681
2017-05-31,AUD,-0.00023349491,-0.06899523
2017-06-30,AUD,0.000110108405,-0.07527589
2017-07-31,AUD,-0.0005709175,-0.07397875
2017-08-31,AUD,0.0014340577,-0.075238064
2017-09-29,AUD,0.0012110916,-0.07862355
2017-10-31,AUD,0.0006522462,-0.07464608
2017-11-30,AUD,0.0015477026,-0.072941005
2017-12-29,AUD,0.0028094817,-0.07611452
2018-01-31,AUD,0.0018314088,-0.07804796
2018-02-28,AUD,0.0021918307,-0.07780555
2018-03-30,AUD,0.0041227215,-0.076977916
2018-04-30,AUD,0.004095858,-0.079202846
2018-05-31,AUD,0.0037492388,-0.07762213
2018-06-29,AUD,0.004369205,-0.07720887
2018-07-31,AUD,0.0046927617,-0.0775797
2018-08-31,AUD,0.004532434,-0.074267924
2018-09-28,AUD,0.0036537475,-0.076734036
2018-10-31,AUD,0.0033768513,-0.07547961
2018-11-30,AUD,0.003985081,-0.0761211
2018-12-31,AUD,0.004507002,-0.07112737
2019-01-31,AUD,0.0046132547,-0.06915998
2019-02-28,AUD,0.0029568183,-0.06626079
2019-03-29,AUD,0.0020408237,-0.056878597
2019-04-30,AUD,5.458272e-05,-0.0545766
2019-05-31,AUD,-0.00062479184,-0.047041908
2019-06-28,AUD,-0.0021744184,-0.040836833
2019-07-31,AUD,-0.0031030474,-0.036002286
2019-08-30,AUD,-0.001545456,-0.029764576
2019-09-30,AUD,-0.001301924,-0.03229963
2019-10-31,AUD,-0.0009887374,-0.034908406
2019-11-29,AUD,-0.0021901838,-0.031547554
2019-12-31,AUD,-0.0027190915,-0.038675092
2020-01-31,AUD,-0.002232241,-0.028841607
2020-02-28,AUD,-0.0017181521,-0.024218667
2020-03-31,AUD,-0.0020853141,-0.019486412
2020-04-30,AUD,-0.0061349934,-0.017075049
2020-05-29,AUD,-0.0062029785,-0.016676603
2020-06-30,AUD,-0.0070295986,-0.016000228
2020-07-31,AUD,-0.0067304634,-0.014430282
2020-08-31,AUD,-0.008730672,-0.015484051
2020-09-30,AUD,-0.008495311,-0.013436001
2020-10-30,AUD,-0.0097599905,-0.0124376435
2020-11-30,AUD,-0.011347823,-0.0145412255
2020-12-31,AUD,-0.011722736,-0.01524962
2021-01-29,AUD,-0.0131677985,-0.017480018
2021-02-26,AUD,-0.015062813,-0.027443785
2021-03-31,AUD,-0.016138587,-0.028284308
2021-04-30,AUD,-0.015587798,-0.027099084
2021-05-31,AUD,-0.015153228,-0.027016703
2021-06-30,AUD,-0.012394846,-0.026238963
2021-07-30,AUD,-0.011215583,-0.021488156
